"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,0,9,2,0,0
"S2",2,1,3,0,0,0,0
"S3",0,0,3,0,0,0,0
"S4",0,0,0,0,4,6,0
"S5",1,0,0,0,1,0,0
"S6",0,3,0,0,0,1,0
"S7",0,0,3,2,1,0,0
"S8",1,0,1,0,0,1,0
"S9",0,0,1,0,0,2,0
"S10",0,4,0,0,2,0,0
"S11",1,0,0,3,1,0,0
"S12",7,0,0,0,0,0,0
"S13",4,0,0,0,0,2,0
"S14",0,0,0,1,0,2,0
"S15",0,0,0,1,0,1,0
"S16",0,1,1,1,1,0,0
"S17",0,0,8,1,0,1,0
"S18",0,0,0,0,3,0,0
"S19",1,0,0,0,4,0,0
"S20",2,1,1,0,0,8,0
"S21",0,0,2,0,2,0,0
"S22",0,0,0,0,0,2,0
"S23",0,0,0,0,0,3,0
"S24",4,0,0,0,0,0,0
"S25",0,0,0,8,0,0,0
"S26",0,0,4,0,4,0,0
"S27",2,0,7,0,0,0,0
"S28",0,0,6,0,0,0,0
"S29",1,1,1,0,0,0,0
"S30",3,0,3,0,0,0,0
"S31",0,0,0,0,0,4,0
"S32",0,0,0,3,0,0,0
"S33",0,1,2,0,0,2,0
"S34",0,0,2,2,2,0,0
"S35",3,1,0,0,0,2,0
"S36",0,2,0,0,0,2,0
"S37",0,0,0,0,3,0,0
"S38",0,0,2,0,2,0,0
"S39",3,0,0,1,0,2,0
"S40",0,1,2,0,1,0,0
"S41",2,2,2,1,0,0,0
"S42",0,3,1,0,0,0,0
"S43",4,0,0,0,0,0,0
"S44",0,0,0,1,0,1,0
"S45",0,0,2,0,1,1,0
"S46",3,0,0,2,0,5,0
"S47",0,0,0,2,0,3,0
"S48",0,0,0,0,0,3,0
"S49",0,0,0,3,0,0,0
"S50",0,0,1,0,1,0,0
"S51",0,0,1,1,0,0,0
"S52",0,0,1,3,4,0,0
"S53",0,0,0,7,0,0,0
"S54",0,3,2,0,0,0,0
"S55",0,0,1,0,0,2,0
"S56",0,1,0,0,4,0,0
"S57",0,0,3,0,1,0,0
"S58",0,0,2,0,2,0,0
"S59",2,0,0,0,0,0,0
"S60",0,0,0,3,0,0,0
"S61",1,2,2,0,0,0,1
"S62",0,0,0,0,3,1,0
"S63",4,0,0,0,0,0,0
"S64",0,5,0,0,0,0,0
"S65",0,1,0,0,2,0,0
"S66",0,0,1,0,0,0,1
"S67",0,0,0,0,3,1,0
"S68",4,0,0,0,0,2,0
"S69",0,0,0,4,0,0,0
"S70",3,0,0,0,2,0,0
"S71",5,0,0,0,2,0,0
"S72",0,0,0,7,0,0,0
"S73",0,0,0,2,0,3,0
"S74",1,0,0,0,0,3,0
"S75",3,0,0,0,2,0,0
"S76",0,0,0,8,0,0,0
"S77",6,0,0,0,1,0,0
"S78",0,0,0,0,4,0,0
"S79",0,0,1,0,0,4,0
"S80",0,3,0,0,0,1,0
"S81",0,2,1,0,0,0,0
"S82",2,0,2,2,3,0,0
"S83",0,0,0,0,1,5,0
"S84",0,2,0,2,1,0,0
"S85",5,1,0,0,0,0,0
"S86",0,0,0,0,9,0,0
"S87",0,3,5,0,0,0,0
"S88",0,1,2,0,0,0,0
"S89",0,3,0,0,0,0,0
"S90",0,0,3,0,0,0,0
"S91",0,0,3,0,0,0,0
"S92",3,0,0,3,0,0,0
"S93",3,0,3,0,4,0,0
