"","T1","T2","T3","T4","T5","T6","T7"
"S1",6,0,0,0,0,0,0
"S2",0,2,0,2,0,3,0
"S3",0,0,4,0,0,0,0
"S4",1,2,0,0,0,0,0
"S5",4,0,0,0,0,0,0
"S6",3,0,3,0,0,0,0
"S7",0,3,1,0,0,3,1
"S8",0,0,0,0,0,3,0
"S9",1,0,0,1,3,1,0
"S10",1,4,0,3,0,0,0
"S11",1,0,0,0,1,0,0
"S12",4,0,0,2,0,0,0
"S13",0,2,0,0,0,0,0
"S14",0,0,0,0,3,0,1
"S15",0,3,2,0,0,0,0
"S16",0,0,0,4,0,1,0
"S17",0,0,0,1,0,1,0
"S18",1,1,0,2,2,0,0
"S19",0,2,0,0,2,0,0
"S20",0,1,3,0,2,0,0
"S21",7,0,0,3,0,0,0
"S22",2,0,0,0,0,0,0
"S23",0,5,0,0,0,0,0
"S24",0,4,0,0,2,2,0
"S25",1,8,0,0,0,0,0
"S26",1,0,0,0,0,2,0
"S27",0,6,0,0,0,0,0
"S28",6,0,0,0,0,0,0
"S29",2,1,0,0,0,3,0
"S30",3,0,0,0,2,0,0
"S31",10,0,0,0,0,0,0
"S32",0,0,0,0,7,0,0
"S33",0,0,1,2,0,0,0
"S34",4,4,0,0,0,2,0
"S35",0,1,0,4,0,0,0
"S36",0,0,2,0,0,2,0
"S37",0,0,0,0,4,0,0
"S38",1,0,1,3,0,0,0
"S39",5,0,0,0,0,0,0
"S40",1,0,0,8,0,0,0
"S41",3,3,0,0,0,3,0
"S42",0,4,0,0,1,0,0
"S43",1,0,0,1,0,2,0
"S44",2,1,0,0,1,2,0
"S45",0,0,0,3,0,0,0
"S46",0,0,1,0,0,3,0
"S47",0,0,0,7,2,0,0
"S48",0,0,4,0,0,0,0
"S49",0,0,2,0,0,2,0
"S50",0,0,4,0,0,0,0
"S51",1,0,0,0,0,2,1
"S52",0,0,1,0,0,2,0
"S53",0,0,0,0,3,0,0
"S54",1,0,4,0,0,0,0
"S55",0,0,0,4,0,0,0
"S56",0,2,0,0,3,0,0
"S57",0,0,0,3,6,0,0
"S58",0,0,4,0,0,0,0
"S59",0,0,2,0,0,0,0
"S60",0,4,0,0,0,0,0
"S61",3,0,1,1,0,0,0
"S62",0,0,0,1,2,2,0
"S63",12,0,0,0,0,0,0
"S64",0,0,1,4,0,0,0
"S65",4,0,2,0,1,0,0
"S66",0,3,0,0,0,0,0
"S67",0,0,0,0,3,2,0
"S68",2,0,0,0,0,2,0
"S69",0,0,7,0,0,0,0
"S70",0,0,5,0,0,0,0
"S71",0,0,0,7,0,0,0
