"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,31,0,0,0,0
"S2",0,9,18,0,0,0,0
"S3",0,17,0,0,4,16,0
"S4",0,27,0,0,0,0,0
"S5",0,13,0,8,0,0,1
"S6",0,25,0,0,0,1,6
"S7",4,8,0,3,5,0,0
"S8",6,0,0,16,0,0,0
"S9",0,0,9,15,0,7,0
"S10",8,0,0,0,11,0,0
"S11",9,1,0,0,0,20,1
"S12",0,0,0,12,13,0,0
"S13",12,1,4,6,0,5,0
"S14",0,4,14,1,0,3,0
"S15",11,0,0,6,0,0,0
"S16",0,7,5,3,0,7,0
"S17",10,5,0,0,4,6,0
"S18",7,12,9,0,0,0,0
"S19",4,0,0,14,0,0,3
"S20",0,8,15,5,0,0,0
"S21",0,25,0,0,0,3,0
"S22",14,0,13,0,0,0,0
"S23",0,5,0,11,5,0,0
"S24",10,4,7,0,0,3,0
"S25",0,13,0,0,0,11,0
"S26",0,0,0,0,0,24,0
"S27",13,0,0,0,2,13,0
"S28",26,0,0,0,0,0,0
"S29",0,17,0,1,1,3,0
"S30",0,0,0,28,0,0,0
"S31",8,3,10,0,0,6,0
"S32",6,0,0,0,8,10,0
"S33",5,8,0,0,9,0,0
"S34",0,0,0,20,0,0,0
"S35",6,5,0,6,0,7,0
"S36",27,0,0,0,0,0,0
"S37",11,0,0,0,0,15,0
"S38",13,0,0,0,13,0,0
"S39",1,11,2,0,0,0,0
"S40",0,23,0,0,2,0,1
"S41",0,0,0,20,0,0,0
"S42",0,17,0,0,1,0,0
"S43",16,14,0,0,0,0,0
"S44",0,0,0,0,9,15,0
"S45",6,0,0,0,10,4,0
"S46",0,13,0,0,9,13,0
"S47",0,15,8,5,0,0,0
"S48",7,0,8,7,0,0,0
"S49",0,0,11,0,8,0,0
"S50",0,15,7,0,0,0,1
"S51",0,0,0,0,2,19,0
"S52",0,0,10,0,0,5,0
"S53",0,4,17,0,0,0,1
"S54",0,18,0,5,0,1,0
"S55",0,0,3,0,0,0,22
"S56",9,6,6,0,0,0,0
"S57",0,6,6,17,0,0,0
"S58",12,1,0,0,6,6,0
"S59",11,0,0,13,0,0,0
"S60",0,0,0,13,14,0,0
"S61",13,11,0,0,0,1,0
"S62",0,2,25,0,0,1,0
"S63",0,13,0,10,0,0,0
"S64",9,0,0,4,12,0,0
"S65",9,0,5,0,7,0,0
"S66",0,13,0,0,6,0,0
"S67",0,0,23,0,0,2,1
"S68",0,1,0,20,0,7,0
"S69",4,8,0,6,0,0,0
"S70",7,0,0,1,0,20,0
"S71",0,9,0,1,2,8,0
"S72",0,5,0,9,11,0,0
"S73",2,5,0,4,0,7,0
"S74",6,5,0,0,10,0,0
"S75",0,0,7,12,5,0,0
"S76",0,0,4,11,13,0,0
"S77",0,13,0,0,0,12,0
"S78",0,0,22,0,0,0,0
"S79",4,0,0,11,4,7,0
"S80",0,0,32,0,3,0,0
"S81",14,0,0,0,0,16,1
"S82",0,0,1,0,22,0,1
"S83",0,13,0,0,0,8,0
