"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,1,0,3,0,0,0
"S2",2,1,0,0,0,0,0
"S3",0,0,3,0,0,2,0
"S4",0,0,0,0,0,9,0
"S5",4,0,0,1,0,0,0
"S6",1,1,0,0,0,0,0
"S7",2,0,0,0,2,0,0
"S8",0,3,4,0,0,0,0
"S9",3,4,0,0,0,0,0
"S10",3,0,0,3,0,0,0
"S11",2,0,0,0,3,0,0
"S12",0,2,0,1,0,0,0
"S13",0,0,0,1,0,2,0
"S14",1,0,0,0,0,4,0
"S15",0,3,0,0,0,5,0
"S16",0,0,5,0,0,0,0
"S17",0,3,0,0,7,0,0
"S18",0,0,0,3,0,2,0
"S19",0,3,0,0,0,0,0
"S20",0,0,4,0,0,0,0
"S21",0,0,0,0,0,3,0
"S22",0,0,4,0,0,0,0
"S23",1,3,0,0,0,0,0
"S24",0,0,0,0,0,3,2
"S25",2,0,0,0,0,0,0
"S26",0,0,0,4,0,0,0
"S27",1,0,2,0,2,0,0
"S28",0,0,2,1,0,0,0
"S29",0,3,0,0,1,1,0
"S30",4,0,0,0,0,0,0
"S31",0,0,0,0,0,10,0
"S32",0,0,2,2,0,0,0
"S33",0,0,0,0,0,5,0
"S34",0,0,1,2,7,0,0
"S35",0,0,2,0,6,0,0
"S36",0,0,0,3,0,0,0
"S37",0,0,0,0,0,5,0
"S38",0,0,6,0,1,0,0
"S39",2,0,0,0,1,0,0
"S40",2,1,0,3,0,0,0
"S41",0,0,0,3,0,0,0
"S42",0,3,0,1,0,5,1
"S43",0,2,0,2,0,0,0
"S44",0,4,0,3,0,0,0
"S45",0,1,0,1,1,0,0
"S46",0,2,4,0,0,0,0
"S47",0,0,0,0,0,6,0
"S48",1,2,0,0,1,0,0
"S49",2,0,0,0,1,3,0
"S50",1,0,5,0,0,0,0
"S51",0,0,14,0,0,0,0
"S52",0,0,2,0,0,1,0
"S53",2,2,0,0,7,0,0
"S54",1,0,0,0,2,0,0
"S55",0,2,0,0,0,0,0
"S56",2,0,0,0,2,0,0
"S57",3,0,0,2,0,0,0
"S58",0,1,0,0,2,2,0
"S59",1,3,0,0,0,0,0
"S60",5,0,0,0,0,3,0
"S61",0,0,0,0,4,0,0
"S62",0,1,3,0,0,2,0
"S63",0,0,2,0,4,0,0
"S64",1,0,0,1,0,0,0
"S65",0,0,0,2,0,2,0
"S66",2,1,0,1,0,0,0
"S67",0,4,0,0,0,3,0
"S68",1,0,0,2,5,0,0
"S69",6,0,0,0,0,3,0
"S70",0,0,1,2,0,2,0
"S71",0,0,0,0,7,0,0
