"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"1",6,4,4,4,5,4,10,4,5,5,1,5,14,6,7,5,6,4,8,5,16,3,3,5,20,7,3,11,23,4,2,1,11,1,3,1,6,9,16,5,10,7,10,9,14,12,21,13,7,6,2,1,11,9,4,6,15,12,3,4,14,11,3,5,3,13,7,9,8,27,8,1,4,6,24,1,8,4,8,3,9,6,0,15,5,9,8,3,2,10,14,5,4,9,6,3,11,9,4,10,5,7,2,6,3,0,5,6,6,12,12,7,8,1,5,4,2,7,7,11,13,9,20,4,5,6,3,8,12,4,2,3,3,5,2,4,9,7,2,10,4,6,6,16,10,9,11,3,8,10,3,3,19,3,2,13,6,18,15,5,8,24,5,6,3,6,7,7,3,5,4,3,10,10,12,4,8,4,19,2,10,10,2,13,12,19,5,8,1,2,10,11,25,7,4,6,10,3,10,12,5,5,5,8,8,11,5,1,8,5,5,9,2,1,7,13,7,8,6,7,3,0,8,6,6,5,2,26,7,7,12,1,15,1,11,0,5,2,11,5,3,2,2,7,3,13,20,4,5,9,13,8,4,10,3,9,3,6,4,4,6,2,3,7,2,11,0,6,7,2,2,11,3,3,5,10,4,4,6,11,5,1,10,1,13,11,6,2,4,6,12,16,7,6,9,7,7,6,5,13,3,4,1,6,14,2,8,8,8,16,2,3,2,3,3,7,2,3,3,1,5,3,14,6,6,5,3,6,4,3,12,5,15,6,6,4,14,3,2,5,1,4,4,11,9,7,16,8,3,5,6,8,2,2,3,15,3,4,5,16,6,6,13,9,8,1,12,12,1,2,9,1,3,1,3,2,19,2,6,8,17,5,6,6,0,8,9,3,8,8,11,3,4,3,3,4,10,8,16,5,1,4,3,3,4,4,12,9,7,6,4,3,1,9,2,3,17,6,6,11,9,1,4,7,4,13,0,6,4,1,4,2,11,6,4,8,6,2,5,6,8,2,4,3,4,3,4,3,8,5,12,6,5,2,6,8,7,9,2,6,3,2,11,13,6,4,5,2,8,3,4,5,3,6,4,19,7,7,7,8,9,12,5,9,6,3,7,6,12,6,9,5,9,9,2,4,3,3,14,9
"2",6,3,30,3,31,18,8,21,2,11,7,7,59,3,13,19,21,3,11,4,47,9,9,5,134,5,7,29,180,2,1,2,29,4,2,2,26,6,79,10,6,41,22,28,67,7,125,77,2,2,11,3,23,8,7,4,30,32,10,4,62,31,2,2,5,54,5,8,10,126,3,2,8,4,131,2,18,5,30,3,3,58,1,4,6,52,7,6,2,8,6,9,5,69,6,1,77,19,17,63,5,4,7,2,8,3,38,5,4,12,84,4,12,11,10,5,0,10,20,3,35,52,111,4,14,5,2,42,44,27,5,9,3,6,8,8,8,5,1,45,4,44,20,58,15,6,49,24,2,45,15,15,89,1,3,6,3,133,58,6,58,138,6,2,9,9,75,13,4,3,7,5,14,19,72,7,9,3,75,20,45,30,2,43,4,91,10,3,1,16,14,14,143,1,4,4,14,3,72,63,3,8,28,9,9,16,24,4,60,22,3,6,5,9,3,25,6,20,1,2,13,3,53,6,7,13,27,99,11,2,10,9,50,2,28,1,26,5,42,5,1,2,4,9,2,41,111,5,1,25,6,15,10,6,6,7,6,6,2,10,60,8,3,38,4,6,4,49,2,2,28,39,40,8,4,6,14,29,6,85,2,12,5,1,139,125,2,5,3,3,34,97,5,5,4,28,25,3,4,10,7,7,4,23,70,1,10,8,4,60,1,4,0,3,4,36,8,2,8,1,4,8,68,5,19,7,19,6,6,23,4,5,56,4,7,5,10,2,8,10,4,5,5,10,20,10,67,25,5,6,7,53,1,3,3,80,1,5,15,87,10,5,49,5,3,2,49,20,6,2,5,1,7,2,4,10,92,5,3,27,94,7,6,5,2,53,13,8,5,11,3,6,3,34,26,10,7,12,64,9,3,5,6,4,5,18,5,4,10,5,4,3,10,55,9,5,64,5,7,46,73,4,1,6,4,85,2,73,7,9,4,3,9,72,1,10,9,3,8,3,8,0,4,18,6,3,5,4,74,4,47,22,4,3,3,11,63,6,2,2,3,3,84,10,4,3,3,19,27,3,3,4,8,4,3,115,4,8,38,37,9,29,2,2,3,3,1,28,88,9,57,4,2,80,7,4,2,6,90,67
"3",3,4,11,3,7,4,9,3,7,5,5,10,11,4,4,4,10,4,9,6,13,4,3,3,10,3,8,11,22,3,4,3,11,2,6,3,11,10,17,8,4,6,3,6,11,4,21,15,5,3,2,4,1,10,3,10,10,8,5,10,8,7,2,5,1,10,5,3,4,17,1,3,3,6,14,5,6,2,15,6,4,11,4,8,3,15,8,6,7,7,6,7,5,14,6,2,11,8,1,20,2,5,6,6,4,1,5,5,1,12,16,6,2,4,8,4,3,5,7,2,12,18,17,3,7,4,1,6,10,3,4,6,4,3,4,2,3,5,1,7,4,5,3,14,8,8,9,10,6,23,4,4,23,6,5,4,2,22,11,2,7,21,5,6,4,6,8,7,1,3,4,4,4,9,13,4,4,4,8,4,5,12,2,9,2,19,9,4,3,10,7,4,20,6,4,8,8,4,11,14,2,9,8,6,4,7,6,6,8,5,6,9,4,1,4,13,5,11,4,0,8,7,16,7,8,7,7,19,1,4,4,2,7,1,15,0,10,6,12,9,3,1,3,4,9,9,21,5,1,5,13,6,9,5,1,4,4,4,2,3,16,3,3,2,2,10,4,11,3,5,4,10,8,4,6,4,4,4,4,16,2,9,14,2,22,31,2,5,1,4,2,15,5,9,4,14,10,4,3,7,6,4,5,7,15,1,6,7,2,13,7,4,4,2,9,5,4,2,8,3,3,4,15,2,7,6,2,4,4,8,5,5,12,2,4,6,8,0,4,10,8,4,7,7,12,10,11,6,3,1,10,8,6,1,4,15,3,9,4,17,7,6,10,3,9,2,8,12,5,1,4,3,3,4,8,4,17,3,4,7,22,2,5,2,2,10,9,6,10,8,11,5,8,8,3,4,8,8,14,12,3,7,1,5,3,6,3,7,13,3,1,1,4,17,7,7,16,6,5,14,8,5,1,4,6,18,2,10,6,6,4,7,9,11,3,7,10,8,5,5,13,5,1,4,5,2,1,2,15,1,15,3,6,6,6,7,15,4,3,5,3,3,14,11,3,4,6,7,3,5,3,6,8,2,4,27,11,6,9,7,5,7,0,5,4,4,7,6,17,7,6,4,7,19,5,4,2,6,18,14
"4",6,5,7,1,3,9,9,3,3,6,2,5,11,5,4,6,10,4,4,7,20,6,3,8,25,4,1,13,31,2,3,3,3,4,5,2,6,6,20,3,3,9,5,7,11,4,21,10,4,2,6,1,8,7,3,2,8,11,2,6,14,6,4,5,1,9,6,4,9,30,7,7,5,4,23,3,6,6,13,5,3,11,5,12,5,16,6,1,1,11,7,9,8,18,8,7,10,5,3,14,5,5,2,3,4,3,10,5,1,8,8,6,5,10,3,6,3,6,4,8,2,15,21,5,2,5,4,10,12,8,5,4,2,5,3,6,3,6,3,10,2,5,5,13,8,8,16,6,7,9,4,3,18,4,2,5,3,20,10,2,5,20,5,7,4,8,12,8,3,3,6,2,7,3,6,9,5,4,25,7,8,15,0,15,8,19,3,4,1,6,3,8,16,1,4,1,5,6,14,9,3,7,2,5,6,4,14,1,5,7,4,8,7,6,6,11,1,10,2,7,7,5,7,9,5,13,7,20,2,5,9,0,8,3,7,0,3,2,11,6,3,1,4,8,6,5,21,3,3,10,7,5,7,6,7,7,4,6,1,5,9,8,2,13,4,5,3,8,2,6,7,11,4,3,2,6,13,5,7,11,2,7,5,3,35,27,7,3,8,8,6,21,3,6,7,8,14,1,4,7,4,4,1,6,17,0,8,11,6,12,4,3,4,2,11,7,0,3,3,1,7,9,11,4,9,4,3,1,4,5,5,4,12,6,7,3,10,5,5,3,3,5,4,4,11,15,10,10,3,2,18,17,5,2,4,17,8,3,2,20,10,3,14,6,4,6,13,7,5,7,3,4,4,1,3,6,12,6,2,5,12,6,6,6,2,7,5,9,3,3,7,5,6,4,4,5,8,5,12,3,3,2,3,4,3,6,6,1,14,4,6,2,3,15,3,2,9,7,4,5,20,1,4,10,6,13,8,10,6,2,5,3,8,6,1,5,2,2,9,3,9,0,2,4,7,4,3,2,11,6,15,8,1,1,4,5,16,3,3,4,3,4,13,9,8,6,3,6,4,4,8,7,4,2,3,10,5,8,7,9,6,10,3,1,5,1,3,12,22,7,15,5,4,9,6,5,3,4,18,8
"5",3,2,8,7,7,6,8,4,1,7,1,3,8,8,3,1,10,4,7,0,13,6,5,4,18,4,4,6,20,3,6,1,6,1,4,2,4,4,22,2,5,10,8,10,10,5,17,17,2,7,4,3,8,4,4,10,14,16,4,5,18,9,6,10,4,14,9,6,8,24,7,3,6,3,23,2,9,1,16,4,7,9,3,6,1,17,9,1,5,7,9,3,4,14,10,2,21,13,2,12,4,6,1,4,2,3,5,5,2,14,15,6,8,14,8,6,3,8,6,4,13,14,18,4,10,4,8,2,7,6,5,5,4,3,3,7,7,7,3,10,4,5,8,11,9,9,6,9,6,15,7,2,12,0,5,3,3,19,15,1,9,23,6,3,4,7,7,11,0,3,3,7,5,4,7,7,7,9,19,2,11,13,2,9,7,22,6,9,4,1,3,10,28,1,6,3,5,8,13,10,4,9,5,3,5,8,3,3,15,5,5,9,6,5,7,10,9,7,4,2,2,5,7,4,2,9,5,23,5,3,4,11,16,1,10,3,3,5,11,6,4,4,5,3,3,13,23,8,3,11,12,8,8,3,10,5,7,8,2,4,18,4,3,9,6,5,5,11,3,4,4,7,4,3,4,4,3,5,2,11,3,3,7,3,18,23,6,5,3,1,6,18,3,4,8,11,9,4,2,9,7,6,3,4,12,1,13,10,4,18,0,5,4,5,8,7,3,4,10,7,4,4,12,6,7,2,8,3,3,5,5,4,14,1,6,8,5,3,9,8,6,4,4,3,9,10,9,6,6,4,3,11,2,2,2,12,3,4,5,28,4,6,13,7,7,3,6,6,5,3,4,2,8,0,0,3,22,8,4,5,12,5,2,5,5,11,6,4,5,6,4,8,4,4,6,4,3,3,13,5,2,2,7,5,0,11,5,7,5,3,4,1,6,5,3,6,16,8,7,10,7,3,2,6,4,13,6,13,8,5,7,9,7,14,6,7,11,4,4,8,6,4,8,5,1,6,4,6,18,6,11,4,4,3,1,5,17,2,3,4,3,0,17,4,7,8,3,7,11,5,3,5,7,5,2,22,4,11,11,7,5,10,6,3,2,5,8,8,16,6,9,3,6,21,7,9,3,9,13,12
"6",5,3,14,5,11,7,6,8,4,9,2,2,9,2,10,6,6,2,3,5,10,7,4,5,8,5,4,8,39,6,2,1,6,6,3,5,7,4,22,8,6,11,9,6,13,10,26,10,4,2,6,1,12,4,2,6,3,4,8,2,9,10,3,6,3,5,4,3,7,24,6,5,4,4,34,3,6,9,12,7,2,15,6,11,6,16,5,5,3,4,15,4,6,17,5,8,19,12,5,14,3,7,2,3,3,7,10,2,4,12,20,8,4,4,4,11,7,5,8,4,8,18,26,5,3,8,5,12,10,6,3,6,0,5,5,1,5,8,4,16,3,15,5,11,7,10,10,6,5,19,6,3,21,4,1,2,1,24,12,4,11,28,4,4,6,9,8,7,2,5,1,2,8,5,12,11,10,3,17,8,13,10,1,14,4,18,5,7,2,7,2,11,25,2,12,5,3,2,12,8,3,7,5,5,5,5,9,4,10,6,6,5,5,3,6,12,3,6,6,9,1,6,13,3,5,9,9,22,7,1,1,3,17,4,12,2,8,9,12,3,2,3,5,8,3,8,23,3,1,10,5,5,6,7,3,11,2,5,1,2,11,2,4,10,4,3,3,14,1,4,7,7,7,8,2,9,2,2,6,10,1,3,5,3,25,26,5,9,3,10,11,17,1,4,2,8,9,2,1,10,3,4,4,8,15,1,11,7,2,17,2,6,3,6,8,6,1,8,1,3,7,4,14,2,5,3,4,7,7,11,7,12,8,4,5,5,9,4,4,6,5,3,3,4,11,8,15,7,4,0,14,10,3,4,5,9,4,8,6,20,7,6,18,5,1,4,23,8,6,4,6,0,3,2,2,2,23,8,2,10,21,4,1,4,3,11,3,1,7,6,7,7,3,11,12,0,5,7,19,4,4,4,6,4,2,7,3,5,11,2,2,5,2,7,8,5,8,4,3,15,18,2,8,2,2,9,7,13,6,9,4,4,10,10,1,6,7,6,1,8,5,2,0,5,8,4,3,4,14,3,16,8,5,3,3,13,16,12,3,6,4,4,14,14,4,3,2,10,7,6,2,6,3,7,4,29,9,5,11,10,7,7,5,2,5,3,7,6,21,5,11,2,6,24,5,5,3,5,24,19
"7",6,2,9,0,10,6,7,9,6,4,6,4,23,13,2,6,7,5,8,5,16,2,5,6,30,2,8,12,53,1,5,7,15,6,7,7,11,13,33,7,2,15,6,11,23,6,36,29,6,3,10,3,9,8,4,7,10,20,5,8,25,17,2,5,5,17,3,6,5,39,7,4,2,2,45,1,13,4,22,4,3,23,4,8,3,21,3,10,2,9,14,2,8,27,11,5,25,11,3,22,3,6,5,6,3,5,13,9,6,6,35,5,7,10,7,4,1,8,7,7,8,26,35,4,8,6,10,19,21,10,8,2,1,1,10,5,8,4,4,7,0,12,7,8,10,8,22,12,8,18,9,7,31,1,3,7,3,44,17,3,18,47,6,4,4,5,22,11,0,3,4,5,8,11,17,7,4,6,23,7,12,21,3,12,10,28,7,6,5,8,6,5,42,3,3,2,5,4,17,19,4,5,13,8,8,8,7,2,22,12,5,9,5,4,4,10,9,15,3,3,7,5,31,12,6,7,17,30,4,3,8,2,16,3,9,0,8,2,40,1,2,1,0,4,3,17,31,3,3,12,7,5,7,10,11,8,4,4,5,8,18,3,3,11,6,4,4,19,4,5,11,15,12,3,5,7,14,8,6,19,0,8,4,5,47,31,5,0,4,9,14,34,4,5,4,18,12,1,2,7,6,4,2,9,24,5,7,13,2,10,2,7,2,1,5,12,0,4,2,0,8,6,23,5,8,6,4,4,4,6,8,7,18,2,11,4,8,2,3,3,2,2,8,6,7,10,22,12,3,1,6,14,4,1,1,20,3,3,10,24,11,6,16,4,7,2,22,10,2,3,5,5,3,2,2,2,32,3,2,4,34,4,7,5,2,15,8,5,8,7,5,3,0,12,10,7,10,12,19,12,8,7,5,1,2,11,7,6,12,4,2,6,4,21,4,9,19,7,6,15,31,2,3,8,3,23,1,24,5,3,4,7,13,24,2,2,11,3,4,4,4,1,8,6,0,3,3,2,21,8,22,9,6,7,3,11,24,4,1,8,2,2,29,13,6,4,5,14,10,6,3,4,3,5,1,28,3,12,16,11,11,11,1,3,2,2,7,9,24,4,21,3,3,28,7,4,3,4,25,21
"8",4,3,9,7,9,8,6,4,3,5,3,3,20,5,4,5,8,5,8,5,7,5,7,5,17,3,3,18,33,3,2,2,6,6,6,5,8,13,19,7,6,7,5,9,17,13,28,15,3,3,4,3,7,6,1,3,7,11,7,5,10,7,5,11,5,13,5,7,6,32,5,3,2,5,31,4,6,5,7,5,5,7,2,6,8,7,5,3,1,10,8,5,6,14,5,6,19,8,8,18,3,7,1,6,1,6,12,5,4,10,15,3,5,4,11,3,2,7,9,7,9,19,19,6,3,6,0,10,6,7,5,10,1,2,2,5,8,9,1,12,5,5,4,14,8,4,11,13,8,10,4,6,18,1,5,8,6,30,5,2,7,21,7,5,4,6,11,11,5,4,4,2,6,8,15,2,5,5,17,6,9,14,1,5,10,22,6,3,0,4,7,4,19,5,8,4,7,9,12,14,1,5,6,2,7,6,6,3,9,9,6,13,5,6,2,11,3,10,4,6,6,1,8,6,3,9,10,21,6,2,5,5,11,3,14,4,8,5,8,6,2,1,3,3,4,6,19,11,2,3,10,7,7,6,5,5,3,11,4,5,15,4,1,7,7,8,2,13,3,3,5,15,9,4,2,10,9,7,5,12,1,9,9,8,27,22,5,8,1,5,8,21,4,9,8,12,9,3,3,6,1,3,7,7,16,2,5,8,2,15,3,5,0,4,8,3,5,5,4,5,10,5,14,3,1,6,1,3,4,8,2,4,11,6,5,4,9,0,1,6,4,4,3,5,7,6,12,9,2,0,8,8,6,2,5,15,2,8,8,21,2,5,6,6,3,2,13,6,4,1,6,2,5,6,4,4,17,3,5,6,18,4,1,8,3,5,3,1,7,6,4,6,4,7,7,3,11,9,12,6,3,4,6,3,5,5,2,4,14,7,4,3,5,8,6,8,14,8,4,14,8,5,4,7,4,15,4,6,1,6,3,4,6,9,3,5,10,3,5,3,10,4,4,5,7,0,3,4,15,1,10,11,6,5,6,8,16,11,3,2,1,4,26,9,3,3,8,8,7,7,8,5,4,5,5,30,5,6,15,7,5,9,4,3,5,1,2,10,25,4,12,2,6,13,9,4,3,4,21,7
"9",6,2,9,2,11,3,9,7,3,3,4,4,14,2,1,3,7,4,4,6,19,4,5,0,17,4,2,12,47,8,2,1,11,4,2,2,11,5,22,5,5,13,2,9,17,9,22,13,3,2,3,4,6,6,3,6,14,8,4,8,21,7,1,8,5,14,4,6,5,26,4,1,2,4,42,3,14,10,10,4,4,16,4,8,4,10,8,6,4,6,9,5,14,18,9,3,16,7,4,19,5,5,1,4,6,3,12,4,6,10,19,5,6,7,5,2,3,2,12,5,10,16,24,6,10,8,6,13,9,12,3,0,2,3,6,9,5,5,0,10,2,10,6,10,4,4,14,11,7,13,4,4,9,5,1,3,4,27,22,2,8,26,4,2,3,9,9,7,4,2,4,2,5,11,8,6,7,7,18,3,9,11,5,16,4,17,7,6,3,8,6,11,24,0,5,3,9,4,8,8,2,4,8,5,3,8,11,0,11,4,4,10,5,5,6,15,6,6,6,2,6,5,11,4,4,7,4,18,10,2,4,2,18,5,8,0,8,4,9,3,2,5,1,3,5,5,25,4,4,3,11,8,8,7,9,2,6,6,4,3,17,1,4,7,4,7,7,11,4,3,7,16,10,1,3,4,8,3,3,17,2,2,1,4,30,28,4,3,3,6,11,14,8,8,6,10,8,3,6,10,7,3,6,7,19,1,8,5,3,20,0,2,3,3,7,6,3,5,4,2,5,8,10,2,2,5,5,0,5,7,11,3,15,5,8,5,8,3,2,13,2,3,2,7,9,7,23,12,4,3,8,17,2,3,2,8,2,3,4,21,11,9,12,6,4,2,16,16,1,6,3,0,6,3,1,6,22,8,4,5,20,3,2,6,3,11,5,7,6,8,8,3,2,7,7,4,11,4,17,5,11,3,7,3,10,12,5,6,8,4,3,1,8,8,5,6,17,6,6,14,16,0,5,8,3,24,5,12,7,1,4,4,11,12,3,5,12,7,4,1,9,1,4,3,2,1,5,3,17,5,11,9,5,3,2,9,19,8,5,11,3,4,26,12,3,4,12,7,9,5,5,6,4,7,2,21,8,5,7,13,5,10,3,7,4,4,3,9,22,4,19,2,2,22,3,9,1,8,12,13
"10",7,6,31,3,24,7,7,13,6,7,9,5,50,10,4,12,22,4,8,3,40,11,3,4,62,2,8,26,123,6,6,2,17,4,3,4,28,9,72,10,5,34,25,21,51,15,100,51,5,6,10,6,23,10,8,6,18,35,2,8,42,21,2,6,4,37,12,7,7,99,6,2,2,3,105,1,9,4,26,6,2,35,3,9,6,41,11,3,2,11,14,5,3,55,7,4,68,14,9,55,3,5,5,7,7,6,30,2,1,8,44,5,13,4,6,6,4,6,17,2,27,47,94,5,8,8,8,36,36,29,3,5,2,7,11,9,10,4,4,27,2,32,16,31,12,5,38,12,5,38,21,4,74,3,1,12,1,105,31,4,26,92,2,10,3,2,42,14,4,7,3,3,7,23,49,2,8,2,64,19,33,25,1,32,11,73,11,7,7,12,12,20,97,0,5,3,9,3,53,41,3,8,17,5,4,13,19,3,39,12,2,11,5,11,4,23,10,22,1,5,21,3,33,9,15,5,14,64,15,8,6,1,31,3,12,3,16,2,43,4,1,4,5,11,5,53,67,2,2,21,8,7,5,6,3,11,7,7,2,8,46,4,3,32,2,3,4,28,2,3,12,31,31,4,3,4,16,18,5,66,1,15,7,4,115,95,9,6,3,3,35,74,2,10,4,26,20,3,5,5,3,8,4,20,64,1,5,8,5,49,1,4,2,3,6,22,3,5,6,5,5,13,46,5,16,5,17,1,3,19,5,3,36,2,6,14,14,1,5,7,2,6,4,5,26,10,57,19,3,3,10,36,2,2,1,48,7,4,13,69,14,6,46,5,2,2,47,23,5,6,5,2,7,4,1,4,67,8,1,21,69,4,5,6,3,35,6,2,8,3,5,14,10,29,15,15,8,5,57,12,9,6,7,6,6,12,2,7,4,3,3,6,9,39,10,10,37,5,5,39,49,0,6,3,7,61,4,47,11,4,2,1,12,50,2,11,11,1,10,6,6,2,2,15,4,3,2,7,60,3,43,27,11,3,5,15,55,4,6,4,1,1,82,13,4,4,9,24,22,6,7,2,4,3,3,76,5,6,36,28,5,25,1,4,5,4,6,20,72,5,38,5,6,73,7,4,2,3,66,65
