"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,7,0,1,0,0
"S2",0,3,0,2,0,3,0
"S3",0,10,0,0,0,0,0
"S4",0,0,6,0,0,0,0
"S5",4,0,0,0,4,3,0
"S6",0,0,0,0,5,3,0
"S7",2,0,1,0,0,7,0
"S8",0,3,0,2,5,0,0
"S9",1,0,3,1,3,0,0
"S10",10,0,0,0,0,0,0
"S11",0,0,11,0,0,5,0
"S12",0,3,8,0,0,0,0
"S13",0,0,0,0,0,6,0
"S14",0,1,5,1,8,1,0
"S15",2,0,0,0,1,0,7
"S16",0,0,3,8,0,0,0
"S17",0,0,0,5,5,7,0
"S18",0,0,9,0,2,0,0
"S19",3,2,0,0,2,0,0
"S20",0,3,0,8,0,0,0
"S21",2,1,0,5,2,0,0
"S22",1,6,0,0,0,0,0
"S23",0,0,12,0,0,0,0
"S24",0,2,4,0,0,0,0
"S25",4,1,0,0,0,4,0
"S26",0,5,0,0,0,5,0
"S27",8,3,0,0,0,0,0
"S28",10,0,0,0,4,0,0
"S29",3,0,3,6,0,0,0
"S30",0,4,4,0,0,0,0
"S31",0,10,0,0,0,0,0
"S32",1,0,0,0,0,3,0
"S33",6,0,0,0,0,0,4
"S34",0,2,0,0,5,0,0
"S35",1,0,0,11,0,0,0
"S36",0,0,0,5,0,0,2
"S37",7,0,0,2,0,0,0
"S38",0,3,0,0,0,6,0
"S39",5,2,0,6,1,0,0
"S40",0,4,1,6,0,0,0
"S41",0,0,0,0,5,4,0
"S42",1,0,0,0,11,0,0
"S43",0,0,0,8,0,0,0
"S44",0,10,1,0,0,1,0
"S45",0,0,0,4,0,0,0
"S46",1,3,0,2,0,0,0
"S47",0,0,4,7,0,0,0
"S48",0,0,4,0,0,5,0
"S49",10,0,0,0,0,0,0
"S50",4,1,2,0,2,0,0
"S51",0,0,7,0,4,0,0
"S52",1,0,0,5,0,0,0
"S53",0,5,2,0,2,0,0
"S54",0,0,0,6,0,0,0
"S55",0,0,2,0,0,8,0
"S56",0,2,1,0,3,4,0
"S57",0,2,0,0,2,0,0
"S58",0,0,0,0,0,6,0
"S59",4,0,2,0,8,2,0
"S60",0,0,0,0,7,5,0
"S61",0,1,11,0,1,1,0
"S62",2,1,1,0,4,0,0
"S63",8,0,0,0,0,0,0
"S64",0,6,0,0,1,0,1
"S65",1,3,0,3,0,0,0
"S66",3,0,0,0,3,0,0
"S67",0,1,0,5,4,1,0
"S68",0,0,0,0,9,0,0
"S69",0,0,4,4,2,0,0
"S70",4,0,0,0,1,0,0
"S71",2,0,0,0,4,3,0
"S72",9,0,0,3,0,0,0
"S73",0,0,0,7,0,0,0
"S74",0,14,0,0,1,5,0
"S75",6,0,0,0,3,0,0
"S76",0,11,0,0,0,0,0
"S77",2,7,0,0,3,0,0
"S78",0,0,5,0,5,0,0
"S79",0,0,3,4,5,0,0
"S80",4,0,0,2,0,4,0
"S81",6,2,0,3,0,0,0
"S82",2,0,0,0,7,0,0
"S83",0,1,0,5,5,0,0
"S84",0,0,0,5,0,3,0
"S85",3,2,0,0,0,0,1
