"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"1",2,2,1,3,5,1,9,1,1,21,3,3,1,7,4,0,7,3,7,3,6,6,3,4,8,1,14,20,4,4,1,2,9,3,8,2,10,1,12,1,4,2,3,3,0,3,3,3,16,10,2,4,2,0,5,2,1,0,12,5,2,7,10,1,4,9,0,6,2,6,3,18,3,4,9,4,7,0,3,8,17,6,2,1,2,1,5,2,10,1,3,6,1,3,0,4,3,1,4,2,14,1,1,7,0,3,3,4,0,10,5,5,1,2,3,4,5,9,4,1,6,1,1,2,0,24,6,6,10,7,2,1,5,9,1,3,3,1,1,3,8,15,17,2,4,7,6,5,2,2,2,3,13,3,3,6,10,7,3,1,11,7,3,1,9,8,3,3,3,15,1,17,5,7,11,4,1,3,0,3,2,5,3,4,14,4,4,2,0,0,2,12,1,3,12,4,8,10,4,1,2,1,1,18,0,0,6,1,0,8,2,5,2,11,0,13,0,6,2,3,10,1,8,3,3,2,0,3,1,4,1,7,2,3,2,11,11,2,4,11,17,2,9,2,9,5,6,4,12,6,3,1,6,5,1,3,4,6,2,3,13,7,8,6,1,3,6,2,3,2,17,2,1,2,3,2,1,4,4,4,2,1,1,4,5,2,1,6,4,6,1,3,3,8,5,4,5,0,2,9,3,9,1,3,2,3,20,26,3,2,8,3,6,4,22,5,6,8,2,2,3,16,2,0,4,12,1,3,0,3,0,3,3,16,2,0,5,3,1,6,3,3,1,3,9,2,4,9,10,2,7,0,12,10,21,2,13,5,1,2,5,2,1,4,2,5,4,5,7,1,8,6,4,2,3,1,4,5,2,1,5,3,16,8,1,2,5,3,0,4,1,4,13,1,1,7,2,16,1,2,5,16,5,15,8,6,5,6,9,5,1,3,3,11,0,1,3,17,0,4,11,9,0,1,4,16,1,11,5,1,1,0,1,14,0,2,2,5,2,4,3,3,9,3,11,5,4,2,5,2,6,3,12,1,10,8,4,3,3,6,5,2,0,5,18,9,3,3,2,3,2,2,22,35,3,1,3,3,4,12,2,1,6,2,3,2,12,8,20,2,7,2,0,2,13,3,13,0,2,10
"2",1,1,1,1,9,4,6,2,3,17,5,0,1,4,5,3,9,1,2,3,7,2,4,1,6,2,16,15,7,1,3,2,11,3,3,3,14,2,16,4,0,4,2,2,2,5,1,6,24,7,7,2,2,3,2,1,1,4,8,5,6,9,14,4,1,4,3,6,4,4,3,11,1,7,15,1,7,4,1,5,8,6,3,4,3,2,2,1,6,5,4,8,2,8,5,5,6,0,9,1,16,3,2,1,3,2,5,0,2,11,2,1,3,1,3,5,3,3,5,3,6,2,2,0,0,37,6,6,12,7,1,4,0,8,1,4,0,1,0,7,16,21,19,1,6,9,7,3,3,2,2,1,17,2,7,5,10,5,4,3,7,7,1,3,6,9,4,2,3,20,2,9,4,7,12,4,1,2,2,5,4,5,6,7,12,3,2,4,1,2,1,8,1,2,17,4,8,9,3,4,3,1,1,16,2,5,8,1,5,8,3,1,2,8,1,10,2,3,5,0,4,2,9,4,4,4,2,1,1,4,0,10,2,6,5,11,3,8,2,13,14,8,3,3,13,6,5,5,13,7,0,4,1,2,2,2,6,2,3,2,10,10,5,4,2,3,9,3,2,3,11,1,3,5,3,3,4,4,2,3,1,5,1,2,6,2,4,3,7,6,6,3,1,5,4,1,3,8,2,6,2,6,3,4,0,3,18,17,4,1,2,2,2,2,10,2,8,9,1,1,3,17,4,1,1,11,1,2,0,4,2,2,2,8,4,5,1,2,1,6,3,1,0,5,11,3,2,6,7,2,11,0,4,8,18,3,6,1,5,1,3,3,1,0,0,6,0,2,0,2,3,5,5,0,1,3,10,5,3,1,3,5,8,8,0,2,3,3,2,2,1,2,18,4,4,4,1,6,3,3,6,13,2,2,9,5,4,1,7,1,2,0,3,8,0,0,11,9,2,4,18,9,3,4,8,18,3,14,7,1,2,0,4,3,3,6,3,1,1,2,1,5,5,3,15,4,4,3,3,3,3,4,17,1,15,16,5,1,3,2,3,0,2,5,18,10,6,7,3,1,7,3,14,29,3,3,2,2,4,15,3,1,3,2,1,3,16,15,18,2,1,0,2,5,7,2,4,0,6,9
"3",1,4,7,1,17,2,6,6,7,45,5,7,1,5,8,2,9,1,13,1,8,5,7,1,13,4,26,37,9,2,1,3,21,1,3,4,22,4,20,2,4,4,2,5,2,3,4,3,42,7,2,2,2,0,3,1,1,1,21,2,2,10,25,0,5,10,0,1,4,9,6,29,3,4,20,3,5,4,5,8,23,8,2,2,13,6,2,2,5,6,1,2,3,14,5,1,4,2,21,7,38,5,3,1,4,3,1,2,1,13,2,2,5,3,4,4,6,7,4,6,8,1,1,2,1,71,3,7,19,12,2,6,4,16,3,2,2,3,1,10,32,29,28,4,2,10,9,2,2,2,3,3,28,0,3,8,21,11,10,3,12,5,11,5,9,18,3,0,4,39,2,30,5,9,19,4,2,4,9,6,4,4,3,10,23,3,4,1,0,2,9,9,4,6,11,3,17,18,2,3,0,1,7,23,0,2,9,1,7,8,1,4,8,23,1,33,1,1,3,2,6,3,21,5,2,0,1,2,3,7,5,8,0,2,5,22,13,13,8,16,19,8,9,3,12,9,1,1,18,4,1,5,1,4,4,2,15,4,1,1,12,28,10,4,0,0,12,8,0,3,31,0,1,4,1,2,4,6,4,4,1,6,1,4,11,5,3,1,3,8,5,1,4,10,6,3,4,4,3,5,6,17,3,4,7,1,25,23,1,0,7,3,0,6,22,2,8,12,2,2,3,32,14,1,1,29,3,0,1,4,2,1,1,21,2,2,4,2,1,14,3,2,2,3,13,5,3,11,7,2,13,1,9,16,31,1,11,4,1,1,7,4,2,2,2,7,11,3,6,3,6,2,1,5,4,1,17,3,3,3,2,11,14,21,3,0,1,1,1,2,0,9,28,6,2,3,0,26,3,2,2,23,0,12,12,3,8,1,12,1,1,1,5,11,3,1,9,11,0,12,18,26,4,4,3,29,1,18,10,1,0,1,1,31,1,3,2,6,1,6,2,8,5,3,28,4,5,3,10,0,3,4,29,0,30,30,4,3,3,7,4,3,0,4,38,18,2,3,4,6,4,1,44,39,1,4,5,8,4,24,2,2,7,3,3,4,30,32,51,3,4,4,3,5,21,3,13,0,2,14
"4",5,3,3,2,8,3,10,0,6,26,4,3,4,7,5,2,4,4,6,3,7,1,2,2,7,1,15,16,7,4,3,0,21,2,5,3,20,6,12,5,3,2,3,4,2,7,3,2,25,10,2,4,0,1,3,2,1,4,10,3,2,7,11,1,2,6,2,3,2,13,10,25,0,3,15,2,7,1,4,16,9,2,1,2,9,5,2,4,7,6,4,2,3,11,0,6,2,2,15,2,19,7,7,5,2,2,1,4,2,5,5,4,1,7,5,4,5,3,3,5,10,2,2,2,3,46,3,13,5,9,5,1,1,8,1,2,2,2,1,8,12,19,26,1,6,6,8,0,0,1,5,6,24,1,2,8,10,7,7,5,5,8,8,4,4,14,0,1,1,18,0,20,3,3,13,2,2,3,6,5,6,7,4,13,20,3,5,3,1,1,6,7,1,3,7,4,14,7,3,2,2,2,5,35,1,2,12,2,6,17,1,9,0,14,2,10,2,1,3,2,6,2,13,2,4,2,0,1,4,0,3,8,2,3,2,15,11,14,5,18,14,5,8,5,12,1,7,5,15,5,2,3,4,5,2,3,15,3,1,6,10,13,9,0,1,3,9,4,1,3,27,3,1,2,2,0,2,9,3,1,2,5,0,3,6,1,1,1,5,3,2,3,4,5,5,4,2,1,0,1,3,12,7,3,0,2,23,20,1,2,6,3,4,4,24,3,5,9,2,1,4,26,11,1,1,13,3,3,2,7,1,1,2,6,4,2,5,3,2,3,1,3,3,6,9,3,3,2,8,2,8,2,8,10,23,1,11,1,1,0,9,4,2,1,0,8,8,6,2,3,4,2,3,2,2,2,14,6,0,2,3,9,10,15,1,2,3,1,1,1,1,2,15,4,1,5,3,17,0,2,8,13,2,5,11,2,3,2,12,1,1,2,4,6,0,2,10,18,3,8,24,17,0,3,2,12,1,9,11,2,4,1,1,17,3,3,4,6,4,2,5,2,3,2,19,2,0,2,13,5,4,1,17,4,18,13,3,0,2,1,3,0,1,6,23,9,3,1,2,3,3,2,18,30,3,3,1,7,1,16,3,0,3,1,6,7,22,22,25,3,1,1,3,6,12,2,10,1,3,9
"5",3,1,0,1,14,2,9,1,9,37,1,3,5,2,10,5,5,1,15,2,9,5,2,0,16,3,31,33,6,3,3,7,30,1,7,0,27,2,24,0,6,10,3,1,1,1,3,0,28,21,3,3,1,1,5,5,0,1,21,3,4,8,40,1,3,12,4,4,6,14,9,37,2,4,31,3,13,3,3,18,29,11,1,1,11,1,1,3,9,3,2,7,0,17,6,3,5,3,26,1,29,9,0,2,0,1,0,5,2,20,2,1,1,3,3,0,1,22,4,3,13,1,4,1,6,75,4,11,23,20,1,2,5,11,3,1,0,4,1,23,26,35,40,2,3,9,7,2,0,2,0,1,27,6,5,6,20,6,14,5,17,16,14,3,7,17,1,4,4,43,0,34,5,13,22,2,1,1,7,3,2,2,4,7,33,0,3,3,2,0,2,14,1,4,21,4,25,22,4,2,1,1,4,45,3,4,11,0,3,23,0,4,4,41,3,26,3,0,2,1,3,2,29,5,4,2,3,3,7,12,2,10,3,4,2,34,19,14,10,34,25,8,15,2,14,7,3,2,31,4,4,0,1,2,2,4,26,2,3,2,24,31,13,2,4,2,19,5,0,5,39,1,3,2,3,3,1,1,1,4,2,7,1,2,8,1,1,7,4,0,2,3,4,11,2,2,4,2,0,6,2,14,3,5,3,3,31,38,3,2,11,3,3,1,28,1,10,21,1,0,7,53,14,2,3,30,2,2,1,6,3,1,6,20,1,2,3,1,2,19,4,3,2,0,14,7,1,13,11,2,10,1,7,23,33,1,14,0,0,5,8,2,1,2,1,11,7,3,1,3,18,7,2,1,3,0,23,5,1,4,1,5,19,14,2,2,2,2,2,1,1,9,28,12,2,12,4,24,0,1,1,21,2,10,19,2,14,4,12,5,1,4,3,15,3,6,12,19,1,5,20,21,3,3,4,33,2,21,10,4,3,0,4,26,2,1,6,2,1,1,3,5,3,4,23,4,2,2,11,5,7,4,34,2,33,25,2,1,1,1,7,2,0,6,35,19,7,0,3,7,7,2,40,57,3,2,3,7,6,24,1,3,10,1,2,6,20,36,35,5,4,3,2,3,11,3,19,1,2,15
"6",3,1,3,0,7,3,5,2,1,10,6,4,3,6,7,7,2,2,6,1,4,2,5,3,8,4,14,22,5,2,4,2,11,2,7,1,8,7,9,1,0,7,0,2,0,4,2,3,20,10,3,5,4,0,3,3,1,1,13,4,8,4,11,3,1,6,2,2,2,10,8,19,2,3,20,5,5,5,9,4,18,7,3,1,6,3,2,2,3,2,0,3,0,4,3,1,1,1,7,2,11,8,3,3,0,2,3,4,4,10,3,1,1,1,3,2,1,8,1,5,4,1,2,2,3,42,8,14,9,9,2,2,5,5,2,3,3,3,1,2,17,14,16,1,4,5,6,1,1,1,1,0,16,0,4,5,10,8,5,1,4,6,3,4,12,10,5,2,7,15,1,15,1,7,11,2,2,2,3,3,4,3,2,9,17,1,2,0,2,1,2,1,2,4,9,6,12,9,7,2,3,2,4,21,1,4,5,1,5,7,3,5,4,14,0,21,0,1,2,5,5,3,19,3,1,1,4,0,2,11,4,7,1,7,2,9,8,7,3,15,19,5,3,3,5,5,0,1,10,9,3,3,1,1,1,1,10,0,1,4,13,14,7,1,3,4,13,3,0,6,18,0,2,7,2,3,5,1,6,4,2,4,2,2,1,1,1,0,6,3,2,4,2,9,6,2,1,3,2,5,2,2,3,2,1,3,17,16,2,5,8,5,4,1,14,2,5,17,4,4,4,26,7,2,2,13,2,1,1,6,3,0,3,10,4,1,6,1,2,4,1,3,3,4,12,4,3,4,5,3,9,1,5,13,12,2,6,5,2,0,3,0,3,4,1,2,3,3,4,3,6,5,1,4,3,0,9,6,4,1,2,9,12,7,1,5,3,0,0,5,2,3,13,4,2,2,4,13,1,0,6,20,0,9,9,3,3,0,5,2,2,1,2,5,0,1,5,7,2,8,18,8,2,4,1,17,5,11,10,1,0,1,2,16,4,4,2,3,4,2,2,10,3,0,14,2,3,1,7,2,2,1,15,4,17,15,2,2,1,3,2,1,1,5,15,5,3,0,0,1,2,2,19,29,1,3,4,3,2,20,5,1,1,0,4,2,15,15,19,2,2,1,4,3,15,4,14,1,2,10
"7",3,1,5,3,22,3,8,2,4,43,4,3,1,3,7,8,4,7,18,1,9,6,3,3,20,5,32,40,18,0,3,4,20,3,8,2,32,2,27,2,4,7,1,4,2,5,4,2,44,18,4,7,0,3,5,3,2,1,14,4,0,14,35,2,7,16,5,2,3,17,7,40,2,1,38,1,5,6,5,18,19,12,2,2,17,2,5,2,15,3,3,9,0,15,5,2,4,5,18,1,32,6,6,3,3,1,2,4,4,18,6,0,0,2,1,5,5,17,0,1,18,2,3,2,3,88,3,9,36,17,0,3,4,12,1,1,5,2,1,12,34,31,43,1,2,7,10,5,2,3,5,4,34,3,6,9,12,13,9,6,15,11,12,2,15,15,2,1,0,38,1,34,5,12,22,4,2,7,11,3,4,3,1,18,28,2,4,3,1,2,0,12,1,3,19,5,17,16,4,0,1,3,3,43,3,3,21,2,4,16,4,10,1,36,2,25,2,2,2,1,12,4,25,10,3,2,0,3,8,14,2,15,0,2,2,29,18,20,8,22,23,8,21,1,7,13,2,3,26,5,4,5,2,1,8,2,19,1,0,0,19,38,6,3,3,3,25,3,2,1,56,1,2,3,0,3,3,2,3,2,3,2,2,5,10,3,4,3,4,4,2,2,0,17,7,2,13,1,4,4,6,9,6,4,5,1,43,39,2,0,14,6,4,3,40,2,12,19,1,2,1,46,13,0,2,23,2,1,5,4,3,1,1,19,0,3,2,7,2,9,4,6,2,2,15,4,6,11,8,1,23,5,9,19,31,2,9,3,1,1,11,4,1,5,1,9,12,5,6,3,8,2,3,6,2,1,14,9,2,3,2,12,14,24,2,1,3,3,0,7,2,8,32,8,2,5,3,40,0,1,4,39,1,10,21,3,14,0,19,3,0,1,3,26,1,2,18,22,4,2,37,34,2,5,3,30,2,33,15,2,6,0,3,31,1,3,2,1,3,1,5,8,2,3,35,5,5,3,13,7,7,3,37,2,32,29,5,2,1,4,3,0,1,5,35,18,3,1,4,2,3,2,35,49,2,2,1,7,3,34,4,1,6,2,2,3,27,38,57,2,3,2,4,3,26,4,21,1,4,16
"8",2,1,3,1,25,1,5,1,4,33,3,5,0,2,7,4,2,0,9,1,12,10,2,3,10,0,36,37,13,2,3,8,27,2,6,3,31,4,19,4,6,6,1,2,3,3,4,3,36,15,3,3,3,2,4,7,0,3,14,5,6,6,27,2,11,14,2,4,2,15,7,30,0,7,33,3,11,1,6,24,26,9,1,1,9,5,3,3,8,10,2,3,0,12,5,4,0,2,15,1,30,4,5,4,2,1,3,4,2,21,5,1,4,1,2,3,5,10,2,1,9,1,2,0,2,86,7,14,25,20,1,1,5,21,2,3,6,0,1,17,31,26,30,1,2,10,15,3,1,4,1,2,33,3,2,5,10,10,8,5,20,9,8,4,10,20,2,2,0,35,0,35,7,16,28,2,6,2,4,1,1,4,2,14,29,1,2,2,1,2,1,19,3,5,13,4,18,16,2,1,3,1,4,45,0,2,21,0,1,16,3,10,3,39,2,30,1,5,1,1,14,2,21,5,2,5,2,2,9,13,3,8,2,3,1,23,24,17,6,19,21,10,13,3,14,9,0,2,29,6,3,1,1,4,0,1,21,0,4,1,18,27,7,2,0,4,15,3,2,3,41,2,1,2,3,1,0,3,8,2,2,1,1,2,7,3,3,3,4,6,2,4,3,12,4,3,3,1,2,4,4,11,3,9,3,2,34,24,3,2,11,6,7,4,28,2,5,29,4,2,1,42,11,1,1,18,2,0,1,1,2,2,1,22,3,4,4,0,3,12,4,1,0,5,16,3,6,14,7,2,21,2,10,10,33,3,20,5,2,2,8,0,2,5,0,13,6,4,5,2,8,4,2,8,0,2,16,6,2,2,5,10,17,24,1,3,4,2,3,3,0,6,32,13,4,6,4,27,1,2,7,33,0,8,16,6,9,1,8,1,0,1,4,14,1,0,16,25,1,4,26,26,0,0,2,41,0,30,9,2,5,4,4,29,3,0,1,2,2,5,2,5,2,2,29,2,6,0,12,4,3,4,41,1,30,25,2,1,1,2,7,1,4,8,39,16,6,2,2,2,6,1,32,63,0,3,2,4,2,29,2,0,8,3,2,3,26,33,47,3,5,4,2,3,23,3,18,1,3,30
"9",2,2,4,2,9,4,4,4,1,21,4,3,1,4,6,5,3,1,10,1,3,5,6,2,13,2,18,29,12,2,2,2,14,1,6,0,7,2,16,5,1,6,1,4,0,3,2,4,24,11,6,4,4,1,3,4,0,1,9,3,2,7,23,3,2,9,6,1,3,8,5,17,3,5,27,1,4,2,2,9,17,2,1,3,9,3,3,2,6,3,3,2,2,5,4,2,0,4,13,5,18,3,2,3,1,1,1,4,0,7,5,1,4,4,5,4,3,11,2,3,10,5,0,1,0,50,2,4,11,15,2,4,4,12,1,2,1,1,1,12,13,9,15,3,3,6,8,4,1,4,0,2,15,0,1,6,10,15,3,1,4,5,4,3,5,12,3,2,6,21,1,29,2,9,12,3,3,4,4,5,4,3,3,7,13,0,4,2,2,2,4,2,2,2,12,3,8,7,5,2,1,1,6,17,2,3,13,0,8,12,3,4,6,18,3,15,3,2,1,5,6,3,13,4,4,2,0,0,3,4,2,8,5,1,6,11,12,8,15,9,15,4,3,2,9,2,1,3,20,2,4,2,3,2,5,2,13,1,0,1,20,10,8,1,3,1,10,4,3,2,29,0,3,3,2,3,3,1,2,2,2,5,1,4,7,1,1,2,3,2,2,4,2,8,6,1,1,2,0,6,1,4,3,1,1,5,23,20,2,4,10,5,6,3,27,1,4,10,2,1,5,33,5,0,1,8,4,2,1,7,1,4,2,7,2,4,2,2,4,13,4,2,4,6,10,4,5,5,10,1,16,4,5,9,13,2,6,1,1,2,11,2,0,3,2,6,8,4,3,0,6,4,1,7,4,0,8,6,1,1,2,8,5,7,1,2,1,4,5,5,2,8,9,3,4,8,4,12,1,4,0,17,1,11,10,6,9,2,5,5,0,3,1,3,1,1,9,15,0,5,14,14,4,3,4,17,2,11,5,2,4,2,2,21,2,2,3,2,3,1,5,1,2,1,21,2,2,4,7,1,2,6,10,4,18,21,5,2,0,4,5,0,1,7,19,11,5,5,1,2,7,0,25,26,2,3,2,3,3,13,0,2,6,0,1,5,15,15,18,2,2,2,3,1,10,3,9,1,5,13
"10",2,0,2,1,10,0,6,5,4,27,4,4,2,5,9,3,1,4,6,3,7,5,2,4,16,0,27,19,8,2,2,2,15,0,4,2,10,1,11,1,2,2,0,3,1,2,2,1,22,16,4,3,2,2,1,4,3,2,8,2,6,7,14,0,1,4,1,3,2,10,7,18,4,9,22,4,6,5,0,1,17,8,3,0,4,5,6,1,4,6,2,2,2,5,1,0,7,3,9,4,22,4,1,3,2,3,5,5,2,10,4,1,2,2,2,4,3,13,5,4,8,1,2,2,1,48,2,5,12,12,2,2,2,7,7,1,1,2,0,8,24,10,20,2,4,7,11,2,1,3,2,1,19,1,1,4,9,8,9,1,11,9,3,1,4,13,3,3,8,26,0,16,3,11,14,3,2,2,2,0,4,4,4,8,16,4,2,2,1,0,2,8,3,3,11,2,18,8,4,1,1,1,4,28,0,0,10,6,2,14,2,4,7,17,1,10,3,1,0,2,5,4,16,3,2,2,1,2,2,8,1,8,1,3,2,13,8,10,8,11,10,9,13,3,12,6,1,1,10,6,6,2,4,0,2,1,6,3,7,3,22,14,3,1,5,3,12,2,3,3,33,0,0,1,2,2,2,1,4,2,3,7,3,6,10,3,3,3,3,3,2,7,2,4,3,3,1,0,5,1,1,5,0,2,3,9,27,27,3,2,5,3,4,0,13,4,9,11,1,1,1,36,7,2,3,18,4,3,3,8,5,2,1,18,3,3,3,4,3,4,0,2,2,1,9,3,0,13,4,1,13,2,8,6,23,4,14,4,2,3,4,3,0,1,1,5,8,2,6,1,6,1,1,3,2,3,11,6,3,3,3,6,10,19,1,2,5,3,4,3,0,5,18,5,4,4,2,16,0,2,6,21,4,3,6,3,6,4,8,6,1,2,3,12,3,2,10,16,1,9,12,12,0,3,4,14,2,14,13,4,5,1,3,17,0,3,4,3,1,2,2,3,4,2,26,0,2,5,6,3,7,2,23,2,12,12,2,3,2,3,5,1,0,6,20,14,1,2,3,9,2,2,15,36,1,1,1,1,4,15,7,0,5,0,1,2,24,17,35,2,4,1,2,4,12,2,8,2,4,16
