"","T1","T2","T3","T4","T5","T6","T7"
"S1",7,4,0,0,0,0,0
"S2",0,6,0,6,0,1,0
"S3",0,0,7,0,1,0,0
"S4",0,9,0,5,0,0,0
"S5",3,4,0,0,3,2,0
"S6",2,1,7,0,0,0,0
"S7",0,4,0,6,3,0,0
"S8",0,11,0,0,0,7,0
"S9",0,0,6,8,0,0,0
"S10",0,7,1,0,0,3,0
"S11",0,5,0,0,0,0,5
"S12",4,0,0,0,0,5,1
"S13",0,0,0,7,0,5,0
"S14",0,2,0,9,0,0,0
"S15",0,0,3,0,3,6,0
"S16",0,0,10,0,0,0,0
"S17",0,0,0,0,9,0,0
"S18",4,0,1,0,0,1,0
"S19",0,0,0,12,0,0,0
"S20",0,0,0,0,0,10,0
"S21",7,4,0,1,0,0,0
"S22",0,4,0,0,6,0,1
"S23",0,0,0,7,0,0,6
"S24",0,0,4,9,0,0,0
"S25",0,0,6,0,0,0,0
"S26",3,5,0,0,0,0,0
"S27",0,4,0,0,3,1,0
"S28",0,0,0,1,0,3,0
"S29",3,0,0,7,0,0,0
"S30",0,0,0,0,0,0,15
"S31",0,4,0,0,4,2,0
"S32",2,0,9,0,0,0,0
"S33",9,0,0,0,0,0,0
"S34",0,2,2,3,4,0,0
"S35",0,0,7,0,0,0,0
"S36",0,0,0,0,6,0,0
"S37",9,0,0,0,0,0,0
"S38",0,3,0,0,14,0,0
"S39",1,0,0,5,0,2,0
"S40",0,0,0,11,0,0,0
"S41",0,0,1,6,3,0,0
"S42",1,0,11,0,0,0,0
"S43",0,0,0,7,1,0,0
"S44",1,0,13,0,0,0,0
"S45",14,0,0,0,0,0,0
"S46",0,0,5,0,0,5,0
"S47",0,0,10,0,0,0,0
"S48",0,0,15,0,0,0,0
"S49",0,3,0,3,2,0,0
"S50",0,19,0,0,0,0,0
"S51",0,2,0,5,0,0,1
"S52",0,0,0,0,2,4,0
"S53",0,0,5,0,9,0,0
"S54",0,0,0,4,0,0,0
"S55",0,0,0,0,9,0,0
"S56",0,0,0,2,6,2,0
"S57",0,0,0,0,0,7,0
"S58",0,0,0,1,1,14,0
"S59",5,0,0,1,5,0,0
"S60",9,0,0,1,0,0,0
"S61",0,0,2,5,0,0,0
"S62",7,0,0,0,0,3,0
"S63",9,0,1,0,0,0,0
"S64",0,0,0,0,1,5,1
"S65",0,9,0,4,1,0,0
"S66",0,0,9,0,5,0,0
"S67",0,8,0,2,0,0,0
"S68",9,0,0,0,0,0,0
"S69",0,0,0,0,1,12,0
"S70",0,0,0,14,0,0,0
"S71",0,0,0,0,5,7,0
"S72",0,0,10,0,0,0,0
"S73",0,0,0,11,0,0,0
"S74",0,4,4,0,0,0,0
"S75",1,1,1,2,2,0,0
"S76",3,0,5,0,0,0,0
