"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,4,2,3,0,0
"S2",0,0,2,2,1,3,0
"S3",0,6,0,0,0,0,0
"S4",2,4,0,2,0,0,0
"S5",0,0,0,0,8,5,0
"S6",1,0,1,0,0,7,0
"S7",0,0,9,5,0,0,0
"S8",2,7,5,0,0,0,0
"S9",1,0,0,0,1,1,0
"S10",0,2,0,9,0,0,1
"S11",4,0,0,3,0,2,0
"S12",2,0,1,3,4,0,0
"S13",0,0,0,6,7,0,0
"S14",10,5,0,0,0,0,0
"S15",1,0,3,0,5,3,0
"S16",0,0,0,9,0,0,0
"S17",0,0,6,0,0,0,0
"S18",3,3,0,0,0,0,0
"S19",0,0,4,2,3,0,0
"S20",0,2,1,4,1,0,0
"S21",0,0,0,0,0,10,0
"S22",15,0,0,0,0,0,0
"S23",1,0,0,0,11,0,0
"S24",0,0,0,4,0,6,0
"S25",7,0,0,0,0,0,0
"S26",2,0,4,0,4,0,0
"S27",10,0,0,0,0,0,0
"S28",8,0,1,1,0,0,0
"S29",0,0,5,2,0,4,0
"S30",8,0,0,0,5,0,0
"S31",3,0,0,0,0,9,0
"S32",0,0,12,0,0,0,1
"S33",3,0,0,1,0,7,0
"S34",1,0,1,0,0,0,0
"S35",0,0,11,0,0,0,0
"S36",0,0,0,0,0,9,0
"S37",0,0,9,4,0,0,0
"S38",3,1,1,5,0,0,0
"S39",0,0,8,5,0,0,0
"S40",0,0,0,9,0,0,0
"S41",0,3,9,0,0,0,0
"S42",0,5,0,5,0,0,0
"S43",11,0,0,0,0,0,0
"S44",2,0,0,4,0,7,0
"S45",1,0,2,6,0,0,0
"S46",0,0,5,0,5,0,0
"S47",0,7,3,0,0,0,0
"S48",0,6,0,1,5,0,0
"S49",0,5,0,0,4,0,0
"S50",3,0,0,0,9,0,0
"S51",0,0,7,0,0,1,1
"S52",0,9,0,0,2,0,0
"S53",0,0,0,0,0,4,0
"S54",0,0,2,0,0,6,0
"S55",7,1,0,0,6,0,0
"S56",0,0,4,0,7,0,0
"S57",0,1,7,0,3,0,0
"S58",0,0,0,5,0,4,0
"S59",0,12,0,0,0,0,0
"S60",0,0,0,0,0,6,0
"S61",0,0,0,2,6,2,0
"S62",0,0,2,1,0,9,0
"S63",0,6,5,0,0,0,0
"S64",4,1,0,8,0,0,0
"S65",0,2,0,5,0,0,1
"S66",0,0,6,0,0,2,1
"S67",0,0,0,0,3,0,0
"S68",8,0,0,0,0,0,0
"S69",0,0,11,0,0,0,0
"S70",0,0,0,0,0,7,0
"S71",0,0,1,8,2,0,0
"S72",0,0,0,8,0,0,0
"S73",0,4,4,3,0,0,0
"S74",0,5,0,0,0,3,0
"S75",0,0,2,4,0,0,0
"S76",1,4,0,0,5,0,0
"S77",0,0,0,0,11,0,0
"S78",1,0,0,0,1,0,10
"S79",0,0,8,0,1,4,0
"S80",4,4,0,0,0,0,0
"S81",3,6,0,0,0,0,0
"S82",0,2,4,2,0,3,0
"S83",0,0,0,0,0,9,0
"S84",1,0,6,5,0,1,0
"S85",0,5,0,0,2,0,0
"S86",4,1,0,4,0,3,0
"S87",0,0,0,0,0,7,0
"S88",0,1,0,12,0,0,0
"S89",0,0,14,0,0,0,0
"S90",0,0,0,0,8,0,0
"S91",0,0,0,13,0,0,1
"S92",0,0,0,8,0,0,0
"S93",5,0,0,0,0,0,0
"S94",1,0,1,0,3,4,0
"S95",8,0,0,3,0,0,0
"S96",1,0,2,0,0,0,0
"S97",0,0,0,9,0,0,0
"S98",0,0,0,0,6,4,0
"S99",3,0,5,0,0,0,0
"S100",0,0,3,0,5,1,0
"S101",0,0,0,0,0,6,0
"S102",0,0,4,1,0,5,0
"S103",0,9,0,0,0,0,0
"S104",0,0,13,0,0,0,0
"S105",0,6,0,0,0,6,0
"S106",5,0,0,0,0,4,0
"S107",3,0,0,2,1,2,0
