"","T1","T2","T3","T4","T5","T6","T7"
"S1",1,0,10,13,0,12,0
"S2",1,0,11,2,15,0,0
"S3",0,0,0,16,0,0,0
"S4",1,23,0,0,0,0,0
"S5",0,0,1,0,20,1,0
"S6",2,0,0,27,1,0,0
"S7",11,8,7,0,0,0,0
"S8",0,15,0,8,0,0,0
"S9",5,0,9,0,0,9,0
"S10",4,0,0,0,0,12,0
"S11",1,14,4,0,0,0,0
"S12",8,0,0,0,0,0,20
"S13",24,0,0,0,0,0,1
"S14",1,0,0,25,0,5,0
"S15",0,8,6,0,5,0,0
"S16",0,8,0,0,14,0,0
"S17",0,0,0,0,21,0,0
"S18",0,4,3,7,1,7,0
"S19",0,0,0,25,0,0,0
"S20",0,5,0,11,0,11,1
"S21",0,8,0,5,8,8,0
"S22",11,5,2,0,0,0,0
"S23",14,0,0,8,0,2,0
"S24",5,0,0,20,0,0,0
"S25",0,0,0,0,21,0,0
"S26",8,0,8,0,0,0,0
"S27",0,0,14,12,0,0,0
"S28",0,0,14,0,6,10,0
"S29",0,16,1,6,0,0,0
"S30",0,0,2,28,0,0,0
"S31",0,0,0,0,11,0,13
"S32",20,0,0,0,0,11,0
"S33",0,0,9,2,0,9,0
"S34",0,0,14,10,0,0,0
"S35",0,11,0,6,7,0,0
"S36",2,0,0,0,19,0,0
"S37",15,11,0,0,0,0,0
"S38",0,0,16,0,6,1,0
"S39",0,0,10,0,5,8,0
"S40",8,13,9,0,4,0,0
"S41",0,0,34,0,0,0,0
"S42",0,0,8,6,6,4,0
"S43",0,0,13,7,0,0,0
"S44",5,5,1,0,0,8,0
"S45",8,5,0,0,4,0,0
"S46",0,11,6,0,13,10,0
"S47",5,0,2,0,9,6,0
"S48",11,0,0,0,11,7,0
"S49",0,7,0,6,0,9,0
"S50",26,0,1,0,0,1,0
"S51",0,1,5,10,0,0,0
"S52",0,0,0,0,0,0,23
"S53",0,0,0,0,0,25,1
"S54",0,0,6,0,9,13,0
"S55",0,12,0,0,7,0,0
"S56",4,1,0,0,1,0,11
"S57",0,6,0,8,6,0,0
"S58",0,0,22,0,0,1,0
"S59",0,0,0,32,0,0,0
"S60",0,0,0,39,0,0,0
"S61",5,4,5,0,0,0,0
"S62",18,10,0,0,0,0,0
"S63",0,1,26,0,0,0,0
"S64",0,17,0,14,0,0,0
"S65",0,0,19,0,1,0,0
"S66",0,0,0,0,0,15,3
"S67",7,0,0,9,0,19,0
"S68",0,1,8,0,18,0,0
"S69",0,0,11,14,0,0,0
"S70",12,0,7,0,0,1,0
"S71",4,9,1,0,23,0,0
"S72",0,0,0,17,0,0,0
"S73",9,0,0,0,0,20,0
"S74",0,0,0,14,0,9,0
"S75",0,0,0,24,0,0,0
"S76",0,0,5,0,15,0,0
"S77",0,9,14,0,0,0,0
"S78",0,0,0,22,0,0,0
"S79",0,0,0,0,18,0,0
"S80",0,13,0,0,0,11,0
"S81",0,2,21,0,0,0,0
"S82",0,0,0,0,22,0,0
"S83",0,8,11,0,0,1,0
"S84",0,0,1,10,9,0,0
"S85",0,0,18,0,0,0,0
"S86",0,0,0,25,0,0,0
"S87",0,19,8,0,0,0,0
"S88",26,0,0,0,0,0,0
"S89",0,2,7,0,16,0,0
"S90",0,0,0,0,13,1,0
"S91",0,0,0,0,1,25,0
"S92",9,0,15,0,0,0,0
"S93",9,6,0,0,0,9,0
"S94",0,0,25,0,0,2,0
"S95",21,0,0,0,0,0,0
"S96",0,17,3,5,0,2,0
"S97",0,18,0,0,6,0,1
"S98",0,5,0,0,12,4,0
"S99",6,3,0,3,8,0,0
"S100",11,0,10,5,0,0,0
"S101",0,8,10,0,9,1,0
"S102",0,0,12,18,0,0,0
"S103",24,0,1,0,2,0,0
