"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,2,3,0,0,0,0
"S2",0,3,0,6,0,1,0
"S3",0,0,1,0,0,5,11
"S4",0,0,0,3,3,1,0
"S5",6,0,5,0,0,0,0
"S6",0,0,0,0,6,0,0
"S7",4,2,0,0,4,0,0
"S8",3,0,0,2,1,0,0
"S9",0,0,2,0,8,0,0
"S10",0,2,4,0,4,0,0
"S11",1,4,5,0,4,0,0
"S12",8,0,0,0,0,4,0
"S13",0,0,0,7,0,0,0
"S14",10,0,0,0,0,0,0
"S15",0,0,0,0,0,7,0
"S16",0,0,0,0,5,4,0
"S17",0,0,3,0,5,0,0
"S18",3,5,0,0,0,0,0
"S19",0,0,0,0,9,0,0
"S20",9,4,0,0,2,0,0
"S21",1,1,0,0,0,7,0
"S22",1,0,0,0,1,0,8
"S23",0,0,4,0,8,0,0
"S24",11,0,0,0,0,0,0
"S25",0,4,0,3,0,3,0
"S26",0,0,3,0,0,2,0
"S27",0,1,0,0,0,4,0
"S28",0,0,5,5,0,0,0
"S29",1,0,1,1,0,0,6
"S30",6,0,0,0,0,0,3
"S31",0,0,0,0,3,8,0
"S32",0,0,0,0,0,11,0
"S33",10,0,0,0,1,0,0
"S34",0,0,0,9,4,0,0
"S35",0,0,0,14,0,0,0
"S36",1,0,3,3,5,0,0
"S37",0,0,0,0,7,0,3
"S38",5,0,0,0,0,0,0
"S39",0,0,12,0,0,0,0
"S40",0,0,11,0,0,0,0
"S41",1,0,0,10,0,0,0
"S42",0,0,0,4,0,3,0
"S43",0,0,0,0,0,10,0
"S44",0,3,0,1,0,4,0
"S45",0,0,4,0,3,0,0
"S46",0,12,0,0,0,0,0
"S47",0,0,4,0,0,6,0
"S48",5,0,0,4,0,0,0
"S49",0,5,0,0,0,0,0
"S50",1,0,1,2,1,0,0
"S51",0,1,0,0,9,0,0
"S52",8,0,0,0,0,7,0
"S53",0,5,5,3,0,0,0
"S54",0,0,0,2,0,3,0
"S55",1,5,0,0,0,1,0
"S56",0,0,5,0,0,1,0
"S57",0,1,0,7,0,0,0
"S58",5,2,0,0,0,0,0
"S59",3,6,0,0,0,0,0
"S60",0,0,7,0,0,0,2
"S61",0,0,13,0,0,0,0
"S62",0,1,0,3,3,0,0
"S63",0,2,0,0,0,4,0
"S64",3,6,2,0,0,1,0
"S65",8,0,9,0,0,0,0
