"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,10,0,0,0,0
"S2",1,1,0,0,0,0,0
"S3",0,0,0,2,0,1,0
"S4",2,0,0,3,0,0,0
"S5",1,0,0,0,0,3,0
"S6",1,0,3,0,0,0,0
"S7",0,0,0,0,8,0,0
"S8",0,6,0,0,0,1,0
"S9",0,0,2,0,2,0,0
"S10",1,0,0,0,0,3,0
"S11",0,0,0,0,6,0,0
"S12",1,1,0,1,0,3,0
"S13",0,2,0,0,2,0,0
"S14",2,0,0,0,0,0,1
"S15",0,0,5,0,3,0,0
"S16",1,1,0,0,0,0,0
"S17",0,0,0,0,2,2,0
"S18",0,0,0,0,0,5,0
"S19",0,8,0,0,0,0,0
"S20",0,0,0,1,0,1,0
"S21",0,0,4,0,0,0,0
"S22",0,1,0,3,2,0,0
"S23",3,2,0,0,0,0,0
"S24",0,0,0,6,0,0,0
"S25",0,0,0,0,0,3,2
"S26",0,5,0,0,0,0,0
"S27",2,0,0,0,0,0,0
"S28",0,0,0,5,0,1,0
"S29",0,0,5,0,4,0,0
"S30",2,0,1,0,0,0,0
"S31",0,0,0,0,0,4,0
"S32",0,5,0,0,4,0,0
"S33",0,2,0,0,4,0,0
"S34",0,6,0,0,0,0,0
"S35",0,0,0,0,2,1,0
"S36",0,0,2,3,1,0,0
"S37",0,0,1,0,1,0,0
"S38",0,0,1,0,4,0,3
"S39",0,0,0,0,0,2,0
"S40",0,0,0,0,0,5,0
"S41",0,0,0,0,6,0,0
"S42",0,0,0,2,0,0,0
"S43",0,0,0,2,0,0,0
"S44",0,0,3,0,6,0,0
"S45",0,1,0,0,0,4,0
"S46",0,1,0,0,5,0,0
"S47",3,0,3,0,3,0,0
"S48",0,0,0,4,0,0,0
"S49",0,0,0,0,5,4,0
"S50",0,4,1,0,4,0,0
"S51",0,0,0,0,3,1,0
"S52",0,0,0,0,0,6,0
"S53",0,1,3,0,0,1,0
"S54",3,0,0,2,0,0,0
"S55",0,0,4,0,0,0,0
"S56",0,9,0,0,0,0,0
"S57",0,0,0,0,0,3,0
"S58",0,0,1,3,0,1,0
"S59",0,0,0,0,4,0,0
"S60",5,0,0,0,0,0,0
"S61",0,10,0,0,0,0,0
"S62",0,0,0,0,0,2,0
"S63",2,0,0,2,2,0,0
"S64",1,0,2,0,0,0,0
"S65",0,2,0,0,0,0,0
"S66",0,0,0,0,5,2,0
"S67",3,0,0,0,1,0,0
"S68",0,0,0,0,0,3,0
"S69",2,0,0,0,0,0,0
"S70",0,1,1,0,0,0,0
"S71",0,0,4,0,1,0,0
"S72",0,0,0,0,0,5,0
"S73",0,0,5,0,0,0,0
"S74",0,0,5,0,0,0,0
"S75",0,1,0,0,4,2,0
"S76",1,0,0,2,2,0,0
"S77",5,0,0,2,0,0,0
"S78",1,1,0,0,0,0,0
"S79",2,0,0,0,4,0,0
"S80",1,0,0,1,0,2,0
"S81",0,0,0,2,3,1,0
"S82",0,2,1,0,0,0,0
"S83",0,0,3,3,1,0,0
"S84",0,0,0,0,2,0,0
"S85",2,1,3,0,0,1,0
"S86",0,0,7,0,0,0,0
"S87",2,2,0,0,0,0,0
"S88",0,0,0,0,0,4,0
"S89",0,0,0,0,0,3,0
"S90",0,4,0,2,0,0,0
"S91",0,0,0,0,3,0,0
"S92",2,0,1,0,0,2,0
"S93",8,0,0,0,0,0,0
"S94",0,0,0,6,0,1,0
"S95",0,0,0,0,0,2,0
"S96",0,0,0,0,5,0,0
"S97",0,0,5,0,0,0,0
"S98",5,0,0,0,0,0,0
"S99",0,6,1,1,1,0,0
"S100",0,0,0,4,0,0,0
"S101",0,0,1,4,0,1,0
"S102",0,6,0,0,0,0,0
"S103",2,1,0,0,4,2,0
"S104",1,0,1,0,0,1,0
"S105",0,0,2,0,0,4,0
"S106",0,2,1,0,2,1,0
"S107",1,1,2,0,0,0,0
"S108",0,0,9,0,0,0,1
"S109",0,0,0,1,1,2,0
"S110",0,0,0,0,6,0,0
"S111",0,0,0,0,0,4,0
"S112",0,0,0,0,3,4,0
"S113",1,2,2,0,0,0,0
"S114",3,0,0,0,0,0,0
"S115",0,8,0,0,0,0,0
"S116",3,0,0,0,2,0,0
"S117",9,0,0,0,0,0,0
"S118",0,0,0,0,0,6,0
"S119",0,0,0,0,0,6,0
"S120",3,2,0,0,3,0,0
"S121",2,0,0,0,0,0,0
"S122",0,0,0,4,0,0,0
"S123",4,0,0,0,0,0,0
"S124",0,0,0,0,4,0,0
"S125",5,0,0,0,0,1,0
"S126",0,0,0,8,0,0,0
"S127",0,0,1,2,0,0,0
"S128",0,0,4,1,0,0,0
"S129",0,4,0,2,0,0,0
"S130",0,0,0,1,1,0,0
"S131",3,0,0,0,0,0,0
"S132",0,0,0,0,4,0,0
"S133",0,0,0,2,0,2,0
"S134",0,0,0,6,0,0,0
"S135",0,0,0,2,2,0,0
"S136",0,0,0,0,1,6,0
"S137",0,0,2,0,2,4,0
"S138",4,0,0,1,0,0,0
"S139",0,4,1,0,1,0,0
"S140",3,0,0,5,2,0,0
"S141",0,6,0,0,0,0,0
"S142",0,3,0,0,0,0,0
"S143",0,0,0,6,0,0,0
"S144",0,0,7,0,0,0,0
"S145",3,0,1,2,0,0,0
"S146",2,0,0,2,0,1,0
"S147",0,0,0,0,0,2,0
"S148",0,1,0,0,0,1,0
"S149",3,0,0,0,0,0,0
"S150",0,0,0,3,1,1,0
"S151",4,5,0,0,0,0,0
"S152",0,0,0,3,0,0,0
"S153",4,0,0,1,0,0,0
"S154",0,0,0,0,0,6,0
"S155",2,0,0,0,0,1,0
"S156",0,0,3,2,0,3,0
"S157",0,1,0,2,0,0,0
"S158",0,0,0,0,6,0,0
"S159",0,0,2,0,2,0,0
"S160",0,0,0,0,10,0,0
"S161",0,0,3,0,5,0,0
"S162",0,4,0,0,0,4,0
"S163",0,0,0,3,1,0,0
"S164",0,0,0,0,0,9,0
"S165",0,0,2,1,0,0,0
"S166",0,0,1,2,0,0,0
"S167",0,0,0,0,0,6,0
"S168",5,0,0,0,0,0,0
"S169",0,2,1,0,0,0,0
"S170",0,0,0,3,2,0,1
"S171",1,0,0,0,2,0,0
"S172",0,1,2,0,0,0,0
"S173",0,0,4,0,0,0,0
"S174",1,0,2,0,0,3,0
"S175",0,0,0,5,1,3,0
"S176",0,0,4,0,0,8,0
"S177",3,0,0,4,0,0,0
"S178",1,0,0,0,2,0,0
"S179",2,0,0,2,0,0,0
"S180",0,1,1,0,0,2,0
"S181",3,0,0,0,0,0,0
"S182",0,0,0,0,1,0,1
"S183",0,0,0,0,2,0,0
"S184",0,0,1,0,0,6,0
"S185",0,2,0,0,0,4,0
"S186",0,0,0,0,0,4,0
"S187",0,1,1,0,0,2,0
"S188",0,4,0,0,0,0,0
"S189",0,0,0,0,4,2,0
"S190",0,0,0,0,2,0,0
"S191",2,0,0,1,0,0,0
"S192",0,0,0,1,4,0,0
"S193",0,2,0,0,0,1,1
"S194",3,0,0,2,0,2,0
"S195",4,0,0,0,3,0,0
"S196",4,0,0,0,0,1,0
"S197",2,0,2,0,0,0,0
"S198",0,4,0,1,0,0,0
"S199",3,0,0,0,2,0,0
"S200",0,1,8,2,0,0,0
"S201",0,0,0,0,4,0,2
"S202",0,0,3,5,0,0,0
"S203",0,0,0,0,2,2,0
"S204",0,1,0,0,2,0,0
"S205",2,0,1,0,0,1,0
"S206",0,1,2,0,0,0,0
"S207",1,0,0,0,1,0,0
"S208",3,0,0,0,4,0,0
"S209",0,0,0,5,0,0,0
"S210",0,0,0,2,0,2,0
"S211",0,0,7,0,0,0,0
"S212",0,0,3,3,0,0,0
"S213",0,0,9,0,0,0,0
"S214",0,2,0,0,2,2,0
"S215",0,0,0,3,0,1,0
"S216",0,3,0,2,0,0,0
"S217",0,0,0,0,2,0,0
"S218",7,0,0,0,0,0,0
"S219",0,0,0,0,0,9,0
"S220",1,6,0,0,0,0,0
"S221",9,1,0,0,0,0,0
"S222",0,0,7,0,0,0,0
"S223",0,5,0,1,0,0,0
"S224",3,0,0,0,3,0,0
"S225",0,0,0,6,1,0,3
"S226",3,0,0,0,0,1,0
"S227",0,6,0,0,0,0,0
"S228",0,5,0,0,0,2,0
"S229",0,0,0,0,0,4,0
"S230",0,0,0,0,6,0,0
"S231",0,0,6,0,0,0,0
"S232",0,0,1,0,1,0,0
"S233",1,0,0,0,0,2,0
"S234",0,0,7,0,0,0,0
"S235",0,3,0,0,2,1,0
"S236",0,0,3,0,0,0,0
"S237",0,0,0,3,3,0,0
"S238",0,0,0,8,0,0,0
"S239",2,4,0,0,0,0,0
"S240",0,0,0,0,6,0,0
"S241",0,0,0,6,0,0,0
"S242",0,0,4,0,0,0,0
"S243",0,0,4,0,0,3,0
"S244",0,2,2,0,3,0,0
"S245",0,0,3,0,0,0,0
"S246",3,2,0,0,0,2,0
"S247",0,12,0,0,0,0,0
"S248",1,2,0,0,0,5,0
"S249",0,0,0,2,0,3,0
"S250",2,2,0,0,0,0,0
"S251",0,5,0,0,0,0,0
"S252",0,0,1,2,0,0,0
"S253",0,0,0,0,0,7,2
"S254",0,2,0,3,1,1,0
"S255",3,0,3,0,0,0,0
"S256",0,0,4,0,0,0,0
"S257",0,0,0,1,1,1,0
"S258",4,0,0,0,0,0,0
"S259",0,1,0,0,2,0,0
"S260",0,0,0,7,0,0,0
"S261",0,0,3,0,0,5,0
"S262",0,1,2,0,0,0,0
"S263",0,0,0,3,0,3,0
"S264",0,0,0,0,0,0,2
"S265",0,8,0,0,0,0,0
"S266",0,2,0,2,0,0,0
"S267",1,0,2,0,0,0,0
"S268",2,0,4,0,0,0,0
"S269",0,2,0,4,0,0,0
"S270",0,0,0,4,2,0,0
"S271",0,0,0,5,0,1,0
"S272",0,0,4,0,0,1,0
"S273",1,0,0,1,0,0,0
"S274",0,0,0,0,0,6,0
"S275",0,4,1,0,0,0,0
"S276",0,0,0,3,3,0,0
"S277",0,0,0,8,0,0,0
"S278",0,1,0,0,4,0,0
"S279",0,0,0,1,0,5,0
"S280",5,0,0,0,0,0,0
"S281",0,5,0,0,0,0,0
"S282",2,4,0,0,0,0,0
"S283",1,0,3,0,0,4,0
"S284",0,0,0,0,0,5,0
"S285",5,0,0,5,1,0,0
"S286",0,0,6,0,3,0,0
"S287",0,0,0,1,3,0,0
"S288",0,0,0,4,0,1,0
"S289",0,0,4,0,0,0,0
"S290",0,0,0,0,0,5,0
"S291",7,0,0,2,0,0,0
"S292",0,0,0,0,3,1,0
"S293",0,0,4,0,0,1,0
"S294",4,0,0,0,0,1,0
"S295",0,0,0,0,0,2,0
"S296",1,0,0,3,0,4,0
"S297",3,3,0,3,0,0,0
"S298",0,0,0,0,0,5,0
"S299",0,3,0,0,3,3,0
"S300",5,0,0,0,0,0,0
"S301",1,0,0,0,2,0,0
"S302",1,1,0,4,0,0,0
"S303",0,0,0,1,1,0,0
"S304",0,1,0,2,3,0,0
"S305",0,0,0,0,3,0,0
"S306",0,0,0,2,3,2,0
"S307",0,0,0,0,6,0,0
"S308",2,1,2,1,0,0,0
"S309",0,0,0,0,1,2,0
"S310",0,0,0,0,0,5,0
"S311",0,0,1,1,1,2,0
"S312",0,0,0,0,4,0,0
"S313",0,5,0,0,0,0,0
"S314",0,4,0,2,3,0,0
"S315",1,0,5,0,0,0,0
"S316",1,0,4,0,0,0,0
"S317",0,0,0,4,0,0,0
"S318",3,0,0,0,0,0,0
"S319",0,0,1,0,2,0,0
"S320",0,5,0,0,0,0,0
"S321",0,2,0,0,0,0,0
"S322",0,0,0,2,3,0,0
"S323",0,0,0,0,4,1,0
"S324",0,0,0,4,0,0,0
"S325",8,0,0,0,0,0,0
"S326",0,1,0,1,0,6,0
"S327",2,4,0,0,0,0,0
"S328",2,3,0,0,0,0,0
"S329",0,0,0,4,0,0,0
"S330",0,0,0,0,0,3,0
"S331",0,2,2,0,0,0,0
"S332",0,0,4,0,1,0,0
"S333",0,3,1,0,0,0,0
"S334",0,0,1,0,1,1,0
"S335",0,0,5,0,3,0,0
"S336",0,2,0,0,0,0,0
"S337",0,2,1,0,0,1,0
"S338",1,0,2,0,1,0,0
"S339",1,0,0,4,0,2,0
"S340",0,0,0,2,0,0,0
"S341",0,0,2,2,2,0,0
"S342",0,0,0,3,2,0,0
"S343",2,0,1,1,0,0,0
"S344",10,0,0,0,0,0,0
"S345",2,1,0,0,0,1,0
"S346",4,0,1,0,2,0,0
"S347",1,3,1,0,0,0,0
"S348",0,0,0,0,4,0,0
"S349",4,0,0,0,0,0,0
"S350",0,0,1,0,2,0,0
"S351",0,4,0,0,0,0,0
"S352",0,0,0,1,0,2,0
"S353",0,0,6,0,0,0,0
"S354",0,0,1,1,0,0,0
"S355",6,0,0,0,0,0,0
"S356",5,0,1,0,0,1,0
"S357",0,0,1,0,0,2,0
"S358",8,0,0,0,0,0,3
"S359",0,3,0,0,1,0,0
"S360",0,0,0,0,0,0,5
"S361",0,0,0,0,0,2,0
"S362",6,0,0,0,0,0,0
"S363",1,1,0,0,0,0,0
"S364",1,6,0,0,0,0,0
"S365",2,0,0,0,0,3,1
"S366",0,0,0,0,6,2,0
"S367",0,0,0,0,3,0,0
"S368",0,0,7,0,0,0,0
"S369",1,0,0,0,2,1,0
"S370",1,0,0,3,0,1,0
"S371",0,0,0,0,0,2,0
"S372",3,0,0,0,2,0,0
"S373",2,0,0,0,0,0,0
"S374",0,0,0,4,0,0,0
"S375",2,5,0,2,0,0,0
"S376",0,0,0,0,3,2,0
"S377",0,0,0,0,2,0,0
"S378",0,1,0,0,0,4,0
"S379",1,4,2,0,0,0,0
"S380",0,6,0,0,0,0,2
"S381",0,0,0,2,0,0,0
"S382",2,1,0,0,0,3,0
"S383",3,0,2,0,0,0,0
"S384",0,0,1,0,0,2,0
"S385",0,0,3,1,0,0,0
"S386",0,0,3,0,4,0,0
"S387",0,0,0,1,4,0,0
"S388",1,0,0,2,0,0,0
"S389",0,0,4,0,0,4,0
"S390",2,0,0,0,0,4,0
"S391",9,0,0,0,0,0,0
"S392",0,0,0,0,4,0,0
"S393",0,0,3,0,0,5,0
"S394",0,2,0,0,2,0,0
"S395",0,0,0,0,0,3,0
"S396",0,0,0,0,2,0,1
"S397",1,0,0,8,1,0,0
