"","T1","T2","T3","T4","T5","T6","T7"
"S1",4,1,0,0,2,0,1
"S2",1,2,1,0,0,0,0
"S3",0,0,0,0,0,6,0
"S4",6,0,0,0,0,0,0
"S5",1,0,0,0,0,3,0
"S6",0,0,0,1,0,1,0
"S7",2,3,0,0,0,0,0
"S8",2,0,0,4,0,0,0
"S9",0,0,8,0,0,0,0
"S10",2,0,0,0,0,0,0
"S11",0,0,2,1,0,1,0
"S12",0,0,0,0,1,5,0
"S13",0,7,0,0,0,0,0
"S14",0,0,0,1,6,0,0
"S15",0,0,0,0,0,6,0
"S16",0,4,0,0,0,0,0
"S17",0,0,1,0,2,1,0
"S18",0,6,0,0,0,0,0
"S19",0,0,1,0,0,5,0
"S20",0,0,7,0,0,2,0
"S21",0,0,0,0,0,0,3
"S22",2,1,0,0,0,0,0
"S23",0,0,0,0,4,0,0
"S24",2,0,0,3,0,0,0
"S25",2,0,0,0,0,0,0
"S26",0,0,0,0,0,0,3
"S27",0,0,0,3,0,0,0
"S28",0,0,0,0,0,11,0
"S29",1,0,0,3,0,0,0
"S30",0,1,0,0,2,1,0
"S31",3,0,0,0,5,0,0
"S32",0,5,0,1,0,0,0
"S33",0,0,0,3,0,3,1
"S34",1,0,2,4,0,0,0
"S35",0,0,4,0,0,0,2
"S36",4,2,0,0,0,0,0
"S37",2,4,0,0,0,0,0
"S38",0,0,0,3,3,0,0
"S39",0,1,0,2,0,0,0
"S40",0,1,0,2,0,0,0
"S41",1,1,0,0,0,0,0
"S42",0,0,0,2,0,1,0
"S43",0,0,0,0,1,1,0
"S44",0,0,2,2,0,0,0
"S45",2,2,0,0,0,0,0
"S46",0,0,0,2,0,5,0
"S47",1,0,0,1,2,0,0
"S48",10,0,0,0,0,1,0
"S49",3,0,0,0,0,1,0
"S50",0,7,0,1,0,0,0
"S51",0,0,5,0,0,0,0
"S52",0,5,0,2,2,0,0
"S53",0,0,0,2,0,1,0
"S54",0,0,0,6,0,0,0
"S55",0,0,2,0,0,0,0
"S56",0,0,1,0,0,0,1
"S57",0,4,0,0,0,0,0
"S58",1,0,1,0,0,0,0
"S59",2,0,0,0,0,0,0
"S60",0,5,0,2,0,0,0
"S61",0,0,1,4,0,0,0
"S62",0,2,0,2,0,0,0
"S63",5,0,0,0,0,0,0
"S64",0,0,0,3,0,0,0
"S65",0,7,0,0,0,0,0
"S66",0,0,3,0,5,0,0
"S67",0,1,0,1,4,0,0
"S68",0,0,2,1,0,2,0
"S69",0,0,0,0,0,3,0
"S70",0,0,0,2,0,0,0
"S71",4,0,1,0,0,0,0
"S72",0,0,0,0,0,3,3
"S73",0,0,3,3,0,0,0
"S74",7,0,0,6,0,0,0
"S75",0,0,0,2,2,0,0
"S76",0,3,0,0,0,2,0
"S77",0,0,0,0,0,6,0
"S78",0,0,5,0,0,0,0
"S79",0,8,0,0,0,0,0
"S80",0,0,0,0,2,0,0
"S81",1,0,1,0,1,2,0
"S82",3,0,0,0,0,0,0
"S83",1,0,0,0,0,5,0
"S84",0,0,2,0,2,1,0
"S85",0,0,0,0,0,5,0
"S86",2,0,0,0,1,0,0
"S87",0,0,0,5,2,0,0
"S88",5,0,0,0,0,3,0
"S89",0,0,2,0,0,0,0
"S90",0,0,0,1,0,1,0
"S91",0,0,1,0,0,6,0
"S92",0,0,2,1,0,0,0
"S93",0,2,0,0,1,0,0
"S94",0,0,0,0,6,0,0
"S95",0,0,0,0,2,2,0
"S96",0,0,3,0,0,0,0
"S97",1,1,0,0,0,0,0
"S98",0,0,0,0,0,6,0
"S99",0,0,1,2,0,0,0
"S100",0,0,2,0,0,3,2
"S101",0,0,2,0,1,0,0
"S102",0,0,5,0,0,0,0
"S103",0,0,0,0,0,8,0
"S104",0,4,0,4,0,3,0
"S105",0,0,0,0,8,0,0
"S106",6,0,2,0,0,0,0
