"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,0,0,31,0,0
"S2",0,12,17,0,0,1,0
"S3",0,0,18,1,0,0,0
"S4",0,18,0,0,0,0,1
"S5",14,0,0,0,0,0,1
"S6",0,9,0,0,0,19,0
"S7",0,0,0,0,12,8,0
"S8",0,0,0,24,0,0,1
"S9",0,0,25,0,0,0,0
"S10",0,0,0,33,0,0,0
"S11",0,0,0,0,24,0,0
"S12",16,0,15,0,0,0,0
"S13",0,0,16,7,0,0,0
"S14",9,4,0,0,8,7,0
"S15",1,0,0,10,0,8,12
"S16",8,11,0,0,12,0,0
"S17",0,7,8,11,0,0,0
"S18",0,0,0,0,0,21,1
"S19",0,0,4,0,0,0,17
"S20",0,0,0,0,0,20,0
"S21",0,31,2,0,0,0,0
"S22",27,0,0,0,0,0,0
"S23",0,0,0,0,0,26,1
"S24",0,16,17,0,0,0,0
"S25",0,0,0,4,2,3,2
"S26",6,7,0,9,6,0,0
"S27",23,0,0,0,1,2,0
"S28",0,0,22,0,0,0,0
"S29",0,0,32,0,0,2,0
"S30",3,5,8,0,0,8,0
"S31",4,6,8,0,3,0,0
"S32",26,0,0,0,0,0,0
"S33",0,0,0,29,0,0,0
"S34",0,1,0,0,4,0,19
"S35",0,1,6,0,0,18,1
"S36",0,0,14,0,0,1,3
"S37",13,0,0,0,8,0,0
"S38",0,5,0,11,0,7,0
"S39",5,0,0,2,0,6,9
"S40",9,0,11,8,0,0,0
"S41",3,9,7,9,0,1,0
"S42",0,0,0,9,0,15,0
"S43",0,0,9,10,10,0,0
"S44",6,0,6,0,14,0,0
"S45",25,0,0,0,0,2,1
"S46",1,27,0,0,0,0,0
"S47",0,0,9,6,0,8,3
"S48",0,4,0,13,9,0,0
"S49",0,25,0,0,0,0,0
"S50",0,28,0,0,0,0,0
"S51",14,0,0,5,0,9,0
"S52",0,0,0,23,0,0,0
"S53",6,0,3,2,6,0,0
"S54",11,0,0,0,15,0,0
"S55",22,0,0,0,0,0,0
"S56",0,5,0,10,1,7,0
"S57",10,0,5,7,5,0,0
"S58",10,0,0,0,0,13,0
"S59",0,7,12,7,0,0,0
"S60",0,0,0,0,2,23,0
"S61",1,23,0,3,0,0,1
"S62",0,0,6,0,0,14,0
"S63",2,0,0,0,20,2,0
"S64",11,0,0,2,0,4,0
"S65",10,0,10,0,0,11,0
"S66",17,13,5,0,0,0,0
