"","T1","T2","T3","T4","T5","T6","T7"
"S1",4,0,1,0,1,5,0
"S2",0,8,0,0,0,0,0
"S3",0,0,11,1,0,0,0
"S4",0,4,0,0,6,0,0
"S5",0,0,1,1,0,0,6
"S6",6,2,0,0,0,0,0
"S7",0,0,7,2,0,1,0
"S8",1,0,0,13,0,0,0
"S9",0,0,0,0,0,10,0
"S10",0,0,4,0,0,0,0
"S11",4,0,0,3,0,0,0
"S12",0,1,3,0,0,1,0
"S13",0,13,0,0,0,0,0
"S14",0,0,0,0,13,0,0
"S15",0,11,0,0,0,0,0
"S16",0,12,0,0,0,0,0
"S17",10,0,0,0,0,0,0
"S18",4,0,4,0,1,0,0
"S19",0,0,8,0,0,0,0
"S20",0,4,0,4,0,0,0
"S21",0,0,0,0,8,0,2
"S22",0,0,0,9,0,0,0
"S23",0,5,1,0,0,0,0
"S24",0,0,1,4,1,1,0
"S25",0,0,1,0,0,10,0
"S26",0,0,0,0,4,0,0
"S27",0,0,0,0,0,6,0
"S28",0,0,0,7,0,2,0
"S29",0,0,0,9,0,0,0
"S30",0,0,10,0,0,4,0
"S31",1,1,0,0,10,0,0
"S32",0,0,3,0,7,0,0
"S33",0,0,0,0,8,0,0
"S34",0,1,2,0,6,0,0
"S35",0,0,5,0,7,0,0
"S36",0,0,0,0,0,11,1
"S37",0,0,0,0,10,2,0
"S38",0,0,0,1,0,7,0
"S39",0,0,0,7,0,0,0
"S40",0,2,0,0,0,5,0
"S41",0,0,0,0,0,8,0
"S42",0,11,0,0,0,0,0
"S43",0,4,4,0,0,0,0
"S44",0,3,0,7,0,2,0
"S45",2,0,0,0,0,11,0
"S46",0,6,0,0,0,4,0
"S47",0,2,2,0,5,0,0
"S48",0,10,9,0,0,0,0
"S49",0,0,2,0,0,5,0
"S50",11,0,0,0,0,0,1
"S51",0,6,5,0,0,4,0
"S52",6,0,0,0,5,0,0
"S53",0,0,0,9,0,1,0
"S54",0,3,3,0,0,6,0
"S55",0,0,0,0,13,1,0
"S56",0,0,0,0,10,0,0
"S57",9,1,0,0,0,0,0
"S58",0,4,0,0,0,2,0
"S59",0,0,4,3,0,0,0
"S60",0,0,0,0,5,6,0
"S61",0,4,0,0,5,2,0
"S62",8,0,6,0,0,0,0
"S63",0,5,0,0,0,0,1
"S64",0,0,13,0,0,0,0
"S65",0,0,0,3,2,1,0
"S66",5,0,0,6,0,0,0
"S67",0,2,1,1,0,0,0
"S68",14,0,1,7,0,0,0
"S69",0,0,0,0,7,7,0
"S70",4,0,0,4,0,0,0
"S71",10,0,0,1,0,1,0
"S72",0,0,0,12,0,0,0
"S73",0,0,2,6,0,2,0
"S74",0,0,1,3,0,1,0
"S75",1,0,4,10,0,0,0
"S76",0,0,0,11,0,0,0
"S77",0,5,4,0,1,0,0
"S78",0,0,4,1,7,0,0
"S79",1,0,11,0,0,0,0
"S80",0,0,0,0,11,0,0
"S81",4,0,0,2,0,0,0
"S82",6,0,2,0,0,4,0
"S83",0,0,0,0,4,0,4
"S84",0,9,1,0,0,0,0
"S85",0,5,0,0,3,3,0
"S86",10,0,0,0,0,0,0
"S87",0,0,1,1,14,0,0
"S88",2,0,0,0,5,0,0
"S89",0,0,8,0,0,3,1
"S90",0,16,0,0,0,0,0
"S91",4,0,0,7,0,0,0
"S92",10,0,0,0,0,0,0
"S93",0,0,12,0,0,0,0
"S94",0,4,3,0,0,0,0
"S95",0,2,0,3,2,1,0
"S96",0,1,0,10,0,0,0
"S97",0,0,0,0,0,5,0
"S98",8,0,0,0,0,0,1
"S99",0,0,3,3,4,0,0
"S100",0,5,2,3,0,1,0
"S101",12,0,0,0,0,0,0
"S102",3,0,0,7,0,0,0
"S103",3,0,0,1,6,0,0
"S104",0,0,2,0,2,1,0
"S105",0,10,0,0,0,0,0
"S106",0,3,8,3,0,0,0
"S107",9,0,5,0,0,0,0
"S108",8,1,0,0,0,0,1
"S109",0,0,0,1,3,0,4
"S110",0,4,0,0,6,0,0
"S111",0,5,6,0,1,0,0
