"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"1",4,3,3,5,5,5,9,7,9,4,7,0,5,10,9,6,13,8,2,3,5,4,1,2,5,2,1,7,3,6,8,8,3,7,11,8,6,4,6,2,3,5,2,5,11,6,2,4,3,16,9,15,6,7,6,5,15,3,7,6,4,16,0,7,7,9,3,32,5,5,10,4,3,2,9,9,7,7,3,6,11,10,6,5,5,13,10,6,5,10,9,10,7,2,4,4,1,18,10,3,11,10,12,1,6,2,14,17,7,6,4,6,1,2,2,5,4,6,11,13,22,2,8,8,7,16,9,1,8,21,15,4,20,5,7,2,2,7,14,1,10,5,4,9,2,8,15,4,11,10,4,4,3,7,4,10,5,6,10,19,20,6,18,13,3,10,6,4,3,3,15,4,7,3,6,6,8,3,6,1,16,7,5,13,2,3,7,5,7,5,5,3,0,3,10,6,2,6,13,6,14,4,11,2,10,1,6,9,8,9,7,6,5,13,3,20,34,3,8,8,8,13,8,6,5,3,1,9,15,8,5,8,6,7,4,5,13,7,17,6,13,11,7,4,9,1,11,4,5,15,4,9,20,4,2,5,5,10,18,5,10,8,9,3,5,7,2,5,13,4,13,7,14,4,5,6,8,7,10,2,4,1,1,4,9,16,2,5,7,6,9,4,5,3,4,11,2,8,4,11,4,4,6,3,5,0,0,5,7,5,7,1,7,7,9,3,11,3,1,3,6,10,5,4,14,5,4,5,6,4,4,5,3,6,8,5,3,8,4,10,4,5,14,8,9,2,7,3,9,10,5,4,12,7,6,2,6,8,9,11,4,7,15,13,20,6,8,3,8,7,12,7,12,2,4,5,13,1,8,3,16,6,7,11,4,6,26,7,8,7,6,6,2,6,5,26,7,5,2,3,5,12,16,2,2,9,3,3,7,4,7,6,15,8,18,5,6,5,8,6,2,6,1,9,7,7,8,28,2,6,3,25,6,3,0,2,6,4,3,5,8,4,8,9,9,7,8,4,5,2,6,4,11,10,10,4,2,7,4,2,19,8,10,9,5,7,16,7,4,8,16,4,3,8,8,3,4,6,9,11,1,4,6,3,12,7,3,5,8,4,4,5,3,6,7,13,2,1,3,12
"2",7,5,7,3,2,11,5,9,4,2,3,2,7,5,6,7,21,8,7,4,10,7,3,6,7,2,1,3,6,7,6,6,5,3,8,9,8,0,6,3,3,7,12,6,10,5,7,4,7,19,7,9,4,8,5,7,6,5,3,3,3,10,5,2,2,15,2,38,8,10,21,3,7,3,6,14,7,4,8,1,6,21,5,4,6,17,7,4,8,7,11,21,6,3,3,5,4,15,5,5,20,6,8,1,6,8,23,18,5,3,5,3,5,2,5,10,8,3,14,5,29,2,2,2,7,10,7,5,12,16,8,5,9,5,12,1,4,7,6,2,13,7,11,8,2,13,12,3,4,3,5,2,10,9,6,11,3,9,8,19,30,7,14,13,4,8,6,4,7,5,6,4,3,7,5,5,10,3,5,5,9,8,2,9,2,3,4,6,12,2,5,2,4,6,14,5,7,3,14,5,8,3,5,5,3,1,8,13,6,4,3,7,12,9,4,24,22,7,4,7,6,22,5,7,7,7,1,11,25,3,5,6,9,8,8,8,14,6,14,4,5,18,4,4,2,9,14,7,5,15,2,12,11,1,3,3,8,6,21,7,5,2,7,2,13,9,4,3,11,10,10,2,17,6,7,3,5,8,6,4,6,3,3,4,12,24,3,4,3,7,3,2,7,3,3,6,4,7,4,11,5,8,12,4,3,4,3,5,2,9,5,3,8,25,15,3,11,0,11,10,3,7,6,4,14,4,0,9,4,5,9,6,8,10,11,5,11,8,4,8,2,6,11,3,5,4,3,3,3,8,3,7,6,6,11,3,6,4,7,11,4,4,9,13,5,3,7,4,8,9,10,8,6,9,3,8,6,2,8,5,17,7,9,2,5,3,19,3,8,5,2,7,3,3,18,20,1,7,10,4,1,17,17,7,4,10,7,7,7,1,7,7,28,3,18,5,5,15,6,4,5,5,3,6,5,10,14,19,4,7,18,16,8,2,6,5,9,2,2,1,7,4,4,10,2,5,12,6,10,4,12,5,6,5,5,9,4,9,4,6,18,5,4,11,9,10,6,3,6,2,29,4,3,10,8,4,6,4,5,13,0,3,3,6,4,6,3,5,10,2,6,8,1,6,2,8,3,3,4,14
"3",7,5,4,6,6,12,3,2,5,1,9,0,6,3,5,3,15,6,3,5,8,9,2,6,9,1,2,4,7,18,6,3,4,3,7,3,8,2,6,3,4,2,5,10,7,4,2,10,2,19,6,13,5,8,9,1,24,3,0,9,6,26,4,7,1,11,0,26,4,13,18,7,5,2,10,6,5,7,7,8,10,16,3,5,7,12,11,4,11,11,11,15,4,3,3,7,0,15,2,10,17,5,5,2,6,7,24,14,9,9,2,5,5,3,7,5,10,4,14,8,19,4,7,5,8,14,6,2,12,20,13,2,16,2,5,2,1,2,9,1,11,10,14,4,2,5,17,6,9,4,6,0,5,7,5,6,4,5,11,19,19,6,16,13,4,9,4,4,2,1,6,5,5,6,4,4,11,4,6,7,13,3,5,9,5,9,6,4,9,4,1,6,8,6,8,2,5,8,12,11,11,5,5,7,12,4,8,9,6,2,7,9,7,8,2,34,27,4,6,5,4,10,4,8,5,5,2,13,12,6,5,8,3,6,2,4,15,9,9,3,6,19,13,4,8,2,13,8,12,20,4,18,14,4,5,6,5,14,16,6,6,1,5,3,15,0,1,10,12,14,10,7,21,3,6,3,6,9,10,4,7,1,2,8,11,23,3,8,3,4,5,7,9,4,3,15,2,4,3,4,4,3,15,11,5,9,2,4,2,4,4,7,10,9,10,4,9,3,5,4,2,4,9,4,23,8,6,12,6,10,9,3,4,3,9,6,9,3,8,4,4,5,21,6,9,9,4,3,3,11,6,8,14,7,4,2,7,12,14,6,3,14,20,12,11,7,7,1,14,5,11,7,11,5,5,5,7,4,5,3,12,5,7,13,3,0,30,5,6,2,5,5,5,8,14,24,3,4,2,3,5,8,9,5,4,5,7,7,4,10,1,11,24,2,13,12,1,8,5,7,6,10,2,12,2,14,11,24,4,10,9,17,9,4,5,1,3,4,2,4,3,2,3,8,5,3,3,5,11,1,7,8,8,11,2,11,7,2,4,2,17,5,6,12,3,1,11,2,3,7,25,10,3,8,7,5,1,3,9,13,3,2,2,6,12,9,4,4,6,2,5,3,2,7,7,5,7,3,4,15
"4",9,1,5,5,3,9,5,4,3,4,7,4,2,8,6,12,19,15,3,2,2,6,2,2,6,2,3,7,6,4,7,8,3,7,6,6,4,7,0,4,0,8,3,5,4,6,3,12,4,27,8,10,0,7,10,3,13,6,3,7,12,21,2,6,2,6,1,32,8,14,19,3,1,2,8,4,4,7,3,7,8,12,1,7,4,17,10,5,7,11,11,20,3,3,4,5,2,17,8,8,18,6,10,1,1,7,19,13,3,5,6,8,6,2,5,12,3,3,10,7,18,5,5,4,6,12,5,2,10,15,17,6,9,3,4,1,5,3,14,4,12,4,9,4,0,12,13,4,8,5,5,1,1,10,8,8,4,7,6,20,21,6,23,28,2,9,4,4,5,3,7,5,7,4,8,7,11,4,6,8,11,9,12,12,3,5,2,8,3,8,3,2,3,2,9,5,1,3,20,5,11,1,3,4,7,7,4,8,13,7,8,11,5,11,4,30,35,8,5,7,2,12,8,3,10,4,2,10,26,3,4,4,6,4,8,5,10,8,14,3,12,24,5,6,3,7,11,6,8,23,7,16,24,4,3,7,12,11,20,6,5,0,10,3,9,2,5,7,14,8,10,7,17,7,6,3,3,4,11,4,9,4,2,6,7,33,1,6,3,3,3,7,9,3,5,11,3,8,6,8,10,6,9,6,5,5,1,7,6,4,7,4,3,18,10,2,10,1,5,15,3,9,11,7,22,3,7,11,11,2,10,5,2,5,9,2,8,6,6,3,1,6,21,3,9,7,11,3,11,8,2,6,7,6,5,2,4,9,15,4,3,4,17,11,13,5,3,7,10,4,6,2,10,4,6,6,5,2,7,4,15,4,7,8,6,7,26,6,5,8,13,4,2,8,9,19,3,4,3,6,6,17,15,7,7,9,4,2,5,7,1,19,21,4,15,8,3,8,2,6,2,8,5,14,1,14,8,19,3,12,13,16,5,5,6,0,3,9,7,5,4,5,4,10,5,6,8,5,7,5,8,8,7,16,9,17,7,5,3,3,24,7,5,13,14,10,12,8,8,7,21,6,1,10,11,7,6,3,8,15,4,3,1,7,8,3,6,5,3,3,10,8,5,4,10,7,11,1,6,17
"5",10,2,3,3,2,11,4,11,9,2,13,1,9,7,8,5,17,8,2,2,10,3,2,3,6,5,1,4,4,9,9,7,7,3,4,9,6,4,4,7,3,8,3,6,13,3,2,7,5,11,5,15,5,7,4,7,18,2,3,5,6,20,3,2,6,16,2,29,5,9,13,5,5,0,6,3,4,10,11,2,6,13,5,3,3,10,10,8,8,5,11,24,9,4,6,5,2,11,10,6,18,10,8,3,3,13,13,12,4,0,5,2,6,3,4,4,4,2,16,14,10,5,3,5,9,5,10,3,7,20,14,11,15,3,5,1,4,2,7,4,13,3,9,7,3,8,15,9,14,6,4,2,12,13,5,9,7,7,7,26,19,2,17,12,3,6,5,5,5,4,6,4,2,4,5,3,12,1,1,7,20,1,3,9,2,6,8,10,12,5,4,3,2,7,5,7,7,5,18,7,9,2,11,6,9,3,6,12,5,3,3,8,3,6,5,31,21,3,10,8,7,12,7,2,8,6,3,8,18,4,6,10,9,9,2,2,6,5,8,6,5,16,1,5,5,5,12,7,10,11,10,16,20,4,2,5,8,8,15,9,1,5,11,6,7,5,6,5,9,8,17,0,16,4,4,3,2,8,9,2,0,3,3,7,4,18,2,7,4,2,8,6,8,6,1,14,3,10,6,6,6,4,9,2,11,3,2,6,2,1,3,4,3,16,9,4,11,2,2,3,5,11,12,4,9,9,2,11,8,1,4,8,2,7,4,4,14,2,2,4,7,4,10,2,6,4,7,4,8,13,6,9,10,4,6,4,9,5,7,6,3,9,16,10,14,1,6,5,14,3,8,8,10,1,3,6,7,5,4,2,10,5,5,6,7,8,23,2,6,3,4,5,3,4,14,19,2,9,6,4,6,14,12,4,5,9,3,6,4,6,2,15,14,5,14,9,2,8,3,9,5,2,2,4,5,13,9,13,2,6,10,7,6,0,6,4,4,7,3,3,10,2,4,8,1,5,4,6,9,0,10,5,5,7,6,10,2,2,4,4,23,11,9,11,7,1,10,3,2,5,22,2,3,14,4,6,3,5,6,11,4,11,2,3,11,6,6,5,4,0,7,8,5,9,8,6,4,5,4,8
"6",19,8,6,4,3,10,7,7,2,2,5,1,8,3,6,8,19,11,2,7,4,4,3,4,7,4,2,9,4,4,4,4,5,5,9,3,5,5,4,2,2,9,2,5,12,1,3,15,6,24,4,13,5,3,8,3,10,4,9,3,4,15,4,3,5,12,2,27,4,11,14,8,9,3,9,6,1,4,5,8,7,12,3,4,4,15,10,3,6,6,10,12,7,1,3,4,1,15,1,6,21,7,14,2,6,5,21,14,4,6,6,4,8,4,5,4,5,3,5,6,19,5,3,5,4,14,2,7,7,19,9,6,11,3,6,1,4,2,9,2,2,6,5,7,4,7,23,1,14,4,3,2,5,8,2,9,4,8,2,19,21,3,17,14,5,14,2,8,7,3,5,6,5,2,3,3,6,4,3,1,13,2,10,7,3,1,4,10,5,8,8,4,5,8,10,3,3,2,13,10,13,1,8,5,10,2,6,13,6,8,9,5,9,11,1,28,28,9,3,3,9,17,4,4,6,4,3,12,21,5,8,10,6,8,3,5,10,5,18,2,9,18,4,4,8,5,2,8,7,13,5,12,14,6,4,5,4,7,19,13,6,3,7,3,6,2,4,14,10,10,7,5,16,5,8,5,3,6,5,4,4,4,2,1,4,25,1,3,4,2,4,4,9,4,6,9,3,7,5,7,2,2,4,5,8,5,0,7,2,5,7,8,9,15,14,4,10,7,4,12,4,6,13,5,21,4,4,5,13,1,13,5,10,8,11,6,11,3,3,3,5,9,15,5,6,5,6,1,8,10,9,4,10,5,4,4,5,8,10,6,3,6,17,5,8,7,4,6,11,4,7,6,11,4,4,3,5,6,8,5,18,2,2,10,6,3,29,4,12,6,4,5,8,6,8,9,6,8,6,3,9,10,14,3,9,10,5,7,8,7,3,15,17,4,11,3,5,11,4,2,2,4,8,8,5,16,8,18,2,2,9,10,7,8,8,5,7,8,3,5,3,4,6,12,3,6,6,2,7,5,11,6,4,12,3,14,2,3,4,2,17,7,9,5,7,7,19,4,5,8,22,9,0,8,5,3,1,6,6,19,3,2,1,1,5,12,6,2,6,1,10,13,4,4,2,8,7,5,4,11
"7",13,2,4,3,4,12,2,3,6,4,6,4,9,9,7,5,23,10,4,3,2,2,4,4,7,1,1,3,7,9,8,5,6,9,7,4,6,4,5,2,4,3,2,7,4,2,8,8,1,18,5,19,4,5,3,7,21,3,3,2,4,16,1,8,3,16,0,40,3,4,19,3,5,2,12,3,4,7,12,4,4,21,6,2,4,19,7,9,0,7,13,27,5,4,6,2,2,15,3,5,30,11,7,0,5,5,17,12,4,7,5,1,7,1,3,6,6,4,10,8,19,1,2,4,11,14,10,3,8,22,17,2,17,1,1,5,2,3,11,2,19,5,18,7,2,14,10,7,15,8,3,3,6,12,3,15,5,4,9,22,28,6,17,21,3,8,8,0,4,4,5,6,5,5,13,7,8,2,3,7,7,5,10,16,5,3,6,3,10,4,1,5,7,5,9,5,4,2,14,6,12,7,7,7,5,3,5,13,6,7,10,10,10,15,2,30,35,4,3,8,5,17,6,8,7,5,2,8,23,4,5,8,4,9,3,7,28,8,14,3,9,20,9,6,6,6,13,10,8,18,7,12,18,4,4,3,7,9,14,7,4,4,14,3,3,3,4,9,10,6,15,3,16,5,11,4,3,5,8,4,6,3,0,1,7,33,2,3,6,2,3,12,9,2,4,12,3,6,6,4,4,6,7,3,6,5,0,3,6,2,2,2,8,25,17,3,13,5,5,8,7,10,5,9,21,10,4,8,17,7,16,5,5,6,10,3,4,1,7,5,5,4,19,9,6,10,5,4,12,7,2,8,10,7,7,3,6,6,12,2,4,7,11,10,17,4,7,7,10,2,12,9,7,6,3,1,10,3,5,5,15,5,12,11,3,5,32,6,7,4,7,8,3,3,9,17,4,5,2,1,5,12,11,3,7,9,1,5,3,5,8,16,26,3,12,4,5,16,4,9,5,2,1,14,3,13,15,38,3,6,18,19,2,8,4,5,5,6,1,1,8,2,3,7,4,8,4,4,7,1,3,10,10,6,2,11,1,5,3,5,21,9,9,9,6,13,12,4,2,3,37,7,4,6,7,7,1,4,12,20,2,3,6,5,10,6,5,7,9,4,6,13,3,7,5,8,6,2,5,24
"8",14,2,5,4,0,20,6,8,5,2,22,1,7,3,3,7,41,17,3,6,7,8,2,3,7,2,5,4,7,3,7,6,3,4,4,9,13,4,3,8,4,4,2,6,12,5,4,15,2,34,4,21,3,4,6,5,22,3,4,5,8,27,3,6,0,21,2,52,12,12,25,4,7,5,12,5,3,10,9,4,14,17,4,7,5,33,3,5,4,8,15,38,8,2,3,7,5,25,4,8,32,17,14,2,8,11,31,19,2,8,8,1,3,13,5,12,7,2,18,10,27,2,2,3,13,29,6,3,3,28,23,3,24,3,6,1,3,2,18,4,14,5,22,7,1,12,23,4,14,8,5,3,11,14,4,15,4,5,11,28,30,6,21,28,7,14,11,3,6,5,12,7,7,3,9,9,17,5,5,4,25,10,5,32,3,4,3,13,7,6,6,3,5,6,13,1,3,8,14,10,20,6,7,5,13,3,4,22,4,7,11,6,7,15,5,52,50,3,6,9,2,20,3,2,9,4,1,18,28,3,7,5,7,7,8,2,27,2,25,4,5,33,2,9,4,3,17,6,14,27,3,26,36,4,6,7,6,21,35,17,5,3,15,3,11,7,7,12,14,10,17,3,25,2,8,3,9,6,4,2,7,4,3,8,7,41,2,7,2,4,4,9,10,5,5,14,1,4,7,7,3,7,14,9,9,6,2,3,3,4,8,4,8,28,10,2,23,3,4,8,9,4,11,8,30,9,4,15,10,5,12,1,3,9,5,5,4,7,7,7,5,4,21,5,10,7,10,1,5,13,3,10,8,5,12,5,7,10,16,6,3,8,21,15,20,4,7,1,16,2,13,4,15,4,0,4,14,9,8,2,10,8,9,11,3,7,43,6,13,4,4,12,4,5,11,22,2,6,4,4,7,14,30,2,7,6,3,7,5,7,6,8,27,2,28,7,5,16,3,6,3,4,3,8,6,18,9,47,2,8,17,20,10,8,6,4,1,5,4,4,13,2,4,10,9,3,5,7,11,3,5,16,23,15,6,12,3,6,2,3,41,13,11,13,10,3,19,6,6,6,48,4,5,6,7,7,3,2,5,29,1,7,3,6,15,4,5,2,5,1,5,6,5,5,7,11,6,3,5,24
"9",9,2,7,7,6,12,7,14,6,0,7,6,7,8,4,6,16,11,9,5,4,6,4,2,4,0,6,4,4,6,6,3,7,2,6,4,11,4,3,3,2,4,3,7,7,7,3,5,3,18,10,8,5,4,4,6,17,3,2,8,6,14,2,9,4,12,0,31,10,5,19,14,5,3,9,6,3,4,15,6,7,9,4,5,7,21,10,6,11,10,5,15,8,3,5,6,1,18,5,4,21,9,1,5,6,10,14,11,3,3,5,5,6,2,3,5,2,1,14,17,13,2,2,3,7,14,1,6,5,18,8,6,19,3,3,3,3,3,9,3,12,4,8,4,4,11,12,6,10,9,3,0,11,6,6,11,3,5,8,16,9,4,19,19,4,4,3,0,4,4,3,7,5,5,9,3,8,1,2,0,11,6,13,13,4,6,7,10,6,4,3,4,2,6,12,6,2,2,9,11,13,2,6,3,11,4,2,8,2,6,5,6,7,14,2,32,34,5,5,4,6,10,10,6,5,6,3,3,22,3,8,9,7,5,5,3,10,7,13,6,5,24,2,3,6,3,13,8,5,12,5,15,15,1,3,1,4,12,13,12,14,4,3,3,7,3,3,8,9,2,7,2,22,5,7,6,6,4,9,4,4,2,4,10,5,17,1,9,4,5,5,4,4,9,5,9,1,3,8,5,1,9,14,8,7,7,1,8,5,2,6,4,10,15,15,7,10,2,2,8,6,1,4,8,16,6,9,5,13,3,2,5,7,11,6,7,9,7,7,6,7,7,14,7,6,8,4,3,4,12,3,5,14,13,3,4,6,6,15,7,3,8,15,9,17,9,5,5,11,3,12,3,9,3,4,4,9,4,4,4,15,7,7,6,3,7,18,7,10,4,1,6,6,8,9,15,2,7,3,5,6,8,19,6,8,9,2,10,14,8,5,10,15,5,14,5,4,7,6,4,5,0,3,8,4,8,6,26,6,8,12,10,7,3,2,2,5,3,1,4,5,2,2,6,5,8,6,5,6,2,9,5,7,4,2,15,3,8,3,2,14,7,6,10,5,4,9,2,3,6,20,4,0,6,4,2,3,5,6,21,3,3,2,3,14,8,7,5,6,4,9,5,1,11,7,3,5,2,2,14
"10",8,5,4,6,7,7,4,6,3,3,11,1,11,5,4,5,19,13,6,5,2,6,4,3,4,1,5,8,4,10,2,6,1,2,4,2,3,2,1,5,2,5,2,4,7,5,5,7,4,26,9,18,3,13,8,9,8,3,3,4,9,13,2,7,3,7,2,27,4,12,22,6,6,5,6,4,1,8,5,6,8,14,6,2,3,18,13,5,7,5,10,15,3,3,2,1,5,4,8,4,18,7,11,4,8,12,15,7,3,4,2,5,3,6,5,5,6,4,8,7,15,3,1,7,11,7,4,2,14,8,6,0,14,1,8,5,3,5,5,4,8,8,13,4,1,13,14,4,7,8,5,0,7,6,3,8,6,4,11,18,17,2,15,9,4,6,3,1,4,2,8,3,4,4,5,5,5,4,4,5,8,5,6,11,1,4,7,3,12,6,3,4,2,6,8,5,7,11,9,3,10,2,1,7,5,4,5,10,5,2,1,5,6,11,3,32,17,4,1,1,3,10,4,3,8,5,2,10,14,0,6,11,5,4,4,3,10,9,15,5,8,14,1,4,8,6,13,7,11,11,9,11,19,5,2,5,8,9,20,9,3,1,7,1,9,6,5,4,7,7,11,4,16,2,9,2,3,13,6,4,10,1,1,7,4,17,2,6,6,4,4,4,11,7,3,7,6,5,7,10,2,3,4,1,3,2,2,2,5,3,3,10,13,17,5,4,8,4,3,8,3,9,5,3,12,4,4,7,7,3,10,7,6,8,4,7,7,8,6,6,8,1,20,4,6,6,8,4,10,8,6,8,13,5,4,3,6,3,13,6,6,9,12,7,10,3,3,4,10,6,6,5,12,3,7,6,5,5,7,3,12,14,2,6,8,7,30,12,9,1,5,7,7,6,5,19,2,5,1,5,5,7,12,5,6,8,7,5,6,13,10,10,17,4,22,1,6,4,2,4,4,3,1,4,8,5,12,17,3,4,14,10,7,7,3,3,6,7,4,4,5,8,6,11,4,11,6,3,7,0,12,3,6,11,10,18,8,3,2,3,18,9,8,5,6,5,9,6,6,4,13,8,4,4,6,5,2,4,8,12,3,1,2,7,5,7,4,5,8,3,5,7,4,7,5,4,5,1,5,15
