"","T1","T2","T3","T4","T5","T6","T7"
"S1",3,0,0,2,0,0,0
"S2",3,3,0,0,0,0,0
"S3",0,2,0,0,0,1,0
"S4",0,0,2,0,1,1,0
"S5",0,0,0,7,0,0,0
"S6",0,0,0,0,4,0,0
"S7",0,0,0,0,2,0,0
"S8",0,0,4,0,0,0,0
"S9",0,1,0,0,3,0,0
"S10",0,0,0,0,0,3,0
"S11",3,0,1,3,0,2,0
"S12",0,0,5,0,0,0,0
"S13",0,0,0,5,0,0,0
"S14",0,5,0,0,2,0,0
"S15",2,2,0,0,1,0,0
"S16",0,1,1,0,0,0,0
"S17",0,0,2,0,8,0,0
"S18",0,0,9,0,0,0,0
"S19",1,2,2,0,0,0,0
"S20",2,0,7,0,0,0,0
"S21",0,0,0,2,0,0,0
"S22",1,4,0,1,0,0,0
"S23",0,2,1,0,1,0,0
"S24",6,0,0,0,0,0,0
"S25",0,0,0,0,6,0,0
"S26",0,2,0,0,0,0,0
"S27",0,3,4,0,1,0,0
"S28",0,2,1,0,0,2,0
"S29",0,0,1,0,0,1,0
"S30",1,0,1,0,0,0,0
"S31",1,2,0,2,2,0,0
"S32",0,3,4,1,0,1,0
"S33",0,0,0,0,0,2,0
"S34",1,5,0,0,0,0,0
"S35",0,0,0,0,0,2,0
"S36",2,0,1,0,0,0,0
"S37",0,0,0,3,1,0,0
"S38",0,0,0,2,3,0,0
"S39",0,0,0,1,1,0,0
"S40",3,0,0,1,1,0,0
"S41",0,1,1,2,0,2,0
"S42",0,0,0,2,0,1,0
"S43",0,0,0,2,0,0,0
"S44",0,0,5,0,0,0,0
"S45",0,3,1,0,0,0,0
"S46",2,0,4,1,0,1,0
"S47",0,0,0,0,2,3,0
"S48",2,3,0,0,2,0,0
"S49",0,0,0,0,3,0,0
"S50",0,2,0,0,0,0,0
"S51",0,1,0,0,0,2,0
"S52",0,5,0,0,2,1,0
"S53",1,0,3,0,0,0,0
"S54",0,0,0,4,0,0,0
"S55",0,0,0,0,0,3,0
"S56",1,3,3,0,0,0,0
"S57",0,3,6,0,0,0,0
"S58",1,1,0,0,0,1,0
"S59",1,0,2,0,0,0,0
"S60",0,0,0,2,4,0,0
"S61",0,1,1,0,2,2,0
"S62",0,0,0,0,3,0,2
"S63",0,0,0,0,3,0,0
"S64",0,1,2,2,1,0,0
"S65",0,3,0,1,0,3,0
"S66",0,0,4,0,0,3,0
"S67",0,0,0,0,0,3,0
"S68",0,2,0,0,0,0,0
"S69",0,0,8,0,0,0,0
"S70",2,0,0,1,0,0,0
"S71",1,0,3,0,2,0,0
"S72",0,0,5,0,4,0,0
"S73",0,0,0,0,3,3,0
"S74",0,0,3,0,0,0,0
"S75",0,2,7,0,0,0,0
"S76",0,0,4,0,2,0,0
"S77",2,0,0,6,0,1,0
"S78",0,0,0,6,0,0,0
"S79",0,0,0,1,2,0,0
"S80",0,0,0,0,0,6,0
"S81",6,0,0,2,0,0,0
"S82",0,0,0,0,4,0,0
"S83",1,7,0,0,0,0,0
"S84",0,0,0,0,0,0,2
"S85",3,0,0,0,5,0,0
"S86",0,1,0,2,0,1,0
"S87",0,0,3,0,0,0,0
"S88",0,0,4,0,3,0,0
"S89",0,0,0,0,4,0,0
"S90",0,0,0,0,7,0,0
"S91",0,0,2,1,2,0,0
"S92",0,0,0,0,2,0,0
"S93",0,0,0,0,5,1,0
"S94",0,0,0,0,3,0,0
"S95",0,0,2,0,0,4,0
"S96",0,0,7,0,0,1,0
"S97",0,7,0,0,0,0,0
"S98",1,0,0,4,0,0,0
"S99",2,0,0,0,0,1,0
"S100",0,0,2,0,0,6,0
"S101",1,0,0,0,0,1,0
"S102",0,6,3,0,0,0,0
"S103",0,10,0,0,1,0,0
"S104",0,2,0,1,0,4,0
"S105",0,0,2,1,0,3,0
"S106",0,0,4,0,0,0,0
"S107",0,0,5,1,0,0,0
"S108",1,0,0,4,0,4,0
"S109",0,4,0,2,1,0,0
"S110",0,0,3,0,2,0,0
"S111",0,0,0,2,3,0,0
"S112",5,0,0,0,0,0,1
"S113",0,0,0,0,2,1,0
