"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"1",68,31,8,23,10,4,17,3,4,7,5,27,8,7,8,5,5,5,6,60,35,4,9,10,27,47,11,5,32,69,22,10,5,5,6,6,42,44,6,40,18,9,43,2,38,11,6,7,4,4,9,40,30,18,6,26,5,4,7,15,11,9,32,11,5,31,7,9,5,4,3,74,4,6,5,4,8,4,5,4,32,7,6,9,4,13,8,2,5,14,21,7,27,11,5,4,6,6,7,6,6,88,9,12,4,36,36,57,5,10,2,6,6,5,6,9,5,46,59,8,8,9,3,13,7,7,78,6,4,10,3,4,5,15,4,49,7,3,8,19,4,5,11,8,5,44,18,12,9,27,4,7,4,12,55,34,35,20,4,3,13,44,14,5,13,3,8,5,4,39,21,10,5,3,8,4,7,38,8,31,28,14,6,10,3,5,3,67,5,7,6,11,58,36,6,39,5,7,7,4,39,6,45,38,2,7,2,7,8,6,64,46,8,11,7,8,10,9,61,8,10,55,9,3,43,2,6,9,6,37,7,29,41,4,41,10,9,9,6,56,6,6,5,8,3,6,25,8,7,39,12,53,11,17,3,24,8,4,64,6,29,3,3,8,5,5,10,11,2,8,58,5,2,21,55,5,10,24,45,6,36,5,5,3,31,7,6,11,12,6,10,30,5,40,10,19,4,28,7,36,6,7,8,3,6,7,9,5,39,12,6,6,10,13,65,44,8,9,6,5,8,1,3,6,4,15,3,32,3,5,10,56,6,4,10,12,7,20,5,4,6,19,18,10,17,5,9,4,7,10,5,24,44,44,47,16,6,19,13,34,3,4,16,11,32,6,9,6,1,46,7,6,11,79,5,5,22,27,21,60,3,45,44,8,15,17,6,7,18,8,6,4,4,5,15,7,9,73,6,6,3,14,3,9,4,4,1,4,10,15,2,4,16,8,38,45,3,32,8,4,5,7,26,7,5,57,10,15,28,4,3,4,37,26,4,35,5,9,8,5,9,6,23,7,2,5,9,20,28,2,5,18,6,4,21,6,16,6,8,27,12,9,24,5,5,9,4,6,1,4,4,12,14,6,7,5,3,59,10,3,31,10,55,4,41,23,4,6,11,12,23,7,4,33,38,5,4,7,53,9
"2",55,22,4,31,9,5,12,5,10,7,5,16,6,6,6,12,5,5,8,45,22,0,12,10,18,35,7,12,27,55,27,6,6,5,7,9,26,26,5,32,11,2,30,6,26,8,10,6,8,5,5,28,33,16,9,25,3,3,4,14,8,4,22,9,6,18,6,11,8,7,3,54,8,7,7,3,3,4,11,6,49,4,8,3,5,8,8,4,5,11,25,6,23,16,3,5,5,4,7,3,8,59,1,3,5,39,26,44,5,8,6,6,5,5,10,5,4,31,66,3,9,7,5,7,6,5,45,6,5,9,4,6,3,10,5,39,9,2,10,14,4,5,9,9,3,43,17,18,8,26,2,3,7,4,38,14,21,17,6,6,6,29,8,3,8,4,10,3,5,25,15,3,3,8,5,4,8,41,13,17,16,5,9,6,7,4,2,39,9,7,5,4,48,25,11,42,11,4,7,12,27,6,41,39,5,10,3,6,8,7,45,33,7,2,6,6,8,5,44,12,7,42,5,9,21,2,4,9,3,35,7,23,25,3,44,14,6,9,9,54,4,11,10,7,5,4,20,4,7,33,6,41,5,8,6,29,6,5,48,10,31,3,7,4,7,7,6,6,7,8,63,5,6,15,45,8,6,18,30,7,28,3,8,3,24,7,1,23,11,13,8,24,2,23,7,14,3,24,6,33,11,8,5,8,4,7,5,4,46,6,4,7,10,12,47,25,6,8,7,8,5,4,2,8,2,25,6,26,6,6,8,45,3,4,6,9,11,19,4,9,8,15,25,7,23,7,9,5,6,14,12,22,47,28,51,22,5,15,5,21,3,7,9,5,33,7,10,4,5,31,3,6,3,57,3,6,19,24,20,39,5,35,51,4,13,14,5,7,13,5,12,6,9,8,7,11,12,48,8,5,3,6,5,7,6,12,2,4,5,20,11,5,17,6,31,34,2,24,6,9,0,5,30,2,3,53,4,4,21,6,6,8,26,29,4,31,5,6,4,7,5,4,33,5,3,5,10,32,22,2,6,10,3,4,18,4,24,10,5,13,9,12,33,8,6,9,6,11,8,7,3,10,14,3,5,6,2,43,6,4,17,5,51,7,27,20,9,4,11,11,26,7,7,19,20,7,11,4,38,11
"3",97,31,3,32,8,6,10,4,7,6,5,20,8,4,4,10,4,7,4,49,39,4,7,7,40,56,7,8,51,94,31,10,2,5,4,6,39,55,7,45,27,5,38,7,43,10,8,4,5,6,5,47,54,26,3,24,12,5,4,29,15,10,33,5,4,29,1,6,8,5,6,110,3,10,6,5,6,10,4,7,40,7,4,9,5,7,7,7,4,24,33,6,39,10,7,4,7,4,4,1,3,113,3,17,8,64,40,69,12,5,6,7,9,6,7,4,5,50,82,2,6,5,7,13,6,6,95,7,11,15,8,3,8,33,7,59,6,3,9,21,7,6,9,20,3,59,20,13,2,30,8,9,7,7,62,26,40,23,2,7,28,51,10,3,10,5,15,9,4,28,25,4,7,5,5,4,2,60,6,31,32,20,11,4,2,4,11,84,10,8,3,2,61,47,16,43,7,7,6,14,49,10,43,46,4,7,4,7,8,5,49,57,5,7,5,6,8,6,79,13,6,53,10,5,50,3,9,14,10,58,3,56,49,7,43,21,14,7,7,70,5,16,7,3,4,6,36,13,10,52,6,62,10,3,3,35,7,5,72,10,33,6,6,6,6,8,6,6,5,6,106,9,2,28,61,11,3,29,54,3,40,6,8,5,32,4,3,10,8,12,12,41,9,29,8,18,6,37,2,30,7,7,11,5,6,10,6,4,67,21,7,9,19,10,86,42,10,5,4,4,6,2,4,9,3,24,4,29,4,5,6,78,4,4,7,7,8,30,4,9,5,36,22,7,31,1,5,2,1,18,6,41,64,55,93,38,4,20,10,26,6,5,9,14,38,7,11,9,5,42,5,9,11,71,5,3,21,29,22,90,4,61,55,6,24,15,6,7,33,1,8,4,12,6,13,9,9,65,6,7,3,8,2,4,5,11,7,8,10,18,8,8,18,4,48,64,0,44,9,4,4,6,44,5,9,79,9,7,29,5,9,11,33,35,2,47,6,9,11,6,10,4,48,6,5,3,3,26,28,5,8,24,7,2,26,13,18,12,5,28,5,9,19,3,8,11,5,5,4,6,10,10,25,3,12,8,3,67,5,2,33,6,71,7,31,20,7,6,10,8,32,6,3,37,34,5,8,6,62,11
"4",71,15,5,28,14,5,10,6,14,7,8,17,7,6,8,6,4,5,10,46,22,2,16,6,33,42,7,9,27,65,29,7,9,7,5,3,34,35,6,30,20,9,38,5,31,8,4,8,9,4,9,35,31,17,5,25,12,2,9,17,11,6,40,7,9,20,3,4,6,4,8,79,6,3,5,9,7,7,3,7,36,5,11,8,6,6,6,5,8,13,28,12,37,14,7,11,6,6,6,7,5,81,4,13,6,48,42,77,10,7,5,10,9,11,4,8,7,39,59,7,13,5,1,11,2,5,63,9,5,7,7,7,6,23,9,46,5,7,4,12,2,4,5,8,6,39,18,4,8,24,5,7,3,7,40,20,30,11,5,4,9,34,8,4,13,1,7,8,3,33,25,4,3,8,5,3,7,36,5,34,19,8,8,5,1,6,3,57,11,6,8,5,52,34,12,40,6,8,9,11,34,6,41,34,4,10,8,7,8,2,41,44,3,2,5,9,5,11,51,12,6,42,11,6,43,3,4,11,7,34,3,32,39,6,46,7,15,7,9,48,5,7,12,2,3,6,23,4,6,41,4,49,11,11,1,26,7,10,37,4,31,5,4,11,6,5,5,4,6,8,54,4,5,17,44,10,8,34,44,7,31,5,11,7,17,11,6,10,10,13,6,21,6,21,6,19,1,29,2,34,3,8,4,3,8,14,4,4,41,19,5,9,17,15,59,41,7,12,2,10,8,3,8,10,8,20,11,20,3,8,5,47,3,6,8,8,11,15,8,9,4,17,19,5,17,4,10,8,4,12,6,31,49,30,50,18,4,20,6,22,12,4,10,6,25,8,4,3,9,35,4,3,9,63,5,5,16,41,24,65,4,24,35,4,19,17,8,6,23,5,19,9,7,2,6,11,9,44,5,6,9,9,11,7,6,5,7,5,9,19,6,10,12,6,28,36,4,31,8,5,1,10,32,7,7,53,6,9,18,8,7,6,22,18,7,41,1,7,5,8,9,5,25,13,5,4,9,32,33,7,8,15,5,5,18,7,25,9,3,30,9,9,21,3,3,4,6,5,6,3,5,8,18,5,8,3,3,49,14,2,25,3,49,5,31,20,3,9,15,12,20,8,2,34,30,2,7,7,30,8
"5",61,20,3,23,6,9,5,4,7,11,6,21,7,10,6,6,7,11,7,35,24,4,11,4,27,42,5,7,19,64,17,10,1,5,3,7,29,32,9,30,17,10,57,2,25,7,3,8,8,3,9,38,23,16,6,16,9,8,7,12,16,6,33,6,3,14,4,3,8,9,5,67,7,10,5,5,9,8,4,4,23,9,9,4,4,9,4,5,11,11,29,3,21,15,12,5,9,8,9,3,5,70,8,8,7,48,24,40,7,2,6,5,3,6,7,2,9,27,65,8,6,5,10,8,2,4,53,9,4,6,5,6,4,20,4,37,8,3,5,14,3,6,6,9,8,28,14,5,6,19,5,7,1,4,31,25,20,12,4,7,13,30,4,3,7,5,7,3,3,37,13,5,8,4,3,3,9,37,7,21,20,7,6,6,1,7,6,47,12,6,6,5,49,27,3,33,9,5,9,11,25,10,28,27,3,10,5,10,5,5,31,30,6,11,9,8,6,6,46,8,7,25,7,4,30,5,2,11,6,37,9,31,22,10,32,12,10,10,9,44,5,12,2,4,3,3,26,8,7,29,8,45,4,11,3,20,7,8,44,5,30,3,3,11,5,3,6,5,10,4,48,4,10,19,30,7,7,13,27,1,16,6,6,4,24,10,7,9,5,10,8,25,6,24,7,13,6,19,5,35,5,10,4,4,4,7,8,5,35,20,5,8,20,11,50,41,6,2,10,8,7,8,5,6,4,19,2,18,1,5,7,38,12,1,9,8,4,16,7,11,4,17,13,5,20,5,6,4,3,9,8,26,32,36,45,22,5,13,10,15,4,9,11,12,26,4,6,2,3,24,5,2,11,42,6,1,16,32,21,55,7,26,27,9,13,5,5,5,20,6,20,8,8,8,8,2,9,40,4,10,4,9,6,9,4,4,4,5,3,8,11,5,14,3,18,34,0,31,11,9,6,10,20,2,3,49,4,6,17,7,7,3,25,19,7,34,4,5,2,3,11,8,23,2,9,3,4,17,34,3,7,21,6,5,16,5,20,10,3,22,6,6,15,5,6,7,4,9,11,5,7,5,11,9,3,11,7,49,6,5,18,9,43,12,30,18,10,7,10,7,15,10,4,24,17,4,5,4,30,15
"6",111,34,2,54,6,4,4,4,3,5,8,26,9,6,4,4,6,6,11,67,41,5,8,11,49,62,4,9,45,93,32,6,4,5,4,5,40,45,6,55,32,5,55,4,54,9,9,7,11,8,7,61,47,17,9,42,8,7,7,31,13,4,54,8,10,29,4,7,11,7,1,102,9,6,8,4,10,6,9,8,45,13,12,4,2,9,4,8,10,17,41,10,31,11,4,6,8,3,8,2,7,93,6,5,5,54,37,72,5,5,9,6,9,12,5,7,12,53,92,6,7,6,6,9,6,7,95,9,6,15,8,6,5,30,7,58,5,5,7,31,2,4,9,12,6,59,24,6,15,51,3,2,8,7,71,36,46,32,6,8,20,50,5,7,8,6,10,2,4,34,21,5,5,8,9,11,6,66,4,34,24,18,5,6,9,7,2,86,7,3,7,9,64,64,11,59,4,5,8,13,48,5,64,59,3,6,3,11,4,5,60,48,3,5,8,4,8,10,69,20,10,56,2,8,70,5,9,8,1,56,4,48,57,6,57,16,9,10,5,77,8,11,2,5,6,5,42,4,9,39,2,73,8,10,8,34,3,4,86,5,44,4,8,7,5,5,3,10,5,6,80,13,11,33,53,8,14,34,51,2,30,3,7,6,33,16,7,11,7,21,9,35,6,35,4,25,3,22,5,49,9,9,9,5,7,8,6,5,62,29,4,11,16,16,76,44,4,6,7,6,11,3,5,3,3,26,8,31,1,4,3,61,7,6,7,11,5,27,11,12,7,30,20,6,35,7,7,4,3,18,7,34,85,55,78,21,7,17,6,40,7,4,5,5,43,8,9,12,4,53,6,5,4,94,8,4,25,43,22,90,4,43,47,10,23,15,8,11,19,11,15,9,3,2,10,3,11,90,7,7,5,7,8,6,5,8,6,11,9,21,6,6,13,13,42,64,3,29,5,7,4,4,54,4,10,69,4,7,31,6,6,7,47,30,6,47,4,5,5,6,11,7,45,6,11,8,6,36,33,6,4,24,3,3,31,7,30,20,4,30,9,13,34,4,5,8,12,4,6,7,4,11,16,8,9,6,5,73,6,6,32,8,72,5,57,38,4,5,8,6,41,9,7,31,40,8,6,3,50,9
"7",49,12,2,19,8,7,5,4,11,9,7,16,7,8,3,5,2,6,2,26,26,2,5,5,21,38,9,6,19,55,15,8,4,4,3,7,31,32,6,34,16,8,28,2,29,6,5,6,2,8,8,35,34,12,4,21,11,7,7,17,12,6,33,9,4,17,4,10,8,4,3,40,2,5,15,4,8,7,3,2,26,10,6,8,5,7,8,8,7,10,14,15,24,7,3,8,7,4,6,5,8,63,10,9,6,24,29,27,9,8,7,4,8,5,3,4,8,32,49,6,10,7,2,13,4,10,59,12,7,13,6,3,5,22,6,37,6,5,6,21,7,2,5,12,4,39,22,5,7,23,8,2,8,8,27,26,18,19,4,6,13,21,12,3,4,6,10,5,4,24,12,3,6,5,6,7,6,29,8,26,18,10,6,4,7,4,4,43,9,9,5,6,38,32,10,38,9,4,9,12,21,7,38,22,3,5,6,3,1,4,30,22,4,8,9,9,6,10,37,12,6,28,7,6,31,8,8,6,6,29,5,22,34,7,25,10,9,6,10,22,7,8,5,1,2,6,24,3,8,24,8,32,13,5,7,17,7,10,50,10,28,6,6,7,6,3,9,6,11,3,40,10,10,15,36,5,10,16,29,6,28,8,7,4,16,6,8,14,13,21,9,26,8,23,4,11,6,15,6,28,9,3,6,6,4,6,8,4,26,9,8,13,12,12,47,35,2,11,9,7,8,2,6,10,5,12,13,15,0,8,6,36,4,3,9,7,6,17,2,8,7,16,18,5,22,6,7,2,9,16,5,26,46,33,44,19,4,16,9,8,7,2,9,3,17,6,5,5,3,20,6,4,8,30,2,2,16,28,11,40,6,29,35,6,14,15,6,9,17,3,15,5,9,8,8,9,4,33,7,9,6,11,2,7,0,9,6,5,5,8,10,1,13,1,20,21,4,17,5,9,3,6,22,5,7,30,10,4,22,6,11,8,27,27,6,34,5,11,6,7,7,7,21,4,4,8,3,18,21,4,6,15,6,7,10,7,12,5,1,15,5,8,17,2,4,7,3,5,9,6,5,8,11,3,9,10,8,42,9,12,18,5,49,5,29,16,6,6,14,7,28,10,6,20,9,8,7,10,30,5
"8",96,18,8,50,6,6,8,5,4,5,9,33,8,9,8,4,5,8,6,55,47,6,3,9,48,61,12,7,48,98,27,6,6,11,5,7,58,69,9,50,24,9,58,2,49,11,6,4,10,5,6,62,48,13,5,29,6,5,7,30,13,6,38,9,9,32,6,8,3,9,5,111,2,5,4,10,9,10,1,3,46,10,10,9,4,7,2,6,10,15,36,13,53,18,8,4,4,0,9,2,7,99,9,12,9,65,41,83,8,9,9,2,6,4,12,5,9,62,91,5,7,6,7,2,5,8,89,10,4,11,6,6,3,32,3,62,6,4,5,28,2,5,9,17,9,56,19,4,8,37,4,4,7,7,42,35,45,20,1,7,14,51,10,5,10,4,11,8,5,35,33,10,2,2,11,4,9,52,12,34,26,17,6,2,6,2,10,71,11,9,8,3,63,49,14,52,7,7,6,10,49,12,49,48,7,7,8,6,6,5,60,47,3,5,12,5,3,2,58,11,9,47,7,8,52,6,10,9,6,60,3,67,42,4,48,13,9,10,9,68,6,10,8,8,1,2,32,6,4,47,10,58,8,6,7,38,10,7,68,4,39,6,5,6,4,7,8,9,6,4,102,4,7,23,64,8,9,32,55,6,44,10,6,6,28,4,7,7,10,18,7,35,7,27,10,24,5,24,5,55,13,11,5,8,4,12,7,4,54,15,4,8,15,11,66,49,4,3,4,7,7,3,4,5,3,26,6,31,8,5,3,70,7,12,6,9,9,24,4,7,3,30,28,8,31,3,12,7,1,11,10,42,58,51,75,31,9,17,7,32,5,6,10,5,41,10,10,2,6,40,10,5,5,78,9,4,29,32,22,89,4,51,48,7,17,21,7,7,18,10,18,7,6,7,8,6,5,74,10,7,1,12,4,4,4,11,5,8,11,15,5,5,17,5,64,65,0,36,8,3,3,10,38,2,3,77,3,7,22,6,6,9,46,32,9,38,2,7,5,7,12,8,55,3,6,7,5,49,39,4,6,20,4,10,22,4,35,12,9,26,4,10,38,6,4,11,2,5,8,6,3,16,16,10,11,6,1,71,7,9,33,5,69,5,34,28,2,5,9,2,27,5,3,33,28,8,13,9,54,14
"9",318,110,8,111,6,12,7,4,6,1,18,104,15,8,4,13,8,2,3,217,146,5,9,26,122,224,2,1,166,290,95,10,6,6,3,7,164,208,9,161,71,9,210,9,168,21,5,6,10,5,3,196,163,54,6,115,5,5,5,75,45,2,121,9,16,104,6,3,8,3,2,334,7,7,5,5,14,9,5,7,148,10,8,7,1,5,5,8,16,43,126,12,128,38,9,9,4,2,7,4,5,411,4,37,3,193,113,303,10,2,6,10,8,7,8,6,6,180,296,6,9,10,5,7,3,9,307,20,5,17,7,8,5,103,4,236,13,7,3,63,5,3,11,22,6,234,73,15,12,118,1,7,6,5,163,109,143,52,6,8,37,172,11,1,6,9,23,2,7,137,72,5,4,4,5,6,11,179,2,92,105,42,9,4,5,3,7,302,10,6,3,3,228,171,8,195,3,8,18,30,137,7,168,168,5,6,9,5,1,8,202,171,5,6,4,12,3,12,230,23,7,187,3,3,176,4,8,16,6,187,7,162,152,1,177,32,11,20,7,265,8,22,5,4,0,7,92,9,8,150,10,245,10,9,6,97,7,8,250,11,128,2,10,1,7,6,6,7,7,5,327,14,2,65,179,2,8,130,171,8,143,9,4,7,103,4,3,19,9,45,4,106,12,119,4,87,4,115,3,156,7,6,5,5,9,18,8,2,196,37,5,14,47,29,289,147,10,5,2,8,14,3,2,7,3,81,6,109,5,4,4,244,5,5,11,6,11,88,6,8,7,82,67,7,110,4,10,9,6,51,18,142,225,164,289,93,5,67,12,114,3,15,2,7,132,7,19,7,4,185,3,9,6,303,6,4,103,168,91,280,4,170,179,11,69,46,10,8,76,9,57,12,19,1,26,11,19,302,4,6,3,17,5,4,3,5,2,5,9,52,10,3,54,5,172,190,2,126,12,6,4,9,137,9,5,267,8,11,88,9,10,18,125,88,3,172,8,11,7,1,10,8,131,10,2,5,4,123,126,6,6,84,3,6,74,12,73,32,4,115,6,12,94,0,7,8,10,5,12,3,4,19,44,8,9,9,5,249,7,4,109,8,242,4,179,78,3,6,16,7,104,9,4,93,97,9,2,5,190,15
"10",65,17,10,17,6,8,9,5,14,5,7,17,4,16,4,4,3,4,7,32,29,4,7,9,25,25,3,12,21,49,16,7,1,7,7,5,31,30,3,29,17,8,31,8,30,15,7,2,7,4,7,33,34,15,5,20,6,6,5,17,15,10,29,11,6,26,5,6,6,8,3,50,4,4,5,7,11,9,2,4,26,10,10,7,5,7,9,4,7,12,30,13,21,11,6,3,4,7,7,6,9,57,2,12,5,38,25,52,10,10,9,3,2,4,8,7,6,21,43,5,7,8,7,11,6,8,46,8,7,8,4,5,2,20,4,22,7,5,8,16,5,7,6,5,7,39,22,5,6,22,3,8,11,9,26,14,37,18,4,9,14,37,7,5,7,3,12,3,7,29,14,6,3,4,11,5,5,28,10,16,20,9,10,4,5,2,5,58,6,5,4,4,42,27,6,38,5,6,12,7,26,8,38,30,8,5,4,2,7,2,43,24,3,8,7,8,2,5,46,5,4,30,6,9,29,2,7,12,7,37,7,31,22,2,37,9,6,7,6,51,6,9,8,7,2,4,24,6,5,31,5,37,9,9,4,22,6,10,50,5,27,4,8,10,6,8,5,3,4,9,43,5,5,19,24,6,9,19,21,10,20,5,3,5,14,7,1,8,8,13,7,17,7,23,8,15,6,13,4,29,12,5,7,4,2,5,1,8,35,14,7,7,12,10,56,33,8,8,8,10,9,3,7,10,7,21,8,16,4,2,6,46,10,8,6,6,4,16,9,4,7,13,7,4,17,3,7,3,9,13,9,25,45,35,45,11,9,19,2,21,9,7,4,11,12,4,8,5,6,34,7,8,7,55,2,5,19,33,13,52,7,36,25,6,13,13,6,11,19,4,8,9,4,4,8,3,10,36,8,10,5,6,7,3,6,12,6,5,7,17,3,4,10,5,22,49,3,18,7,7,2,11,28,7,3,45,6,4,13,4,3,6,28,18,9,25,5,6,7,7,6,3,20,8,7,5,8,13,23,3,7,16,4,5,11,3,16,8,1,19,3,8,17,5,4,9,6,6,6,4,7,10,15,4,7,3,5,44,6,6,21,6,43,5,25,23,8,6,11,8,17,4,1,19,22,5,4,5,34,12
