"","T1","T2","T3","T4","T5","T6","T7"
"S1",30,0,0,0,0,1,0
"S2",8,0,17,1,0,0,0
"S3",0,0,12,0,4,6,0
"S4",11,1,2,3,6,0,0
"S5",0,31,0,0,0,0,0
"S6",0,0,0,12,13,0,1
"S7",0,0,0,31,0,0,0
"S8",0,1,0,0,0,15,0
"S9",0,16,0,11,0,0,0
"S10",0,25,0,0,0,0,0
"S11",1,10,0,0,0,8,0
"S12",8,0,0,0,0,13,0
"S13",1,0,0,0,15,5,0
"S14",0,0,0,7,22,0,0
"S15",0,0,0,10,4,8,0
"S16",1,10,0,0,6,3,0
"S17",0,3,7,6,0,4,0
"S18",0,0,12,0,6,6,0
"S19",0,0,5,0,25,0,0
"S20",17,0,16,0,0,0,0
"S21",12,0,0,0,0,8,0
"S22",0,0,9,0,0,4,0
"S23",0,0,0,0,0,30,0
"S24",1,0,10,0,0,15,0
"S25",11,0,5,0,14,0,0
"S26",19,0,2,0,1,0,0
"S27",0,0,0,25,1,0,1
"S28",0,0,0,24,0,1,0
"S29",13,0,0,0,0,10,0
"S30",28,0,0,0,0,0,0
"S31",9,0,9,0,6,1,0
"S32",0,0,2,0,1,27,0
"S33",0,0,12,0,0,4,0
"S34",0,7,9,0,11,0,0
"S35",0,0,0,4,8,9,0
"S36",0,1,25,0,0,0,0
"S37",13,3,12,0,0,0,0
"S38",17,0,8,0,0,0,0
"S39",0,20,0,13,0,0,0
"S40",15,5,8,0,0,0,0
"S41",6,1,0,0,22,0,0
"S42",0,0,0,22,4,0,0
"S43",16,0,10,0,0,7,0
"S44",0,0,0,14,0,7,0
"S45",15,0,9,0,0,0,0
"S46",1,0,0,0,4,21,0
"S47",0,0,0,6,17,0,1
"S48",0,6,0,5,12,0,0
"S49",0,0,0,13,4,10,0
"S50",0,21,0,0,0,0,1
"S51",0,0,0,28,0,0,0
"S52",17,8,1,0,1,0,0
"S53",14,0,0,0,0,0,1
"S54",4,0,0,5,13,11,0
"S55",0,0,0,0,0,0,21
"S56",9,10,13,0,0,3,0
"S57",0,0,27,0,0,0,0
"S58",0,8,0,4,3,10,0
"S59",0,0,5,4,8,8,0
"S60",6,0,0,0,0,15,0
"S61",3,2,0,0,3,15,0
"S62",0,10,0,0,0,12,0
"S63",12,0,1,0,12,0,0
"S64",0,0,0,9,8,12,0
"S65",1,0,8,1,6,4,0
"S66",8,0,10,1,9,0,0
"S67",0,0,7,9,1,0,0
"S68",0,24,0,0,0,0,0
"S69",0,0,0,0,10,18,0
"S70",0,0,18,0,0,0,0
"S71",0,17,0,0,0,0,0
"S72",30,0,0,0,0,0,0
"S73",0,0,0,0,14,10,0
"S74",0,2,0,15,2,0,9
"S75",0,16,0,8,0,1,0
"S76",0,0,0,1,0,22,1
"S77",1,0,0,20,1,0,4
"S78",0,0,9,5,0,0,13
"S79",0,0,0,21,0,0,0
"S80",0,0,0,24,1,0,0
"S81",14,0,0,11,0,0,0
"S82",0,22,0,0,0,9,0
"S83",0,10,11,11,0,3,0
"S84",0,0,31,0,0,0,0
"S85",0,0,0,0,12,8,0
"S86",0,0,0,8,11,14,0
"S87",0,0,0,10,0,18,0
"S88",0,0,0,1,24,0,0
"S89",1,0,0,0,0,1,18
"S90",4,5,0,3,0,7,0
"S91",10,0,12,14,0,0,0
"S92",0,12,0,0,0,19,0
"S93",11,0,0,17,0,0,0
"S94",3,5,5,0,13,0,0
"S95",0,0,0,8,0,16,0
"S96",0,0,0,0,0,24,0
"S97",0,8,4,0,9,0,0
"S98",0,0,8,12,0,0,0
"S99",0,0,15,0,10,0,0
"S100",0,0,1,10,0,0,6
"S101",0,0,13,13,0,0,0
"S102",35,0,0,0,0,0,0
"S103",0,10,0,0,0,14,0
"S104",3,13,5,0,0,0,0
"S105",0,0,0,0,0,21,1
"S106",17,3,0,16,0,0,0
"S107",11,0,8,7,0,0,0
"S108",24,2,0,0,0,0,5
"S109",0,0,18,0,0,15,0
"S110",0,0,0,0,28,0,0
"S111",0,0,15,6,0,0,0
"S112",0,24,0,0,0,0,1
"S113",0,0,14,0,10,0,0
"S114",0,0,0,0,23,0,0
"S115",0,24,0,0,0,0,0
"S116",0,4,5,7,0,8,0
"S117",0,0,20,0,0,1,3
"S118",16,3,0,0,0,0,0
"S119",28,0,0,0,0,0,1
"S120",0,0,0,0,0,20,0
"S121",0,0,2,0,27,0,0
"S122",0,16,0,17,0,0,0
"S123",0,4,5,0,7,0,0
"S124",0,38,0,0,0,0,0
"S125",0,0,0,12,7,2,0
"S126",0,0,0,0,0,27,0
"S127",28,0,0,0,0,0,0
"S128",1,2,0,1,13,0,6
"S129",0,0,0,0,0,25,0
"S130",2,0,0,7,11,0,0
"S131",0,0,0,0,21,0,0
"S132",0,1,0,0,23,0,0
"S133",0,0,0,19,0,0,0
"S134",8,0,0,0,7,7,1
"S135",0,20,0,1,0,0,0
"S136",20,0,0,0,0,0,0
"S137",0,0,22,0,0,0,0
"S138",0,0,0,0,0,20,0
"S139",0,1,0,19,0,6,0
"S140",6,5,0,3,4,2,0
"S141",0,8,0,10,0,1,0
"S142",0,0,7,4,5,0,0
"S143",0,0,1,30,0,0,0
"S144",2,0,0,0,8,9,0
"S145",0,0,0,0,21,0,0
"S146",19,0,9,2,1,0,0
"S147",6,7,0,0,0,8,0
"S148",1,0,0,0,0,0,23
"S149",0,10,0,0,20,0,0
"S150",11,0,0,12,0,0,2
"S151",0,0,18,1,0,0,0
"S152",0,0,20,0,0,0,0
"S153",0,0,15,0,1,0,6
"S154",0,1,8,0,10,6,0
"S155",16,0,0,0,0,8,0
"S156",8,8,0,7,0,0,0
"S157",11,14,0,5,0,0,0
"S158",4,0,17,0,13,0,0
"S159",0,0,5,12,4,0,0
"S160",0,6,0,8,10,0,0
"S161",3,0,14,0,0,9,0
"S162",16,0,0,0,0,9,0
"S163",0,19,0,0,0,11,0
"S164",0,2,0,0,0,19,0
"S165",0,0,19,12,0,0,0
"S166",0,0,2,0,19,0,0
"S167",2,0,12,6,0,1,0
"S168",0,9,0,10,0,0,0
"S169",0,12,0,3,0,2,0
"S170",11,0,0,1,0,23,0
"S171",6,10,8,0,0,0,0
"S172",0,6,0,0,1,0,20
"S173",0,21,0,0,0,0,0
"S174",0,2,0,10,0,8,0
"S175",0,0,17,13,0,0,0
"S176",0,0,0,18,0,0,0
"S177",0,0,0,0,1,31,0
"S178",17,0,0,0,0,15,0
"S179",0,0,0,26,0,0,0
"S180",9,3,2,0,4,9,0
"S181",8,7,0,5,0,0,0
"S182",3,11,0,0,10,0,0
"S183",0,19,0,9,0,0,0
"S184",0,5,0,15,0,3,0
"S185",0,0,1,0,9,14,0
"S186",0,0,17,0,0,6,0
"S187",0,0,0,0,8,13,0
"S188",25,0,1,1,0,0,0
"S189",0,1,2,15,11,1,0
"S190",0,7,0,0,0,23,0
"S191",0,0,0,16,8,0,0
"S192",0,0,0,17,6,0,0
"S193",22,0,0,0,0,0,0
"S194",14,11,0,4,0,0,0
"S195",0,0,19,0,15,0,0
"S196",17,0,0,0,0,6,0
"S197",0,0,0,17,0,5,0
"S198",0,0,0,0,7,16,0
"S199",1,0,17,5,0,2,0
"S200",2,0,1,0,0,21,0
"S201",12,0,10,0,7,0,0
"S202",0,0,18,1,13,0,0
"S203",16,0,0,1,14,0,0
"S204",14,6,0,0,0,1,1
"S205",0,9,0,0,0,7,0
"S206",0,24,0,0,0,4,0
"S207",0,12,0,6,5,0,1
"S208",0,0,0,0,0,2,25
"S209",0,1,5,0,6,6,1
"S210",0,0,18,6,0,0,0
"S211",17,8,0,0,0,0,0
"S212",15,0,0,10,0,1,0
"S213",0,13,0,8,0,0,0
"S214",0,0,0,30,0,0,0
"S215",0,11,10,0,5,5,0
"S216",0,0,11,17,0,7,0
"S217",0,7,12,0,0,0,0
"S218",0,0,0,0,20,19,0
"S219",21,0,1,0,0,9,2
"S220",2,0,0,23,0,0,0
"S221",0,0,2,0,0,22,0
"S222",16,0,0,0,0,12,0
"S223",0,28,0,0,0,0,0
"S224",0,0,21,0,0,0,0
"S225",17,4,0,0,0,0,0
"S226",0,1,9,0,0,10,0
"S227",0,14,10,0,0,1,0
"S228",1,0,25,0,6,0,0
"S229",0,16,0,12,0,0,1
"S230",17,0,3,0,0,1,0
"S231",0,0,7,17,0,1,0
"S232",15,0,0,0,0,0,0
"S233",16,0,0,0,0,0,0
"S234",0,0,0,0,3,18,0
"S235",16,1,1,0,0,2,3
"S236",3,12,0,0,3,2,0
"S237",1,2,0,22,0,0,0
"S238",1,0,9,14,0,0,0
"S239",0,0,0,0,0,29,0
"S240",20,0,10,0,0,12,0
"S241",0,0,7,0,15,3,0
"S242",1,0,0,4,17,4,0
"S243",0,0,0,22,0,0,0
"S244",0,0,0,0,1,24,0
"S245",0,0,0,5,0,9,0
"S246",0,0,1,3,2,3,13
"S247",8,0,10,0,15,0,0
"S248",0,0,0,0,23,0,0
"S249",0,0,0,0,10,15,0
"S250",13,6,6,7,0,0,0
"S251",0,0,20,0,1,0,5
"S252",20,1,0,0,0,0,0
"S253",0,0,0,0,32,0,1
"S254",0,0,0,0,0,12,16
"S255",0,6,0,14,0,0,0
"S256",9,0,11,6,5,0,0
"S257",0,0,2,14,1,0,9
"S258",0,0,1,1,19,0,0
"S259",23,0,0,0,4,0,0
"S260",0,14,9,3,0,0,0
"S261",12,0,0,15,0,0,0
"S262",0,0,0,20,0,1,0
"S263",0,0,0,0,11,10,0
"S264",0,0,0,0,23,0,4
"S265",0,0,0,0,0,0,23
"S266",0,10,0,0,12,0,0
"S267",0,0,7,0,0,15,2
"S268",0,0,0,6,7,17,0
"S269",0,13,0,0,0,0,10
"S270",0,0,0,23,0,0,0
"S271",27,0,0,1,0,0,0
"S272",1,12,0,6,0,0,0
"S273",0,0,0,0,1,24,0
"S274",6,8,6,0,0,0,0
"S275",18,0,0,1,0,2,3
"S276",0,2,19,1,0,3,0
"S277",0,14,0,11,0,7,0
"S278",10,10,0,0,0,0,0
"S279",15,9,0,3,0,0,0
"S280",0,0,0,0,0,0,22
"S281",12,0,2,3,4,0,0
"S282",0,0,0,1,26,0,0
"S283",0,18,1,0,0,4,0
"S284",0,0,0,0,0,19,0
"S285",8,0,0,0,16,0,1
"S286",0,8,0,0,17,1,0
"S287",0,17,0,5,0,0,0
"S288",2,13,8,0,7,0,0
"S289",1,24,0,0,0,0,0
"S290",3,23,0,0,0,0,0
"S291",0,0,0,28,0,2,0
"S292",10,0,0,0,8,3,0
"S293",0,12,0,0,10,0,0
"S294",11,3,0,0,10,0,0
"S295",0,0,22,0,0,0,0
"S296",6,15,0,0,0,0,0
"S297",0,0,5,6,6,0,0
"S298",9,0,0,0,1,14,0
"S299",0,2,0,13,0,0,0
"S300",13,0,0,18,0,0,0
"S301",0,0,18,0,20,0,0
"S302",0,0,11,15,0,0,0
"S303",0,0,0,19,0,0,4
"S304",0,0,0,0,0,0,23
"S305",0,3,0,7,9,3,0
"S306",1,25,0,0,0,0,0
"S307",0,7,1,8,1,6,0
"S308",0,0,8,0,0,12,0
"S309",17,0,6,9,0,12,0
"S310",4,5,10,0,7,0,0
"S311",0,21,0,1,0,0,0
"S312",0,0,0,0,36,0,0
"S313",4,0,0,12,9,0,0
"S314",2,27,0,0,0,0,0
"S315",24,3,1,0,0,0,0
"S316",15,0,18,0,0,0,0
"S317",0,3,0,16,4,0,0
"S318",0,0,0,0,10,13,0
"S319",0,12,0,0,12,0,0
"S320",0,2,9,0,18,0,0
"S321",1,0,1,7,12,0,0
"S322",0,0,9,3,3,0,0
"S323",0,20,0,0,0,0,0
"S324",0,0,27,0,0,0,1
"S325",0,11,0,2,4,0,0
"S326",7,0,0,4,2,8,0
"S327",0,0,18,0,5,0,0
"S328",9,0,0,0,6,5,0
"S329",0,0,10,0,0,7,0
"S330",0,0,0,0,0,22,0
"S331",0,2,9,0,0,12,0
"S332",22,0,0,0,0,0,0
"S333",0,12,0,0,0,13,0
"S334",0,3,19,0,0,0,0
"S335",0,0,0,0,16,18,0
"S336",0,0,1,30,0,0,0
"S337",0,1,28,0,0,0,0
"S338",8,0,5,7,0,5,0
"S339",0,1,0,26,0,0,0
"S340",1,0,15,0,0,3,0
"S341",0,14,0,0,0,11,0
"S342",7,5,3,0,0,6,0
"S343",6,7,16,0,0,0,0
"S344",0,18,0,0,0,6,0
"S345",9,2,0,3,0,1,0
"S346",0,19,0,3,0,0,0
"S347",0,19,15,0,2,0,0
"S348",0,0,0,17,0,0,0
"S349",0,0,0,15,0,0,0
"S350",4,4,3,0,10,0,0
"S351",1,0,0,0,0,20,0
"S352",12,0,11,6,0,4,0
"S353",21,0,0,0,0,2,0
"S354",15,0,8,0,0,2,0
"S355",25,0,0,0,0,0,0
"S356",8,11,0,2,0,0,0
"S357",0,10,0,0,21,0,0
"S358",6,0,9,1,6,0,0
"S359",0,17,0,0,15,0,0
"S360",10,0,0,10,0,0,0
"S361",0,8,16,0,0,0,0
"S362",0,0,0,8,0,18,0
"S363",0,0,32,0,0,1,0
"S364",0,0,29,0,0,0,0
"S365",11,0,0,0,12,0,0
"S366",0,0,0,14,15,0,0
"S367",1,0,0,1,5,18,0
"S368",0,0,0,0,0,29,0
"S369",0,11,0,0,9,0,0
"S370",14,0,0,0,14,0,0
"S371",0,1,0,0,18,0,0
"S372",0,14,0,0,11,0,0
"S373",0,0,1,0,10,0,12
"S374",24,0,0,0,0,0,0
"S375",0,21,0,4,1,0,0
"S376",0,0,0,20,0,0,0
"S377",7,1,0,0,8,0,0
"S378",13,0,3,0,0,0,4
"S379",7,0,13,0,0,2,0
"S380",24,0,0,0,0,0,0
"S381",0,0,0,0,0,23,0
"S382",14,0,3,1,8,0,0
"S383",16,0,5,7,0,0,0
"S384",0,12,0,3,10,0,1
"S385",6,5,0,0,0,7,0
"S386",4,0,0,0,11,5,0
"S387",0,1,0,0,0,26,0
"S388",0,13,0,1,18,0,1
"S389",6,10,0,12,0,0,0
"S390",0,2,0,0,0,25,0
"S391",4,1,0,21,0,0,0
"S392",0,0,0,0,28,3,2
"S393",1,0,0,12,0,9,0
"S394",0,0,0,0,12,10,0
"S395",2,0,12,0,1,0,0
"S396",0,10,0,0,20,0,0
"S397",1,0,14,6,0,3,0
"S398",25,0,1,1,0,0,0
"S399",0,11,0,0,9,0,0
"S400",0,1,0,0,0,28,0
"S401",0,0,6,0,9,5,0
"S402",1,0,0,15,0,9,0
"S403",0,0,5,0,16,0,0
"S404",0,0,0,12,12,0,0
"S405",0,0,0,0,0,21,0
"S406",0,8,8,6,0,11,0
"S407",0,0,6,5,5,4,0
"S408",0,0,0,24,0,0,0
"S409",0,0,0,0,0,32,0
"S410",4,0,7,8,3,0,0
"S411",0,0,12,0,2,7,8
"S412",0,19,0,0,0,0,5
"S413",4,0,4,0,9,0,1
"S414",0,3,0,5,0,14,3
"S415",14,0,12,1,0,0,0
"S416",18,0,0,0,4,3,0
"S417",0,8,0,3,0,0,0
"S418",10,0,14,0,0,0,2
"S419",0,0,0,29,0,0,0
"S420",0,0,0,0,1,25,0
"S421",0,0,0,5,0,6,0
"S422",0,13,0,0,16,0,0
"S423",12,0,0,13,0,0,0
"S424",0,13,0,0,0,7,0
"S425",0,13,0,0,3,8,1
"S426",23,0,0,0,0,0,0
"S427",0,9,0,6,0,12,0
"S428",0,0,0,13,1,14,0
"S429",8,0,0,1,0,16,0
"S430",0,13,8,0,0,0,0
"S431",0,0,29,0,0,0,0
"S432",1,0,5,0,0,18,0
"S433",11,0,0,6,4,6,0
"S434",8,0,0,16,0,0,0
