"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,9,0,3,12,0,0
"S2",0,13,8,0,0,0,0
"S3",0,0,2,7,7,12,0
"S4",11,0,15,2,0,0,0
"S5",0,18,7,0,0,0,0
"S6",3,0,7,0,7,5,0
"S7",0,0,0,0,0,31,0
"S8",23,0,0,0,1,0,0
"S9",8,10,0,0,0,6,0
"S10",17,5,0,0,0,1,0
"S11",0,0,0,3,29,1,0
"S12",0,9,9,0,7,0,0
"S13",0,0,0,0,0,21,0
"S14",0,0,0,0,0,30,0
"S15",0,0,11,11,0,0,0
"S16",6,0,13,0,7,0,0
"S17",5,0,3,18,1,3,1
"S18",10,0,18,0,0,0,0
"S19",0,1,0,0,26,0,0
"S20",18,0,2,1,0,0,0
"S21",1,10,0,0,0,25,0
"S22",12,0,9,0,11,0,0
"S23",0,0,17,10,0,0,0
"S24",4,0,3,5,6,7,0
"S25",0,0,0,20,6,1,0
"S26",0,0,11,0,0,3,4
"S27",0,22,0,0,0,0,0
"S28",14,0,1,0,1,6,0
"S29",0,11,0,0,9,6,0
"S30",0,22,0,0,0,0,0
"S31",0,11,12,0,0,0,0
"S32",0,0,0,0,0,24,0
"S33",0,0,14,0,13,0,0
"S34",22,0,0,0,0,10,0
"S35",8,0,14,0,0,0,0
"S36",0,0,0,0,0,22,0
"S37",0,21,0,0,0,8,0
"S38",0,0,0,0,25,0,0
"S39",10,0,6,0,0,13,1
"S40",0,0,11,0,17,0,0
"S41",19,0,0,0,0,0,0
"S42",1,0,24,0,0,0,4
"S43",23,0,0,2,0,0,6
"S44",0,7,0,0,0,18,0
"S45",0,12,0,17,0,0,0
"S46",0,0,0,9,14,0,0
"S47",0,0,15,0,6,0,0
"S48",0,0,5,2,18,0,0
"S49",0,17,0,2,5,0,0
"S50",0,9,0,0,2,17,0
"S51",4,0,1,0,0,17,0
"S52",12,0,0,14,0,0,0
"S53",0,8,5,4,0,0,0
"S54",1,0,14,13,0,0,0
"S55",0,27,0,0,0,0,0
"S56",0,0,0,0,0,29,0
"S57",0,0,0,0,0,26,0
"S58",0,0,26,0,0,0,0
"S59",27,0,0,0,0,0,0
"S60",9,7,4,0,0,0,2
"S61",0,0,8,0,11,0,0
"S62",0,0,27,0,0,0,0
"S63",0,0,27,0,0,0,0
"S64",1,0,0,8,4,0,0
"S65",0,0,0,0,0,22,0
"S66",0,10,0,0,0,9,0
"S67",0,0,0,16,0,11,0
"S68",0,0,12,22,1,0,0
"S69",11,10,0,7,1,0,0
"S70",16,1,0,0,11,0,0
"S71",0,0,0,0,8,20,0
"S72",0,0,0,0,17,0,5
"S73",0,0,0,0,8,8,0
"S74",16,0,0,7,0,8,0
"S75",0,27,0,0,0,2,0
"S76",0,0,4,6,10,9,0
"S77",0,0,0,11,0,11,0
"S78",12,0,0,21,0,0,0
"S79",10,0,0,5,4,0,0
"S80",0,2,0,25,0,0,0
"S81",0,20,7,0,0,3,0
"S82",0,10,0,0,7,0,0
"S83",3,15,1,0,0,0,0
"S84",10,0,0,0,0,17,0
"S85",0,0,27,0,0,0,0
"S86",0,2,11,1,8,0,0
"S87",7,0,8,3,0,11,0
"S88",0,9,3,14,0,0,0
"S89",0,0,0,0,10,0,14
"S90",0,26,8,0,0,0,0
"S91",29,0,0,0,0,0,0
"S92",14,0,4,5,0,3,0
"S93",14,0,0,0,0,14,0
"S94",11,0,0,12,1,0,0
"S95",12,0,0,0,9,9,0
"S96",0,0,24,0,0,0,1
"S97",9,0,1,0,0,8,0
"S98",0,0,0,0,1,9,0
"S99",10,7,0,0,0,0,3
"S100",0,0,0,1,0,0,23
"S101",0,0,0,0,0,28,0
"S102",0,0,10,6,0,8,0
"S103",0,0,0,22,0,3,0
"S104",0,23,0,0,0,0,0
"S105",0,6,0,2,11,0,0
"S106",1,25,4,0,0,0,0
"S107",6,5,5,0,0,0,0
"S108",0,8,0,7,6,9,0
"S109",3,3,0,0,23,0,0
"S110",6,0,9,0,1,3,0
"S111",0,4,3,13,0,3,0
"S112",0,0,0,0,11,14,0
"S113",13,0,9,0,0,9,0
"S114",1,0,0,24,0,0,0
"S115",0,11,0,0,9,6,0
"S116",0,21,0,0,0,0,0
"S117",0,19,0,0,0,0,0
"S118",11,0,0,0,10,8,0
"S119",1,10,0,0,5,4,0
"S120",8,0,0,21,0,0,0
"S121",0,0,0,0,0,21,0
"S122",24,0,0,0,0,0,0
"S123",0,0,6,0,8,14,0
"S124",0,0,22,0,0,0,0
"S125",25,0,0,0,0,0,0
"S126",0,0,15,0,0,6,0
"S127",0,0,24,0,0,0,0
"S128",0,0,6,0,22,0,4
"S129",11,0,0,0,16,0,0
"S130",0,0,10,0,1,14,0
"S131",0,0,1,0,30,0,0
"S132",13,1,0,1,2,3,5
"S133",0,20,0,0,1,0,0
"S134",11,17,0,0,0,0,0
"S135",0,0,0,0,26,0,0
"S136",9,6,0,3,15,0,0
"S137",6,9,0,7,3,0,2
"S138",0,0,20,1,0,1,0
"S139",0,0,4,0,12,0,0
"S140",0,1,0,0,0,1,26
"S141",0,0,11,10,8,0,0
"S142",0,13,0,12,0,0,0
"S143",11,0,5,0,0,0,0
"S144",0,13,0,0,0,10,0
"S145",3,0,0,0,11,6,1
"S146",2,0,17,0,0,0,5
"S147",7,0,0,0,0,12,0
"S148",0,5,24,0,0,0,0
"S149",0,0,0,0,13,10,0
"S150",0,0,0,0,0,28,0
"S151",0,0,0,9,0,13,0
"S152",7,9,0,0,0,9,0
"S153",0,1,7,9,4,5,0
"S154",0,0,1,2,0,18,0
"S155",6,0,0,2,12,8,0
"S156",22,1,0,0,0,0,0
"S157",0,0,0,0,17,14,0
"S158",0,0,26,0,0,0,0
"S159",0,0,7,10,8,0,0
"S160",30,0,0,0,0,0,0
"S161",0,10,9,0,22,0,1
"S162",0,2,0,1,21,0,0
"S163",0,8,9,0,11,0,0
"S164",0,0,15,0,0,0,5
"S165",0,0,0,0,0,24,1
"S166",0,0,24,0,0,0,0
"S167",9,0,0,2,0,9,0
"S168",0,7,8,11,0,0,0
"S169",5,8,0,0,0,6,0
"S170",0,0,3,9,0,8,0
"S171",13,0,0,0,0,9,0
"S172",12,0,0,9,0,0,0
"S173",0,22,0,0,0,1,2
"S174",0,0,25,0,0,0,2
"S175",0,0,3,11,12,0,0
"S176",0,15,0,0,1,0,5
"S177",0,12,0,0,0,11,0
"S178",0,0,14,1,6,10,0
"S179",8,6,3,0,0,13,0
"S180",0,9,0,24,1,0,0
"S181",2,0,7,0,12,0,2
"S182",10,13,0,0,0,0,0
"S183",12,0,0,0,0,8,2
"S184",0,0,0,0,0,16,0
"S185",0,6,0,12,8,0,0
"S186",0,0,0,0,22,0,0
"S187",0,0,0,19,0,6,0
"S188",9,12,0,11,0,0,0
"S189",4,6,7,0,0,0,0
"S190",0,0,0,0,27,0,0
"S191",0,0,0,14,0,11,0
"S192",0,0,0,9,11,9,0
"S193",1,1,16,8,2,2,0
"S194",0,1,0,0,0,0,15
"S195",0,17,0,0,0,8,0
"S196",0,0,17,0,11,0,0
"S197",0,10,13,0,0,0,0
"S198",0,0,16,16,0,0,0
"S199",8,9,0,0,13,9,0
"S200",0,27,0,0,0,0,0
"S201",0,15,9,0,0,0,0
"S202",0,8,0,0,20,0,0
"S203",0,0,0,0,12,17,0
"S204",0,0,0,28,0,0,0
"S205",0,0,0,9,14,2,0
"S206",0,0,0,3,0,16,0
"S207",0,0,0,2,10,13,0
"S208",9,7,0,6,0,12,0
"S209",0,11,0,0,0,8,0
"S210",0,0,0,0,0,0,27
"S211",0,0,1,0,7,19,0
"S212",0,0,0,0,26,1,0
"S213",0,8,17,0,0,0,0
"S214",0,9,15,5,0,0,0
"S215",0,0,17,0,0,0,0
"S216",0,0,0,0,24,0,0
"S217",9,8,0,0,0,6,0
"S218",0,0,21,0,0,1,0
"S219",29,0,0,0,1,0,0
"S220",26,0,0,0,0,0,0
"S221",0,0,4,5,12,5,0
"S222",1,7,9,9,0,0,0
"S223",0,2,27,0,0,0,0
"S224",0,2,27,0,0,0,0
"S225",0,8,3,0,10,7,0
"S226",0,0,11,7,0,1,0
"S227",11,0,0,0,2,7,0
"S228",0,5,0,13,0,0,0
"S229",0,0,26,0,0,0,0
"S230",0,0,0,0,3,33,0
"S231",9,0,5,8,1,0,0
"S232",0,0,0,0,1,23,0
"S233",1,0,0,0,0,0,22
"S234",0,10,8,8,4,0,0
"S235",0,9,0,0,11,0,0
"S236",0,15,0,7,0,0,1
"S237",1,1,0,0,0,20,4
"S238",10,10,0,0,5,0,0
"S239",0,17,10,0,0,0,0
"S240",5,0,4,6,9,0,0
"S241",0,11,0,0,7,4,0
"S242",7,10,0,0,14,0,0
"S243",0,0,0,0,1,31,0
"S244",2,0,0,0,23,0,0
"S245",12,0,0,5,0,5,1
"S246",0,0,1,25,0,0,0
"S247",0,6,3,8,0,16,1
"S248",0,0,27,0,0,0,0
"S249",6,10,0,0,7,0,2
"S250",0,29,0,0,0,0,0
"S251",0,13,0,3,0,9,2
"S252",0,0,0,28,0,0,0
"S253",5,0,15,0,0,10,0
"S254",8,0,9,0,8,0,0
"S255",0,0,13,0,0,13,0
"S256",0,30,0,0,0,0,0
"S257",14,10,0,0,0,0,0
"S258",0,12,10,0,3,4,0
"S259",0,13,0,0,0,9,0
"S260",9,0,6,0,8,0,0
"S261",5,5,0,0,3,7,0
"S262",0,11,0,11,0,6,0
"S263",22,0,0,0,3,0,0
"S264",0,0,0,2,18,0,0
"S265",0,0,0,0,0,29,1
"S266",0,0,0,13,4,3,0
"S267",9,0,6,0,0,8,3
"S268",0,0,17,0,1,0,2
"S269",11,6,0,7,0,0,0
"S270",0,0,16,0,0,10,0
"S271",0,0,0,0,36,0,0
"S272",0,9,0,22,0,0,0
"S273",0,0,3,0,0,0,20
"S274",0,7,0,5,12,0,0
"S275",0,0,0,0,24,0,0
"S276",0,0,11,0,2,9,0
"S277",0,0,0,0,20,3,0
"S278",14,0,0,0,0,15,0
"S279",0,0,0,0,19,0,9
"S280",0,0,0,25,0,0,0
"S281",0,11,0,7,12,0,0
"S282",0,0,0,0,0,38,0
"S283",10,0,3,3,0,0,0
"S284",0,0,7,4,11,0,0
"S285",0,10,0,11,0,6,0
"S286",0,0,0,0,24,0,0
"S287",0,0,1,0,29,0,0
"S288",1,0,0,7,18,0,0
"S289",11,3,0,0,0,15,0
"S290",0,0,0,11,8,7,1
"S291",0,0,22,0,1,0,1
"S292",19,0,0,0,1,0,0
"S293",0,0,0,17,0,10,0
"S294",0,0,0,0,11,14,0
"S295",7,0,0,18,0,0,0
"S296",0,0,0,0,17,0,0
"S297",11,0,0,1,16,0,0
"S298",0,20,0,0,0,1,2
"S299",0,0,0,0,0,26,0
"S300",0,0,8,0,18,0,0
"S301",0,0,11,0,5,0,0
"S302",6,0,15,0,0,0,0
"S303",0,0,6,11,4,10,0
"S304",0,0,11,10,0,0,0
"S305",0,0,9,0,8,6,0
"S306",0,0,33,0,0,0,0
"S307",0,0,8,0,13,0,0
"S308",0,0,21,0,0,4,3
"S309",0,29,0,0,0,0,0
"S310",11,0,8,0,7,7,0
"S311",14,0,0,0,0,9,0
"S312",5,0,0,1,13,3,1
"S313",0,0,0,9,12,0,0
"S314",2,5,0,7,0,10,0
"S315",7,0,19,0,8,0,0
"S316",0,0,0,14,14,0,0
"S317",0,8,4,0,0,6,0
"S318",0,9,13,0,0,0,0
"S319",5,3,0,11,8,0,0
"S320",11,0,8,6,0,0,0
"S321",0,0,0,14,7,0,0
"S322",0,0,4,10,0,7,0
"S323",0,16,0,19,0,2,0
"S324",0,0,0,10,0,13,0
"S325",13,6,0,2,0,0,1
"S326",0,0,0,14,14,0,0
"S327",1,8,0,13,0,6,0
"S328",0,5,1,11,14,0,0
"S329",0,12,0,2,16,0,0
"S330",13,0,1,0,9,0,0
"S331",0,19,8,0,0,0,0
"S332",9,0,0,0,5,2,0
"S333",0,29,0,1,0,0,0
"S334",1,0,0,14,0,4,0
"S335",0,15,1,0,25,0,0
"S336",0,8,0,10,0,5,0
"S337",2,6,0,12,0,0,0
"S338",5,0,19,7,0,0,0
"S339",2,9,0,0,0,9,0
"S340",12,0,0,20,0,0,0
"S341",0,0,0,0,25,0,0
"S342",1,8,0,0,4,8,1
"S343",0,0,1,0,0,19,0
"S344",6,15,0,6,0,5,0
"S345",5,3,5,0,2,6,0
"S346",0,15,0,0,0,19,0
"S347",0,5,0,0,0,20,0
"S348",0,6,0,8,15,0,0
"S349",14,22,0,0,0,0,0
"S350",0,7,0,15,0,0,0
"S351",0,0,0,0,0,10,0
"S352",0,0,0,20,0,0,0
"S353",17,2,1,9,0,0,0
"S354",10,0,0,0,12,0,0
"S355",14,0,0,0,21,0,0
"S356",1,22,0,0,0,0,0
"S357",0,13,9,0,14,1,0
"S358",0,12,9,0,0,6,0
"S359",0,0,7,17,1,0,0
"S360",0,11,10,0,9,0,0
"S361",1,0,0,23,0,0,0
"S362",0,13,0,14,0,0,0
"S363",0,0,0,0,7,14,0
"S364",0,0,0,16,8,0,0
"S365",24,0,0,0,0,1,0
"S366",0,0,6,7,11,2,0
"S367",0,17,0,0,0,7,0
"S368",0,0,0,0,22,0,0
"S369",0,0,21,0,0,0,0
"S370",0,3,0,0,13,9,0
"S371",0,0,3,0,0,28,0
"S372",1,0,0,8,7,0,0
"S373",0,0,12,8,0,0,0
"S374",0,8,8,1,0,3,1
"S375",0,9,0,10,0,0,2
"S376",1,0,0,19,0,0,0
"S377",13,0,4,2,0,0,0
"S378",0,5,0,9,0,8,0
"S379",0,2,9,3,8,0,0
"S380",10,0,0,0,0,12,0
"S381",0,5,13,0,0,0,0
"S382",3,0,13,0,1,19,0
"S383",16,0,0,0,14,0,0
"S384",22,1,0,0,0,0,0
"S385",0,3,2,7,11,0,0
"S386",0,1,1,0,12,0,0
"S387",0,0,0,23,0,0,0
"S388",0,0,0,0,13,7,0
"S389",0,0,0,0,23,0,0
"S390",0,13,13,0,0,0,0
"S391",0,0,0,10,0,11,0
"S392",15,18,0,0,0,0,0
"S393",0,0,4,16,0,3,0
"S394",0,0,0,25,0,4,0
"S395",0,0,0,22,0,0,0
"S396",8,6,0,13,0,0,0
"S397",0,0,0,0,0,22,0
"S398",2,5,0,4,4,4,0
"S399",0,9,0,8,0,7,0
"S400",0,0,0,0,0,27,0
"S401",0,35,0,0,2,0,0
"S402",0,0,0,0,37,0,0
"S403",26,2,0,0,0,0,0
"S404",0,0,0,0,0,16,1
