"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,0,2,10,0,0
"S2",1,1,2,0,7,0,0
"S3",0,3,1,0,0,3,0
"S4",0,0,0,2,0,6,0
"S5",9,0,0,0,0,0,0
"S6",6,0,0,3,2,0,0
"S7",3,0,0,0,7,0,1
"S8",2,2,0,0,5,0,0
"S9",1,0,0,0,2,6,0
"S10",0,5,0,3,0,0,0
"S11",0,0,4,0,3,0,0
"S12",0,4,1,0,0,6,0
"S13",0,2,0,0,0,10,0
"S14",0,0,0,0,13,0,0
"S15",3,0,5,0,1,0,0
"S16",8,0,6,0,0,0,0
"S17",0,0,7,5,3,0,0
"S18",7,0,1,0,0,1,0
"S19",0,8,0,0,0,1,0
"S20",0,2,4,0,1,0,0
"S21",4,7,0,1,0,0,0
"S22",0,0,0,6,0,7,0
"S23",4,0,4,5,0,3,0
"S24",0,0,6,0,0,0,0
"S25",0,0,0,4,0,0,0
"S26",2,0,0,0,3,0,0
"S27",0,1,0,0,12,0,0
"S28",0,0,8,3,0,0,0
"S29",0,4,2,9,0,0,0
"S30",0,0,5,0,0,8,0
"S31",0,0,12,0,0,0,0
"S32",0,0,0,0,0,8,0
"S33",0,1,0,2,5,0,0
"S34",2,7,0,2,0,0,0
"S35",0,3,4,2,0,4,0
"S36",8,0,1,0,0,0,0
"S37",1,0,2,0,7,0,3
"S38",0,0,0,7,0,1,0
"S39",4,2,4,0,0,0,0
"S40",0,0,0,0,7,5,1
"S41",9,0,0,0,0,0,0
"S42",6,0,2,0,0,2,0
"S43",0,0,11,0,0,0,0
"S44",0,0,0,10,0,0,0
"S45",0,0,3,1,1,2,0
"S46",0,10,0,0,0,1,0
"S47",0,3,2,0,0,1,0
"S48",0,2,0,6,5,0,0
"S49",0,0,3,0,3,0,0
"S50",0,5,0,0,0,2,0
"S51",0,6,2,0,3,0,0
"S52",2,6,2,0,0,0,0
"S53",0,0,0,2,2,0,0
"S54",0,0,0,0,16,0,0
"S55",0,3,7,1,0,0,0
"S56",9,2,0,0,0,0,0
"S57",1,6,0,0,0,0,0
"S58",0,0,1,0,6,0,0
"S59",0,2,0,0,0,3,0
"S60",0,2,0,4,0,0,0
"S61",0,0,6,0,0,4,0
"S62",2,0,0,3,0,0,0
"S63",0,0,0,2,1,4,0
"S64",0,0,0,0,6,0,0
"S65",10,0,0,0,0,0,0
"S66",0,7,0,0,4,1,0
"S67",0,0,0,0,1,9,0
"S68",2,3,4,0,0,0,0
"S69",2,1,4,0,0,0,0
"S70",11,0,0,0,0,0,0
"S71",0,9,0,0,0,2,0
"S72",0,0,0,15,0,0,0
"S73",0,9,0,0,2,0,2
"S74",0,0,4,0,0,3,0
"S75",2,1,2,0,1,2,0
"S76",13,0,0,0,0,0,0
"S77",0,0,3,4,0,0,0
"S78",8,3,0,3,0,0,0
"S79",0,8,0,0,0,0,0
"S80",0,14,0,0,0,0,0
"S81",3,0,0,5,5,3,0
"S82",3,0,0,0,5,0,5
"S83",7,0,0,0,0,0,0
"S84",0,0,8,0,0,0,0
"S85",0,7,0,4,0,0,0
"S86",0,0,0,10,0,0,0
"S87",11,0,0,0,0,0,0
"S88",8,3,0,0,0,0,1
"S89",0,2,0,2,1,5,0
"S90",0,0,4,5,0,2,1
"S91",0,0,8,0,3,0,0
"S92",0,6,0,0,6,0,0
"S93",0,1,4,0,0,0,0
"S94",3,0,0,4,0,0,0
"S95",0,7,0,0,0,0,1
"S96",4,0,0,5,0,0,0
"S97",0,0,4,2,0,2,0
"S98",0,0,0,0,0,8,0
"S99",0,0,3,4,0,0,0
"S100",0,0,0,0,0,7,0
"S101",0,0,0,5,5,0,0
"S102",0,5,0,0,0,0,0
"S103",5,0,3,0,0,1,0
"S104",0,0,0,1,0,7,0
"S105",4,0,1,0,3,1,0
"S106",4,0,0,0,1,0,0
"S107",0,0,0,0,6,0,0
"S108",0,2,1,0,0,1,0
"S109",0,0,0,5,4,0,0
"S110",0,0,5,0,0,2,0
"S111",0,6,2,0,2,0,0
"S112",0,7,1,0,0,4,0
"S113",1,3,4,1,4,0,0
"S114",2,0,0,0,4,0,0
"S115",1,5,0,0,0,0,0
"S116",0,0,8,0,0,1,0
"S117",0,0,4,0,7,0,1
"S118",2,5,4,0,0,0,0
"S119",0,6,0,0,0,1,2
"S120",0,0,0,3,11,0,0
"S121",3,0,3,0,0,0,0
"S122",0,10,5,0,0,0,0
"S123",6,0,0,0,0,0,0
"S124",0,4,0,0,0,8,0
"S125",0,0,0,0,7,0,0
"S126",1,0,0,0,0,9,0
"S127",4,3,1,0,0,2,0
"S128",4,0,0,0,1,0,0
"S129",10,0,0,0,0,0,1
"S130",2,0,0,0,0,8,0
"S131",6,2,0,0,0,0,0
"S132",8,0,0,0,0,0,0
"S133",0,0,6,3,0,5,2
"S134",0,2,0,0,2,2,0
"S135",1,0,0,1,9,0,0
"S136",0,0,2,6,0,5,0
"S137",0,0,0,0,12,0,0
"S138",4,0,0,0,7,0,0
"S139",10,0,0,0,5,0,0
"S140",0,0,1,0,9,9,0
"S141",0,0,1,8,0,0,2
"S142",0,5,0,0,0,0,0
"S143",0,0,12,0,0,0,0
"S144",8,0,4,0,0,1,0
"S145",0,0,0,1,0,7,0
"S146",4,0,0,0,5,0,0
"S147",0,0,0,0,10,0,0
"S148",4,3,1,0,0,0,1
"S149",0,0,0,8,0,0,0
