"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,0,0,0,0,26
"S2",0,0,0,0,24,0,0
"S3",0,10,0,16,0,0,0
"S4",15,5,5,0,0,0,0
"S5",22,0,0,0,1,0,0
"S6",0,0,16,7,0,7,0
"S7",0,5,0,9,0,0,0
"S8",0,2,19,0,0,0,0
"S9",11,0,13,0,3,0,0
"S10",8,11,7,0,0,0,0
"S11",0,0,0,19,0,1,0
"S12",0,0,13,8,0,0,0
"S13",9,8,0,0,0,9,0
"S14",0,17,0,0,0,8,0
"S15",0,0,7,3,3,10,0
"S16",0,0,0,13,7,0,0
"S17",6,9,0,10,8,0,0
"S18",11,0,0,13,5,0,0
"S19",1,0,0,0,0,11,0
"S20",3,0,0,0,23,0,0
"S21",13,0,0,0,0,0,4
"S22",0,0,0,0,15,11,0
"S23",0,0,0,0,0,19,0
"S24",0,1,0,0,0,17,0
"S25",0,5,0,0,0,31,0
"S26",0,0,6,5,0,2,0
"S27",0,0,0,0,16,0,0
"S28",0,0,24,0,0,0,0
"S29",19,0,8,6,0,0,0
"S30",0,0,22,3,0,0,0
"S31",0,0,0,0,22,0,0
"S32",8,6,10,0,0,0,0
"S33",16,15,0,0,0,0,0
"S34",17,0,0,0,5,0,0
"S35",8,9,0,0,0,0,0
"S36",0,0,20,0,0,0,0
"S37",5,14,0,0,1,0,1
"S38",22,0,2,0,0,0,0
"S39",8,0,12,6,0,0,0
"S40",0,0,14,0,16,0,0
"S41",0,0,15,0,2,8,0
"S42",0,0,11,0,12,0,0
"S43",0,0,12,9,4,0,0
"S44",0,0,0,17,2,0,0
"S45",0,0,0,20,0,13,0
"S46",1,0,6,13,0,0,0
"S47",0,16,0,0,0,0,2
"S48",0,0,0,14,4,0,2
"S49",10,5,0,6,0,5,0
"S50",4,0,0,0,21,0,0
"S51",0,0,0,0,23,0,0
"S52",12,0,2,0,17,0,0
"S53",0,4,0,0,0,21,0
"S54",0,0,29,0,2,0,0
"S55",3,4,6,3,4,1,0
"S56",0,0,0,0,27,0,0
"S57",0,0,14,0,9,0,0
"S58",0,0,23,0,1,0,0
"S59",16,0,0,15,0,0,0
"S60",3,0,4,7,6,0,0
"S61",16,0,0,7,0,0,0
"S62",0,12,0,0,2,3,0
"S63",0,14,0,4,0,0,0
"S64",0,0,13,0,16,0,0
"S65",0,0,24,0,0,0,0
"S66",0,0,10,0,0,12,0
"S67",0,0,0,10,0,10,0
"S68",10,16,0,0,0,6,0
"S69",4,9,5,2,1,0,0
"S70",0,0,0,33,0,1,0
"S71",0,0,0,0,24,0,0
"S72",0,0,0,0,30,0,0
"S73",0,2,0,10,6,0,0
"S74",9,3,0,0,0,11,0
"S75",0,0,0,24,0,0,1
"S76",0,9,5,6,0,3,0
"S77",3,6,0,0,0,7,0
"S78",0,0,0,0,0,2,18
"S79",0,0,26,0,0,0,0
"S80",11,1,5,0,3,0,0
"S81",0,7,0,0,0,20,0
"S82",14,0,0,0,11,0,0
"S83",0,0,25,0,1,0,0
"S84",15,0,0,19,0,0,0
"S85",19,0,0,0,0,0,0
"S86",0,9,0,5,8,7,0
"S87",1,0,0,0,0,21,0
"S88",0,0,10,15,0,0,0
"S89",12,0,0,14,0,0,0
"S90",0,0,0,0,4,23,0
"S91",0,10,15,0,0,0,0
"S92",25,0,0,0,0,0,0
"S93",0,0,0,0,24,1,0
"S94",0,1,10,10,0,0,0
"S95",13,11,0,0,0,6,0
"S96",0,0,18,0,0,0,0
"S97",0,2,11,3,0,7,0
"S98",4,2,1,0,0,0,18
"S99",8,0,0,19,0,0,0
"S100",0,21,0,0,0,0,0
"S101",0,0,11,14,0,0,0
"S102",4,11,0,0,9,0,0
"S103",0,0,24,0,0,0,1
"S104",0,22,0,0,0,0,0
"S105",0,0,0,0,22,0,3
"S106",29,0,0,0,0,0,0
"S107",0,0,1,19,0,0,1
"S108",0,0,8,3,8,4,0
"S109",0,16,0,0,0,13,0
"S110",29,0,0,0,0,0,0
"S111",7,0,11,0,10,0,0
"S112",14,0,9,0,0,0,0
"S113",0,0,4,0,19,0,0
"S114",0,0,16,0,1,0,0
"S115",0,0,0,7,0,13,0
"S116",0,0,1,0,8,0,22
"S117",0,25,12,0,0,0,0
"S118",0,32,0,0,0,0,0
"S119",9,0,11,0,0,0,0
"S120",10,0,0,0,9,0,0
"S121",0,0,0,6,8,11,0
"S122",0,24,0,0,0,0,0
"S123",0,13,9,0,3,0,0
"S124",13,11,0,0,0,0,0
"S125",0,0,17,9,0,0,0
"S126",0,0,27,0,0,0,3
"S127",0,9,6,0,6,3,0
"S128",0,11,12,0,0,0,0
