"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"1",11,10,5,4,6,4,13,4,4,7,5,7,19,3,10,4,4,6,11,5,4,13,8,1,2,8,8,7,17,5,13,11,3,5,2,2,4,14,2,14,4,0,16,6,6,1,7,5,21,6,7,4,8,4,4,5,4,8,5,8,6,9,9,6,2,14,4,7,8,4,1,2,8,20,15,7,15,9,9,11,5,7,3,1,6,5,9,2,13,12,4,8,5,5,5,2,5,2,6,2,9,6,4,6,26,6,15,6,12,3,15,1,3,21,7,2,4,1,9,10,5,9,6,6,15,4,15,5,6,4,7,2,2,3,8,5,3,10,3,8,6,4,8,3,9,4,6,7,5,3,6,9,5,17,6,8,2,12,5,4,4,11,8,5,8,7,8,4,21,11,4,5,3,5,5,2,9,6,0,13,7,2,4,6,6,9,4,11,5,3,9,7,4,18,3,7,8,6,10,4,16,4,7,3,12,1,5,8,6,22,6,9,7,3,8,3,10,6,13,10,7,5,8,20,4,4,4,2,7,4,3,10,7,1,10,9,4,5,10,15,5,6,8,6,13,4,3,3,5,1,1,0,8,3,3,6,14,4,4,3,4,5,3,11,5,6,6,7,5,9,6,11,4,13,10,7,4,5,7,3,3,6,20,5,7,14,14,5,5,7,15,16,2,9,7,6,6,3,4,7,5,2,4,11,2,2,5,1,3,10,12,12,4,5,22,12,6,6,3,10,5,1,3,7,8,7,23,5,9,12,10,3,15,11,5,8,6,4,3,6,3,9,3,12,5,5,1,7,10,3,10,7,3,6,6,5,12,13,6,8,2,7,4,22,4,4,4,3,5,8,2,5,16,9,4,2,8,12,2,12,6,12,6,6,6,5,1,1,7,5,3,3,4,6,9,4,11,6,1,6,12,7,2,9,4,4,6,2,15,7,5,6,4,7,11,5,4,5,3,6,13,4,4,2,13,6,5,8,6,4,6,0,3,2,13,3,3,2,6,5,4,2,5,14,5,5,9,4,1,8,6,4,15,3,9,13,12,7,11,3,8,7,2,7,2,1,3,2,1,14,13,4,6,7,4,2,4,12,5,5,9,4,3,6,5,5,4,4,4,7,12,2,6,6,12,8,12,7,8,8
"2",4,14,5,6,8,3,16,4,10,5,4,5,21,3,2,5,2,4,28,5,2,18,23,5,9,8,12,9,13,7,9,10,5,1,6,4,5,26,8,34,8,6,34,1,1,3,10,5,33,7,26,4,5,5,11,9,16,30,2,2,7,18,4,8,4,8,4,2,4,7,5,9,36,29,18,3,22,28,2,5,10,5,2,2,4,12,17,5,19,17,3,8,2,6,12,3,5,2,9,2,8,7,4,19,38,8,44,5,23,5,20,0,3,42,0,1,6,4,8,17,11,12,6,6,31,4,44,4,5,6,5,5,3,1,6,5,9,10,3,5,9,13,13,7,20,10,4,6,9,5,7,2,5,33,12,8,3,9,7,6,2,3,4,14,7,4,7,8,41,26,13,7,10,10,5,4,5,5,5,18,14,4,7,6,16,16,3,21,2,5,8,20,6,23,1,4,7,28,12,3,17,8,4,4,27,1,7,6,9,19,7,6,7,7,13,6,26,10,22,25,2,7,7,26,18,13,4,0,3,8,7,14,13,4,22,14,2,8,18,24,3,11,10,3,14,7,7,4,3,2,2,5,10,1,6,11,28,10,5,4,3,9,3,16,2,5,2,4,5,3,2,14,3,34,7,10,8,15,1,6,6,5,43,6,12,14,21,3,7,6,11,23,3,7,5,8,12,2,12,5,6,4,3,11,7,5,10,2,5,11,33,17,3,7,32,25,5,9,5,12,10,11,2,11,13,4,63,2,5,16,18,1,16,20,6,5,3,6,3,6,4,21,10,8,3,3,2,7,3,5,25,2,6,6,12,10,18,3,2,23,3,9,4,40,3,4,1,5,7,13,3,5,18,7,4,4,25,27,8,5,11,7,3,9,2,5,9,2,3,3,2,6,5,6,42,3,24,5,5,2,9,5,3,4,3,6,2,8,39,7,4,9,10,7,10,8,4,6,6,6,30,3,6,8,13,5,6,7,3,6,5,2,4,6,25,2,7,6,2,2,7,7,1,33,16,10,9,4,5,9,12,2,27,4,5,15,14,9,13,6,13,7,3,10,4,2,6,0,0,31,24,4,4,7,3,8,9,11,8,8,12,3,5,7,14,3,6,5,8,3,31,3,5,32,21,9,8,4,8,16
"3",7,7,5,9,3,5,15,7,5,5,9,4,24,5,8,6,3,6,37,0,3,22,15,4,12,4,10,8,13,8,16,8,5,3,4,5,4,28,8,29,1,3,29,5,10,5,8,2,29,7,13,7,6,6,3,5,10,19,10,6,10,13,3,4,1,5,4,6,6,7,4,7,30,34,16,2,19,14,3,4,3,3,2,2,6,5,15,5,26,14,2,8,6,8,14,5,1,3,6,0,9,4,6,16,60,8,38,8,14,3,17,1,3,29,5,4,3,2,7,13,0,8,5,8,22,6,25,5,5,6,3,1,3,5,9,4,2,22,6,6,7,11,24,6,21,5,11,7,11,4,6,11,7,24,13,9,4,9,5,8,7,2,4,13,4,10,1,8,41,25,3,9,1,10,1,5,7,7,4,15,7,3,5,3,11,12,1,16,1,2,9,13,6,27,5,3,5,17,7,3,16,11,8,8,21,2,0,6,11,28,5,10,7,9,13,4,23,13,31,13,2,11,3,20,19,10,4,3,4,9,6,8,15,1,19,14,1,14,22,18,10,7,7,1,11,7,9,5,5,4,0,5,17,5,3,7,27,0,6,1,5,3,5,21,7,5,6,8,4,6,4,12,8,25,6,9,11,19,5,6,7,4,38,4,10,14,13,4,4,6,13,34,0,7,3,14,18,6,4,3,3,3,7,7,2,6,7,3,1,10,27,19,5,16,30,25,6,6,0,9,8,13,3,16,13,1,55,5,3,21,17,11,13,19,10,5,5,3,6,3,3,15,3,3,11,5,5,6,1,3,21,13,5,6,5,7,16,7,4,18,1,11,0,34,1,3,6,5,4,11,5,4,16,7,0,4,21,23,6,8,8,4,6,6,3,4,7,2,15,3,2,1,3,3,43,3,18,3,2,1,10,9,4,7,7,3,2,4,38,4,7,11,17,5,12,7,1,3,6,7,19,5,3,3,10,11,5,8,5,11,2,1,4,3,24,5,9,6,3,2,6,3,4,22,9,12,4,5,5,12,5,2,31,4,5,23,22,5,6,3,8,2,5,3,4,9,5,8,0,31,19,0,6,8,5,8,5,11,5,5,8,2,3,2,10,5,2,4,3,4,28,3,9,20,19,5,10,8,7,14
"4",4,9,2,4,2,2,12,2,8,7,6,5,17,4,7,2,6,6,10,6,2,14,8,4,7,8,10,6,10,9,11,5,6,5,6,7,5,16,8,14,3,2,15,4,4,2,6,5,17,6,7,3,10,6,6,6,8,11,6,1,9,9,6,9,5,7,6,5,8,7,4,3,14,23,6,6,9,16,9,6,6,7,5,4,6,5,13,3,7,13,4,2,3,2,7,8,4,5,7,6,9,9,2,10,30,2,22,1,13,4,12,0,3,18,4,4,5,3,11,11,4,5,2,8,14,3,15,6,8,2,3,4,4,5,5,5,2,7,6,7,4,10,9,6,13,7,9,5,15,2,4,7,10,17,9,7,3,8,3,4,11,5,9,2,2,5,7,8,28,9,3,5,7,6,3,8,4,6,3,20,6,5,7,4,7,14,5,15,8,6,2,8,5,13,0,6,5,9,5,3,10,3,2,3,11,3,11,8,7,13,6,6,8,6,4,5,8,6,18,19,2,11,4,18,5,8,2,0,7,5,4,7,8,5,12,6,3,8,19,11,8,5,5,7,10,2,7,2,3,4,3,9,7,1,1,9,19,6,3,2,2,5,3,14,1,1,2,5,4,4,5,10,5,11,9,7,6,9,3,3,8,5,21,2,7,11,8,9,3,5,5,15,4,4,5,7,7,7,8,3,4,3,2,10,5,4,7,3,7,9,27,15,7,5,15,22,5,12,4,7,7,9,0,7,12,5,33,3,10,11,14,5,7,9,8,5,2,4,6,5,4,10,4,5,5,3,0,5,6,6,12,7,5,2,4,5,9,2,6,14,2,8,5,26,5,4,9,2,4,5,7,5,9,4,6,7,15,17,8,4,7,4,8,7,4,4,3,1,8,9,2,3,6,6,19,4,16,3,2,4,10,4,5,2,5,3,1,4,24,8,3,3,7,4,13,4,2,8,4,8,11,7,2,2,4,12,5,10,6,3,2,3,8,7,12,6,7,4,8,3,3,7,6,7,9,5,8,4,4,7,5,5,9,4,10,11,5,6,13,1,10,4,4,4,10,3,6,9,2,19,15,2,4,7,15,6,4,12,6,9,13,2,1,4,7,11,2,4,6,7,17,3,7,9,14,3,6,9,9,7
"5",5,11,3,4,4,5,8,7,10,6,4,4,13,2,11,10,6,3,16,2,5,10,10,3,2,11,5,6,12,3,9,6,5,7,7,8,4,12,2,14,6,2,12,8,7,4,4,4,11,1,6,8,5,4,4,8,10,15,5,7,6,9,5,2,6,6,5,4,11,8,3,3,19,15,11,1,6,15,9,6,10,7,4,3,6,5,12,4,10,10,3,4,4,7,13,7,4,3,5,3,9,4,5,8,24,9,22,2,16,4,10,2,6,16,4,1,6,3,8,7,3,4,6,11,15,2,18,5,6,4,7,4,1,6,10,5,3,12,3,9,7,7,12,3,16,5,8,4,8,5,8,12,6,17,8,8,2,10,7,8,4,6,6,11,4,2,5,5,20,19,5,4,2,5,6,5,5,9,3,10,7,3,6,3,19,11,4,9,4,5,6,14,4,16,8,2,6,14,11,8,9,7,4,6,13,2,8,2,5,21,4,6,6,2,5,6,13,10,15,9,1,6,5,12,9,2,5,1,5,7,6,13,7,2,17,8,3,12,19,15,10,12,6,2,15,4,5,3,4,2,4,4,8,5,3,10,16,5,2,3,4,2,2,9,1,5,7,6,4,3,6,9,1,10,5,8,10,8,6,7,6,6,27,3,5,11,7,4,2,5,7,19,0,7,8,10,8,6,4,2,6,4,6,6,6,5,5,4,0,4,17,13,6,6,27,10,14,2,3,7,4,12,4,10,3,2,33,4,5,9,13,0,11,12,9,6,4,8,8,2,0,18,8,10,4,3,4,4,6,6,16,5,9,7,7,6,18,6,8,15,5,6,3,33,4,12,5,12,3,4,6,2,9,5,10,2,14,10,5,5,8,8,11,6,5,3,4,2,4,4,1,6,1,8,15,5,11,3,3,8,8,8,6,5,5,4,4,4,24,3,5,5,12,5,9,8,3,4,1,10,17,7,5,3,12,7,6,9,8,4,1,5,8,3,22,4,8,10,3,2,2,4,4,15,8,8,7,1,3,2,5,4,15,6,3,21,7,7,9,6,10,4,2,4,3,4,4,6,0,19,17,1,4,3,6,8,11,9,5,5,8,1,3,2,6,2,4,5,5,8,21,2,6,6,9,6,13,5,9,6
"6",11,9,4,4,6,1,9,5,1,8,7,9,14,4,4,1,2,4,20,1,4,6,15,1,5,9,3,7,7,4,10,8,6,5,6,4,4,14,1,21,8,1,9,8,7,8,13,5,14,5,14,5,7,5,5,12,4,20,8,10,7,6,5,3,1,6,6,7,5,8,2,3,14,7,17,7,6,14,4,8,4,7,5,2,1,6,20,3,8,12,3,7,3,8,9,5,2,5,7,6,7,7,5,10,30,5,25,3,8,4,13,1,6,17,3,6,1,3,8,7,5,7,6,11,22,4,9,4,3,5,2,3,3,6,2,5,5,8,5,4,7,5,6,6,15,8,3,11,7,8,6,9,4,15,7,4,0,5,2,3,6,2,12,14,4,6,2,4,17,17,7,5,6,4,3,7,6,6,1,12,6,5,7,5,12,17,3,19,5,3,2,12,2,17,4,7,6,10,6,3,14,9,7,3,16,6,4,7,8,15,7,3,7,4,6,2,14,10,8,7,0,10,8,16,10,9,6,1,4,5,4,9,5,3,9,10,2,7,9,10,5,7,8,1,9,6,4,1,1,1,5,5,8,3,5,10,18,3,7,5,6,9,5,9,2,4,5,5,3,5,8,5,5,13,7,7,7,6,2,2,6,5,22,7,7,8,9,6,1,8,7,13,3,8,9,4,14,8,4,7,10,2,2,3,4,8,7,7,6,8,11,17,3,5,23,19,5,8,5,7,4,14,3,12,11,4,32,3,4,6,8,4,10,11,9,6,3,5,4,1,2,11,5,12,7,5,4,5,3,4,10,6,6,11,5,3,16,7,1,14,5,8,4,17,2,8,6,6,7,6,5,8,5,4,6,5,11,17,2,11,6,2,5,7,4,6,4,1,5,0,2,6,2,4,16,1,8,6,4,0,12,8,3,5,8,6,5,4,16,3,4,4,8,3,8,11,7,3,5,4,9,1,8,4,4,10,4,5,9,4,3,0,9,4,12,5,8,8,4,1,3,7,4,14,6,4,5,4,2,4,2,1,17,4,10,14,7,5,7,6,4,8,6,4,7,4,6,8,1,19,8,5,3,5,9,5,2,9,6,4,8,6,7,4,4,4,2,8,7,6,18,4,12,6,13,7,7,2,3,9
"7",7,15,1,6,2,2,23,9,8,7,10,8,27,8,15,10,6,8,20,5,0,20,17,4,10,11,6,10,11,7,8,4,5,4,2,5,3,20,9,22,8,4,21,8,7,11,2,5,21,4,9,5,4,4,3,11,13,17,17,2,7,18,8,11,1,6,6,7,7,14,3,2,29,28,18,4,20,25,5,7,5,10,4,0,4,4,14,2,21,8,2,6,7,5,7,4,6,6,4,3,6,3,8,12,45,4,30,6,17,5,19,0,2,17,9,4,7,6,8,6,4,6,4,9,31,5,24,2,6,3,4,3,7,5,9,3,1,14,7,4,3,2,12,4,21,4,7,6,9,9,7,9,8,25,9,4,2,5,6,6,5,5,13,8,5,4,2,6,47,20,4,4,4,2,2,4,6,8,4,23,8,2,1,3,16,11,5,20,5,7,8,27,7,25,6,2,8,17,9,8,21,8,5,3,31,3,6,9,12,27,5,6,4,5,12,2,23,12,38,20,3,5,6,30,19,6,4,1,7,9,4,16,15,9,24,14,2,7,27,16,3,6,9,2,12,6,9,1,1,5,1,6,9,4,1,5,32,7,5,7,4,6,3,21,3,5,4,4,6,7,3,8,3,34,5,10,9,13,7,8,9,4,36,3,15,14,17,7,3,1,11,19,5,11,6,9,9,5,8,8,5,4,3,5,5,5,12,2,5,5,29,30,3,11,16,27,5,12,1,2,14,13,1,9,13,1,43,14,1,19,14,3,10,24,4,4,6,7,3,6,6,20,10,4,5,5,5,11,4,9,22,5,5,9,7,9,15,5,6,25,5,7,3,36,1,2,10,2,6,7,8,4,9,5,1,6,17,22,6,3,5,7,7,5,6,6,7,2,5,6,2,3,3,3,44,2,18,3,4,3,16,6,4,7,4,6,2,13,39,8,4,7,5,5,10,8,5,3,9,3,23,5,7,4,5,10,4,8,5,5,3,3,2,2,25,2,6,7,10,4,3,4,6,20,9,5,8,1,2,2,17,3,19,1,6,15,14,4,8,1,14,8,7,11,6,4,8,7,2,35,18,0,5,9,6,7,10,5,5,8,16,5,6,8,8,4,2,4,7,5,29,5,8,22,10,9,14,7,5,14
"8",7,26,7,9,7,3,44,3,4,3,11,9,28,5,4,11,2,4,48,0,3,26,41,5,12,7,18,3,7,4,28,8,1,5,9,4,3,27,15,50,7,2,32,4,2,5,10,8,43,3,25,9,4,5,7,7,27,48,12,8,12,21,3,10,2,10,3,8,6,7,4,5,48,54,43,6,31,36,10,11,7,6,2,3,7,11,23,3,38,28,4,6,2,6,19,1,2,4,2,3,7,6,7,35,89,5,61,6,36,4,26,0,4,54,3,2,3,3,16,8,4,9,3,9,43,3,53,10,8,5,7,5,4,7,15,3,2,20,7,6,1,7,18,4,48,5,3,2,17,3,3,5,5,60,22,5,5,5,7,10,8,6,6,11,3,3,4,5,103,40,10,7,6,7,2,2,12,9,3,30,17,2,9,4,28,25,2,29,10,5,6,29,10,41,4,1,13,23,10,3,23,5,2,4,67,5,13,7,13,63,9,5,0,9,18,4,46,28,47,34,2,15,4,40,26,7,6,2,7,5,1,17,11,2,27,32,3,18,39,45,5,7,3,2,30,3,4,2,2,4,2,4,19,4,4,8,49,10,4,2,7,6,4,34,7,4,5,7,6,7,4,15,4,51,5,6,10,28,1,5,6,6,92,3,20,30,50,2,3,2,9,62,3,2,4,9,18,7,14,4,7,4,1,6,8,3,12,1,2,21,50,40,5,21,39,50,6,6,13,15,6,20,4,20,30,5,95,3,3,28,29,5,19,22,11,2,4,7,6,6,7,24,5,4,2,8,4,5,3,7,35,5,4,8,5,8,23,7,5,38,3,11,3,66,1,6,6,4,5,27,2,7,29,7,7,4,35,37,8,10,6,4,4,7,3,2,3,3,8,5,3,3,8,2,52,9,41,9,4,5,8,10,4,5,5,6,6,6,75,15,8,4,13,3,10,9,8,1,7,7,38,2,7,4,32,8,5,13,13,4,6,3,6,10,53,2,6,6,2,1,3,6,6,43,17,3,7,4,0,9,10,5,38,4,9,36,26,6,25,3,19,5,9,2,4,2,5,2,0,49,50,1,2,14,7,7,7,11,5,3,24,7,0,5,6,8,4,3,3,8,56,2,20,30,26,7,15,2,8,25
"9",8,22,3,9,4,3,26,6,6,6,4,5,29,2,7,7,4,2,31,1,2,21,24,3,8,8,17,7,7,5,15,8,1,3,5,4,4,28,11,35,2,1,17,8,5,5,6,3,37,4,23,4,7,2,12,9,9,26,12,2,8,11,5,3,4,10,5,4,5,16,4,5,34,27,24,14,24,34,4,9,8,7,1,2,2,10,19,4,34,16,4,8,7,11,8,4,3,4,13,5,6,7,8,18,52,9,26,4,30,3,19,3,3,29,3,3,6,3,11,15,1,7,2,3,38,3,28,10,5,2,5,3,4,4,7,5,5,21,8,12,5,12,14,7,22,5,2,9,13,10,6,8,5,30,12,5,5,13,7,12,3,4,5,8,6,6,4,10,41,26,5,6,3,8,3,9,7,13,3,22,5,8,6,9,14,22,2,31,4,6,4,16,7,27,4,4,5,20,7,2,17,3,3,3,33,4,9,5,14,39,2,6,7,4,5,2,20,19,33,18,5,8,10,41,15,6,5,0,5,5,4,12,18,5,25,18,1,12,29,11,13,4,8,4,13,3,8,2,4,2,7,13,16,2,1,10,31,5,5,6,3,9,5,16,4,4,9,5,6,3,3,9,2,38,4,6,12,19,3,7,4,2,36,5,9,13,28,6,3,4,9,38,1,10,11,13,11,3,8,7,4,3,3,16,1,5,8,4,4,9,25,17,1,4,30,29,7,9,2,14,6,11,2,14,16,4,54,4,2,20,19,1,11,20,5,6,2,5,5,4,5,21,4,10,5,5,2,4,9,5,23,5,4,5,5,6,20,6,4,18,0,4,4,43,4,4,10,4,7,16,4,2,17,3,7,7,22,17,3,4,5,10,7,5,3,0,4,1,5,5,0,5,2,7,52,2,23,4,5,4,11,5,5,3,2,6,6,3,49,13,2,7,13,4,6,12,8,2,1,6,20,2,4,4,18,10,6,8,13,4,6,6,7,4,28,4,12,6,4,3,5,5,9,21,17,7,7,4,3,3,7,2,27,5,5,20,14,8,11,5,10,10,11,4,2,4,5,4,2,36,31,0,6,7,4,5,9,7,3,10,21,6,6,4,5,6,1,7,7,2,36,3,12,20,18,3,11,5,2,18
"10",6,9,2,7,4,3,22,4,5,6,4,5,19,2,3,5,7,1,18,2,2,14,16,5,7,3,8,2,7,7,15,10,3,8,5,6,8,21,6,14,5,0,13,7,8,3,2,2,21,9,7,4,8,4,6,4,7,12,6,2,9,8,3,5,2,4,7,7,5,6,6,4,16,14,14,4,14,16,10,5,8,7,1,3,3,1,11,2,17,12,6,8,5,2,10,3,4,2,6,7,4,8,6,16,31,8,24,7,20,5,19,2,6,20,1,3,3,3,8,8,2,10,2,6,16,1,21,5,9,0,3,2,6,6,8,1,4,15,9,6,4,8,4,8,7,7,4,5,6,5,6,15,6,19,12,6,6,11,4,8,9,6,8,3,6,6,8,2,23,15,4,4,3,2,7,4,5,13,7,18,7,7,6,4,12,11,4,16,6,4,6,11,4,22,9,6,3,23,9,10,13,7,1,5,17,2,7,4,6,19,8,5,5,4,9,4,16,14,22,23,3,7,9,13,9,5,7,1,5,5,6,9,9,5,14,6,2,7,24,13,7,5,8,2,10,2,4,5,7,5,3,6,15,1,4,7,19,7,7,2,3,2,7,16,1,5,2,6,3,7,6,8,3,21,8,8,6,11,7,4,2,4,18,6,9,7,13,8,3,9,18,20,1,2,4,3,6,5,6,5,4,1,3,11,2,0,8,2,6,13,14,10,3,5,26,24,5,4,5,6,6,8,4,10,14,5,31,7,6,11,17,6,15,11,3,6,3,6,3,7,5,11,3,6,3,9,3,5,1,6,15,5,4,7,6,5,15,8,2,15,3,7,4,37,2,3,9,0,9,11,3,3,11,9,8,7,15,8,2,8,4,2,9,8,6,9,2,2,4,2,2,4,3,5,20,3,13,1,5,3,14,8,5,6,9,4,3,6,18,4,6,10,11,8,7,8,4,3,4,6,11,6,3,4,10,3,8,4,3,4,5,2,3,8,21,1,1,5,3,1,4,2,4,12,7,5,4,6,2,5,5,6,14,2,10,19,7,7,12,5,9,3,8,12,4,4,1,6,1,27,14,1,4,2,11,6,8,11,6,8,9,2,9,7,5,2,3,8,6,5,19,5,10,6,11,3,17,6,9,12
