"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,5,0,0,0,0
"S2",0,0,0,3,0,0,0
"S3",0,1,0,0,0,1,0
"S4",0,0,0,0,3,0,0
"S5",4,0,1,0,0,0,0
"S6",0,0,6,0,0,0,0
"S7",0,4,0,0,0,0,0
"S8",0,0,0,0,0,4,0
"S9",0,0,2,0,3,0,0
"S10",2,1,2,0,1,0,0
"S11",0,0,1,1,0,1,0
"S12",2,0,0,0,0,2,0
"S13",0,0,0,5,0,0,0
"S14",4,0,0,0,0,0,0
"S15",0,0,1,1,0,0,0
"S16",0,3,0,0,0,0,0
"S17",3,0,0,0,0,2,0
"S18",0,2,0,0,0,1,0
"S19",0,0,1,0,0,1,0
"S20",0,0,1,0,0,3,0
"S21",0,0,2,0,0,2,0
"S22",0,0,3,0,0,0,0
"S23",2,0,0,1,0,0,0
"S24",0,0,3,0,0,0,0
"S25",1,4,0,0,1,0,0
"S26",0,0,0,0,6,0,0
"S27",0,0,0,0,0,2,0
"S28",0,0,0,0,3,1,0
"S29",0,4,0,0,0,0,0
"S30",0,0,0,0,4,1,0
"S31",2,0,0,0,6,0,0
"S32",3,0,0,0,0,0,0
"S33",0,7,0,0,0,0,0
"S34",0,0,0,0,0,8,0
"S35",0,0,1,1,0,0,0
"S36",0,0,0,0,3,1,0
"S37",0,3,0,0,1,1,0
"S38",0,0,0,2,0,0,0
"S39",0,3,2,0,0,0,0
"S40",0,0,10,0,0,0,0
"S41",0,0,0,0,3,0,0
"S42",0,0,1,3,0,1,0
"S43",0,0,3,0,0,2,0
"S44",0,5,0,0,0,0,0
"S45",3,2,0,1,0,0,0
"S46",0,1,2,0,0,0,0
"S47",0,3,0,0,2,3,0
"S48",1,0,0,0,2,0,0
"S49",3,2,0,0,0,0,0
"S50",0,0,0,5,0,0,0
"S51",0,0,0,1,0,4,0
"S52",0,0,0,3,0,0,0
"S53",7,0,0,3,0,0,0
"S54",0,0,0,0,2,0,0
"S55",6,0,0,0,0,0,0
"S56",0,0,1,0,3,0,0
"S57",0,0,0,3,0,3,1
"S58",2,3,0,0,0,2,0
"S59",0,1,3,0,0,0,0
"S60",0,0,5,0,0,1,0
"S61",1,0,0,0,0,0,2
"S62",0,2,1,0,0,3,0
"S63",2,0,1,0,3,0,0
"S64",0,8,0,0,0,0,0
"S65",0,0,5,0,0,0,0
"S66",0,0,0,6,0,1,0
"S67",0,3,0,0,5,0,0
"S68",0,0,0,6,2,0,0
"S69",0,5,0,0,0,0,0
"S70",2,0,0,3,0,0,0
"S71",0,0,4,0,0,0,0
"S72",0,0,0,12,0,0,0
"S73",0,0,1,1,0,1,0
"S74",1,0,2,1,0,0,0
