"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,10,16,0,0,0,0
"S2",0,15,0,0,15,4,0
"S3",0,1,0,17,0,2,0
"S4",0,0,0,0,0,18,0
"S5",0,0,0,0,0,0,26
"S6",5,0,0,0,0,13,0
"S7",0,10,5,0,2,5,0
"S8",9,0,0,2,0,6,0
"S9",6,11,8,0,1,0,0
"S10",0,22,0,0,0,0,0
"S11",13,0,0,3,12,1,0
"S12",0,15,0,0,0,0,5
"S13",0,0,0,0,27,0,0
"S14",6,0,11,0,0,0,0
"S15",0,2,0,26,0,0,0
"S16",0,0,8,0,16,0,0
"S17",0,0,0,3,0,23,0
"S18",0,0,0,20,0,0,0
"S19",8,0,0,0,8,0,0
"S20",12,0,0,5,7,0,0
"S21",6,7,0,5,0,9,0
"S22",0,0,16,2,0,2,1
"S23",2,0,8,18,0,0,0
"S24",0,8,0,0,20,0,0
"S25",9,0,0,0,11,0,0
"S26",6,0,9,0,7,4,0
"S27",2,0,9,5,3,1,1
"S28",14,1,0,8,0,5,0
"S29",26,0,0,0,0,0,0
"S30",8,13,0,0,7,0,0
"S31",8,3,6,0,7,0,0
"S32",4,1,4,10,4,5,0
"S33",0,8,11,0,0,0,0
"S34",0,0,12,0,15,0,0
"S35",12,0,0,13,1,0,0
"S36",9,0,2,6,0,5,0
"S37",11,0,11,9,6,5,0
"S38",2,0,1,11,13,0,0
"S39",10,8,8,0,0,0,0
"S40",0,0,0,0,2,26,0
"S41",9,5,0,4,0,2,0
"S42",0,0,0,12,0,14,0
"S43",0,0,0,18,0,0,0
"S44",28,0,0,0,0,0,0
"S45",0,22,0,0,0,1,0
"S46",1,0,0,0,0,0,19
"S47",0,0,0,0,0,28,0
"S48",0,0,21,0,0,6,0
"S49",1,19,1,0,5,0,0
"S50",0,0,0,30,0,0,0
"S51",0,1,21,0,0,0,0
"S52",0,0,11,1,16,0,0
"S53",0,0,9,12,0,0,0
"S54",0,0,0,0,33,0,0
"S55",16,0,0,0,0,0,7
"S56",0,0,0,17,0,9,3
"S57",0,19,0,0,0,1,0
"S58",0,0,24,0,0,0,0
"S59",0,0,0,16,12,0,0
"S60",7,0,0,5,6,3,0
"S61",0,0,0,0,34,1,0
"S62",0,0,23,0,0,0,0
"S63",0,12,0,16,0,0,0
"S64",0,2,22,0,0,2,0
"S65",0,0,0,21,0,0,1
"S66",0,24,3,2,0,0,0
"S67",0,0,0,16,0,0,0
"S68",15,1,0,0,0,13,0
"S69",0,0,0,16,11,0,0
"S70",0,0,8,11,0,0,1
"S71",0,0,0,0,30,0,0
"S72",7,0,18,1,0,0,0
"S73",0,0,13,0,15,0,0
"S74",0,0,23,0,0,0,0
"S75",0,15,0,11,0,3,0
"S76",0,6,0,5,13,0,0
"S77",0,0,18,0,0,0,0
"S78",22,0,0,0,0,0,0
"S79",0,0,0,3,20,0,0
"S80",3,0,9,8,0,0,0
"S81",17,0,0,0,11,0,0
"S82",7,0,13,0,0,0,0
"S83",0,1,30,1,0,0,0
"S84",0,0,6,7,0,0,0
"S85",8,4,4,0,7,7,0
"S86",8,0,0,0,20,0,0
"S87",0,0,0,21,0,0,0
"S88",18,0,0,2,1,0,0
"S89",0,29,0,0,3,0,0
"S90",0,21,2,0,0,0,0
"S91",10,0,0,0,10,5,0
"S92",0,1,2,9,0,7,0
"S93",12,0,1,4,0,0,0
"S94",0,0,5,8,0,11,0
"S95",0,0,0,16,0,0,4
"S96",0,0,0,0,6,14,0
"S97",0,13,7,2,0,7,0
"S98",0,0,0,13,0,15,0
"S99",0,6,1,8,9,0,0
"S100",5,1,6,0,0,11,5
"S101",0,15,0,6,0,1,0
"S102",6,1,0,0,20,5,0
"S103",6,1,14,0,0,13,0
"S104",0,7,0,9,0,16,0
"S105",0,0,0,0,0,22,0
"S106",1,0,0,1,0,13,0
"S107",7,0,0,16,0,0,0
"S108",12,0,0,0,0,0,10
"S109",3,1,5,0,9,9,0
"S110",0,6,0,5,0,10,0
"S111",8,0,0,13,9,0,0
"S112",11,0,1,0,14,0,0
"S113",1,0,0,4,9,0,0
"S114",6,0,9,0,11,0,0
"S115",3,6,0,7,8,0,0
"S116",0,22,0,0,0,0,1
"S117",3,0,28,0,0,0,0
"S118",0,4,0,14,0,0,0
"S119",0,0,22,0,0,0,0
"S120",0,0,25,0,0,0,1
"S121",0,33,0,0,0,0,0
"S122",5,0,0,0,14,0,0
"S123",0,1,6,2,0,13,0
"S124",0,0,0,21,0,0,5
"S125",6,8,2,2,0,0,0
"S126",0,13,13,0,0,0,0
"S127",4,14,0,0,0,0,0
"S128",13,12,3,0,0,0,0
"S129",18,0,1,1,0,8,0
"S130",0,10,0,0,5,5,0
"S131",12,0,13,0,8,0,0
"S132",17,10,0,0,0,0,0
"S133",0,16,0,4,0,1,3
"S134",0,38,0,0,0,0,0
"S135",1,13,0,0,0,11,1
"S136",5,0,11,0,0,10,0
"S137",17,0,12,0,0,0,0
"S138",0,2,0,0,19,1,1
"S139",0,0,0,9,15,0,0
"S140",0,5,0,5,9,2,0
"S141",1,22,0,0,0,0,0
"S142",21,0,0,0,0,0,0
"S143",0,0,0,9,15,0,0
"S144",0,0,0,0,0,36,0
"S145",26,0,0,0,0,0,0
"S146",0,27,0,0,0,0,1
"S147",6,1,3,0,8,0,0
"S148",3,0,8,0,4,12,0
"S149",0,1,30,0,0,0,0
"S150",15,0,0,6,0,0,0
"S151",0,0,0,0,25,0,0
"S152",11,0,0,0,18,0,0
"S153",0,26,0,0,1,0,0
"S154",2,0,17,1,0,0,0
"S155",20,0,0,0,0,0,0
"S156",0,20,1,9,1,0,0
"S157",31,0,1,6,0,0,0
"S158",0,5,0,15,0,0,0
"S159",0,0,0,14,0,15,0
"S160",9,0,0,9,10,0,1
"S161",18,0,6,0,0,0,0
"S162",0,13,8,0,0,10,0
"S163",4,4,0,3,13,0,0
"S164",8,10,0,0,1,2,0
"S165",4,2,0,2,7,5,0
"S166",0,0,0,0,12,13,1
"S167",0,4,20,0,0,1,0
"S168",0,0,0,0,3,22,1
"S169",11,0,0,10,0,0,1
"S170",6,7,0,9,0,0,0
"S171",0,0,21,0,0,0,0
