"","T1","T2","T3","T4","T5","T6","T7"
"S1",1,0,2,1,2,1,0
"S2",2,0,6,2,0,0,0
"S3",0,0,0,0,0,6,6
"S4",2,0,0,0,11,0,0
"S5",0,0,9,3,0,0,0
"S6",0,0,4,0,3,0,0
"S7",0,6,0,0,0,7,0
"S8",8,0,0,0,2,0,0
"S9",0,0,0,0,0,0,15
"S10",1,2,3,0,0,1,0
"S11",2,0,2,3,1,1,0
"S12",0,2,0,3,0,1,0
"S13",0,0,6,0,5,0,0
"S14",0,0,0,0,2,0,5
"S15",3,0,0,1,0,4,0
"S16",0,5,0,0,6,0,0
"S17",7,0,0,0,3,0,0
"S18",0,5,0,4,0,3,0
"S19",2,0,0,0,2,2,0
"S20",5,0,6,0,0,0,0
"S21",0,11,0,0,0,2,0
"S22",5,10,0,0,0,0,0
"S23",0,0,0,8,0,0,0
"S24",0,2,2,4,0,0,0
"S25",0,1,0,2,2,0,0
"S26",0,0,0,10,0,0,0
"S27",0,0,0,1,0,9,0
"S28",5,3,0,5,0,0,0
"S29",0,17,0,0,0,0,0
"S30",9,0,0,0,0,2,0
"S31",0,0,0,0,7,0,0
"S32",3,2,1,0,0,0,0
"S33",0,9,0,0,0,0,0
"S34",13,0,0,0,0,0,0
"S35",0,4,0,0,5,0,0
"S36",0,0,4,0,0,2,0
"S37",0,0,6,3,0,0,0
"S38",0,0,0,0,0,10,0
"S39",0,0,0,0,0,14,0
"S40",6,0,0,5,0,0,0
"S41",0,12,0,0,0,0,0
"S42",2,1,1,1,0,0,0
"S43",0,0,2,0,3,3,0
"S44",12,0,1,0,0,0,1
"S45",0,0,4,0,0,6,0
"S46",3,0,2,5,3,2,0
"S47",0,0,0,8,5,0,0
"S48",0,0,5,7,0,6,0
"S49",3,0,2,0,0,0,0
"S50",0,7,3,0,0,0,0
"S51",0,5,0,1,0,0,0
"S52",0,9,0,0,0,0,0
"S53",0,0,0,15,0,0,0
"S54",0,20,0,0,0,0,0
"S55",0,2,7,0,0,0,0
"S56",0,3,0,6,1,0,0
"S57",0,15,0,0,0,0,0
"S58",0,8,1,0,0,0,0
"S59",2,0,3,0,0,0,0
"S60",0,0,1,11,0,0,0
"S61",0,0,6,0,0,6,0
"S62",7,3,0,0,0,0,0
"S63",0,6,0,0,7,0,0
