"","T1","T2","T3","T4","T5","T6","T7"
"S1",21,1,0,3,1,0,0
"S2",10,0,8,0,0,0,0
"S3",0,7,9,3,0,4,0
"S4",0,0,0,20,0,0,2
"S5",0,12,1,0,0,7,0
"S6",9,6,0,0,0,10,0
"S7",0,13,0,0,6,0,0
"S8",0,18,0,0,0,0,0
"S9",1,0,23,0,0,1,0
"S10",0,2,27,0,0,0,0
"S11",0,0,27,0,0,0,1
"S12",0,3,0,7,6,0,2
"S13",0,0,0,0,26,0,0
"S14",0,0,5,0,0,11,0
"S15",8,0,3,0,11,0,0
"S16",0,0,0,0,33,2,0
"S17",0,0,0,19,0,0,0
"S18",0,0,0,0,0,2,16
"S19",0,4,0,8,0,7,0
"S20",0,24,1,7,0,0,0
"S21",0,6,4,2,4,2,0
"S22",0,0,0,0,0,13,2
"S23",8,0,8,0,7,0,0
"S24",25,0,0,0,0,0,0
"S25",0,0,24,0,0,1,10
"S26",0,0,32,0,0,0,0
"S27",1,7,0,6,0,11,0
"S28",15,0,0,7,0,0,0
"S29",10,0,0,8,0,4,0
"S30",0,7,0,0,0,17,0
"S31",0,0,0,13,0,0,0
"S32",0,0,1,17,0,0,7
"S33",0,0,0,31,3,0,0
"S34",0,4,3,4,13,0,0
"S35",0,0,0,0,0,21,1
"S36",3,0,3,5,2,0,0
"S37",0,30,0,0,0,0,0
"S38",1,0,0,0,2,25,0
"S39",11,0,0,8,9,0,0
"S40",0,25,0,0,0,2,1
"S41",1,10,0,0,5,2,0
"S42",0,0,4,19,6,1,0
"S43",0,20,0,0,0,0,0
"S44",3,6,0,0,0,5,0
"S45",12,6,0,0,1,0,0
"S46",0,0,0,14,14,0,0
"S47",0,0,19,0,0,3,0
"S48",6,1,0,0,7,12,0
"S49",0,13,0,0,0,9,1
"S50",0,7,0,7,0,5,0
"S51",0,12,0,17,0,0,0
"S52",0,0,0,2,0,13,0
"S53",0,6,18,0,0,0,1
"S54",16,0,1,4,0,0,0
"S55",4,11,8,0,9,0,0
"S56",0,0,15,0,0,0,11
"S57",0,0,25,0,0,1,0
"S58",10,8,0,1,0,8,0
"S59",0,23,0,0,0,0,0
"S60",0,21,0,0,0,0,0
"S61",0,0,6,0,21,0,0
"S62",3,0,0,0,0,12,3
"S63",0,18,0,0,0,8,0
"S64",1,21,0,0,0,0,3
"S65",0,0,0,6,6,13,0
"S66",5,4,0,12,0,0,0
"S67",0,3,13,5,0,10,0
"S68",10,0,0,0,6,0,0
"S69",14,0,5,0,0,0,0
"S70",0,8,0,0,0,11,0
"S71",0,24,0,0,4,0,0
"S72",0,7,1,0,0,7,9
"S73",8,13,0,4,1,0,0
"S74",11,0,10,0,0,0,0
"S75",0,0,0,0,0,0,33
"S76",1,3,10,0,16,2,0
"S77",0,8,0,7,0,9,0
"S78",14,9,0,0,12,0,1
"S79",0,0,0,10,6,0,0
"S80",0,0,1,0,0,30,3
"S81",0,8,8,8,0,5,0
"S82",17,0,0,0,0,14,0
"S83",0,9,4,0,0,13,0
"S84",0,0,0,13,0,9,0
"S85",3,0,1,0,9,11,1
"S86",0,0,0,12,12,0,1
"S87",0,11,0,0,17,0,0
"S88",0,0,0,2,0,20,0
"S89",5,14,0,0,0,2,0
"S90",9,0,14,0,6,0,0
"S91",0,0,0,0,0,30,0
"S92",0,0,19,0,0,0,1
"S93",0,1,0,1,16,9,0
"S94",0,20,0,0,0,0,0
"S95",0,0,0,0,6,18,0
"S96",0,7,0,16,6,0,0
"S97",0,0,30,0,0,0,0
"S98",0,8,1,16,0,0,0
"S99",21,1,0,0,0,1,1
"S100",0,0,0,4,0,24,0
"S101",3,4,8,0,0,2,0
"S102",4,34,0,0,0,0,0
"S103",0,0,0,14,12,0,0
"S104",19,10,0,0,2,0,0
"S105",0,5,20,0,0,0,0
"S106",0,1,0,0,27,0,0
"S107",0,0,0,20,0,0,0
"S108",4,14,0,1,5,0,0
"S109",0,13,7,0,0,3,0
"S110",0,0,7,16,0,0,0
"S111",0,0,1,27,0,0,0
"S112",0,0,7,7,13,0,0
"S113",0,18,0,0,0,0,0
"S114",0,0,11,6,0,9,0
"S115",2,0,10,0,7,7,0
"S116",15,0,0,0,0,10,0
"S117",0,26,0,0,0,0,0
"S118",8,0,18,0,0,6,0
"S119",0,0,11,25,0,0,0
"S120",0,0,0,1,28,0,1
"S121",8,0,19,0,0,1,0
"S122",0,6,0,4,10,0,0
"S123",0,8,11,0,0,0,0
"S124",0,1,0,1,0,1,34
"S125",0,0,26,0,0,0,0
"S126",0,0,0,12,7,0,0
"S127",7,17,0,0,0,0,0
"S128",22,0,0,0,0,0,0
"S129",0,8,0,0,0,14,1
"S130",0,0,0,0,22,0,0
"S131",10,0,0,19,0,0,0
"S132",15,0,0,11,0,0,0
"S133",8,9,0,0,0,6,0
"S134",0,1,0,30,0,0,0
"S135",0,0,0,31,0,0,0
"S136",0,0,0,35,0,0,0
"S137",0,0,0,1,0,0,27
"S138",0,0,1,12,0,0,0
"S139",0,0,0,18,0,0,0
"S140",11,0,0,16,0,0,0
"S141",14,5,3,0,0,0,1
"S142",0,0,0,0,0,20,2
"S143",17,0,2,4,0,0,0
"S144",0,0,0,11,11,0,0
"S145",0,0,0,19,0,4,2
"S146",0,0,18,10,0,0,0
"S147",3,5,10,0,0,1,0
"S148",0,0,0,26,0,0,0
"S149",1,0,0,9,0,19,0
"S150",18,1,0,0,0,7,0
"S151",0,0,25,0,0,0,0
"S152",0,3,10,0,1,0,0
"S153",0,0,27,0,0,0,0
"S154",0,11,14,0,0,0,1
"S155",0,1,0,5,8,3,2
"S156",19,10,0,0,0,0,0
"S157",0,0,0,0,26,0,0
"S158",16,0,0,0,2,6,0
"S159",0,18,11,0,0,0,0
"S160",0,13,0,2,6,0,0
"S161",8,4,9,0,9,0,0
"S162",20,0,1,0,0,0,1
"S163",0,0,0,23,0,4,0
"S164",0,2,0,0,0,16,0
"S165",8,0,5,7,0,0,0
"S166",0,0,11,0,0,14,0
"S167",1,0,0,0,14,12,0
"S168",25,0,0,2,0,0,0
"S169",13,0,0,0,0,0,4
"S170",0,1,0,18,0,8,0
"S171",5,2,0,4,13,0,3
"S172",1,21,0,0,0,0,0
"S173",7,0,0,14,0,0,0
"S174",15,0,0,0,0,17,0
"S175",9,0,14,0,0,0,0
"S176",0,0,13,0,21,0,1
"S177",0,0,0,1,14,0,13
"S178",0,15,0,0,0,9,0
"S179",0,8,0,0,9,4,0
"S180",17,0,0,16,2,0,1
"S181",2,1,0,15,2,0,1
"S182",0,17,0,0,0,9,1
"S183",0,0,0,0,1,28,0
"S184",0,0,0,1,20,0,0
"S185",0,26,0,0,0,0,0
"S186",28,4,0,1,0,1,0
"S187",0,0,2,22,0,7,0
"S188",0,10,0,0,0,7,0
"S189",9,0,0,0,0,10,0
"S190",0,5,0,0,5,7,1
"S191",0,4,0,0,15,5,0
"S192",0,0,18,0,12,0,0
"S193",0,0,0,1,0,26,0
"S194",0,15,9,8,0,0,0
"S195",11,4,0,8,0,0,0
"S196",7,1,0,7,10,0,0
"S197",0,11,9,0,0,0,0
"S198",7,0,4,0,0,11,0
"S199",0,0,0,0,0,23,0
"S200",0,0,0,20,1,9,0
"S201",0,0,24,0,0,0,0
"S202",0,19,0,0,0,8,0
"S203",0,0,0,0,17,11,0
"S204",0,7,7,8,3,0,0
"S205",0,4,19,0,0,1,5
"S206",0,0,9,8,0,7,0
"S207",10,5,11,0,0,5,0
"S208",0,0,0,2,0,22,0
"S209",5,0,0,0,8,8,0
"S210",0,1,12,15,0,0,0
"S211",0,30,0,0,0,0,0
"S212",11,11,0,0,0,0,0
"S213",0,0,0,0,9,22,0
"S214",8,0,15,0,0,0,0
"S215",0,0,0,0,0,28,0
"S216",0,0,0,0,7,13,0
"S217",0,0,0,0,10,10,0
"S218",0,0,0,29,0,1,0
"S219",27,0,0,0,0,0,0
"S220",0,15,1,1,0,16,0
"S221",0,0,0,0,30,0,0
"S222",0,0,0,22,0,0,0
"S223",0,29,0,0,0,0,0
"S224",0,1,0,12,0,12,0
"S225",0,15,0,0,16,0,0
"S226",0,0,13,6,0,0,0
"S227",9,0,14,0,0,0,0
"S228",0,0,0,0,29,0,0
"S229",7,6,5,0,0,3,0
"S230",0,0,0,10,0,24,0
"S231",0,16,0,0,0,7,0
