"","T1","T2","T3","T4","T5","T6","T7"
"S1",11,6,0,3,1,5,1
"S2",20,1,0,0,0,0,0
"S3",10,0,0,0,10,0,0
"S4",9,0,0,6,6,2,0
"S5",6,0,0,10,0,8,0
"S6",0,6,0,0,0,20,0
"S7",0,10,0,0,6,0,1
"S8",0,1,2,0,23,0,0
"S9",0,0,7,9,0,4,0
"S10",0,0,20,17,0,1,0
"S11",0,0,5,0,0,15,0
"S12",0,0,0,23,0,0,0
"S13",0,0,0,11,0,15,0
"S14",2,8,0,0,10,0,0
"S15",3,15,0,0,0,2,0
"S16",2,0,15,0,14,0,0
"S17",0,9,9,0,10,0,0
"S18",0,22,0,0,0,0,2
"S19",23,0,0,0,0,0,0
"S20",0,0,0,0,12,12,0
"S21",11,12,0,0,0,0,0
"S22",0,25,2,0,0,0,0
"S23",25,0,0,0,0,0,0
"S24",0,0,0,0,24,0,0
"S25",0,0,0,1,0,28,0
"S26",0,5,6,0,9,0,0
"S27",8,0,0,13,0,5,0
"S28",0,0,1,0,25,0,0
"S29",0,0,0,32,0,2,0
"S30",9,4,0,0,14,0,0
"S31",0,0,9,17,0,0,0
"S32",0,0,0,16,0,6,0
"S33",0,0,0,0,0,23,1
"S34",0,1,0,0,17,8,0
"S35",0,0,6,0,14,0,0
"S36",8,0,12,0,0,0,0
"S37",6,6,13,2,9,0,0
"S38",0,1,0,0,0,24,1
"S39",1,0,0,25,0,0,0
"S40",12,6,9,0,0,0,0
"S41",1,24,0,0,0,13,0
"S42",0,0,16,12,0,0,0
"S43",0,13,0,0,0,11,0
"S44",13,10,0,0,0,0,0
"S45",5,3,1,0,1,20,0
"S46",0,0,25,0,0,0,0
"S47",0,2,0,5,5,2,0
"S48",0,0,0,0,6,13,0
"S49",0,1,0,0,0,27,0
"S50",23,0,0,0,0,0,0
"S51",24,0,0,0,1,0,0
"S52",0,0,0,26,0,0,0
"S53",0,0,22,8,0,0,1
"S54",19,0,0,0,0,5,0
"S55",4,0,10,3,11,2,0
"S56",6,0,8,0,13,0,0
"S57",0,0,27,0,0,0,0
"S58",0,0,0,0,23,1,0
"S59",0,3,0,9,5,0,0
"S60",0,0,8,0,0,19,0
"S61",0,10,0,15,0,0,0
"S62",0,0,1,0,25,0,0
"S63",0,0,3,0,16,0,4
"S64",0,0,0,0,0,19,1
"S65",0,7,0,9,5,0,0
"S66",1,7,1,24,0,0,0
"S67",0,0,7,3,6,5,0
"S68",0,0,15,0,0,13,0
"S69",0,7,6,3,3,0,0
"S70",0,0,0,0,19,0,0
"S71",6,0,4,0,11,0,0
"S72",0,0,15,1,0,8,0
"S73",0,0,6,7,0,9,0
"S74",3,0,9,0,11,0,3
"S75",2,8,0,4,0,8,0
"S76",22,1,0,0,0,0,0
"S77",0,0,0,18,0,0,1
"S78",8,0,0,0,16,1,0
"S79",3,5,12,0,0,0,0
"S80",5,2,0,0,0,16,0
"S81",3,21,0,0,0,11,0
"S82",0,0,12,17,0,0,0
"S83",3,0,0,6,0,13,0
"S84",0,18,0,3,8,0,0
"S85",10,0,7,11,0,0,1
"S86",0,9,8,0,0,0,0
"S87",0,0,0,14,0,10,0
