"","T1","T2","T3","T4","T5","T6","T7"
"S1",6,0,2,0,0,0,0
"S2",0,0,0,2,0,0,4
"S3",0,0,0,0,2,0,0
"S4",0,0,4,0,0,0,0
"S5",0,0,5,0,3,0,0
"S6",0,0,0,0,1,1,0
"S7",0,5,1,0,0,0,0
"S8",0,0,0,0,2,0,0
"S9",3,2,0,0,0,0,0
"S10",1,0,0,0,2,0,0
"S11",2,0,0,0,2,0,0
"S12",0,0,0,0,1,1,0
"S13",2,0,0,0,1,0,0
"S14",1,0,0,0,0,4,0
"S15",0,0,0,4,0,1,0
"S16",0,0,9,0,0,0,0
"S17",2,0,0,1,4,0,0
"S18",0,5,3,0,0,0,0
"S19",0,0,0,0,0,9,1
"S20",8,1,0,0,0,0,0
"S21",0,0,0,0,0,5,0
"S22",2,0,0,0,0,3,0
"S23",3,0,0,2,0,0,0
"S24",0,0,0,0,3,2,0
"S25",0,1,0,1,0,2,0
"S26",1,0,0,0,0,7,0
"S27",0,0,0,3,0,1,1
"S28",5,0,3,0,0,0,0
"S29",0,1,1,4,0,1,0
"S30",0,0,0,1,4,0,0
"S31",0,0,0,5,0,0,0
"S32",3,0,0,0,0,1,0
"S33",2,0,1,1,0,2,0
"S34",0,3,0,0,0,0,0
"S35",0,7,0,0,0,0,0
"S36",3,1,0,0,1,0,3
"S37",0,0,4,0,0,1,0
"S38",0,0,0,0,3,0,0
"S39",2,0,0,2,1,0,0
"S40",0,2,0,0,0,4,0
"S41",0,1,1,0,1,1,0
"S42",1,0,0,0,0,1,0
"S43",0,0,2,1,0,1,0
"S44",0,1,2,1,2,0,0
"S45",0,0,0,0,0,5,0
"S46",0,3,3,1,0,0,0
"S47",1,1,0,0,2,2,0
"S48",5,0,0,0,0,0,0
"S49",0,6,0,0,0,0,0
"S50",2,0,0,0,0,0,0
"S51",1,0,2,2,0,2,0
"S52",1,0,0,0,1,0,0
"S53",0,3,0,2,2,0,0
"S54",1,0,0,0,0,1,0
"S55",0,0,2,0,0,2,0
"S56",0,5,0,0,0,0,0
"S57",0,0,3,1,0,0,0
"S58",5,0,1,0,0,0,1
"S59",0,0,0,0,6,0,0
"S60",0,0,0,0,3,0,0
"S61",2,0,0,3,0,0,0
"S62",0,0,0,0,2,3,0
"S63",0,2,1,0,1,1,0
"S64",3,0,0,0,3,0,0
"S65",0,0,0,1,0,4,0
"S66",2,5,0,0,0,0,0
"S67",0,0,7,0,0,0,0
"S68",0,0,0,0,6,0,0
"S69",0,0,0,0,4,0,3
"S70",0,1,0,2,2,0,0
"S71",0,0,2,4,0,0,0
"S72",0,0,0,0,4,0,0
"S73",0,0,5,0,0,0,0
"S74",0,0,0,6,0,0,0
"S75",4,2,0,0,0,0,0
"S76",0,2,0,0,2,0,0
"S77",0,0,1,2,0,0,0
"S78",0,0,3,0,1,0,0
"S79",3,0,0,0,0,0,0
"S80",1,0,0,2,0,0,0
"S81",0,0,4,0,1,2,0
"S82",0,0,0,0,0,5,0
"S83",1,0,2,1,0,2,0
"S84",0,0,2,2,0,0,0
"S85",3,0,3,0,0,3,0
"S86",0,0,0,1,1,2,0
"S87",0,4,0,0,0,4,0
"S88",0,0,5,3,0,0,0
"S89",4,2,0,2,0,0,0
"S90",3,0,0,0,0,3,0
"S91",3,2,0,0,0,0,0
"S92",3,0,0,3,0,0,0
"S93",1,3,0,6,0,0,0
"S94",0,0,8,0,0,0,0
"S95",0,2,6,0,0,0,0
"S96",0,0,2,4,4,0,0
"S97",0,0,5,0,1,0,0
"S98",0,0,6,0,0,0,0
"S99",0,0,0,0,0,6,0
"S100",0,0,0,1,3,3,0
"S101",0,0,1,0,2,1,0
"S102",0,3,0,1,1,0,0
"S103",1,2,0,1,1,0,0
"S104",2,0,1,0,1,4,0
"S105",0,0,0,1,0,1,0
"S106",3,0,1,0,0,0,0
"S107",2,2,1,0,1,0,0
"S108",0,0,6,0,0,0,0
"S109",3,0,0,0,1,0,2
"S110",2,0,0,0,0,1,0
"S111",0,5,0,0,0,0,0
"S112",0,0,0,0,2,3,0
"S113",0,0,0,0,0,4,0
"S114",0,1,0,4,0,0,0
"S115",2,0,0,0,2,0,0
"S116",1,0,0,2,0,0,0
"S117",2,0,0,0,0,1,0
"S118",0,0,0,0,0,2,0
"S119",0,0,0,4,0,0,0
"S120",0,0,0,2,4,0,0
"S121",0,0,3,0,0,0,0
"S122",0,0,4,0,0,0,0
"S123",2,1,0,0,0,0,0
"S124",0,0,2,1,1,0,0
"S125",0,0,1,2,0,0,0
"S126",0,0,0,0,2,0,0
"S127",0,0,4,0,0,1,0
"S128",0,1,0,5,0,0,0
"S129",0,0,4,0,0,0,0
"S130",4,0,0,0,0,0,0
"S131",0,1,3,0,0,0,0
"S132",2,0,0,0,1,3,0
"S133",0,6,0,0,0,0,0
"S134",0,0,0,0,0,2,0
"S135",1,0,1,2,0,0,0
"S136",2,0,1,1,3,0,0
"S137",4,0,0,1,0,3,0
"S138",0,1,0,0,0,4,0
"S139",0,0,0,0,1,0,1
"S140",0,0,0,0,0,6,0
"S141",2,0,0,2,0,0,0
"S142",0,0,0,0,5,3,0
"S143",2,0,0,0,0,0,0
"S144",4,0,1,0,0,0,0
"S145",0,2,0,2,0,3,0
"S146",9,0,0,0,0,0,0
"S147",5,0,0,5,0,0,0
"S148",0,0,0,0,0,0,2
"S149",0,4,0,0,3,0,0
"S150",4,0,0,0,0,0,0
"S151",1,1,1,0,0,2,0
"S152",1,0,6,0,0,0,0
"S153",0,0,2,0,2,0,0
"S154",0,4,2,1,1,0,0
"S155",0,0,1,1,0,2,0
"S156",3,0,2,1,0,0,0
"S157",0,0,0,3,0,1,0
"S158",0,0,2,0,0,0,0
"S159",0,3,8,0,0,0,0
"S160",0,1,0,0,2,3,0
"S161",3,0,0,1,2,0,0
"S162",3,1,0,4,0,0,0
"S163",1,0,2,0,0,2,0
"S164",2,1,0,0,0,0,0
"S165",2,0,0,1,0,0,0
"S166",1,0,1,2,0,1,0
