"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,2,0,0,0,16,0
"S2",0,0,0,8,19,0,0
"S3",0,7,21,0,0,0,0
"S4",12,0,0,0,8,0,0
"S5",3,11,0,3,0,0,0
"S6",0,0,0,27,0,0,2
"S7",19,0,0,0,0,0,1
"S8",0,0,0,0,0,22,0
"S9",20,0,1,0,19,0,0
"S10",0,0,0,0,0,29,0
"S11",0,0,9,0,0,17,0
"S12",0,0,11,9,0,0,0
"S13",6,0,0,0,14,0,0
"S14",14,12,0,0,0,0,0
"S15",0,0,11,7,0,1,0
"S16",0,0,0,11,16,0,0
"S17",0,0,15,13,0,1,0
"S18",6,0,13,0,1,5,0
"S19",0,0,0,23,0,0,0
"S20",0,2,13,3,6,7,0
"S21",9,0,0,10,7,0,0
"S22",4,0,0,0,6,12,0
"S23",6,5,0,0,18,0,0
"S24",24,0,0,2,0,0,0
"S25",4,9,0,1,0,0,0
"S26",0,8,11,2,0,0,0
"S27",0,1,0,23,0,0,0
"S28",0,27,0,0,0,0,2
"S29",0,2,0,0,25,2,0
"S30",0,20,13,0,0,0,0
"S31",11,0,0,0,17,0,0
"S32",0,0,0,17,0,9,0
"S33",10,10,0,4,0,1,0
"S34",0,14,0,20,0,0,0
"S35",0,0,1,31,2,0,0
"S36",0,6,10,16,0,0,0
"S37",7,6,0,6,0,6,0
"S38",0,0,0,13,0,9,0
"S39",0,0,0,0,22,0,0
"S40",1,2,0,0,34,0,1
"S41",0,0,11,0,15,0,1
"S42",0,18,0,0,3,0,0
"S43",0,18,0,0,0,0,0
"S44",0,0,0,0,0,0,19
"S45",22,0,0,1,0,0,0
"S46",17,8,0,0,0,1,0
"S47",2,0,0,0,0,23,0
"S48",3,0,0,18,0,0,0
"S49",2,9,0,18,0,0,0
"S50",29,0,0,0,0,0,0
"S51",8,0,10,0,0,4,0
"S52",0,0,0,20,3,0,0
"S53",0,0,18,0,14,0,0
"S54",6,0,4,0,5,0,0
"S55",0,0,7,17,0,0,0
"S56",0,0,0,0,21,0,0
"S57",0,0,1,9,0,15,1
"S58",2,18,0,0,0,0,0
"S59",0,0,19,4,0,0,0
"S60",12,0,8,0,0,0,0
"S61",12,0,0,0,0,7,0
"S62",0,5,4,6,0,4,0
"S63",0,10,9,0,0,0,0
"S64",27,0,0,1,4,0,3
"S65",6,0,10,11,0,0,0
"S66",0,13,0,0,0,6,0
"S67",13,0,12,0,0,0,0
"S68",1,1,0,14,3,0,0
"S69",19,8,0,0,0,0,0
"S70",0,16,0,7,0,0,0
"S71",11,0,5,0,0,0,0
"S72",16,0,0,6,0,0,0
"S73",8,0,14,0,6,0,0
"S74",0,0,0,1,27,0,1
"S75",0,0,0,0,16,0,0
"S76",0,4,0,0,19,0,0
"S77",0,0,0,17,14,0,0
"S78",4,19,0,0,0,0,0
"S79",0,0,3,13,0,20,0
"S80",7,0,0,3,8,0,0
"S81",0,0,0,0,17,0,0
"S82",8,4,0,0,6,0,0
"S83",0,0,0,8,0,13,0
"S84",0,0,0,0,12,12,0
"S85",8,0,0,0,8,11,0
"S86",10,0,0,0,0,9,3
"S87",0,1,0,4,5,8,0
"S88",0,15,0,0,13,0,0
"S89",0,0,35,0,0,0,1
"S90",0,0,0,1,0,11,9
"S91",0,0,28,0,0,0,0
"S92",0,0,30,4,0,0,0
"S93",2,10,14,0,0,0,0
"S94",16,0,0,0,0,0,6
"S95",0,11,6,0,0,0,0
"S96",0,15,0,5,0,7,0
"S97",1,0,18,18,2,0,0
"S98",0,0,0,12,15,0,0
"S99",0,0,7,13,0,1,2
"S100",0,20,0,8,0,8,0
"S101",12,0,10,0,1,0,0
"S102",0,1,0,1,13,10,0
"S103",15,0,3,0,4,0,0
"S104",18,0,0,2,0,0,0
"S105",10,0,12,0,9,0,0
"S106",13,0,1,11,0,0,0
"S107",7,10,0,0,0,3,1
"S108",5,0,10,0,12,0,0
"S109",0,0,0,22,16,0,0
"S110",0,8,0,0,16,0,0
"S111",9,0,11,0,0,0,0
"S112",15,0,0,0,0,0,0
"S113",0,12,0,10,0,0,1
"S114",10,0,6,0,0,11,0
"S115",0,0,14,0,7,0,2
"S116",0,0,0,24,0,0,0
"S117",0,30,0,0,0,0,0
"S118",0,0,26,0,0,1,0
"S119",0,0,0,11,0,12,0
"S120",5,12,1,9,0,0,0
"S121",0,7,7,0,14,0,0
"S122",0,1,23,0,0,0,0
"S123",1,0,2,0,0,0,30
"S124",0,0,3,35,0,0,0
"S125",0,0,29,0,0,1,0
"S126",5,3,8,5,0,6,0
"S127",0,0,17,19,0,0,0
"S128",6,7,0,5,3,1,0
"S129",3,0,0,0,0,26,0
"S130",0,0,15,11,0,0,0
"S131",0,0,0,7,2,15,0
"S132",0,0,8,0,19,0,0
"S133",0,0,14,7,11,0,0
"S134",0,0,0,0,16,10,0
"S135",0,0,0,10,0,11,0
"S136",1,14,0,12,0,0,0
"S137",17,0,0,5,0,0,0
"S138",0,19,0,0,2,1,0
"S139",11,0,0,9,0,0,0
"S140",0,0,16,0,0,0,0
"S141",0,15,0,0,0,1,2
"S142",5,0,3,7,0,6,0
"S143",1,0,2,19,0,2,0
"S144",0,0,28,0,0,0,2
"S145",0,0,0,1,0,18,0
"S146",0,0,0,11,2,0,10
"S147",3,0,7,7,13,0,0
"S148",3,6,0,19,0,0,0
"S149",0,18,0,13,0,2,0
"S150",0,0,0,0,1,0,23
"S151",0,3,5,0,15,0,0
"S152",0,0,0,0,11,10,0
