"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,6,0,0,0,0,0
"S2",0,0,0,0,2,0,1
"S3",3,0,7,0,0,0,0
"S4",0,0,0,0,6,0,0
"S5",4,0,0,0,0,0,0
"S6",1,0,0,0,2,0,0
"S7",0,3,2,0,0,0,0
"S8",0,0,0,7,0,0,0
"S9",0,3,0,0,2,0,0
"S10",1,0,0,3,0,0,0
"S11",3,0,0,0,0,4,0
"S12",0,0,1,7,0,0,0
"S13",0,1,2,0,1,0,0
"S14",2,0,0,6,0,0,0
"S15",0,0,0,0,5,0,0
"S16",0,4,0,0,0,0,0
"S17",0,3,1,0,0,0,0
"S18",0,0,5,0,0,0,0
"S19",2,0,0,0,2,0,0
"S20",5,0,0,0,0,0,0
"S21",0,0,0,0,0,3,0
"S22",0,0,0,1,1,0,1
"S23",0,1,1,0,1,0,0
"S24",0,0,0,0,3,0,0
"S25",2,0,1,0,0,3,0
"S26",0,0,1,0,0,3,0
"S27",0,0,0,0,0,4,0
"S28",0,2,0,2,0,0,0
"S29",0,0,0,0,0,2,0
"S30",2,0,2,0,0,0,1
"S31",0,0,7,0,2,0,0
"S32",5,0,0,0,0,0,0
"S33",0,1,1,2,0,0,0
"S34",2,0,0,2,0,2,0
"S35",0,0,6,0,1,0,0
"S36",0,4,3,0,0,0,0
"S37",0,0,0,3,0,0,0
"S38",0,4,0,3,1,0,0
"S39",0,0,3,0,0,0,0
"S40",0,1,0,4,0,0,0
"S41",2,0,0,0,3,0,0
"S42",0,4,0,0,3,0,0
"S43",0,1,0,0,0,0,3
"S44",2,0,0,0,0,4,0
"S45",0,0,0,1,1,0,0
"S46",0,1,0,6,0,0,0
"S47",0,0,0,4,0,3,0
"S48",0,0,2,1,0,0,0
"S49",4,0,0,0,3,0,1
"S50",0,2,0,5,0,0,0
"S51",1,0,4,0,0,0,0
"S52",0,0,0,2,0,0,0
"S53",2,0,0,2,0,1,0
"S54",0,0,5,0,0,0,0
"S55",0,0,1,5,0,0,0
"S56",0,0,0,0,0,5,0
"S57",0,0,0,0,0,6,0
"S58",0,0,0,3,0,3,0
"S59",5,0,0,0,0,0,0
"S60",0,0,2,1,0,0,0
"S61",0,0,4,1,0,2,0
"S62",0,0,2,0,1,0,0
"S63",0,5,0,0,2,0,0
"S64",0,0,0,0,0,5,0
"S65",0,0,0,4,0,0,0
"S66",0,0,0,3,0,0,0
