"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,2,0,0,4,0,0
"S2",0,0,0,6,0,0,0
"S3",0,5,0,0,0,0,0
"S4",1,0,2,1,0,0,0
"S5",1,3,0,0,0,0,0
"S6",2,0,0,0,0,0,0
"S7",2,0,0,2,0,0,0
"S8",0,2,0,0,0,0,0
"S9",0,1,0,0,0,6,0
"S10",4,0,0,0,0,0,0
"S11",0,0,0,0,2,0,1
"S12",0,1,2,0,0,0,0
"S13",0,0,1,2,0,0,0
"S14",0,2,0,0,5,0,0
"S15",0,0,8,0,0,0,1
"S16",2,0,0,0,0,0,2
"S17",0,1,0,0,0,1,0
"S18",0,0,0,0,3,3,0
"S19",2,0,5,0,0,0,0
"S20",0,0,4,0,2,0,0
"S21",0,2,0,0,1,0,0
"S22",3,3,0,0,0,0,0
"S23",4,0,0,0,0,0,0
"S24",0,0,2,0,3,0,0
"S25",1,0,2,0,0,0,0
"S26",0,0,0,2,5,0,0
"S27",0,0,5,0,0,0,0
"S28",0,1,0,0,2,1,0
"S29",4,0,0,1,0,0,0
"S30",0,0,0,3,0,0,0
"S31",0,0,1,0,0,4,0
"S32",0,0,0,2,2,0,0
"S33",2,0,0,0,0,0,0
"S34",0,2,0,2,0,0,0
"S35",0,1,5,0,0,0,0
"S36",2,0,2,2,0,0,0
"S37",0,0,0,0,1,1,0
"S38",1,0,0,0,0,4,0
"S39",0,0,1,1,0,0,0
"S40",0,0,0,0,4,0,0
"S41",0,0,0,5,0,0,0
"S42",0,0,3,0,0,0,2
"S43",0,0,2,0,0,0,0
"S44",0,0,1,0,1,0,0
"S45",0,0,0,0,0,3,0
"S46",0,0,1,3,0,0,0
"S47",0,0,2,0,0,2,0
"S48",0,4,0,0,1,0,0
"S49",0,2,0,0,0,3,0
"S50",0,1,0,2,3,0,0
"S51",3,3,0,0,0,0,0
"S52",1,1,0,1,0,0,0
"S53",0,0,0,0,0,0,4
"S54",3,0,0,0,0,0,0
"S55",0,0,0,0,1,3,2
"S56",0,2,0,0,0,0,0
"S57",2,3,0,0,0,0,0
"S58",0,0,3,0,0,3,0
"S59",0,0,4,0,6,0,0
"S60",0,0,0,3,0,0,0
"S61",0,0,0,4,0,0,0
"S62",0,0,0,0,0,4,0
"S63",0,1,0,0,2,0,0
"S64",0,0,4,0,0,0,0
"S65",1,2,0,0,0,1,0
"S66",2,2,0,2,0,0,0
"S67",0,1,0,3,0,0,0
"S68",4,3,0,0,0,0,0
"S69",2,1,0,0,0,0,0
"S70",5,0,0,0,0,0,0
"S71",0,3,5,0,0,0,0
"S72",0,0,0,0,5,3,0
"S73",3,0,0,0,1,0,0
"S74",0,0,5,0,2,0,1
"S75",0,0,0,2,4,0,0
"S76",0,0,0,3,0,0,0
"S77",0,0,0,0,1,1,1
"S78",5,4,0,0,0,0,0
"S79",0,0,0,0,2,0,0
"S80",0,1,0,2,0,0,0
"S81",0,0,0,6,0,3,0
"S82",2,1,0,1,0,0,0
"S83",0,4,0,0,0,1,0
"S84",0,2,0,0,0,2,0
"S85",5,0,0,4,0,0,0
"S86",0,0,0,5,0,0,0
"S87",0,3,0,0,0,0,0
"S88",0,0,3,0,0,0,0
"S89",0,4,0,0,0,1,0
"S90",1,2,3,0,0,0,0
"S91",4,0,0,0,0,0,0
"S92",5,0,0,0,0,0,0
"S93",0,0,2,0,1,0,0
"S94",0,0,2,1,0,0,0
"S95",0,0,0,0,5,1,0
"S96",0,1,1,0,1,0,0
"S97",0,0,0,3,0,1,0
"S98",0,2,1,0,0,0,0
"S99",0,0,5,0,0,0,0
"S100",4,0,0,4,0,0,0
"S101",1,0,0,0,2,0,0
"S102",0,1,0,2,0,0,0
"S103",0,0,2,0,1,0,0
"S104",0,0,0,3,0,0,0
"S105",0,1,0,1,0,0,0
"S106",3,0,1,0,0,0,0
"S107",0,0,0,5,0,1,0
"S108",0,1,0,0,2,4,0
"S109",0,2,0,0,0,5,0
"S110",1,0,0,1,1,0,0
"S111",0,0,6,0,0,0,0
"S112",2,1,0,0,0,0,0
"S113",0,0,0,0,0,0,3
"S114",0,0,2,5,5,0,0
"S115",5,0,0,0,0,0,0
"S116",0,0,0,0,5,0,0
"S117",0,0,8,3,0,0,0
"S118",0,0,0,0,4,0,0
"S119",0,7,0,0,0,0,0
"S120",0,0,0,0,0,1,1
"S121",0,0,3,0,2,0,0
"S122",0,0,0,1,3,3,0
"S123",0,0,0,9,0,0,0
"S124",0,0,0,1,4,2,0
"S125",0,0,0,2,4,1,0
"S126",6,0,0,0,0,0,0
"S127",0,0,10,0,0,0,0
"S128",0,0,3,4,0,2,0
"S129",2,0,0,3,0,0,0
"S130",3,0,2,0,1,0,0
"S131",3,0,0,0,4,0,1
"S132",0,1,0,0,0,3,0
"S133",10,0,0,0,0,0,0
"S134",1,1,1,1,0,0,0
"S135",0,0,0,2,0,0,0
"S136",0,0,0,2,0,0,1
"S137",0,3,0,1,0,0,0
"S138",0,1,3,0,0,0,0
"S139",0,0,0,3,0,0,0
"S140",0,0,5,0,0,0,0
"S141",0,6,0,0,0,0,0
"S142",0,1,0,1,4,0,0
"S143",0,0,1,2,0,0,1
"S144",2,0,2,3,0,0,0
"S145",2,0,2,0,0,0,1
"S146",0,0,0,0,2,4,0
"S147",0,0,0,0,1,1,0
"S148",0,5,0,3,0,0,0
"S149",3,1,0,0,0,1,0
"S150",0,0,0,0,1,3,0
"S151",1,0,2,0,1,0,0
"S152",1,0,0,3,0,0,0
"S153",0,0,1,0,0,3,0
"S154",4,1,0,0,0,0,0
"S155",0,1,0,1,1,0,0
"S156",0,0,1,0,0,1,0
"S157",0,0,0,0,0,6,0
"S158",0,0,4,1,0,0,0
"S159",0,0,2,0,0,0,0
"S160",0,0,0,6,0,0,0
"S161",0,0,0,0,0,4,1
"S162",0,4,0,0,0,0,0
"S163",0,0,3,0,0,2,1
"S164",1,0,0,0,0,4,0
"S165",0,5,0,1,0,0,0
"S166",0,0,0,0,0,7,0
"S167",0,0,0,0,5,2,0
"S168",2,0,0,0,1,3,0
"S169",0,0,8,0,0,0,0
"S170",0,0,0,2,0,0,0
"S171",0,0,1,0,2,0,0
"S172",0,0,5,0,0,1,0
"S173",3,2,0,0,2,0,0
"S174",0,0,0,0,0,6,0
"S175",10,0,0,0,0,1,0
"S176",0,1,2,2,0,0,0
"S177",2,0,1,0,0,1,0
"S178",4,0,0,0,0,0,0
"S179",0,0,0,0,4,1,0
"S180",0,0,0,0,3,2,0
"S181",6,0,8,0,0,0,0
"S182",3,0,0,0,3,0,0
"S183",2,0,0,0,1,0,0
"S184",0,0,0,1,0,3,0
"S185",2,0,0,0,2,0,0
"S186",0,0,0,0,3,0,0
"S187",0,0,0,0,0,8,0
"S188",3,0,0,0,1,0,0
"S189",2,0,0,3,0,3,0
"S190",2,1,0,0,0,0,0
"S191",0,1,0,0,0,1,0
"S192",0,0,0,0,2,0,0
"S193",2,0,1,0,1,0,0
"S194",0,1,0,2,0,0,0
"S195",0,1,0,3,0,0,0
"S196",7,0,0,0,0,0,0
"S197",0,0,1,0,2,0,0
"S198",1,0,0,0,5,1,0
"S199",4,0,0,0,0,0,0
"S200",0,0,0,0,5,0,0
"S201",0,0,2,0,1,0,0
"S202",0,1,3,3,0,0,0
"S203",2,0,0,0,1,0,0
"S204",5,0,0,2,0,0,0
"S205",0,5,0,0,2,0,0
"S206",0,0,0,0,5,0,0
"S207",0,1,0,3,0,4,0
"S208",0,0,4,0,0,0,0
"S209",0,0,3,0,2,0,0
"S210",0,0,3,1,0,0,0
"S211",0,0,3,0,0,1,0
"S212",2,0,0,0,0,6,0
"S213",0,2,3,0,0,2,0
"S214",0,4,0,0,0,0,0
"S215",1,2,0,0,0,3,0
"S216",0,6,0,0,1,0,0
"S217",0,1,0,2,0,0,0
"S218",0,0,5,0,0,0,0
"S219",0,2,1,0,0,0,0
"S220",0,0,4,0,0,0,0
"S221",0,1,0,0,2,0,0
"S222",0,0,6,0,0,0,0
"S223",0,0,0,0,3,0,0
"S224",0,0,0,0,4,0,1
"S225",1,0,5,0,0,0,0
"S226",0,0,3,0,3,0,0
"S227",0,0,2,1,0,4,0
"S228",5,0,0,0,0,0,0
"S229",0,0,0,1,0,5,0
"S230",0,2,0,0,2,1,0
"S231",0,0,1,0,2,0,0
"S232",0,1,0,0,0,3,0
"S233",2,0,0,1,0,1,0
"S234",2,3,0,0,1,2,0
"S235",3,0,0,2,1,0,1
"S236",0,0,3,0,0,0,0
"S237",0,5,3,0,0,0,0
"S238",0,0,1,2,0,2,0
"S239",0,0,2,2,0,0,0
"S240",0,4,0,3,0,0,0
"S241",6,0,0,0,0,0,0
"S242",5,0,0,0,0,1,0
"S243",1,0,5,0,2,0,0
"S244",3,0,0,0,2,0,0
"S245",0,0,0,1,2,2,0
"S246",0,0,9,0,0,0,0
"S247",0,0,0,4,0,0,0
"S248",4,0,0,0,0,0,0
"S249",1,3,0,1,1,0,0
"S250",1,0,0,0,0,5,0
"S251",2,2,0,0,0,0,0
"S252",0,0,2,0,0,8,0
"S253",0,0,0,1,0,7,0
"S254",0,0,0,0,1,1,0
"S255",0,0,0,0,2,0,0
"S256",0,0,0,2,0,2,0
"S257",0,0,0,2,2,0,0
