"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,0,6,0,0,0
"S2",0,0,0,3,1,0,0
"S3",0,0,0,3,0,0,0
"S4",2,0,0,3,0,0,0
"S5",0,0,3,0,0,0,0
"S6",1,6,0,0,0,0,0
"S7",2,0,0,0,0,0,0
"S8",0,2,0,0,1,3,0
"S9",1,2,0,0,0,0,0
"S10",0,0,0,0,2,1,0
"S11",5,0,0,5,0,0,0
"S12",0,0,4,0,0,0,0
"S13",0,0,0,4,0,0,0
"S14",4,0,0,0,1,0,0
"S15",5,0,0,0,0,0,1
"S16",0,5,0,0,0,0,0
"S17",3,0,0,0,0,0,0
"S18",2,0,4,0,0,1,0
"S19",0,3,0,0,3,0,0
"S20",0,2,0,2,0,0,0
"S21",0,1,1,0,3,0,1
"S22",0,0,0,3,0,0,0
"S23",0,4,0,0,1,0,0
"S24",0,0,10,0,0,0,0
"S25",1,0,0,0,4,0,0
"S26",2,0,0,0,5,0,0
"S27",6,0,1,0,0,0,0
"S28",0,0,0,5,3,0,0
"S29",0,0,0,6,0,0,0
"S30",0,6,0,1,0,0,0
"S31",0,0,5,0,0,0,0
"S32",0,0,0,0,5,0,0
"S33",0,4,0,0,0,0,0
"S34",0,0,1,5,0,2,0
"S35",0,0,0,2,0,1,0
"S36",0,1,0,1,1,0,0
"S37",0,0,6,1,0,0,0
"S38",1,3,1,0,0,3,0
"S39",0,0,2,0,3,0,0
"S40",2,0,4,0,0,0,0
"S41",0,0,0,0,4,0,0
"S42",0,1,0,3,0,0,0
"S43",0,0,0,0,7,0,0
"S44",0,0,0,4,0,1,0
"S45",0,0,2,0,0,1,0
"S46",0,0,2,3,0,1,0
"S47",0,0,3,0,0,1,0
"S48",0,1,0,0,1,0,0
"S49",0,3,0,0,0,2,0
"S50",0,4,1,0,0,1,0
"S51",0,2,0,0,4,2,0
"S52",0,0,0,0,0,5,0
"S53",0,0,3,0,0,0,0
"S54",0,0,0,0,0,4,0
"S55",4,0,0,0,5,0,0
"S56",1,0,0,1,1,0,0
"S57",0,0,0,1,1,0,0
"S58",0,1,0,2,0,0,0
"S59",0,0,5,0,0,1,0
"S60",0,0,4,0,0,0,0
"S61",3,0,1,0,0,0,0
"S62",0,5,1,1,1,0,0
"S63",2,0,2,0,0,0,0
"S64",0,8,0,0,0,0,0
"S65",0,3,0,0,0,0,0
"S66",0,0,0,0,3,4,0
"S67",0,0,3,5,0,0,0
"S68",2,0,0,0,2,0,0
