"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,0,4,0,0,0
"S2",5,0,0,0,0,0,0
"S3",3,0,0,0,0,0,0
"S4",0,3,0,0,0,1,1
"S5",0,0,0,0,0,9,0
"S6",4,0,2,0,0,0,0
"S7",1,3,0,3,0,0,0
"S8",0,0,0,0,0,3,0
"S9",0,0,0,4,0,2,0
"S10",0,0,2,3,0,0,0
"S11",0,0,2,0,2,0,0
"S12",4,1,0,3,0,0,0
"S13",0,0,0,0,5,0,0
"S14",2,0,3,0,0,0,0
"S15",3,0,0,1,1,0,0
"S16",4,0,0,0,0,1,0
"S17",0,6,0,1,2,0,0
"S18",0,0,6,0,0,0,0
"S19",0,0,0,0,2,2,0
"S20",0,7,0,0,0,0,0
"S21",2,0,1,0,1,0,0
"S22",0,0,0,3,0,3,0
"S23",0,4,0,0,2,0,0
"S24",3,0,0,0,2,0,0
"S25",0,0,0,3,0,5,0
"S26",1,0,0,5,0,0,0
"S27",2,0,0,0,0,3,0
"S28",0,0,0,6,0,0,0
"S29",0,0,2,0,0,2,0
"S30",0,0,1,0,3,0,0
"S31",0,2,0,6,0,0,0
"S32",2,0,2,0,0,2,0
"S33",5,1,0,0,0,0,0
"S34",1,0,0,0,2,0,0
"S35",0,6,0,0,3,0,0
"S36",0,0,2,0,0,5,0
"S37",0,1,0,0,1,0,0
"S38",0,0,3,0,2,0,0
"S39",0,0,3,2,0,0,0
"S40",3,0,3,0,0,5,0
"S41",3,0,2,2,0,0,0
"S42",3,1,0,2,0,0,0
"S43",0,0,0,6,0,0,0
"S44",0,2,1,3,0,2,0
"S45",0,1,0,0,1,0,0
"S46",0,0,0,8,0,0,0
"S47",0,7,0,0,1,0,0
"S48",2,0,1,0,0,2,0
"S49",0,0,0,2,0,1,0
"S50",0,0,1,2,2,0,0
"S51",5,0,0,0,0,0,0
"S52",0,0,2,0,0,4,0
"S53",0,7,0,0,0,0,0
"S54",0,0,0,3,0,0,0
"S55",0,2,4,0,0,0,0
"S56",0,0,1,0,3,0,0
"S57",4,0,5,0,0,0,0
"S58",0,6,0,0,0,0,0
"S59",0,0,0,3,0,2,0
"S60",3,0,4,0,0,0,0
"S61",3,0,0,0,0,0,0
"S62",0,0,0,0,2,0,0
"S63",0,1,1,0,1,0,0
"S64",0,2,0,2,0,0,0
"S65",5,0,0,0,0,0,0
"S66",3,0,3,0,0,0,0
"S67",0,2,0,0,1,1,0
"S68",0,1,0,2,1,0,0
"S69",0,5,0,2,0,0,0
"S70",1,0,0,0,1,0,0
"S71",8,0,0,0,0,0,0
"S72",0,2,0,0,6,0,0
"S73",0,5,0,0,0,0,0
"S74",2,0,0,0,0,6,1
"S75",0,0,0,0,1,1,0
"S76",0,2,0,0,1,0,0
"S77",1,0,0,0,4,0,0
"S78",0,0,3,0,0,0,0
"S79",0,0,0,1,0,2,0
"S80",0,0,0,2,0,1,0
"S81",0,0,1,4,0,0,0
"S82",0,0,0,3,0,0,0
"S83",0,1,0,0,5,0,0
"S84",7,0,0,0,0,0,0
"S85",0,0,0,0,7,0,0
"S86",0,1,0,3,0,0,0
"S87",0,6,0,0,0,0,0
"S88",3,0,1,1,0,0,0
"S89",1,2,0,0,0,0,0
"S90",0,0,1,0,2,0,0
"S91",0,0,1,0,1,3,0
"S92",0,0,0,0,0,7,0
"S93",0,0,0,4,0,0,0
"S94",0,2,0,1,0,0,0
"S95",0,0,0,5,0,0,0
"S96",0,1,2,2,0,0,0
"S97",0,0,0,2,0,1,0
"S98",0,0,0,0,0,0,5
"S99",4,0,0,0,0,0,0
"S100",0,4,0,0,0,3,0
"S101",0,0,4,1,0,0,0
"S102",0,0,0,0,3,0,0
"S103",2,0,2,2,0,1,0
"S104",3,0,0,0,0,0,0
"S105",2,0,0,2,0,0,0
"S106",2,1,0,0,2,0,0
"S107",0,0,0,1,3,0,0
"S108",2,0,0,1,1,0,0
"S109",0,0,0,0,0,5,0
"S110",0,0,0,0,2,0,0
"S111",0,1,0,1,0,0,0
"S112",0,1,0,8,0,1,0
"S113",0,0,1,0,0,4,0
"S114",0,0,2,0,0,0,5
"S115",0,0,0,0,0,7,0
"S116",0,1,0,0,4,2,0
"S117",7,0,0,2,0,0,0
"S118",0,4,0,0,0,1,0
"S119",6,1,0,0,2,0,0
"S120",0,0,2,0,3,1,0
"S121",0,5,0,2,0,0,0
"S122",4,2,1,0,0,0,0
"S123",0,0,3,0,0,0,0
"S124",0,2,0,3,3,0,0
"S125",2,0,0,0,0,0,0
"S126",1,0,0,0,4,0,0
"S127",0,0,0,1,4,0,0
"S128",0,4,0,0,0,0,0
"S129",1,0,1,0,1,1,0
"S130",0,0,3,5,0,0,0
"S131",0,11,0,0,0,0,0
"S132",0,0,1,0,0,2,0
"S133",0,0,1,0,0,2,0
"S134",0,3,0,0,0,0,0
"S135",0,6,0,5,0,0,0
"S136",0,0,0,0,1,3,0
"S137",0,3,4,0,0,0,0
"S138",0,0,1,3,0,0,0
"S139",0,1,3,0,0,0,0
"S140",5,0,0,0,0,0,0
"S141",0,0,7,0,0,0,0
"S142",0,0,0,2,0,1,0
"S143",4,0,0,0,0,0,0
"S144",4,0,4,0,0,0,0
"S145",0,0,6,0,0,0,0
"S146",0,0,5,0,0,0,1
"S147",3,4,0,0,0,0,0
"S148",0,3,2,0,0,1,0
"S149",0,0,0,0,0,3,0
"S150",0,0,0,0,0,6,0
"S151",0,1,3,0,0,3,0
"S152",0,0,0,0,0,3,1
"S153",0,0,1,1,2,0,0
"S154",0,0,0,0,0,4,0
"S155",0,0,0,0,2,0,3
"S156",0,0,0,1,0,4,0
"S157",1,2,0,2,0,1,0
"S158",0,0,0,4,1,0,0
"S159",0,0,0,0,11,0,0
"S160",3,1,0,0,4,0,0
"S161",0,0,0,0,0,3,0
"S162",2,3,0,0,0,0,0
"S163",0,2,1,0,0,1,0
"S164",0,0,0,2,0,2,0
"S165",5,0,0,1,0,0,0
"S166",0,0,0,0,0,4,0
"S167",8,0,0,0,0,0,0
"S168",0,2,1,0,0,0,0
"S169",2,1,0,0,0,0,0
"S170",0,0,0,0,6,0,0
"S171",0,0,0,2,0,4,0
"S172",2,0,0,1,0,2,0
"S173",0,2,0,0,0,0,0
"S174",0,0,2,5,0,0,0
"S175",5,0,0,0,0,0,0
"S176",3,0,0,0,0,0,0
"S177",4,0,0,0,2,0,0
"S178",2,0,1,0,0,0,0
"S179",0,3,0,0,0,0,1
"S180",0,0,4,3,0,0,0
"S181",0,0,3,0,2,0,0
"S182",0,0,0,7,0,0,0
"S183",0,4,0,0,0,1,0
"S184",5,1,0,0,0,0,0
"S185",0,0,8,0,0,0,0
"S186",0,0,2,0,0,3,0
"S187",0,0,3,1,0,0,1
"S188",3,0,0,0,2,0,0
"S189",0,0,0,0,0,8,0
"S190",0,0,3,0,0,0,0
"S191",0,3,0,0,0,0,0
"S192",0,1,0,0,4,0,0
"S193",0,3,2,0,0,0,0
"S194",0,0,0,2,0,0,0
"S195",0,8,0,0,1,0,0
"S196",2,2,0,1,0,0,0
"S197",0,0,2,2,0,0,0
"S198",0,0,0,0,0,5,0
"S199",0,0,0,0,0,0,5
"S200",0,0,3,0,0,2,0
"S201",1,2,0,0,0,0,0
"S202",0,0,3,0,1,0,0
"S203",5,0,0,2,0,1,0
"S204",0,0,0,2,2,0,1
"S205",1,0,0,0,0,0,2
"S206",0,0,0,0,0,2,0
"S207",0,1,0,0,1,0,0
"S208",2,0,0,4,0,0,0
"S209",0,2,1,0,3,0,0
"S210",0,5,0,0,0,0,0
"S211",0,4,0,0,0,2,0
"S212",1,0,0,0,0,1,0
"S213",0,0,0,0,0,4,0
