"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,7,0,1,0,0,0
"S2",0,0,0,6,0,5,1
"S3",0,0,0,3,4,0,2
"S4",10,1,0,0,0,0,0
"S5",4,0,0,0,0,5,0
"S6",1,0,0,0,12,0,0
"S7",0,2,0,1,6,0,0
"S8",0,0,0,4,10,0,0
"S9",0,0,0,7,0,0,0
"S10",2,0,0,3,3,0,0
"S11",6,0,0,0,0,7,0
"S12",9,0,0,0,0,0,0
"S13",2,0,0,9,0,0,0
"S14",0,0,0,0,8,0,0
"S15",0,5,0,3,1,0,0
"S16",2,3,0,0,0,0,1
"S17",1,1,0,2,0,0,0
"S18",0,0,3,1,0,1,0
"S19",0,0,1,0,3,0,0
"S20",3,0,2,0,1,2,0
"S21",2,0,0,1,0,0,0
"S22",6,0,0,0,9,0,0
"S23",0,0,4,0,0,0,0
"S24",4,0,0,3,0,5,0
"S25",2,5,0,0,1,4,1
"S26",0,8,0,0,0,3,0
"S27",0,0,0,7,4,0,0
"S28",0,6,0,0,0,4,0
"S29",0,12,0,0,0,0,2
"S30",0,0,0,5,7,0,0
"S31",13,0,0,0,0,0,0
"S32",4,8,0,0,4,0,0
"S33",0,0,6,9,0,0,0
"S34",5,3,2,0,3,0,0
"S35",0,1,1,0,2,3,0
"S36",3,0,1,0,0,0,0
"S37",3,1,0,3,3,7,0
"S38",0,0,10,0,0,0,0
"S39",0,5,5,0,2,1,0
"S40",0,0,0,0,2,6,0
"S41",0,0,0,2,0,10,0
"S42",0,0,0,0,0,10,1
"S43",2,0,6,0,2,1,0
"S44",0,4,0,0,4,0,0
"S45",0,0,0,0,7,4,0
"S46",0,0,2,4,0,6,0
"S47",2,2,0,3,0,5,0
"S48",2,0,5,2,6,0,0
"S49",7,0,8,0,0,0,0
"S50",0,0,0,0,5,8,0
"S51",0,0,0,0,14,1,0
"S52",0,0,17,0,0,0,0
"S53",4,0,0,0,2,0,0
"S54",0,0,6,0,0,0,0
"S55",0,0,5,4,0,0,0
"S56",0,12,4,0,0,0,0
"S57",0,0,3,7,0,0,0
"S58",0,0,9,0,1,0,1
"S59",0,0,0,0,0,10,3
"S60",0,0,0,3,6,0,0
"S61",0,3,2,0,3,0,0
"S62",9,0,0,0,0,3,0
"S63",1,6,0,0,1,0,0
"S64",0,0,2,0,2,0,0
"S65",1,2,0,0,0,0,0
"S66",0,6,0,0,0,0,0
"S67",0,0,4,0,2,0,0
"S68",8,0,0,0,0,5,0
"S69",0,0,0,0,7,7,0
"S70",0,0,7,0,0,6,0
"S71",0,7,0,0,0,0,0
"S72",0,0,16,0,0,0,0
"S73",0,0,0,0,4,5,0
"S74",0,3,0,0,0,13,0
"S75",0,0,0,1,0,4,0
"S76",2,0,0,0,0,0,2
"S77",2,1,5,6,0,0,0
"S78",0,3,0,1,0,1,0
"S79",0,0,0,8,4,0,0
"S80",0,0,8,0,0,0,0
"S81",0,0,0,0,8,0,0
"S82",0,3,6,0,0,0,0
"S83",0,0,0,0,0,9,0
"S84",0,0,0,9,3,0,0
"S85",0,6,7,0,0,0,0
"S86",0,2,2,5,4,0,1
"S87",1,0,0,0,0,6,0
"S88",5,0,0,3,0,3,0
"S89",0,0,4,0,5,4,0
"S90",10,0,0,0,0,0,0
"S91",0,2,4,0,0,0,0
"S92",0,3,4,0,3,0,0
"S93",5,0,5,0,0,0,0
"S94",0,0,2,8,0,0,0
"S95",0,0,0,12,1,0,0
"S96",2,7,0,0,6,3,0
"S97",0,0,0,0,18,2,0
"S98",0,0,0,7,5,0,0
"S99",0,13,2,0,0,0,0
"S100",0,0,0,0,8,0,0
"S101",14,0,0,0,0,0,0
"S102",0,0,0,9,0,0,0
"S103",0,9,0,0,0,0,0
"S104",4,0,0,0,5,0,0
"S105",0,0,0,0,0,13,0
"S106",2,2,0,1,0,0,0
"S107",4,0,0,8,0,0,0
"S108",0,10,0,0,0,4,1
"S109",4,0,0,0,0,3,0
"S110",0,0,0,0,0,9,0
"S111",3,0,4,0,4,0,0
"S112",0,0,1,3,2,0,0
"S113",0,0,0,0,5,6,0
"S114",8,0,0,0,0,4,0
"S115",0,0,0,0,1,7,0
"S116",4,0,0,2,8,0,0
"S117",0,0,5,0,7,0,0
"S118",0,0,4,2,0,2,0
"S119",0,5,3,0,3,0,0
"S120",0,2,3,0,0,6,0
"S121",4,0,5,4,0,2,0
"S122",0,0,5,1,1,4,0
"S123",0,2,0,0,0,4,0
"S124",6,0,0,0,5,0,0
"S125",0,0,0,0,12,1,0
"S126",2,7,0,11,0,0,0
"S127",3,0,2,0,0,0,0
"S128",1,0,0,6,6,0,0
"S129",1,1,0,3,2,3,0
"S130",1,1,0,1,2,0,0
"S131",0,0,0,0,0,0,15
"S132",0,0,0,0,4,0,0
"S133",0,3,0,0,6,0,0
"S134",13,1,0,0,0,1,0
"S135",0,0,0,0,15,0,0
"S136",7,0,7,0,0,3,0
"S137",0,0,0,0,12,0,0
"S138",0,0,0,5,0,2,0
"S139",1,0,0,0,11,0,0
"S140",0,0,0,4,6,0,0
"S141",0,0,0,11,0,0,2
"S142",0,0,0,1,17,0,0
"S143",0,0,0,0,0,0,13
"S144",0,0,0,3,4,0,0
"S145",7,4,0,0,0,0,0
"S146",0,1,9,2,0,0,1
"S147",0,0,7,4,0,1,0
"S148",0,0,6,3,1,1,0
"S149",0,0,0,0,4,2,3
"S150",0,0,0,0,13,0,0
"S151",5,0,0,0,0,0,0
"S152",0,0,0,1,0,13,0
"S153",0,0,3,6,2,0,0
"S154",0,6,1,0,0,0,0
"S155",9,0,0,0,0,0,0
"S156",0,0,11,0,4,0,0
"S157",0,0,0,0,6,0,0
"S158",8,0,0,5,3,0,0
"S159",0,8,0,5,0,0,0
"S160",0,0,0,5,0,0,0
"S161",0,1,3,4,1,0,0
"S162",0,0,0,0,0,16,0
"S163",6,0,3,0,0,0,0
"S164",0,9,0,0,0,0,0
"S165",0,0,3,1,0,2,0
"S166",0,0,1,5,0,7,0
"S167",0,0,4,4,0,3,0
"S168",0,0,5,4,0,0,0
"S169",0,0,0,0,9,0,0
"S170",6,5,0,0,0,0,0
"S171",0,0,0,7,6,0,0
"S172",7,0,0,0,0,4,0
"S173",0,0,0,0,8,0,0
"S174",0,2,0,3,0,0,0
"S175",4,2,0,0,0,3,0
"S176",0,0,3,2,0,0,0
"S177",0,0,0,0,0,13,0
"S178",0,14,0,1,0,0,0
"S179",0,1,0,0,2,3,0
"S180",0,9,0,0,0,0,0
"S181",0,0,0,0,13,0,0
"S182",7,0,3,0,0,0,0
"S183",0,7,0,0,0,2,0
"S184",0,0,0,0,0,5,2
"S185",4,0,0,1,0,0,0
"S186",0,7,0,0,2,0,0
"S187",0,0,0,0,0,9,0
"S188",0,0,8,0,0,0,0
"S189",0,0,0,7,3,2,0
"S190",0,3,0,0,2,2,0
"S191",0,0,8,1,0,0,0
"S192",0,0,1,0,2,0,0
"S193",0,0,14,1,0,0,0
"S194",5,0,0,0,5,0,0
"S195",0,0,4,6,0,0,0
"S196",0,0,0,0,7,0,0
"S197",4,0,0,0,1,4,0
"S198",0,0,0,0,0,6,0
"S199",0,0,0,0,17,0,0
"S200",6,0,0,0,0,0,0
"S201",8,4,0,0,0,0,0
"S202",0,0,3,4,1,0,0
"S203",6,2,3,0,0,0,0
"S204",0,4,7,0,0,4,0
"S205",0,0,0,0,7,3,0
"S206",0,5,0,0,2,0,0
"S207",0,2,0,3,8,0,0
"S208",0,0,0,15,0,0,0
"S209",0,5,0,0,5,2,0
"S210",0,0,0,2,6,2,0
"S211",0,0,2,0,0,3,0
"S212",0,0,7,0,0,0,0
"S213",4,0,0,0,0,0,0
"S214",10,0,0,0,0,1,0
"S215",0,3,0,4,0,0,0
"S216",4,0,0,6,3,2,0
"S217",0,3,2,3,4,3,0
"S218",6,0,0,5,0,0,0
"S219",0,3,0,0,4,2,0
"S220",0,5,0,0,5,0,0
"S221",4,0,0,5,0,0,0
"S222",3,0,2,0,1,0,0
"S223",1,3,0,0,1,0,0
"S224",0,1,0,11,0,0,0
"S225",0,0,1,0,0,11,0
"S226",0,0,2,0,5,0,0
"S227",0,0,13,0,0,0,0
"S228",0,0,5,0,0,0,0
"S229",0,0,2,7,0,0,0
"S230",0,0,0,4,3,0,0
"S231",0,0,0,0,0,16,1
"S232",0,0,0,13,0,1,0
"S233",0,0,9,0,3,0,0
"S234",0,5,0,0,3,0,0
"S235",0,4,0,2,4,0,0
"S236",4,0,3,0,0,4,0
"S237",0,0,0,5,5,0,0
"S238",0,0,0,0,10,0,0
"S239",0,0,1,3,3,2,0
"S240",1,0,0,0,5,3,0
"S241",0,0,6,6,0,1,1
"S242",0,4,4,0,3,0,0
"S243",0,0,9,0,0,0,0
"S244",0,0,0,6,4,0,0
"S245",0,0,0,0,0,0,5
"S246",4,0,2,4,0,0,0
"S247",1,1,10,0,0,0,0
"S248",0,0,7,0,1,0,0
"S249",0,0,0,5,4,0,0
"S250",4,5,0,0,0,0,0
"S251",0,0,7,2,0,0,0
"S252",0,0,0,10,0,0,0
"S253",0,2,5,1,4,1,0
