"","T1","T2","T3","T4","T5","T6","T7"
"S1",11,0,0,10,0,0,0
"S2",0,19,8,0,0,0,1
"S3",1,0,0,3,24,0,0
"S4",0,0,0,17,2,0,0
"S5",0,0,17,0,0,0,0
"S6",11,0,1,0,8,6,0
"S7",12,0,0,0,1,8,0
"S8",11,0,11,0,0,9,0
"S9",0,1,0,26,0,0,0
"S10",21,18,0,0,0,0,0
"S11",0,6,2,11,2,0,0
"S12",0,0,0,7,4,5,0
"S13",0,19,0,0,6,6,0
"S14",0,0,1,14,14,0,0
"S15",0,0,0,0,0,25,2
"S16",0,0,0,0,1,27,0
"S17",0,9,0,17,0,0,0
"S18",0,34,0,0,0,0,3
"S19",15,0,0,10,0,1,0
"S20",0,0,0,0,12,17,0
"S21",7,0,0,13,2,0,0
"S22",15,1,6,0,0,1,0
"S23",11,0,11,0,5,0,0
"S24",0,0,9,0,7,10,0
"S25",16,0,0,16,0,0,1
"S26",0,0,0,0,24,0,0
"S27",8,0,2,1,1,3,0
"S28",7,2,5,1,5,0,0
"S29",6,4,0,1,8,6,1
"S30",0,0,0,24,0,0,0
"S31",0,0,0,0,0,18,0
"S32",0,0,0,0,0,21,0
"S33",0,0,0,0,0,24,2
"S34",1,0,0,21,6,0,0
"S35",0,5,10,8,0,0,0
"S36",28,0,0,3,1,0,0
"S37",0,22,0,0,0,0,0
"S38",1,0,0,27,0,6,0
"S39",0,0,0,0,19,0,0
"S40",25,0,0,0,0,0,0
"S41",0,0,0,0,0,20,0
"S42",4,1,0,0,5,9,0
"S43",9,0,0,13,0,0,0
"S44",0,0,0,0,0,1,24
"S45",0,0,0,17,9,0,1
"S46",10,4,4,5,2,0,0
"S47",4,14,12,0,0,0,0
"S48",0,0,38,0,0,0,0
"S49",0,0,0,2,23,0,0
"S50",0,27,0,0,0,0,0
"S51",0,0,0,28,0,0,0
"S52",10,4,0,0,0,0,0
"S53",0,2,0,1,13,12,0
"S54",9,0,9,0,0,7,0
"S55",17,0,1,0,0,1,0
"S56",0,0,0,0,11,14,0
"S57",1,1,0,0,17,0,0
"S58",9,0,0,0,9,9,0
