"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"1",34,8,12,3,6,28,30,44,11,48,5,2,10,4,5,5,3,11,35,5,26,33,24,7,41,3,23,22,17,3,1,4,6,13,7,77,4,8,5,63,4,10,24,2,5,28,21,13,9,10,5,27,7,23,48,5,12,34,3,14,6,3,5,5,5,6,5,8,4,6,5,15,11,3,9,17,9,5,45,11,5,8,3,3,3,6,3,53,18,4,46,27,5,6,5,4,4,19,6,12,29,7,12,10,38,7,14,6,11,14,32,7,33,23,11,9,14,23,5,62,26,39,7,7,11,7,8,10,6,48,4,5,23,6,30,8,9,10,8,1,23,33,6,8,9,9,14,5,11,8,24,8,6,6,33,21,8,7,78,6,14,44,21,29,26,9,25,6,5,5,24,12,3,8,5,16,9,9,2,16,4,4,63,6,43,2,7,22,13,10,7,39,31,43,4,38,6,10,6,5,3,5,5,4,50,7,4,8,7,10,6,5,15,21,6,7,22,26,5,7,4,3,11,19,3,12,6,43,10,22,5,5,13,7,3,2,5,7,8,5,4,19,76,6,9,5,38,3,33,10,4,3,5,16,14,6,5,5,59,5,35,3,35,8,4,6,7,10,13,8,15,41,9,53,10,25,10,17,7,9,7,6,41,8,7,10,5,8,10,4,16,7,5,4,4,13,43,9,7,5,15,11,7,32,23,6,4,22,6,41,5,35,39,31,4,13,3,11,2,23,3,30,14,17,8,27,5,18,47,27,4,5,4,54,6,7,66,5,16,8,58,35,64,7,26,7,11,3,21,11,6,21,17,7,34,6,4,8,5,4,17,33,57,12,7,4,0,5,1,5,2,11,8,9,8,34,8,8,33,41,6,77,28,1,5,5,12,12,15,23,28,7,6,19,8,8,5,8,8,4,10,7,6,75,30,3,10,21,37,7,21,3,36,4,8,10,33,4,9,4,3,10,5,7,5,6,69,36,7,6,6,7,34,4,42,7,8,26,8,3,14,5,21,9,58,33,28,9,28,9,37,38,40,28,13,34,28,5,6,47,5,8,6,88,13,40,37,27,4,3,12,7,5,37,24,19,6,6,13,32,6,13,11,12,4,6,4,13,60,4,7,5,6,6,29,24,29,25,6,30
"2",36,7,18,6,5,41,47,35,8,87,2,6,7,11,10,5,5,8,48,9,21,55,37,5,48,10,25,27,32,8,6,2,9,10,7,100,4,10,10,72,3,23,25,7,10,51,20,9,5,6,6,33,9,37,60,2,11,25,2,21,7,5,3,10,5,14,5,5,5,2,7,2,12,4,7,23,12,3,68,4,8,7,5,7,9,6,5,73,29,7,56,33,6,3,8,3,3,32,4,13,28,9,18,4,38,6,18,2,3,28,55,2,35,30,4,8,26,28,8,68,20,59,13,5,9,8,15,7,6,51,5,1,36,4,62,6,4,4,1,4,23,33,6,7,11,15,7,7,15,13,37,10,6,8,42,31,2,4,84,5,14,51,21,29,34,8,26,4,15,9,35,22,6,5,9,21,10,7,9,15,5,5,79,5,59,4,16,34,7,9,7,79,46,78,8,50,11,5,8,7,5,15,5,9,76,13,4,5,11,4,10,5,14,35,13,6,27,62,6,7,4,4,14,28,10,11,4,49,10,38,8,3,6,6,5,6,3,23,5,8,6,18,84,12,6,5,37,5,42,17,9,0,4,38,13,9,6,2,82,8,56,7,53,7,7,6,13,6,6,3,8,41,6,73,13,28,3,25,10,6,14,4,59,7,3,6,7,7,7,8,24,3,1,4,15,5,56,15,6,6,10,7,11,27,30,11,4,37,10,32,5,38,43,36,9,20,5,17,7,38,5,38,25,38,7,32,4,25,48,44,1,7,5,64,7,5,102,6,26,9,64,49,97,4,20,3,7,4,25,13,5,33,31,2,31,3,4,7,7,8,22,62,69,17,10,2,5,9,4,5,5,14,8,7,10,28,6,8,44,60,7,95,38,12,6,7,16,12,25,33,35,5,2,27,4,6,7,3,15,4,5,7,7,106,41,3,7,31,52,12,16,6,55,8,5,5,38,1,2,7,9,6,10,2,7,2,110,51,8,9,14,5,46,6,59,5,3,27,4,9,9,5,13,7,73,35,45,7,38,8,47,49,35,48,14,54,44,8,5,63,2,3,6,118,32,62,52,31,7,13,2,7,8,29,53,39,4,1,18,23,4,4,6,8,2,1,6,14,72,7,3,7,7,3,45,32,48,28,5,24
"3",185,8,22,4,4,155,194,184,13,371,9,5,8,7,4,6,7,14,245,7,110,235,157,8,287,7,125,120,117,6,2,5,3,29,9,429,4,17,6,385,6,67,159,3,9,190,74,10,6,5,3,174,5,153,291,5,21,137,2,55,10,3,5,2,3,4,20,8,4,4,6,7,3,5,6,108,35,4,287,8,11,5,2,5,3,2,8,290,117,7,246,182,2,4,10,2,3,118,5,42,116,20,59,4,243,2,60,5,5,73,193,5,191,106,9,4,68,113,4,324,97,271,10,7,38,4,25,3,7,340,6,4,185,3,241,6,6,23,3,6,126,198,4,11,44,53,8,12,11,25,161,8,2,3,151,79,15,3,441,4,10,209,87,165,152,7,98,3,25,6,170,47,8,9,4,53,5,7,5,78,6,12,357,10,352,3,11,136,37,6,1,293,216,321,8,283,10,3,19,6,3,18,5,5,290,4,4,4,20,10,5,8,8,134,2,11,88,200,7,8,4,7,35,137,11,26,3,257,8,116,1,10,4,9,6,2,13,60,11,4,6,78,440,2,20,4,230,3,175,83,5,2,5,158,55,3,13,4,392,24,189,1,232,10,5,8,40,36,6,7,42,227,7,317,50,119,8,130,7,5,8,4,238,17,13,7,6,7,6,9,75,1,5,8,32,7,257,40,7,2,9,8,5,102,151,20,5,169,10,164,8,192,214,166,3,62,5,62,3,120,2,172,53,150,8,138,2,88,292,205,5,5,7,300,10,4,430,4,105,25,373,232,475,8,103,5,41,7,139,17,5,99,119,7,212,2,4,6,4,6,111,245,336,51,7,2,4,3,5,2,5,38,4,6,54,151,9,8,182,207,10,432,154,9,4,7,67,10,149,92,104,8,3,74,6,8,9,4,42,6,1,57,6,471,201,7,12,135,236,7,76,3,252,4,5,4,219,3,4,28,8,9,19,1,5,4,448,221,4,4,33,4,228,8,281,8,6,151,29,11,2,2,89,5,399,131,140,4,194,15,182,198,210,159,19,202,213,9,3,252,8,14,6,557,111,337,233,159,3,6,8,3,7,125,202,135,7,2,35,121,5,6,6,6,2,11,4,26,399,5,9,6,10,7,229,94,182,113,6,98
"4",185,9,19,4,4,189,205,194,8,358,6,6,12,6,3,6,11,13,243,4,122,242,171,4,256,4,130,125,100,4,5,3,5,25,5,440,6,25,2,385,4,65,153,6,6,177,73,10,6,7,9,165,11,169,279,3,22,152,1,65,2,5,12,8,7,9,19,1,4,1,6,5,12,6,3,93,24,5,233,3,4,10,4,3,4,5,5,313,83,10,261,151,4,9,9,3,9,112,7,33,91,18,48,3,207,0,66,7,13,72,198,5,177,110,7,8,84,150,9,316,95,240,9,6,46,8,19,6,7,321,8,1,155,3,222,6,4,24,2,4,96,194,3,6,47,60,6,3,9,23,151,6,5,8,134,100,4,3,397,13,8,211,102,171,153,12,105,5,29,4,164,55,9,9,7,59,11,6,5,81,9,10,349,6,307,3,9,118,33,5,6,294,197,321,10,232,7,8,20,6,4,18,2,9,275,8,6,3,29,6,3,5,11,135,11,12,82,237,9,9,7,7,47,115,7,17,12,227,12,117,7,5,9,2,9,4,6,63,2,2,6,93,437,10,18,6,221,6,162,86,7,4,6,160,58,9,8,3,311,16,181,6,221,10,8,12,43,37,4,3,39,236,9,343,49,124,10,119,8,8,6,5,242,20,4,5,4,2,6,1,87,5,4,12,44,3,249,36,3,6,8,8,5,91,166,18,5,194,1,163,3,177,183,173,3,62,4,62,4,116,9,150,68,139,4,158,3,90,281,188,3,9,6,344,5,11,462,4,84,29,360,217,429,5,117,6,26,6,140,19,5,112,133,7,220,5,10,6,4,6,94,220,365,39,3,4,4,6,7,1,4,34,8,7,64,157,3,6,174,236,11,416,138,12,11,10,62,10,160,94,100,7,7,67,7,6,5,6,51,3,6,47,8,474,229,3,3,160,212,11,67,5,229,4,3,6,182,4,8,18,10,8,16,5,4,8,423,197,6,6,48,11,236,5,239,6,8,143,20,12,6,5,104,11,386,156,131,7,181,15,216,197,205,165,30,206,210,7,10,240,4,21,5,532,93,346,232,167,6,8,8,3,5,148,203,127,5,2,39,106,4,9,11,10,4,6,8,13,365,8,7,7,13,4,216,103,197,132,10,117
"5",33,5,13,6,4,43,42,43,6,87,7,3,6,7,5,6,7,5,62,9,32,42,41,4,53,3,23,16,22,4,2,4,12,8,6,88,7,11,6,79,5,18,35,5,5,34,19,11,7,7,8,36,9,32,53,9,7,35,4,24,4,4,6,10,3,5,8,3,3,4,5,4,8,9,9,23,13,1,58,3,8,9,2,7,8,7,5,65,28,8,57,43,6,6,9,8,6,23,7,10,33,9,14,4,54,7,15,6,2,28,39,3,42,16,6,7,22,41,8,66,28,53,10,6,8,5,8,4,6,77,8,1,37,7,50,8,9,10,7,10,30,49,5,7,9,11,13,5,11,10,29,4,11,6,40,28,8,8,101,3,6,50,19,34,23,7,34,5,9,5,34,11,6,9,6,19,9,5,5,25,5,4,69,4,79,3,9,27,9,7,4,91,46,62,3,58,4,7,4,8,2,10,10,8,61,7,7,4,8,7,8,8,12,30,9,9,17,59,8,7,7,3,13,31,2,8,9,60,14,29,8,6,6,14,3,7,9,24,8,2,13,21,89,7,4,5,52,3,39,24,3,4,1,39,20,8,6,1,72,5,37,4,48,9,5,10,12,19,6,6,12,45,3,66,10,17,7,27,10,5,5,7,59,8,10,4,7,11,6,7,25,7,5,6,12,6,51,14,4,3,5,6,6,25,35,11,5,38,4,43,6,43,45,48,9,21,3,12,4,30,4,36,16,32,6,39,8,28,72,54,4,8,12,69,7,5,80,5,22,11,80,53,99,5,23,9,14,10,27,9,4,19,31,5,41,6,6,5,4,5,16,38,81,11,9,4,3,7,9,3,3,16,9,2,20,46,10,7,32,49,5,89,32,5,4,10,16,5,39,29,26,8,9,21,10,8,5,7,16,6,4,18,5,92,48,9,4,37,56,7,10,5,60,2,4,6,52,5,8,8,6,7,8,4,8,8,90,48,8,3,14,4,49,4,54,9,7,33,7,14,4,2,21,10,74,28,39,5,47,8,60,50,37,37,15,50,40,9,5,56,2,13,10,123,22,74,47,36,7,9,6,4,8,30,44,34,4,2,8,37,6,8,8,5,6,10,5,7,86,3,4,8,5,3,44,31,41,22,2,28
"6",47,9,12,6,9,55,46,39,8,84,5,4,3,7,9,8,13,4,73,7,33,58,56,5,81,9,44,35,32,8,6,9,4,13,5,120,9,16,9,99,2,18,47,5,6,46,24,11,4,10,6,45,12,45,84,6,4,36,7,22,9,5,3,5,5,10,11,10,10,9,5,6,6,7,8,30,11,3,71,5,8,7,1,8,5,5,10,78,32,6,70,33,3,8,10,5,5,34,4,7,27,7,22,6,65,7,33,2,5,24,49,5,59,27,2,4,26,40,8,96,29,64,7,6,11,7,11,8,11,83,11,9,42,3,52,5,10,11,6,14,25,53,8,7,10,20,6,11,7,11,48,4,5,7,43,34,4,6,124,9,7,48,32,35,45,16,28,2,7,4,52,12,6,4,5,17,7,5,8,24,8,9,87,6,84,6,9,34,6,8,6,93,59,98,5,65,9,1,10,13,5,5,6,12,71,6,5,7,8,4,2,8,7,50,6,4,36,52,12,6,5,3,15,40,9,20,6,79,9,27,3,5,7,5,8,6,5,19,7,2,5,20,103,8,9,4,47,3,45,28,8,5,4,65,22,8,5,3,92,11,56,4,58,6,11,7,11,12,5,7,11,66,9,85,23,34,3,26,10,8,2,4,52,9,7,7,9,10,8,4,28,6,5,10,18,8,70,13,6,5,11,6,7,31,50,10,4,53,7,35,7,49,58,51,4,23,9,20,0,38,5,61,21,42,3,37,2,26,65,64,0,6,4,82,5,11,119,7,40,10,104,57,111,2,46,5,17,7,42,10,4,42,40,5,54,9,3,8,4,8,30,67,93,16,5,7,6,5,4,1,7,9,12,6,26,38,6,6,48,70,2,118,42,3,7,7,28,8,31,26,34,3,3,26,8,7,9,5,15,8,6,22,9,138,56,5,8,51,61,9,26,8,65,5,12,4,40,5,5,13,12,11,10,1,2,11,112,53,1,10,18,7,63,9,63,8,5,44,13,9,5,6,29,6,113,41,37,6,47,9,53,67,62,49,17,56,51,10,10,67,7,9,2,134,44,90,64,47,4,6,7,4,5,38,55,32,5,2,14,33,5,7,8,8,6,5,7,11,91,3,4,5,8,6,55,30,55,37,8,28
"7",35,5,5,6,6,24,26,33,9,59,3,5,7,5,8,10,3,8,33,12,20,34,26,10,36,4,20,20,8,9,6,4,7,13,4,73,5,7,2,71,5,21,34,4,10,26,18,14,8,2,5,26,7,26,46,3,6,27,4,18,8,3,7,3,8,8,5,4,5,5,5,8,8,7,7,22,3,3,41,9,10,9,4,6,7,4,4,52,12,3,55,23,5,6,14,0,5,18,7,11,14,3,16,5,39,4,17,3,4,16,20,5,34,18,5,7,17,20,7,66,17,35,11,8,4,6,5,4,7,54,4,1,16,6,41,6,2,9,7,9,15,36,4,9,5,15,9,10,6,8,22,3,6,11,23,19,14,7,74,6,13,33,18,20,26,12,23,4,12,5,29,14,8,9,6,9,11,4,8,14,5,11,64,9,34,7,11,21,8,7,4,48,22,48,4,34,5,6,11,6,4,5,3,6,38,8,5,9,6,7,3,6,10,21,7,9,27,36,4,9,5,3,11,25,9,4,16,45,12,25,8,3,11,9,6,5,8,16,6,7,7,15,64,9,10,7,32,5,38,14,5,4,5,26,9,7,13,1,58,6,30,8,45,7,6,5,10,8,5,7,5,32,4,51,5,16,3,18,5,5,10,8,37,15,1,4,6,4,5,8,14,4,6,8,12,8,46,6,5,5,10,12,5,19,27,4,0,26,6,24,4,28,32,27,11,17,6,14,2,19,3,36,11,20,8,27,3,21,47,31,4,6,6,42,6,5,68,7,22,10,58,26,78,9,24,10,8,3,27,11,9,12,24,8,30,3,7,4,4,8,19,25,49,11,1,6,2,6,6,6,7,8,8,8,11,27,9,5,30,42,5,63,19,5,6,2,8,9,13,21,21,5,6,20,9,8,10,8,8,7,8,8,6,75,33,7,14,17,33,5,15,9,33,2,5,6,27,2,8,9,6,7,4,2,8,3,56,41,15,7,2,6,31,7,45,3,5,24,4,9,5,6,16,9,53,23,23,3,36,7,35,30,28,28,15,41,27,8,8,44,10,8,6,72,17,60,33,22,6,6,5,7,7,15,41,20,11,2,10,13,5,8,7,3,2,4,4,11,54,7,8,8,5,5,32,29,30,28,6,22
"8",19,7,15,5,6,22,19,30,7,43,5,1,7,10,7,10,6,8,31,8,22,29,37,6,39,10,19,21,14,5,2,5,7,9,7,54,6,10,4,63,6,7,22,7,7,22,14,8,8,7,10,21,3,28,32,6,9,28,4,8,10,3,5,10,5,3,5,3,4,2,6,6,8,1,8,12,7,3,55,12,7,4,2,8,5,7,8,37,23,5,53,19,2,6,10,1,3,17,6,11,19,8,12,7,35,5,7,8,5,13,26,9,38,24,8,8,19,19,6,58,18,28,9,3,10,3,7,5,9,57,9,3,23,4,32,7,9,3,4,4,16,37,6,6,9,18,9,7,16,11,21,1,4,9,21,16,10,4,56,4,14,34,12,29,18,5,14,3,7,7,21,14,4,10,7,13,5,9,6,20,12,9,52,7,38,2,5,26,6,9,1,42,25,52,5,35,6,9,9,6,6,5,4,4,50,3,7,5,10,9,9,6,11,21,8,10,19,34,8,8,5,2,10,27,8,5,9,39,7,16,7,3,5,11,7,8,7,15,8,7,6,13,62,5,5,4,38,5,24,7,7,4,1,25,17,10,7,3,49,6,19,2,31,7,8,6,7,14,6,9,5,25,8,43,3,19,9,22,7,8,6,5,37,6,9,9,7,5,12,7,17,1,3,5,8,7,37,5,6,5,9,5,13,15,28,6,4,34,3,19,8,22,32,20,5,11,6,6,5,15,5,23,18,24,5,26,11,16,41,31,2,4,11,51,2,6,59,9,13,10,50,31,60,5,17,2,9,4,26,11,10,8,13,12,26,3,7,6,12,9,8,30,43,8,3,3,3,9,7,5,4,9,4,8,11,30,2,8,22,32,8,55,28,9,9,7,15,2,19,20,19,7,1,22,2,9,6,5,8,3,7,12,8,78,30,7,8,19,30,8,18,6,35,3,6,5,38,3,7,9,7,5,9,5,7,4,63,30,6,8,16,7,28,2,36,4,7,15,8,9,6,2,18,5,53,17,28,3,23,10,25,30,27,32,9,42,23,11,9,37,3,6,4,80,19,39,30,40,7,10,8,8,4,22,27,28,4,5,10,11,6,12,7,8,7,7,7,15,45,7,6,4,5,4,39,24,40,20,10,20
"9",40,7,10,4,3,40,28,28,5,59,5,0,10,9,5,5,8,11,60,3,27,48,26,5,59,5,31,33,22,7,5,4,10,12,6,76,5,10,4,63,7,17,31,7,9,30,16,10,9,9,7,36,5,36,44,1,9,24,3,14,9,4,5,9,4,7,9,10,5,6,7,6,9,6,3,16,13,2,54,7,4,9,8,0,7,6,6,57,32,10,49,32,5,6,10,4,3,21,3,10,24,9,13,5,35,1,25,2,7,27,30,4,34,14,6,7,20,25,7,47,23,57,7,3,9,7,2,2,12,62,3,11,29,5,34,5,7,9,7,8,22,32,1,9,10,19,8,6,6,8,22,8,8,8,27,26,5,4,75,11,11,45,23,35,21,7,20,2,18,7,39,11,8,2,9,19,11,9,13,18,7,8,73,6,42,6,3,35,16,8,6,55,37,80,5,51,10,8,7,6,3,5,5,3,55,10,9,1,7,3,4,6,10,27,8,7,21,42,5,14,12,4,10,22,13,11,5,48,6,36,12,2,2,4,6,4,6,13,5,7,9,14,75,5,8,5,43,5,35,27,9,6,4,25,16,4,9,3,70,10,31,2,41,5,6,9,11,14,7,7,15,48,2,50,9,18,2,29,8,1,9,6,50,6,9,7,6,3,10,5,22,9,2,4,8,5,48,14,4,6,6,10,3,11,18,10,3,39,7,30,9,39,31,35,4,15,3,21,4,22,5,42,25,26,7,32,9,17,42,46,2,3,6,64,3,9,70,11,15,3,58,42,91,8,34,4,20,6,36,11,7,9,27,8,47,5,6,7,4,8,20,51,68,20,1,5,4,4,5,3,4,13,5,3,14,24,3,5,33,41,4,65,29,9,7,7,15,7,25,24,22,9,7,30,2,5,10,5,19,7,7,15,3,104,30,9,6,31,33,6,20,1,38,5,5,5,52,4,12,9,4,13,7,11,2,7,82,53,9,2,17,1,60,7,37,8,10,24,10,11,9,4,19,3,77,30,26,4,47,16,41,44,49,32,10,59,38,5,9,45,5,6,4,102,21,66,54,30,3,7,11,6,9,32,43,24,5,2,19,17,3,4,5,4,7,5,11,12,90,6,5,5,2,6,45,17,37,31,4,23
"10",16,7,11,3,3,21,26,22,10,42,5,4,10,11,11,6,6,14,25,6,13,24,21,3,30,6,13,11,12,7,5,7,5,13,9,39,2,7,6,45,5,7,17,5,10,21,15,10,3,10,8,12,4,21,27,6,7,26,2,10,12,7,3,6,11,6,10,9,8,5,9,4,11,8,8,11,7,6,31,5,6,7,6,12,7,7,12,43,16,3,28,22,5,4,9,4,3,14,5,4,11,10,11,3,31,3,12,13,4,14,18,3,22,24,5,8,11,19,8,44,17,36,5,2,6,8,5,6,5,32,9,3,21,2,28,9,3,1,5,6,12,32,8,11,6,15,15,8,11,9,21,2,5,3,14,13,3,11,40,6,11,29,13,18,25,10,11,3,13,4,19,11,4,4,6,11,6,8,1,20,6,3,41,14,44,3,7,19,6,8,6,37,22,35,4,21,9,5,8,9,1,5,4,4,25,6,6,5,8,9,6,10,6,21,4,6,18,24,6,8,10,5,10,13,8,7,7,28,5,12,4,4,10,5,6,4,5,6,9,5,8,15,41,11,7,5,21,2,26,6,11,4,4,22,12,12,5,0,50,8,29,3,26,10,6,15,4,10,9,4,4,31,3,44,7,23,7,15,12,4,6,6,22,7,4,5,4,4,5,4,14,3,3,7,14,8,23,11,4,7,6,7,6,16,19,9,1,21,6,16,8,31,22,18,2,10,3,10,8,20,3,21,4,16,9,17,6,19,35,24,4,7,9,27,4,4,36,5,13,5,36,26,39,6,15,4,9,5,21,13,4,10,15,7,17,5,5,8,5,10,11,27,45,9,3,3,10,8,2,6,5,7,12,4,10,29,7,5,28,28,5,52,16,8,9,5,10,4,20,14,13,8,4,16,4,8,6,11,8,2,6,7,7,53,20,8,10,19,24,9,15,5,20,5,6,5,24,7,11,13,8,11,6,3,5,6,54,35,5,6,13,3,27,7,31,4,5,31,6,9,9,4,12,6,38,26,19,4,17,17,19,28,26,15,8,36,30,4,4,34,8,5,1,50,9,51,26,25,6,9,1,5,6,23,24,21,5,5,8,17,7,8,4,7,6,8,3,9,44,6,9,3,5,4,19,14,25,14,5,12
