"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,0,0,3,0,0
"S2",0,1,0,5,0,0,0
"S3",0,3,3,0,0,0,0
"S4",0,0,3,0,0,2,0
"S5",0,0,0,6,3,0,0
"S6",0,1,0,3,2,0,0
"S7",0,0,0,0,9,0,0
"S8",0,0,0,12,0,0,1
"S9",0,0,5,0,0,0,0
"S10",0,0,6,4,5,0,0
"S11",0,1,0,0,0,3,9
"S12",3,1,3,2,0,0,0
"S13",0,0,3,2,8,0,0
"S14",0,0,2,6,0,0,0
"S15",0,0,0,2,2,3,0
"S16",0,2,0,3,4,0,0
"S17",1,0,12,2,0,0,0
"S18",0,6,4,0,0,0,0
"S19",6,9,0,0,0,0,0
"S20",0,0,1,0,4,4,0
"S21",0,1,4,0,6,0,0
"S22",0,0,0,3,5,0,0
"S23",0,0,0,12,0,0,0
"S24",0,0,0,0,0,10,0
"S25",9,0,3,0,0,0,0
"S26",0,9,0,0,0,0,1
"S27",0,0,12,0,0,0,0
"S28",0,0,2,0,1,1,0
"S29",4,1,0,10,0,0,0
"S30",9,0,6,0,0,0,0
"S31",0,0,0,2,0,10,0
"S32",0,0,0,6,0,7,0
"S33",0,3,3,0,0,3,0
"S34",1,1,0,4,0,0,0
"S35",7,0,0,0,0,0,0
"S36",0,0,3,0,0,7,0
"S37",0,0,0,7,5,1,0
"S38",0,7,0,0,10,0,0
"S39",0,0,4,3,0,0,0
"S40",0,5,0,0,0,9,0
"S41",0,0,5,0,0,6,0
"S42",9,6,0,2,0,2,0
"S43",0,2,0,7,2,0,2
"S44",7,0,0,0,0,5,0
"S45",0,0,0,0,0,13,0
"S46",3,0,4,0,0,4,0
"S47",2,0,1,5,0,0,0
"S48",5,0,1,0,0,3,0
"S49",0,0,0,14,0,0,0
"S50",1,7,0,0,0,6,0
"S51",3,0,3,0,0,4,0
"S52",0,0,0,0,4,0,0
"S53",0,9,0,0,0,0,0
"S54",0,0,0,7,1,0,0
"S55",0,0,10,0,0,0,0
"S56",2,6,1,0,0,0,0
"S57",0,6,0,0,2,0,0
"S58",2,0,0,4,1,0,0
"S59",0,6,0,0,0,1,0
"S60",6,2,0,0,0,0,0
"S61",2,5,0,0,0,0,0
"S62",0,0,13,0,0,0,0
"S63",1,0,0,0,7,6,0
"S64",0,3,2,0,0,5,0
"S65",0,0,0,5,5,0,0
"S66",2,1,5,0,0,0,0
"S67",0,0,0,0,0,15,0
"S68",8,0,0,4,1,0,0
"S69",2,3,1,0,0,0,0
"S70",6,0,0,0,0,0,0
"S71",1,0,7,0,0,5,0
"S72",1,1,4,0,0,0,0
"S73",1,0,0,0,4,2,0
"S74",0,0,4,0,0,4,0
"S75",0,0,0,3,7,0,0
"S76",0,11,0,4,0,0,0
