"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,0,6,17,6,0
"S2",0,0,0,0,12,16,2
"S3",26,0,0,0,0,0,0
"S4",0,0,11,0,0,7,0
"S5",0,25,0,0,0,0,0
"S6",6,0,0,0,2,1,17
"S7",0,1,0,0,22,0,0
"S8",0,0,0,1,20,0,1
"S9",3,12,8,0,0,0,0
"S10",7,0,7,0,10,0,0
"S11",0,0,0,24,1,0,0
"S12",6,0,7,0,6,0,1
"S13",22,0,0,0,0,1,0
"S14",5,0,6,0,9,0,0
"S15",0,0,0,0,29,0,0
"S16",2,0,0,0,31,0,0
"S17",0,4,0,1,10,3,0
"S18",0,0,9,0,11,0,1
"S19",6,16,0,0,0,0,0
"S20",14,0,8,0,5,0,0
"S21",0,25,0,0,0,0,0
"S22",0,7,3,15,0,4,0
"S23",5,15,5,0,0,0,0
"S24",0,0,8,0,12,6,0
"S25",13,0,0,0,1,18,0
"S26",11,7,0,0,0,0,0
"S27",0,0,18,0,1,6,0
"S28",2,19,0,1,0,2,0
"S29",0,0,0,1,0,19,0
"S30",7,4,7,6,0,5,0
"S31",0,0,20,0,0,0,0
"S32",22,0,0,0,0,0,0
"S33",0,21,0,0,2,0,0
"S34",2,6,0,27,1,0,1
"S35",0,21,0,0,0,1,0
"S36",0,0,0,0,30,0,0
"S37",0,1,0,22,0,0,0
"S38",0,0,22,3,0,0,0
"S39",9,0,0,0,12,3,0
"S40",0,4,0,0,0,7,0
"S41",1,0,25,0,0,0,0
"S42",0,0,0,22,0,0,0
"S43",0,0,0,0,29,0,0
"S44",0,0,24,0,0,0,0
"S45",8,0,0,12,3,0,3
"S46",1,5,8,0,0,8,0
"S47",0,0,0,18,0,0,0
"S48",6,0,3,11,4,3,0
"S49",1,0,0,0,0,21,0
"S50",0,1,0,14,0,0,0
"S51",0,6,11,2,9,1,0
"S52",1,0,1,34,0,0,0
"S53",0,0,9,13,1,0,0
"S54",0,0,0,11,0,7,0
"S55",0,15,0,13,0,0,0
"S56",0,0,10,0,0,13,0
"S57",26,0,0,0,0,0,0
"S58",0,0,31,0,0,0,0
