"","T1","T2","T3","T4","T5","T6","T7"
"S1",13,0,0,0,0,19,2
"S2",15,0,12,0,7,0,0
"S3",1,3,3,6,10,0,0
"S4",0,15,0,0,7,0,0
"S5",0,32,0,0,0,0,0
"S6",0,0,0,23,0,0,0
"S7",19,0,0,0,18,0,0
"S8",0,0,0,0,27,0,0
"S9",0,0,0,0,5,14,0
"S10",17,0,0,0,0,11,0
"S11",0,7,0,17,0,0,0
"S12",0,23,0,0,0,0,1
"S13",8,7,0,0,0,15,0
"S14",0,0,0,14,0,12,0
"S15",0,0,37,0,0,0,0
"S16",0,11,7,5,0,0,0
"S17",0,0,2,14,0,10,0
"S18",3,0,0,0,0,28,0
"S19",0,8,10,0,0,0,0
"S20",0,19,1,0,0,0,0
"S21",12,0,0,0,14,0,0
"S22",0,0,23,1,0,1,0
"S23",0,9,0,0,0,20,0
"S24",0,1,5,0,0,30,0
"S25",0,0,0,0,0,22,0
"S26",8,0,0,13,11,0,0
"S27",0,28,0,0,0,0,0
"S28",1,0,22,1,0,0,0
"S29",2,9,0,0,0,11,0
"S30",0,0,0,25,0,1,0
"S31",26,0,0,0,0,0,6
"S32",11,0,0,1,19,0,0
"S33",0,13,0,13,0,0,0
"S34",2,0,7,1,0,13,0
"S35",0,0,0,4,1,14,0
"S36",23,0,0,0,0,3,0
"S37",2,0,10,0,0,1,10
"S38",7,0,15,0,5,6,0
"S39",0,16,0,0,0,0,0
"S40",0,0,27,0,0,0,0
"S41",14,0,0,0,3,11,0
"S42",13,0,12,0,0,0,0
"S43",0,0,0,0,0,19,0
"S44",1,0,0,0,24,0,0
"S45",0,18,12,1,0,0,0
"S46",21,14,0,0,0,2,0
"S47",21,8,0,0,0,0,0
"S48",0,0,0,0,26,0,0
"S49",12,11,0,0,0,0,0
"S50",5,3,0,6,6,0,0
"S51",0,7,0,0,11,7,0
"S52",0,1,8,0,0,10,1
"S53",18,1,0,1,1,0,0
"S54",8,0,0,0,2,17,0
"S55",6,0,0,0,9,11,0
"S56",0,0,0,0,0,0,20
"S57",0,0,0,12,0,13,0
"S58",9,0,8,6,0,0,0
"S59",2,0,0,19,0,1,0
"S60",13,0,8,0,8,0,0
"S61",0,13,0,7,0,6,0
"S62",0,0,0,16,4,0,0
"S63",7,1,0,0,10,0,2
"S64",6,0,0,6,10,0,0
"S65",10,0,8,0,0,0,0
"S66",0,0,0,22,0,0,0
"S67",9,0,5,0,7,0,0
"S68",0,0,16,0,0,9,0
"S69",0,0,0,15,0,3,0
"S70",9,0,0,0,0,17,0
"S71",0,14,14,0,0,1,0
"S72",3,0,3,4,2,0,0
"S73",29,0,0,0,0,0,0
"S74",0,20,0,0,0,6,0
"S75",0,1,0,2,16,0,0
"S76",0,28,0,0,0,0,0
"S77",0,0,0,0,0,19,0
"S78",0,0,0,8,0,9,0
"S79",5,0,13,0,5,0,0
"S80",0,15,0,0,0,0,0
"S81",0,6,4,11,0,0,1
"S82",2,0,27,0,2,0,0
"S83",10,0,6,0,8,0,0
"S84",0,1,0,0,27,0,0
"S85",21,0,9,0,0,0,1
"S86",19,0,0,0,5,0,0
"S87",0,0,0,26,4,0,0
"S88",5,0,0,6,0,11,0
"S89",0,5,0,0,12,7,0
"S90",7,0,5,8,0,6,0
"S91",0,0,0,1,0,24,0
"S92",0,0,25,0,0,0,0
"S93",0,9,11,0,2,1,0
"S94",6,6,5,3,5,0,0
"S95",6,0,0,12,7,0,0
"S96",16,0,0,0,0,1,0
"S97",0,12,0,12,0,0,0
"S98",5,0,0,0,14,0,0
"S99",9,0,10,0,11,0,0
"S100",0,0,0,0,32,0,0
"S101",0,0,26,0,0,0,0
"S102",0,10,0,0,0,6,1
"S103",0,0,4,16,0,0,0
"S104",0,0,0,0,13,10,0
"S105",16,0,0,1,2,0,0
"S106",0,0,0,24,0,0,0
"S107",0,0,26,0,0,0,0
"S108",16,0,0,0,9,0,0
"S109",0,23,0,0,0,0,0
"S110",0,0,0,0,0,27,0
"S111",4,0,0,6,12,3,0
"S112",5,0,0,0,22,0,0
"S113",12,3,0,11,0,0,0
"S114",10,0,6,12,0,0,0
"S115",26,0,2,0,0,0,0
"S116",33,0,0,0,0,0,0
"S117",0,7,7,7,0,1,0
"S118",12,0,0,0,10,0,0
"S119",11,0,0,11,12,0,0
"S120",0,0,0,0,24,0,0
"S121",20,0,0,0,0,5,0
"S122",0,0,27,0,0,0,0
"S123",0,0,19,0,0,10,0
"S124",7,0,11,8,0,0,0
"S125",0,2,25,0,0,0,0
"S126",0,23,17,0,0,3,0
"S127",0,0,0,0,18,0,0
"S128",0,12,0,2,0,3,0
"S129",0,6,0,0,7,8,0
"S130",0,27,0,3,0,0,3
"S131",0,0,0,0,13,2,11
"S132",10,0,0,0,0,4,0
"S133",0,0,25,0,0,0,0
"S134",0,0,24,2,0,0,0
"S135",0,0,0,23,0,0,0
"S136",23,1,0,0,0,0,0
"S137",0,7,9,0,0,10,0
"S138",0,3,0,0,23,0,1
"S139",16,0,0,0,0,17,0
"S140",0,0,19,9,0,0,0
"S141",28,0,0,1,2,8,1
"S142",8,0,0,0,4,0,15
"S143",1,16,0,0,8,0,0
"S144",0,0,0,10,6,0,0
"S145",1,0,0,1,19,0,1
"S146",27,0,0,0,0,0,0
"S147",0,15,13,0,0,0,0
"S148",0,0,0,26,0,0,0
"S149",7,12,6,0,0,0,0
"S150",0,0,6,0,8,8,0
"S151",12,0,0,11,6,1,0
"S152",5,0,3,3,6,9,0
"S153",0,0,0,21,4,0,0
"S154",0,34,0,0,0,0,0
"S155",0,13,0,0,10,0,0
"S156",0,0,0,16,9,0,0
"S157",0,0,0,0,0,22,0
"S158",0,0,0,0,1,13,0
"S159",0,1,22,0,0,2,0
"S160",0,0,0,4,0,17,1
"S161",0,0,0,19,9,0,0
"S162",0,0,2,17,11,0,1
"S163",0,27,0,0,0,0,0
"S164",4,0,0,4,15,9,0
"S165",20,1,0,0,0,1,0
"S166",0,11,0,11,0,5,0
"S167",1,6,12,0,6,0,1
"S168",0,0,21,0,0,0,1
"S169",0,0,24,0,0,0,0
"S170",0,0,23,0,0,0,0
"S171",12,0,6,4,0,0,0
"S172",0,1,0,27,0,0,0
"S173",0,10,0,11,11,0,1
"S174",0,1,1,10,11,9,0
"S175",4,7,8,6,0,0,0
"S176",0,0,7,7,11,0,0
"S177",5,0,3,7,0,0,0
"S178",8,0,12,0,1,0,0
"S179",0,0,0,0,0,21,0
"S180",0,0,12,0,0,13,0
"S181",0,11,0,15,0,0,0
"S182",0,27,0,0,0,0,1
"S183",0,0,0,26,0,0,2
"S184",0,0,0,15,12,0,0
"S185",7,0,0,0,15,0,0
"S186",1,13,9,0,0,0,2
"S187",0,0,0,7,5,10,0
"S188",0,0,27,1,0,0,0
"S189",0,5,9,1,0,6,0
"S190",0,0,1,7,0,0,9
"S191",0,4,0,0,15,0,0
"S192",0,14,2,0,11,0,0
"S193",1,17,9,0,0,0,0
"S194",0,0,9,0,0,9,0
"S195",0,13,0,0,0,13,0
"S196",0,25,0,0,0,0,0
"S197",12,12,0,0,0,0,0
"S198",1,11,0,8,0,0,0
"S199",0,0,1,7,7,11,0
"S200",17,0,1,0,0,4,2
"S201",0,8,0,9,7,0,0
"S202",0,9,6,7,0,0,0
"S203",0,0,29,0,0,0,0
"S204",0,7,0,0,5,4,0
"S205",0,0,0,0,21,0,0
"S206",10,10,10,0,0,0,0
"S207",8,0,0,0,7,5,0
"S208",0,10,0,0,0,6,0
"S209",0,29,0,0,0,0,0
"S210",0,18,10,6,0,0,0
"S211",0,0,8,11,0,5,0
"S212",0,0,32,0,1,0,0
"S213",1,14,5,0,0,11,0
"S214",8,0,11,0,1,0,0
"S215",0,0,20,0,1,0,0
