"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,2,0,0,0,5,0
"S2",0,0,9,0,0,0,0
"S3",0,0,0,0,9,0,0
"S4",4,0,0,5,0,0,0
"S5",8,0,0,3,0,0,0
"S6",0,0,0,0,0,11,0
"S7",0,0,0,4,1,0,0
"S8",0,0,0,0,0,7,0
"S9",1,0,0,3,0,1,0
"S10",6,0,0,1,0,0,0
"S11",0,3,0,7,0,0,0
"S12",0,0,4,0,5,1,0
"S13",8,2,0,0,0,4,0
"S14",3,2,0,0,7,0,0
"S15",1,1,0,4,1,0,2
"S16",1,0,0,1,3,0,9
"S17",0,0,3,1,0,5,0
"S18",0,7,0,0,0,3,0
"S19",0,0,0,2,5,0,0
"S20",12,0,0,5,0,0,0
"S21",6,0,0,0,0,0,0
"S22",0,0,0,0,15,0,0
"S23",5,4,0,0,0,0,0
"S24",7,1,0,0,0,0,0
"S25",0,0,4,0,3,0,0
"S26",0,6,0,0,3,0,0
"S27",0,0,0,4,0,4,0
"S28",0,1,0,1,3,0,0
"S29",0,0,0,0,6,0,0
"S30",0,0,0,6,3,0,0
"S31",0,0,1,0,2,8,0
"S32",0,0,8,0,0,0,0
"S33",5,2,1,0,0,3,0
"S34",0,0,1,0,0,11,1
"S35",0,5,3,0,0,0,0
"S36",4,0,0,18,0,0,0
"S37",12,0,0,0,0,0,0
"S38",0,0,0,9,0,0,0
"S39",2,0,0,0,10,0,1
"S40",0,0,0,3,4,0,0
"S41",0,2,4,0,0,4,0
"S42",5,0,0,0,3,0,0
"S43",0,0,0,9,0,0,0
"S44",0,0,17,0,0,0,0
"S45",0,0,5,0,0,0,0
"S46",0,0,0,6,3,0,0
"S47",0,0,0,0,5,0,2
"S48",0,3,0,0,8,7,0
"S49",1,13,1,0,0,0,0
"S50",0,0,0,3,8,0,0
"S51",6,5,0,0,0,1,1
"S52",0,1,3,0,0,2,0
"S53",1,0,8,0,0,3,0
"S54",1,0,0,0,2,5,0
"S55",3,0,0,0,0,4,0
"S56",1,0,3,4,3,0,0
"S57",0,1,6,1,0,6,0
"S58",0,0,0,0,0,4,0
"S59",5,0,0,0,6,0,0
"S60",1,0,0,0,1,7,0
"S61",0,5,0,0,1,0,0
"S62",0,0,0,10,0,0,0
"S63",0,3,1,7,3,0,0
"S64",1,1,8,0,0,0,0
"S65",5,0,0,0,7,0,0
"S66",0,0,3,0,0,5,0
"S67",11,0,0,9,0,0,0
"S68",0,0,0,0,2,9,0
"S69",5,0,7,0,0,0,0
"S70",6,0,0,0,0,0,4
"S71",1,0,3,0,1,0,0
"S72",0,0,0,5,6,0,0
"S73",0,0,4,1,0,5,0
"S74",6,0,0,0,4,0,0
"S75",3,5,0,0,0,0,0
"S76",0,5,0,0,2,0,0
"S77",0,0,0,9,0,0,0
"S78",0,0,1,8,1,0,0
"S79",0,1,4,0,0,0,0
"S80",0,9,0,0,0,2,0
"S81",0,2,0,0,6,1,0
"S82",0,1,5,0,0,0,0
"S83",0,0,5,8,0,0,0
"S84",0,7,0,0,0,11,0
"S85",0,3,0,0,0,0,0
"S86",0,8,0,0,0,0,0
"S87",7,0,0,0,0,0,0
"S88",0,5,0,6,3,0,0
"S89",0,0,2,0,3,0,0
"S90",5,0,6,0,0,0,0
"S91",0,0,0,0,11,0,0
"S92",0,4,0,0,5,4,0
"S93",0,10,0,0,0,0,0
"S94",0,0,3,4,0,7,0
"S95",0,0,8,0,0,0,0
"S96",0,0,0,0,5,5,0
"S97",6,2,0,3,2,0,0
"S98",0,0,0,0,0,0,12
"S99",1,0,0,0,0,5,0
"S100",1,0,2,0,2,2,0
"S101",7,0,0,0,4,0,0
"S102",0,1,0,0,7,1,0
"S103",0,1,0,0,1,1,0
"S104",0,8,0,4,0,1,0
"S105",0,4,5,0,0,0,0
"S106",0,0,0,0,0,6,1
"S107",3,0,6,1,0,0,0
"S108",0,1,8,0,0,0,0
"S109",0,8,0,0,4,0,0
"S110",0,0,0,0,3,9,0
"S111",0,5,2,4,3,0,0
"S112",1,0,0,4,0,0,0
"S113",10,0,0,0,2,0,0
"S114",0,5,0,0,0,0,0
"S115",0,2,2,1,0,0,0
"S116",3,0,3,6,0,0,0
"S117",2,0,0,0,0,6,0
"S118",0,0,0,7,0,8,0
"S119",0,0,6,5,0,2,0
"S120",0,0,11,0,0,0,0
"S121",0,17,0,0,0,0,0
"S122",0,6,1,0,0,0,0
"S123",4,5,0,0,0,3,0
"S124",0,13,0,0,0,0,0
"S125",2,0,0,0,0,8,0
"S126",5,0,2,0,2,0,0
"S127",0,1,2,4,0,0,0
"S128",0,0,0,1,0,5,0
"S129",5,0,9,0,0,1,0
"S130",6,0,0,0,0,4,0
"S131",5,0,6,0,0,0,0
"S132",0,0,0,0,7,0,0
"S133",0,0,0,6,0,0,0
"S134",1,1,1,0,0,0,0
"S135",0,3,0,0,10,0,0
"S136",3,0,3,0,0,0,0
"S137",0,11,0,0,0,6,0
"S138",0,5,0,0,4,6,0
"S139",0,0,0,0,1,10,2
"S140",7,0,0,0,0,0,0
"S141",4,0,2,0,0,0,0
"S142",0,0,0,0,3,5,0
"S143",2,0,2,0,2,0,0
"S144",0,0,12,0,0,0,0
