"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"1",3,3,6,8,6,6,13,4,4,8,3,12,6,4,14,3,2,12,27,4,3,14,11,7,9,3,10,6,6,8,5,4,5,0,3,3,6,12,5,7,15,9,6,3,13,4,10,12,4,13,6,4,5,9,8,3,11,3,8,1,3,8,3,5,7,1,5,4,10,7,4,7,31,4,3,3,8,4,4,19,4,3,12,12,7,10,7,5,6,4,16,21,14,4,3,11,6,5,11,6,6,3,4,11,6,7,6,4,17,9,3,0,7,14,7,5,5,5,11,3,7,11,2,8,10,1,2,15,10,17,11,9,12,4,3,2,11,4,10,3,9,28,7,7,4,6,8,4,14,7,10,4,4,24,1,9,7,2,2,5,6,3,8,6,23,6,3,7,21,7,5,8,6,3,18,5,3,12,4,8,10,6,0,6,4,28,18,6,5,3,14,4,14,28,4,5,7,7,7,7,3,5,7,3,9,10,6,4,3,11,10,3,1,11,13,8,6,7,3,15,17,3,3,4,7,12,8,5,4,22,16,12,8,16,3,6,8,5,3,3,11,18,4,9,6,6,8,14,7,7,5,4,18,5,5,5,5,4,6,4,10,6,6,4,2,7,3,6,3,1,6,9,5,3,9,10,9,8,4,13,3,10,9,4,9,3,6,8,9,14,25,7,1,16,17,2,3,2,11,3,3,2,8,1,8,4,13,16,5,12,4,14,4,10,2,3,9,6,12,2,24,13,23,12,2,6,6,6,6,29,19,6,12,11,9,11,4,11,18,3,8,13,9,5,4,2,17,2,21,7,7,1,13,2,4,4,5,5,2,7,3,8,5,5,5,23,4,7,11,5,16,7,5,6,8,7,10,16,5,2,6,3,8,7,3,7,15,12,5,9,9,2,15,7,1,5,11,10,8,10,5,7,24,12,5,16,5,5,2,6,5,12,24,3,11,1,4,10,2,1,3,7,6,1,4,3,1,9,4,2,7,12,3,4,15,8,16,24,4,13,0,2,6,11,31,3,3,2,4,3,8,5,7,2,10,4,0,5,26,3,13,4,6,7,19,4,6,15,16,20,5,5,9,6,2,1,6,5,9,5,4,15,9,13,7,2,6,5,6,0,4,14,7,5,5,3,4,4,28,2
"2",2,6,5,4,9,5,8,7,10,5,0,14,5,3,18,3,1,5,17,7,4,17,15,8,6,9,7,5,7,1,8,5,4,4,6,11,11,10,6,7,15,12,9,6,8,2,15,13,1,11,3,3,4,3,8,4,11,6,10,1,12,8,6,6,6,1,6,5,7,3,8,14,30,5,1,4,8,11,2,10,2,4,9,9,7,12,6,7,5,4,7,26,13,4,2,14,5,9,12,7,3,4,2,11,4,10,2,6,9,10,4,4,4,16,4,8,10,2,11,5,6,11,2,5,3,3,2,15,8,18,5,15,13,6,6,1,15,4,5,5,8,23,8,2,5,11,5,5,17,7,6,9,7,14,2,6,7,1,1,6,10,12,3,6,27,8,7,5,13,5,9,7,12,4,17,6,3,12,13,9,6,4,3,4,6,19,18,6,5,7,14,3,13,28,9,5,12,4,10,5,5,5,2,2,5,6,3,5,7,8,6,5,8,9,8,2,10,8,1,15,13,6,5,2,1,14,6,6,6,17,13,10,1,15,1,2,4,9,2,6,6,18,6,2,3,5,15,9,5,9,3,2,15,4,6,13,1,5,9,6,8,2,7,3,8,3,6,4,5,7,8,14,5,4,2,7,17,4,10,13,2,8,9,6,8,5,3,5,7,9,13,2,2,6,16,9,0,2,14,8,2,2,11,3,2,1,21,11,1,15,9,12,9,5,4,3,13,2,1,2,10,6,19,17,4,7,6,6,4,19,14,2,7,6,5,7,8,8,8,6,6,5,14,7,7,8,18,3,9,5,3,0,6,4,5,6,8,5,3,10,6,6,2,8,6,20,5,5,17,7,7,8,4,4,6,10,9,19,9,5,5,4,18,1,4,5,9,13,3,6,7,9,11,7,3,5,3,12,5,7,7,5,24,8,4,13,2,9,3,7,4,11,17,3,18,6,4,16,1,1,8,7,6,4,5,2,3,3,6,3,5,5,4,1,9,8,16,23,0,17,3,7,4,1,15,5,7,2,3,5,5,4,4,6,6,5,2,6,30,4,12,4,4,8,6,4,6,12,17,11,0,4,9,5,7,6,7,7,5,2,5,14,8,6,6,8,7,8,6,2,2,19,8,3,6,3,2,2,20,4
"3",3,3,9,8,5,9,11,7,12,8,3,17,8,5,32,4,3,4,27,4,5,34,22,7,6,3,7,9,8,1,7,4,5,5,5,7,7,19,4,7,19,14,5,6,11,10,25,20,1,14,6,8,6,12,5,3,4,7,7,0,18,7,6,4,5,4,8,5,4,13,21,17,52,5,2,4,20,5,6,34,7,1,15,14,3,8,3,11,7,7,23,26,15,3,6,15,3,5,22,6,7,4,0,15,1,9,4,12,19,14,0,3,5,15,12,5,8,3,11,5,10,3,6,9,4,3,2,26,17,27,19,23,18,8,4,2,16,4,8,7,10,30,11,4,5,11,7,5,19,2,17,4,7,22,4,4,6,3,2,3,6,8,16,12,53,4,1,5,28,6,7,5,12,5,22,9,6,13,1,6,15,6,5,3,5,27,30,5,6,2,16,4,26,32,3,5,6,5,7,9,5,5,4,3,6,16,2,12,9,13,12,7,3,4,8,6,9,11,5,14,22,4,4,2,3,17,4,4,8,26,18,5,2,20,5,0,10,8,10,4,11,34,7,7,5,3,22,15,3,8,5,14,22,3,6,6,6,19,15,7,6,4,3,6,10,2,5,4,7,7,10,18,4,1,5,4,22,3,7,8,9,22,4,7,4,4,8,4,11,8,32,7,4,23,28,6,2,2,16,5,3,2,22,3,14,1,32,32,4,32,7,20,2,12,2,5,22,3,4,5,23,25,27,18,3,11,6,3,2,33,32,4,4,5,10,13,5,15,23,4,14,15,11,4,5,5,20,2,19,8,13,1,13,4,2,4,7,8,3,8,8,3,6,5,6,40,6,9,22,6,7,10,4,3,7,5,10,11,3,7,5,2,10,8,2,15,18,20,7,10,4,1,14,8,0,8,4,5,5,11,9,4,32,6,6,13,6,6,4,3,5,12,31,6,26,10,6,15,2,0,1,11,0,4,3,7,2,18,6,4,5,6,5,6,25,8,26,39,2,29,5,10,2,3,31,3,7,8,2,8,1,2,6,8,10,4,1,4,32,10,19,4,10,10,15,4,14,15,16,26,3,6,7,10,5,8,10,3,9,5,6,19,11,8,2,9,1,7,5,3,5,25,7,5,2,9,8,5,28,1
"4",5,2,8,6,6,4,10,3,6,4,5,20,7,0,30,2,6,12,26,4,7,18,10,15,6,4,7,14,5,1,12,3,8,8,8,9,7,13,2,12,16,18,10,8,6,7,12,25,0,16,11,7,3,8,3,6,9,4,7,2,11,9,6,6,10,3,7,2,9,9,8,30,36,7,1,3,17,9,3,26,4,0,15,20,3,8,11,8,4,2,21,32,20,4,7,20,6,6,19,16,3,5,1,19,3,3,8,10,12,19,3,3,8,14,2,2,7,4,8,2,14,5,3,9,6,4,1,30,12,27,9,24,16,15,2,1,10,3,5,4,10,39,6,7,1,7,8,9,22,1,5,8,7,26,6,6,4,2,4,7,3,4,3,6,47,5,4,3,22,6,3,10,10,2,21,5,4,16,8,10,13,8,6,10,5,25,28,2,10,2,25,6,25,44,8,2,9,5,8,5,3,6,10,3,4,9,4,13,4,8,10,4,5,3,6,4,19,12,6,15,21,3,3,5,0,18,4,5,7,26,20,14,4,23,3,7,12,9,8,3,16,30,4,6,3,2,11,17,8,14,4,7,23,4,2,8,3,9,9,3,5,7,3,2,9,4,4,2,4,19,5,3,6,4,4,8,22,1,5,10,6,14,9,3,3,4,8,6,13,12,29,0,1,10,21,2,4,7,20,6,1,4,19,1,6,1,28,33,2,32,8,21,3,16,4,4,18,11,6,1,18,14,29,20,8,5,4,6,5,29,33,2,4,5,3,5,4,20,18,3,11,7,12,6,2,6,28,3,18,10,18,2,5,5,6,5,11,2,4,4,4,4,9,7,5,29,4,6,23,7,16,5,3,5,4,9,4,16,9,1,3,1,22,5,9,7,24,11,3,8,11,1,17,5,1,11,7,3,6,17,10,6,43,15,5,18,3,1,3,1,10,13,27,4,17,5,6,17,0,4,2,13,4,3,4,7,5,9,5,3,7,8,11,8,24,5,26,36,4,23,6,6,7,5,32,4,3,4,3,6,2,12,4,6,9,6,2,4,29,7,22,3,6,8,11,10,14,16,9,19,3,5,13,3,2,5,9,6,7,4,5,16,7,3,5,3,4,8,4,3,4,29,9,6,5,6,1,2,21,8
"5",2,7,5,6,8,3,12,5,7,6,2,11,4,1,14,8,6,7,11,2,6,4,11,4,7,9,4,9,11,3,6,1,6,13,5,4,8,11,3,8,17,14,11,2,6,6,14,10,1,8,8,5,4,4,2,9,8,2,6,4,12,6,6,9,5,3,3,4,5,10,6,8,15,5,3,7,5,2,7,17,4,3,10,12,7,2,5,9,5,3,12,15,18,4,4,11,6,7,19,8,7,1,1,7,8,11,7,8,8,13,7,3,7,10,2,4,5,2,7,4,11,6,1,9,7,4,2,19,12,19,1,12,10,10,4,4,6,4,7,1,7,19,7,2,3,6,6,2,16,2,10,7,7,6,6,6,7,1,1,2,5,3,4,7,25,3,5,7,12,5,5,2,11,9,11,12,3,8,6,6,9,6,6,2,4,9,11,5,6,1,12,2,22,20,3,1,7,0,11,7,6,8,4,5,7,9,4,8,6,8,4,8,1,7,7,6,9,7,8,15,8,4,5,3,0,18,10,5,7,10,8,6,12,8,3,6,3,6,6,4,6,20,8,4,8,6,10,8,8,4,2,4,9,7,3,10,4,6,6,8,7,3,7,6,8,2,3,2,4,7,11,8,5,4,4,6,9,6,5,6,9,6,4,5,4,4,6,8,7,8,17,1,8,8,17,3,4,1,8,7,2,2,5,1,4,0,12,8,5,10,8,16,5,9,3,1,13,3,5,3,11,5,14,13,5,2,11,3,6,11,7,5,11,5,2,7,6,7,6,1,9,6,8,4,4,4,19,1,7,9,11,4,8,2,5,6,3,6,3,5,4,11,7,1,4,21,4,6,9,6,6,1,6,4,8,11,16,18,6,7,7,3,8,8,5,7,9,9,5,10,9,2,11,8,1,9,7,4,1,14,6,7,21,7,9,12,4,1,5,3,5,9,11,5,11,5,7,10,1,3,1,8,4,7,4,3,2,6,3,4,0,4,4,3,11,6,10,17,5,17,6,10,3,6,19,6,1,3,2,4,2,10,6,9,8,10,0,2,24,2,12,4,8,13,9,7,12,15,12,15,0,4,9,4,3,10,2,3,11,1,7,6,11,6,1,1,5,8,3,2,5,7,9,6,3,4,6,1,14,6
"6",3,4,3,5,7,7,11,5,12,5,2,14,9,4,24,4,2,6,25,3,7,15,17,5,8,9,6,7,3,6,5,2,3,2,3,4,6,15,1,9,18,9,6,5,11,12,14,16,0,10,7,7,10,6,4,5,9,3,8,2,11,5,8,4,11,4,7,3,6,10,7,10,44,3,4,5,17,5,7,22,1,1,13,9,4,6,5,6,3,1,26,15,15,3,4,14,8,7,14,9,10,3,1,11,4,5,6,5,10,16,4,2,7,14,3,6,7,7,7,7,12,5,5,9,3,5,4,21,0,23,8,17,7,12,0,1,19,7,9,6,10,30,6,3,8,10,3,3,23,2,6,6,6,20,4,6,6,2,2,3,6,5,8,2,27,3,3,8,22,4,5,8,8,3,24,6,4,14,5,7,10,7,3,8,3,17,22,3,3,3,20,5,23,37,5,7,15,4,12,5,7,5,5,5,6,7,4,6,5,8,9,3,5,7,4,3,5,9,3,12,22,5,5,2,1,17,8,1,9,12,22,5,6,10,5,1,6,7,3,2,10,24,4,6,4,4,14,12,9,9,5,7,12,3,5,4,3,11,11,5,5,4,4,4,5,3,4,5,5,7,7,10,6,0,4,7,16,4,4,9,7,9,10,2,4,4,10,7,4,13,17,3,3,11,19,5,0,4,15,3,3,2,15,2,8,2,24,16,2,14,6,15,4,11,3,3,19,7,6,1,17,15,25,13,3,6,3,11,5,31,14,4,6,5,6,8,7,7,7,7,12,5,8,4,5,7,15,1,18,12,14,3,4,1,3,3,9,2,1,3,5,4,10,6,7,20,4,7,19,7,11,2,8,5,8,9,10,20,12,7,2,7,9,7,3,11,16,4,6,7,4,6,14,3,1,10,3,6,4,12,8,3,28,3,4,18,13,1,4,7,11,16,21,6,15,2,9,9,1,1,8,10,4,2,2,6,3,11,4,3,5,3,1,5,17,6,22,19,5,28,2,6,6,1,19,4,5,4,2,2,9,7,3,4,5,2,2,7,28,3,11,2,5,11,7,3,12,13,17,11,3,2,15,3,3,11,9,8,6,3,9,8,9,5,3,2,5,6,3,2,5,21,6,4,2,1,4,3,25,6
"7",2,5,9,6,10,4,11,1,7,7,1,16,10,7,23,5,3,3,24,2,6,19,15,11,7,12,7,5,7,4,4,3,7,8,10,9,9,9,5,7,14,6,4,6,4,3,10,21,0,10,7,13,12,6,6,0,7,3,4,2,11,5,4,8,6,2,4,8,4,8,7,19,23,5,1,3,11,10,2,19,3,3,19,14,4,8,10,8,6,4,10,20,10,2,3,8,3,4,14,6,5,3,1,10,3,7,5,9,14,14,3,9,7,14,5,6,6,10,4,4,12,10,3,7,6,2,3,21,11,20,12,16,5,10,0,0,11,9,4,5,4,25,4,3,6,9,9,7,13,4,12,3,6,16,7,10,5,2,2,1,5,5,6,5,27,6,3,3,13,5,3,5,12,7,16,5,6,6,8,4,6,3,3,5,4,12,19,4,11,4,19,6,14,19,5,6,13,5,6,6,10,8,4,4,3,6,3,6,11,8,9,4,6,7,8,6,7,3,7,10,9,2,1,2,4,13,5,5,3,17,14,12,6,10,4,4,7,4,3,3,13,20,5,3,3,3,14,13,7,4,3,4,16,5,4,7,3,7,9,3,10,3,3,4,9,4,6,6,1,6,7,9,3,2,1,5,17,5,4,4,2,10,10,5,8,6,9,4,5,11,13,2,1,10,14,4,3,0,14,8,3,1,11,3,5,3,24,7,2,21,2,27,2,11,2,3,11,7,3,3,14,8,33,11,5,4,6,11,9,28,18,3,7,9,3,10,4,11,12,2,6,7,9,5,4,7,20,4,20,5,7,4,11,6,5,5,6,3,2,10,7,5,4,7,11,33,6,4,19,6,11,4,3,8,5,6,5,11,5,4,5,5,13,1,7,10,7,11,4,4,7,4,3,4,7,12,7,9,3,4,3,5,18,9,9,25,4,1,6,2,7,12,21,5,9,1,6,16,0,1,9,10,8,5,5,5,5,9,3,4,8,6,4,3,16,1,24,28,6,18,5,6,0,5,29,4,1,5,3,7,3,8,6,10,16,4,1,0,22,4,16,4,6,13,12,2,9,10,10,15,2,3,6,3,4,5,11,2,9,5,4,8,11,7,2,6,3,5,4,3,5,21,2,7,1,6,3,1,24,6
"8",5,5,4,6,8,2,8,5,10,9,5,30,3,2,44,6,3,6,49,3,5,40,27,15,9,1,9,7,9,4,12,2,10,5,7,9,10,22,4,6,21,23,9,3,10,3,22,29,0,16,6,8,3,2,9,3,5,4,11,0,15,9,3,3,9,3,4,2,11,18,9,29,66,1,1,6,27,8,2,34,3,1,23,25,5,8,7,7,5,1,41,38,13,4,4,17,7,2,25,9,11,5,1,23,4,15,8,8,16,17,4,3,4,34,3,3,7,4,15,8,25,11,3,12,3,4,5,37,18,45,16,23,24,17,3,4,14,7,6,5,4,54,4,5,3,8,8,3,33,2,18,5,9,21,3,17,10,1,3,10,10,6,9,7,63,6,0,6,27,11,8,6,22,8,33,4,4,18,4,9,18,5,2,5,4,45,31,2,11,3,41,3,49,48,4,4,6,5,11,8,1,5,4,1,2,19,4,8,7,14,18,8,4,8,6,8,19,14,6,20,29,4,5,4,4,18,3,5,1,33,18,10,6,27,5,5,3,8,6,3,11,37,8,6,4,5,14,23,4,13,5,9,29,5,5,7,3,8,19,6,1,7,3,9,7,1,1,8,7,9,11,10,3,1,7,10,28,4,6,14,4,17,8,3,5,3,8,3,17,22,43,10,3,15,30,2,1,0,33,8,0,2,29,1,4,1,30,36,3,46,10,35,3,13,4,4,21,5,5,1,29,23,38,18,5,12,10,7,6,53,32,3,7,6,7,6,2,15,22,6,16,12,12,1,5,3,32,4,29,8,16,2,8,5,6,9,13,3,5,6,6,7,13,3,2,42,3,13,31,8,19,8,9,5,4,12,7,25,3,5,4,5,16,7,3,12,22,22,5,14,4,4,32,10,0,6,8,8,4,17,12,5,40,9,8,22,6,4,4,3,8,19,39,5,25,7,4,23,1,4,5,18,4,5,4,3,3,21,7,7,9,5,4,9,33,6,48,42,4,29,3,7,2,5,46,7,6,5,2,8,4,10,4,2,7,10,0,2,58,5,20,2,6,7,19,11,16,26,18,16,1,6,11,4,4,7,10,7,6,5,2,30,7,10,4,5,6,9,2,3,3,35,8,5,2,4,0,1,39,3
"9",1,2,10,1,9,5,12,9,4,11,4,10,7,5,24,4,7,4,13,4,3,14,9,10,4,10,7,12,5,0,4,3,7,8,8,7,10,18,6,9,10,6,9,4,5,4,15,20,1,8,8,5,7,9,8,5,10,1,10,1,10,2,8,11,4,2,6,5,11,4,4,10,22,5,3,4,10,8,5,14,7,2,12,16,4,10,7,7,8,5,18,23,15,3,4,10,4,4,16,13,7,4,1,10,4,7,6,6,15,12,4,3,7,12,4,3,5,5,7,4,14,2,4,8,8,2,2,22,7,18,4,11,6,7,4,5,10,5,3,5,5,23,9,7,6,10,6,2,21,2,9,7,13,11,5,6,4,4,1,5,9,7,7,10,13,4,5,5,19,9,9,7,12,4,15,6,6,12,5,3,10,7,3,2,2,21,13,5,4,1,13,3,17,27,7,4,7,4,2,2,3,6,3,3,3,10,2,7,6,16,5,5,5,9,8,7,11,6,7,14,10,5,3,0,4,13,1,4,4,15,16,4,2,9,2,6,7,5,1,3,8,19,5,12,6,7,10,14,8,3,3,6,10,1,3,14,3,8,9,4,6,9,5,3,3,6,5,5,2,8,8,13,5,4,3,6,15,4,4,8,3,7,3,2,4,4,4,2,8,5,15,4,3,16,15,3,4,6,9,5,3,3,13,2,4,2,18,16,2,18,0,26,4,7,6,7,10,5,7,3,26,14,27,10,5,5,8,6,5,21,19,3,7,8,3,11,3,9,15,3,7,4,6,5,9,1,14,1,28,6,8,4,8,4,3,4,5,5,5,6,7,8,7,6,7,22,2,8,20,6,14,4,5,4,4,8,6,20,7,5,1,5,9,8,8,8,10,14,5,9,10,2,9,6,2,10,10,8,9,14,7,4,29,5,11,15,8,5,0,6,6,17,12,5,9,4,4,10,1,1,6,7,8,6,5,2,2,8,5,3,9,7,4,7,9,8,17,30,3,16,1,5,2,8,26,3,0,5,4,2,5,5,5,3,12,6,1,6,27,2,7,3,7,10,8,4,15,7,12,14,1,7,2,3,6,6,8,2,4,2,3,14,10,3,6,3,1,5,3,3,4,12,12,4,4,2,7,2,24,1
"10",2,1,5,10,9,2,8,3,7,6,1,11,3,1,18,5,1,5,32,4,10,22,12,8,5,10,8,9,7,5,5,3,8,5,7,9,7,9,8,7,18,14,7,6,5,10,14,12,0,10,13,10,5,6,10,4,5,2,3,5,7,6,5,5,5,3,5,4,2,7,8,10,41,3,2,7,15,8,6,19,2,5,12,16,5,7,7,6,6,4,12,20,11,4,5,17,5,1,5,7,7,3,0,9,3,17,2,12,12,19,11,8,9,9,6,4,7,5,8,6,10,3,4,7,6,0,3,10,11,22,6,16,5,10,2,4,10,3,7,3,3,26,7,8,4,10,2,6,6,7,12,7,7,23,8,8,4,0,1,4,8,8,5,7,35,8,4,6,15,8,4,1,15,3,14,11,6,10,3,6,11,4,2,5,4,27,16,1,11,2,15,6,19,24,2,8,11,5,13,8,3,8,7,5,6,9,5,12,4,11,9,4,6,7,8,5,15,8,3,16,14,4,2,3,2,19,7,2,4,22,14,3,7,13,5,3,7,7,4,4,18,14,3,6,3,6,11,16,9,15,3,2,18,2,5,3,2,9,8,6,9,4,8,7,10,3,3,6,8,10,4,15,4,2,4,4,24,8,8,13,3,9,6,3,7,5,4,4,10,12,22,6,5,12,13,5,6,5,17,3,2,3,13,3,10,3,23,17,3,20,5,21,4,9,3,2,10,3,3,1,17,7,17,10,9,10,13,10,2,26,16,1,7,2,2,5,6,7,13,3,3,9,9,6,7,1,27,5,17,7,8,3,12,4,8,3,6,3,5,3,11,5,4,6,7,26,1,8,8,7,10,11,2,2,10,6,10,14,10,9,1,7,11,3,2,12,16,5,4,6,5,6,10,4,0,11,5,10,6,8,9,6,15,7,7,24,6,4,5,2,8,19,14,4,13,4,15,10,0,3,8,10,6,5,9,4,2,19,4,1,4,1,2,3,19,5,20,30,3,19,4,5,5,2,27,8,2,3,4,2,7,2,2,8,6,6,1,6,23,3,22,5,8,5,7,4,6,10,17,9,2,4,10,6,3,6,7,2,7,7,2,11,6,8,2,1,4,10,3,2,7,20,6,7,6,2,2,2,24,0
