"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,28,0,0,0,3,1
"S2",1,0,0,22,0,0,0
"S3",0,20,10,0,0,0,0
"S4",0,0,6,0,0,4,8
"S5",0,0,0,0,26,0,0
"S6",0,3,0,0,0,0,20
"S7",0,0,10,0,0,10,0
"S8",0,0,4,5,1,9,0
"S9",0,0,0,0,0,22,0
"S10",0,0,0,26,0,0,0
"S11",0,9,0,15,9,0,0
"S12",0,0,5,0,0,0,14
"S13",16,0,0,11,0,7,0
"S14",0,17,0,0,9,0,2
"S15",0,0,0,0,0,16,0
"S16",27,0,0,0,0,0,0
"S17",1,1,25,0,0,4,0
"S18",0,0,1,0,35,0,0
"S19",5,0,0,0,0,22,0
"S20",0,7,0,9,8,0,0
"S21",0,0,0,10,0,14,0
"S22",0,0,0,0,25,0,1
"S23",19,0,6,1,0,0,0
"S24",0,20,0,0,0,0,0
"S25",5,0,0,9,9,0,0
"S26",4,0,0,5,8,7,0
"S27",0,0,9,3,4,5,0
"S28",0,0,0,15,0,15,0
"S29",0,0,18,0,0,0,0
"S30",0,0,17,1,0,0,0
"S31",0,1,1,0,19,2,0
"S32",0,24,0,0,0,0,0
"S33",21,0,0,7,9,0,0
"S34",7,0,5,8,4,0,0
"S35",4,10,0,0,8,0,1
"S36",0,0,11,1,3,0,1
"S37",1,8,0,12,0,0,0
"S38",0,12,0,7,6,0,1
"S39",0,0,11,9,0,0,0
"S40",26,0,0,0,0,0,2
"S41",0,0,0,17,0,10,1
"S42",8,6,0,0,3,6,0
"S43",1,0,0,15,0,0,0
"S44",0,0,0,25,0,0,0
"S45",0,9,0,1,7,1,0
"S46",0,0,0,15,0,0,0
"S47",0,0,0,0,0,34,0
"S48",0,0,0,13,18,0,0
"S49",6,0,0,0,18,0,0
"S50",0,0,0,15,15,0,0
"S51",29,0,0,0,8,0,0
"S52",12,0,16,0,0,3,0
"S53",0,5,0,1,9,12,0
"S54",0,0,0,11,0,12,0
"S55",2,10,15,0,3,0,0
"S56",0,0,1,19,0,5,0
"S57",0,0,2,0,22,1,0
"S58",0,11,0,0,0,14,1
"S59",0,11,0,11,3,0,0
"S60",0,0,0,12,11,0,0
"S61",0,0,18,0,6,0,0
"S62",0,0,0,0,10,5,0
"S63",0,0,0,0,28,0,0
"S64",0,23,0,1,0,0,1
"S65",0,0,11,0,21,1,0
"S66",0,6,0,0,11,4,0
"S67",7,0,19,0,0,0,0
"S68",0,0,18,0,7,7,0
"S69",0,0,1,0,14,9,0
"S70",0,3,0,11,9,0,0
"S71",6,0,0,3,10,0,0
"S72",0,0,1,0,1,23,0
"S73",0,0,26,0,0,0,0
"S74",0,0,25,0,0,0,0
"S75",12,0,0,0,7,0,0
"S76",7,0,3,0,0,14,0
"S77",0,0,0,29,1,0,0
"S78",0,0,11,0,9,4,1
"S79",0,20,0,0,0,0,0
"S80",0,16,5,0,0,0,0
"S81",8,0,11,0,8,0,0
"S82",0,0,0,13,14,0,0
"S83",0,0,0,0,0,25,1
"S84",8,5,12,0,0,15,0
"S85",0,0,0,0,1,0,30
"S86",6,0,20,0,2,0,0
"S87",0,18,5,0,0,0,0
"S88",16,2,0,0,8,0,0
"S89",0,0,0,0,29,0,0
"S90",0,0,7,4,10,0,0
"S91",8,0,12,0,0,0,0
"S92",0,0,0,4,1,12,0
"S93",9,0,0,0,0,18,0
"S94",6,0,0,5,14,0,0
"S95",0,0,0,1,0,32,2
"S96",0,0,0,0,18,0,12
"S97",0,0,0,0,10,17,0
"S98",7,2,2,0,0,8,0
"S99",0,19,0,0,0,0,0
"S100",11,0,0,12,15,0,0
"S101",0,0,0,14,0,21,0
"S102",0,0,30,0,0,0,0
"S103",0,13,3,10,0,0,0
"S104",0,0,13,15,0,0,0
"S105",14,0,0,0,3,5,0
"S106",8,0,0,5,8,15,0
"S107",0,0,30,0,0,0,0
"S108",0,0,0,18,0,0,1
"S109",0,7,0,0,12,0,0
"S110",0,0,0,0,0,0,28
"S111",6,0,0,0,13,19,0
"S112",0,2,17,0,1,0,0
"S113",0,0,8,6,7,0,0
"S114",10,0,0,0,0,12,0
"S115",0,0,0,17,17,0,0
"S116",25,0,0,0,0,0,0
"S117",6,11,10,0,0,0,0
"S118",0,0,0,0,26,0,0
"S119",0,0,0,2,14,14,1
"S120",0,0,0,0,25,0,0
"S121",15,0,0,0,0,8,0
"S122",6,15,0,0,0,12,0
"S123",12,5,16,0,2,0,0
"S124",0,5,11,7,7,0,0
"S125",28,0,0,0,0,0,0
"S126",0,0,8,9,4,0,0
"S127",0,6,14,9,5,0,0
"S128",0,0,0,21,4,0,0
"S129",0,19,0,0,4,0,0
"S130",0,0,0,0,2,27,0
"S131",0,11,0,11,0,9,0
"S132",14,9,0,0,0,2,0
"S133",17,0,1,0,0,0,0
"S134",16,12,0,0,1,0,0
"S135",0,0,0,0,19,0,0
"S136",7,3,8,0,5,7,0
"S137",0,0,0,0,10,15,0
"S138",0,0,0,7,0,10,0
"S139",0,0,18,0,2,0,0
"S140",10,11,0,0,4,0,0
"S141",4,8,1,0,9,4,0
"S142",12,1,0,7,6,0,0
"S143",0,0,17,6,0,0,0
"S144",15,3,0,1,4,0,0
"S145",0,8,0,0,16,0,0
"S146",0,0,0,5,0,12,0
"S147",20,2,11,0,0,0,0
"S148",0,4,0,1,1,0,18
"S149",0,0,0,9,4,11,0
"S150",0,2,9,5,3,0,0
"S151",0,0,0,0,16,5,0
"S152",0,17,0,0,0,0,0
"S153",4,0,0,7,1,10,0
"S154",0,0,16,0,0,0,0
"S155",17,10,0,0,0,0,0
"S156",7,11,2,0,0,8,0
"S157",0,10,0,0,0,11,0
"S158",0,0,0,25,0,1,0
"S159",0,9,4,0,10,0,0
"S160",0,1,0,0,0,23,1
"S161",0,0,2,20,0,0,0
"S162",0,0,27,0,0,0,3
"S163",5,0,12,0,5,0,0
"S164",17,0,0,0,0,0,0
"S165",0,0,0,0,0,23,0
"S166",0,0,0,0,29,1,1
"S167",0,0,0,0,24,0,0
"S168",0,14,12,2,0,0,0
"S169",0,0,18,6,0,0,0
"S170",0,0,10,0,0,21,1
"S171",0,22,0,9,0,0,0
"S172",0,0,0,0,19,0,0
"S173",0,0,21,2,0,0,0
"S174",0,15,0,0,0,8,0
"S175",16,5,0,0,0,2,0
"S176",0,0,0,1,9,13,1
"S177",0,0,26,0,0,1,0
"S178",9,0,1,0,18,0,0
"S179",0,7,0,0,0,13,0
"S180",0,0,1,30,0,0,0
"S181",0,0,0,14,0,8,0
"S182",0,0,0,17,12,0,0
"S183",0,9,0,0,7,9,0
"S184",0,24,0,0,0,0,0
"S185",0,0,0,0,25,1,2
"S186",0,0,0,9,10,0,0
"S187",22,0,0,0,0,0,0
"S188",12,0,0,0,11,0,0
"S189",0,0,8,0,5,9,0
"S190",0,7,0,5,4,0,0
"S191",0,6,0,1,14,8,0
"S192",17,0,0,0,8,0,0
"S193",8,7,7,0,0,0,0
"S194",0,0,13,0,4,5,0
"S195",0,0,0,19,0,1,1
"S196",0,0,1,12,3,0,0
"S197",2,0,0,10,0,5,0
"S198",0,0,0,21,0,2,0
"S199",0,0,20,0,0,0,0
"S200",0,8,20,0,0,1,0
"S201",0,17,1,0,0,15,0
"S202",0,0,0,1,0,30,0
"S203",0,1,1,23,0,0,0
"S204",6,0,10,0,10,6,0
"S205",0,0,11,0,12,3,0
"S206",0,0,5,0,23,0,0
"S207",1,0,1,21,0,0,0
"S208",0,0,0,0,9,13,0
"S209",0,0,6,1,8,0,0
"S210",11,1,0,1,0,9,7
"S211",21,0,0,0,0,1,0
"S212",18,0,0,0,10,0,0
"S213",21,0,0,0,0,0,0
"S214",8,9,0,1,0,0,0
"S215",0,1,0,0,1,27,0
"S216",3,0,0,10,5,8,0
"S217",0,23,0,0,1,0,1
"S218",0,0,0,8,0,10,0
"S219",0,0,0,27,8,0,0
"S220",1,0,2,21,0,0,0
"S221",0,10,0,7,0,7,0
"S222",23,1,0,1,0,0,1
"S223",9,3,0,1,3,0,0
"S224",0,12,10,0,4,0,0
"S225",10,0,11,0,0,0,0
"S226",0,19,9,0,0,0,0
"S227",0,24,0,0,0,0,0
"S228",0,1,14,8,0,0,0
"S229",0,0,14,13,0,0,0
"S230",0,0,26,1,0,0,0
"S231",0,9,10,7,1,0,0
"S232",1,0,0,0,12,10,0
"S233",15,0,0,6,0,0,0
"S234",21,0,0,1,0,0,6
"S235",0,0,8,14,0,0,0
"S236",0,15,13,0,0,0,0
"S237",0,1,3,6,8,0,0
"S238",0,8,0,13,3,0,0
"S239",0,0,11,0,0,19,0
"S240",0,31,0,0,0,0,0
"S241",11,0,0,5,0,0,0
"S242",1,24,0,0,2,0,2
"S243",0,10,0,21,0,1,0
"S244",1,0,0,0,8,5,0
"S245",1,3,0,15,10,0,0
"S246",0,0,13,0,13,8,0
"S247",0,0,4,9,0,13,0
"S248",0,0,1,1,32,0,0
"S249",0,13,0,13,0,0,0
"S250",0,0,26,0,0,0,1
"S251",11,15,0,7,0,0,0
"S252",22,1,0,0,0,1,0
"S253",0,0,0,0,0,21,0
"S254",0,0,4,0,0,0,17
"S255",0,23,0,0,0,12,0
"S256",3,13,1,0,0,2,0
"S257",0,0,0,18,0,0,0
"S258",0,11,10,0,0,0,0
"S259",0,0,0,8,15,1,2
"S260",4,0,0,9,0,25,0
"S261",16,0,2,14,0,1,0
"S262",1,18,0,0,0,0,0
"S263",0,0,0,27,0,0,0
"S264",8,0,8,8,0,0,0
"S265",0,12,7,0,0,0,0
"S266",0,0,0,0,7,10,1
"S267",0,12,16,0,5,0,0
"S268",8,15,0,0,7,0,0
"S269",0,0,0,15,9,0,0
"S270",1,10,0,0,0,12,0
"S271",0,2,0,10,2,0,10
"S272",0,4,11,0,15,0,0
"S273",8,8,6,0,0,0,0
"S274",14,0,0,11,1,0,2
"S275",8,11,0,0,0,4,0
"S276",7,0,11,0,9,0,0
"S277",0,0,11,0,0,14,0
"S278",11,13,0,1,0,3,0
"S279",0,0,0,14,0,0,2
"S280",4,9,0,0,9,0,0
"S281",23,0,0,0,0,0,0
"S282",14,0,0,0,0,3,0
"S283",0,0,0,0,22,13,0
"S284",0,0,0,23,2,0,0
"S285",18,0,0,3,0,0,0
"S286",16,0,0,0,0,12,0
"S287",0,0,16,11,0,0,0
"S288",22,0,0,1,0,0,0
"S289",2,0,0,8,10,3,0
"S290",1,0,3,9,3,4,0
"S291",15,0,0,0,0,13,0
"S292",0,14,0,0,0,9,0
"S293",0,1,23,0,0,0,0
"S294",0,0,0,10,0,14,0
"S295",0,0,7,10,10,0,0
"S296",0,8,0,0,0,11,0
"S297",19,0,0,0,0,0,0
"S298",0,4,6,8,6,0,0
"S299",0,20,0,0,4,0,0
"S300",0,0,0,0,19,0,0
"S301",0,2,25,0,0,0,0
"S302",0,18,0,0,0,9,0
"S303",7,3,0,0,16,0,0
"S304",0,0,12,0,0,9,0
"S305",10,7,0,6,0,0,0
"S306",0,0,9,0,14,0,0
"S307",25,0,0,0,0,1,0
"S308",0,14,4,3,0,0,1
"S309",12,0,10,0,1,12,0
"S310",23,0,0,1,0,0,0
"S311",24,0,0,0,0,0,0
"S312",0,1,3,0,0,18,0
"S313",3,1,0,0,11,0,0
"S314",0,0,16,0,9,9,0
"S315",0,31,0,0,0,0,0
"S316",13,6,0,3,0,8,0
"S317",1,0,0,17,0,0,0
"S318",0,0,0,0,0,21,0
"S319",0,0,21,0,0,0,0
"S320",11,11,0,0,0,0,0
"S321",29,0,0,0,1,0,0
"S322",0,13,4,5,0,0,0
"S323",1,0,0,0,0,20,0
"S324",0,0,0,12,9,15,0
"S325",0,0,14,0,1,0,0
"S326",0,12,0,2,18,0,0
"S327",0,13,0,0,9,0,0
"S328",0,21,0,7,0,0,0
"S329",2,6,0,4,4,4,0
"S330",13,0,0,0,5,7,0
"S331",10,0,0,0,1,17,0
"S332",0,0,1,16,0,14,0
"S333",0,0,0,0,0,37,0
"S334",0,0,16,0,7,0,0
"S335",4,0,0,1,14,0,0
"S336",4,17,0,0,0,6,0
"S337",1,19,0,0,0,0,0
"S338",0,0,9,0,0,11,0
