"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,0,0,6,6,0,0
"S2",6,0,5,0,0,0,0
"S3",0,3,0,4,0,0,0
"S4",0,0,3,14,0,0,0
"S5",3,0,0,7,0,0,0
"S6",0,0,0,7,0,0,0
"S7",0,4,8,0,0,0,0
"S8",0,0,0,8,0,0,1
"S9",0,0,0,6,0,6,0
"S10",0,0,0,5,7,0,0
"S11",0,0,0,1,0,11,0
"S12",0,0,0,8,1,0,0
"S13",8,0,0,0,0,0,4
"S14",0,5,6,0,0,0,0
"S15",6,0,0,1,0,0,0
"S16",5,7,0,0,0,1,0
"S17",0,1,5,0,0,1,0
"S18",2,0,3,0,0,0,0
"S19",0,0,0,12,0,0,0
"S20",2,0,4,0,10,1,0
"S21",2,0,0,4,0,3,0
"S22",4,0,0,0,0,8,0
"S23",0,0,0,9,0,0,0
"S24",2,0,0,3,3,0,0
"S25",0,0,8,0,0,0,0
"S26",0,0,0,5,5,2,0
"S27",0,0,0,0,8,0,0
"S28",0,0,0,0,0,16,0
"S29",6,0,4,0,0,1,0
"S30",6,0,0,0,0,0,0
"S31",0,0,0,10,1,0,0
"S32",0,0,7,0,0,0,0
"S33",0,4,0,8,0,0,0
"S34",8,0,3,0,0,0,0
"S35",0,5,0,5,0,0,1
"S36",0,0,0,3,0,6,0
"S37",6,0,3,0,0,0,0
"S38",0,1,4,2,0,0,0
"S39",2,0,7,0,0,0,0
"S40",4,5,4,0,0,0,0
"S41",0,0,0,15,0,0,0
"S42",0,3,0,0,10,0,0
"S43",0,18,0,0,0,0,0
"S44",0,0,0,4,0,11,0
"S45",4,5,0,0,0,4,0
"S46",0,0,2,0,6,0,0
"S47",0,0,8,0,5,0,0
"S48",0,0,0,0,3,9,0
"S49",0,0,0,5,8,0,0
"S50",0,0,0,0,0,11,0
"S51",0,13,0,0,0,0,0
"S52",4,1,6,2,0,2,0
"S53",0,0,7,0,0,0,0
"S54",5,9,5,0,0,0,0
"S55",0,0,1,8,0,0,0
"S56",0,0,3,4,0,3,0
"S57",0,1,0,0,8,1,0
"S58",0,0,0,0,4,0,0
"S59",0,0,12,3,0,0,0
"S60",0,3,0,0,1,0,0
"S61",0,0,0,4,0,4,0
"S62",0,9,1,0,0,0,0
"S63",0,0,11,0,3,0,0
"S64",1,0,0,0,0,12,0
"S65",0,0,6,0,0,1,0
"S66",0,0,6,0,0,1,0
"S67",0,3,0,7,0,0,0
"S68",2,7,0,0,0,0,0
"S69",0,0,6,0,5,1,0
"S70",0,1,0,7,0,0,0
"S71",0,0,0,2,0,0,0
"S72",0,7,0,0,0,0,0
"S73",0,0,0,10,0,1,0
"S74",0,2,0,0,5,0,0
"S75",7,3,0,0,0,0,0
"S76",0,0,0,0,0,8,0
"S77",0,1,0,3,7,0,0
"S78",4,0,3,2,0,1,0
"S79",0,6,1,2,0,0,0
"S80",0,1,1,8,0,0,0
"S81",0,2,4,1,2,1,0
"S82",5,0,0,5,0,0,0
"S83",0,5,5,1,0,0,0
"S84",0,4,0,0,0,0,2
"S85",6,0,0,0,0,5,0
"S86",0,0,0,2,3,1,0
"S87",0,2,0,6,0,0,4
"S88",0,0,0,9,2,0,1
"S89",5,0,0,1,0,3,0
"S90",5,3,1,3,0,0,0
"S91",4,0,0,0,3,0,0
"S92",2,0,0,0,2,4,0
"S93",12,0,0,0,0,0,0
"S94",8,3,0,0,1,0,0
"S95",0,0,0,0,3,3,0
"S96",0,0,1,0,1,2,0
"S97",2,6,2,0,2,0,0
"S98",0,0,1,16,1,0,0
"S99",2,0,0,6,3,0,2
"S100",0,0,0,5,3,5,0
"S101",3,4,0,0,0,0,0
"S102",0,0,5,3,0,2,0
"S103",2,0,3,0,0,0,0
"S104",2,0,0,0,6,0,0
"S105",5,1,0,3,0,4,0
"S106",9,0,0,0,0,1,0
"S107",0,0,0,3,6,2,0
"S108",6,2,0,0,3,0,0
"S109",0,0,1,0,1,2,4
"S110",3,0,6,0,0,0,0
"S111",0,5,1,3,0,1,0
"S112",0,1,0,0,12,0,0
"S113",0,5,3,0,0,2,0
"S114",0,0,4,0,2,0,0
"S115",0,0,0,0,0,13,0
"S116",0,0,0,0,0,9,0
"S117",0,1,2,2,2,0,0
"S118",0,8,0,0,0,0,0
"S119",0,0,4,0,0,5,0
"S120",0,4,3,0,4,0,0
"S121",0,0,3,13,0,0,0
"S122",0,0,6,0,0,9,0
"S123",0,0,2,0,0,10,0
"S124",8,0,0,0,0,0,0
"S125",0,0,0,0,0,7,0
"S126",0,0,5,0,0,2,0
"S127",0,0,0,0,0,11,0
"S128",0,0,1,0,0,7,0
"S129",0,3,0,0,0,6,0
"S130",0,0,0,1,0,4,0
"S131",2,0,0,6,4,1,0
"S132",0,5,3,0,0,0,0
"S133",0,0,10,0,0,0,0
"S134",0,0,5,0,7,0,0
"S135",0,0,5,0,3,8,0
"S136",0,0,8,0,0,0,1
"S137",0,3,0,2,3,0,0
"S138",0,5,2,0,1,4,0
"S139",10,3,0,0,0,0,0
"S140",4,2,0,0,9,0,0
"S141",0,5,0,0,0,0,0
"S142",0,0,0,0,5,0,0
"S143",0,5,4,0,0,0,0
"S144",0,1,0,5,0,0,0
"S145",0,0,0,0,9,0,0
"S146",9,0,0,0,0,0,0
"S147",1,0,10,0,0,0,0
"S148",3,0,4,1,2,0,0
"S149",0,7,0,0,4,6,0
"S150",4,0,9,0,0,0,0
"S151",6,0,1,2,0,0,1
"S152",0,0,0,2,2,5,0
"S153",0,0,0,9,0,0,0
"S154",0,0,0,0,0,16,0
"S155",0,5,0,0,0,3,1
"S156",0,0,1,3,0,0,0
"S157",3,3,0,0,1,0,0
"S158",0,0,0,2,4,0,0
"S159",0,0,12,0,0,0,0
"S160",0,3,0,0,7,0,0
"S161",3,6,0,0,0,0,0
"S162",2,0,0,3,0,3,0
"S163",0,0,0,5,0,0,0
"S164",0,0,5,0,1,6,0
"S165",0,0,0,0,0,10,0
"S166",0,0,0,0,0,0,15
"S167",0,0,0,0,9,0,0
"S168",0,0,0,0,11,0,0
"S169",13,0,1,0,0,0,0
"S170",0,0,0,4,0,0,2
"S171",0,0,0,4,7,0,0
"S172",4,0,0,0,7,1,0
"S173",0,1,5,6,1,0,0
"S174",0,4,0,0,0,0,0
"S175",7,0,0,0,0,0,1
"S176",0,0,5,0,0,0,0
"S177",0,0,0,3,0,4,0
"S178",5,0,3,0,0,0,0
"S179",0,0,2,0,0,13,0
"S180",0,2,0,0,0,4,2
"S181",0,0,10,0,0,0,0
"S182",10,0,0,0,3,0,0
"S183",0,0,12,0,0,0,0
"S184",1,0,3,0,3,1,2
"S185",0,2,0,4,0,2,0
"S186",0,0,0,4,0,5,0
"S187",0,0,0,5,0,4,0
"S188",0,3,1,0,0,0,0
"S189",0,0,6,6,0,0,0
"S190",0,0,1,3,9,0,0
"S191",0,0,0,4,3,2,0
"S192",0,0,0,7,4,5,0
"S193",0,0,3,0,1,0,5
"S194",0,5,2,0,0,2,0
"S195",0,0,18,0,0,0,0
"S196",0,0,0,8,0,5,0
"S197",11,0,1,0,0,0,0
"S198",0,0,1,3,2,1,0
"S199",0,0,8,7,0,0,0
"S200",0,6,6,2,0,0,0
"S201",0,0,0,0,3,6,0
"S202",0,7,0,0,0,3,0
"S203",0,3,1,2,2,4,0
"S204",0,4,1,0,0,1,0
"S205",0,0,0,11,0,0,0
"S206",0,0,0,0,10,0,0
"S207",0,1,0,0,0,6,1
"S208",2,0,0,0,5,0,0
"S209",0,1,4,0,2,2,0
"S210",0,8,0,0,2,0,0
"S211",6,0,3,0,0,0,1
"S212",3,0,0,12,0,0,0
"S213",0,0,0,0,0,15,0
"S214",0,0,0,6,7,0,0
"S215",0,0,6,0,0,4,0
"S216",0,0,0,3,0,6,0
"S217",0,0,1,0,9,0,1
"S218",0,0,0,3,2,0,0
"S219",0,10,0,0,0,0,0
"S220",8,0,1,0,3,0,0
"S221",4,0,0,4,1,0,0
"S222",0,0,1,0,2,3,0
"S223",0,0,2,5,0,4,0
"S224",1,0,9,0,0,0,0
"S225",8,0,0,0,0,0,0
"S226",0,0,1,5,0,0,0
"S227",0,2,0,0,13,0,0
"S228",0,0,0,14,0,1,0
"S229",0,0,11,0,0,0,0
"S230",2,2,0,0,1,0,0
"S231",0,8,2,0,1,2,0
"S232",0,0,4,0,0,10,0
"S233",0,2,0,6,0,0,0
"S234",0,5,1,0,3,2,0
"S235",0,7,0,0,5,0,0
"S236",0,0,6,0,4,0,0
"S237",2,4,0,0,0,0,0
"S238",0,0,8,0,0,0,0
"S239",0,0,0,0,14,1,0
"S240",0,0,11,0,0,5,0
"S241",5,0,0,0,0,5,0
"S242",4,0,10,0,0,0,1
"S243",0,0,16,0,0,0,0
"S244",11,0,0,0,0,0,0
"S245",8,0,4,0,0,0,0
"S246",0,0,0,0,0,8,0
"S247",0,0,0,5,4,0,0
"S248",0,2,0,5,3,1,0
"S249",0,4,1,0,0,0,0
"S250",0,2,3,1,1,0,0
"S251",6,0,0,1,0,6,0
"S252",5,0,0,0,0,5,0
"S253",0,0,4,0,3,3,0
"S254",0,0,5,2,0,1,0
"S255",0,2,3,1,4,1,0
"S256",4,0,8,0,0,0,0
"S257",7,0,0,4,1,0,0
"S258",5,1,0,4,1,0,0
"S259",0,0,7,0,7,0,0
"S260",0,0,5,2,0,0,0
"S261",0,3,0,1,3,0,0
"S262",0,8,0,0,0,0,0
"S263",0,0,0,0,9,0,0
"S264",0,1,0,0,2,0,2
"S265",0,0,0,0,5,0,2
"S266",0,0,5,6,0,1,0
"S267",2,0,0,0,2,3,0
"S268",1,0,0,17,0,0,1
"S269",0,8,0,4,0,0,0
"S270",0,1,1,0,0,3,0
"S271",7,0,1,2,0,0,0
"S272",0,0,0,0,7,0,5
"S273",0,1,11,0,0,0,0
"S274",0,0,9,0,0,4,0
"S275",11,0,0,0,0,0,0
"S276",0,3,0,0,0,3,0
"S277",5,0,0,0,0,0,0
"S278",4,0,0,0,2,0,0
"S279",0,0,0,0,0,14,0
"S280",0,10,0,0,0,1,0
"S281",0,2,0,11,0,0,0
"S282",0,5,7,0,0,0,1
"S283",9,0,0,0,0,0,0
"S284",6,0,0,0,1,0,0
"S285",3,3,0,0,0,4,0
"S286",0,0,5,3,0,0,0
