"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"1",6,47,3,9,30,2,4,2,2,2,3,2,61,0,43,45,1,15,5,21,20,41,7,21,1,4,3,4,65,45,2,2,3,53,5,1,46,1,16,29,3,3,3,4,32,1,4,4,3,8,4,39,3,39,0,2,9,0,7,2,1,0,6,16,0,2,5,18,3,2,0,1,4,2,69,1,4,31,3,3,1,41,0,2,54,3,4,5,54,39,30,18,79,59,1,2,19,1,21,6,30,3,15,17,42,77,1,40,1,33,2,2,5,1,2,3,1,2,1,1,5,6,1,60,2,2,5,2,3,0,14,3,3,5,6,0,1,1,82,36,0,2,1,2,0,64,9,32,1,36,41,0,2,9,0,1,15,1,6,2,28,22,3,4,4,1,2,3,80,0,5,25,6,0,57,2,0,47,2,0,3,73,2,7,3,1,2,1,2,4,1,4,3,1,5,3,76,0,4,2,4,0,4,1,1,0,4,12,2,4,51,26,3,3,2,2,3,1,0,55,37,3,3,11,58,1,6,0,2,11,1,1,3,1,1,3,12,3,5,3,39,35,3,99,61,4,2,1,4,0,56,44,1,4,2,35,49,34,2,3,1,3,3,1,2,4,19,12,3,2,55,6,2,3,99,4,39,26,3,1,4,2,72,46,29,1,0,2,61,30,97,2,3,14,2,35,3,5,2,66,3,18,70,0,0,40,1,27,2,2,1,1,2,2,0,19,4,1,52,2,11,50,6,51,2,50,40,5,1,0,13,87,4,13,1,1,3,2,2,42,1,1,63,51,10,3,0,4,1,3,3,2,8,6,5,2,2,0,3,4,8,30,4,2,2,6,1,2,1,3,18,1,69,50,113,0,3,4,1,2,2,39,4,1,28,0,1,38,5,3,10,3,1,2,3,22,2,2,1,4,1,10,1,1,1,3,2,1,46,11,77,1,2,52,4,3,0,3,1,2,3,6,42,24,31,2,60,2,69,44,4,59,48,3,19,4,1,4,36,84,21,24,0,1,41,4,17,4,52,63,0,2,2,3,17,2,2,9,62,0,3,2,2,18,78,3,3,4,4,0,4,0,25,15,4,16,1,4,4,3,32,39,1,3,94,10,5,3,1,2,39,7,2,2,3,3,2,3,1,22
"2",1,37,1,8,24,3,0,0,7,2,1,3,73,7,47,40,2,16,3,22,23,46,2,15,3,5,0,7,58,54,0,2,1,60,5,2,57,1,21,39,3,5,5,4,45,1,4,4,4,2,6,28,2,39,1,3,2,2,5,2,0,2,3,11,5,1,2,14,1,1,0,1,2,2,46,1,0,29,0,1,0,46,1,2,53,2,4,6,43,41,44,14,107,70,1,1,23,5,21,5,26,2,18,21,49,84,1,50,0,32,3,4,0,1,2,2,0,2,2,3,1,7,3,66,1,1,0,1,3,0,23,2,1,7,5,2,3,1,87,42,2,1,4,1,4,63,5,24,2,47,45,4,3,6,2,0,32,0,2,3,26,17,1,3,2,3,1,3,91,3,2,41,8,1,61,5,6,41,7,4,7,86,4,7,2,0,2,0,2,5,2,4,4,4,4,2,101,1,1,3,1,2,5,0,3,2,6,19,2,1,43,23,1,0,2,2,1,0,3,62,36,0,6,6,57,2,3,4,6,15,3,5,3,4,1,1,18,4,1,7,50,31,6,95,63,1,2,1,0,1,55,38,2,1,4,29,51,42,12,2,2,3,2,2,1,6,20,14,4,2,64,8,4,0,68,0,29,36,5,7,6,4,77,51,27,4,1,5,37,32,93,2,3,26,3,35,1,4,3,67,11,16,74,3,2,56,3,31,1,0,2,0,0,2,1,19,1,3,54,4,9,33,7,59,4,55,45,3,2,0,12,71,3,10,0,4,4,2,4,51,1,3,58,52,6,3,2,1,0,4,1,3,2,4,1,2,3,1,1,3,4,37,1,3,3,4,5,3,2,3,18,2,66,52,99,0,1,5,2,2,4,55,1,3,24,1,3,36,1,6,12,7,1,2,5,13,1,3,5,3,2,3,1,4,3,0,5,3,39,10,65,5,5,51,6,0,1,3,1,2,1,3,32,41,37,3,63,2,73,26,1,80,35,0,16,2,1,4,25,87,31,35,0,3,50,0,14,2,44,66,5,0,3,2,22,1,2,12,68,3,1,2,3,32,74,6,3,1,0,1,3,2,27,8,5,17,1,1,2,1,36,48,3,2,99,3,3,3,2,2,31,3,0,2,2,2,4,4,1,28
"3",2,42,2,7,20,3,3,3,1,2,3,4,42,1,42,26,1,13,7,19,13,16,2,20,3,2,2,3,34,35,2,1,6,43,3,4,32,1,9,22,1,4,5,4,26,2,0,5,2,3,4,18,1,32,5,2,3,1,1,2,3,0,5,7,1,1,1,23,0,0,0,3,1,2,48,5,2,28,3,6,3,22,3,5,30,1,4,0,34,25,16,10,57,45,4,1,13,6,9,5,22,3,13,15,26,44,3,26,6,27,3,1,3,1,3,3,0,4,4,3,5,4,0,49,2,1,1,2,2,2,6,0,2,4,5,2,2,1,50,23,1,1,1,2,2,48,11,19,3,25,27,0,3,8,3,3,18,2,2,7,22,21,0,5,6,3,3,1,57,1,6,18,2,2,37,3,4,39,3,2,4,56,2,12,2,3,3,1,3,3,6,2,3,0,6,2,67,3,5,4,4,2,1,0,2,4,1,11,1,3,28,27,5,3,3,3,0,2,3,52,22,0,1,7,35,0,5,3,1,12,5,6,2,4,3,1,14,1,4,4,33,23,7,58,41,0,3,4,3,3,27,29,3,1,4,20,42,35,0,2,3,3,1,0,2,6,15,7,2,1,43,1,3,0,50,2,31,26,6,3,4,4,43,31,12,0,0,4,42,27,67,1,3,11,3,16,4,4,1,50,6,10,57,2,2,36,0,20,0,8,4,2,3,7,2,13,2,0,45,2,7,30,6,35,2,50,35,6,1,0,7,57,5,10,7,2,2,6,1,26,3,3,42,32,9,2,1,1,0,7,1,4,6,2,5,3,2,0,3,1,7,21,1,1,1,1,4,4,2,5,10,6,40,41,67,0,4,2,2,4,4,28,2,0,21,2,4,27,3,2,5,5,4,3,1,15,2,1,1,0,2,12,1,6,4,2,2,0,28,7,56,1,4,34,4,0,1,2,2,4,4,2,29,21,23,0,47,1,63,30,0,62,39,1,10,4,2,3,12,59,22,18,4,1,22,3,3,5,36,51,3,3,1,4,8,2,1,5,49,2,0,2,4,12,77,4,2,2,2,1,3,3,11,11,4,14,0,1,5,1,26,36,1,7,68,7,2,2,3,2,20,5,5,3,2,3,3,6,2,33
"4",1,54,1,5,32,2,5,1,7,2,2,4,61,3,40,49,3,16,1,20,14,32,4,28,1,3,0,4,53,51,5,2,2,56,1,2,48,3,16,37,6,1,4,3,31,2,5,4,3,1,3,43,2,36,1,0,1,1,2,2,2,4,5,17,1,1,3,24,4,2,0,2,2,0,75,0,2,24,1,3,2,41,1,1,47,4,2,0,26,46,35,17,104,57,1,0,14,3,15,5,24,3,16,8,46,82,2,60,3,21,1,3,1,0,2,2,2,5,3,3,2,5,0,78,2,2,3,1,6,0,21,2,0,2,6,5,5,4,97,39,1,0,1,0,4,68,13,29,4,48,41,4,3,4,1,1,26,2,6,3,19,19,2,5,1,6,2,5,89,0,0,37,5,2,40,1,0,62,2,1,2,74,3,3,1,2,0,1,2,9,1,4,4,6,5,1,72,3,4,3,4,0,7,2,3,2,1,16,3,2,48,36,4,7,6,2,5,3,1,55,31,0,4,7,73,1,3,4,3,21,8,3,0,5,3,3,20,3,6,2,47,37,3,83,81,0,3,2,2,1,52,39,0,6,3,38,68,47,2,1,1,0,2,2,1,5,18,16,5,3,69,3,4,2,73,2,38,33,3,3,4,5,67,44,33,3,4,5,43,24,72,4,4,17,0,33,0,0,5,69,8,22,66,4,0,48,3,39,1,9,2,0,3,4,3,12,3,1,49,4,5,37,3,60,3,73,37,1,3,3,15,82,2,19,4,2,1,3,3,41,0,3,48,53,16,0,1,0,2,4,2,4,3,1,2,2,2,0,1,1,2,41,3,3,0,1,3,6,0,3,20,4,72,51,95,1,2,1,2,1,5,38,1,3,34,1,2,34,3,5,16,4,3,0,4,16,1,1,3,1,1,7,2,5,3,3,1,4,53,7,75,5,0,60,4,4,1,1,1,0,4,3,34,32,36,2,57,1,65,43,3,81,51,1,17,6,5,3,17,94,31,26,3,0,41,3,12,2,52,69,1,1,2,2,27,3,1,11,52,2,2,2,1,20,89,4,1,7,3,2,7,1,16,14,9,22,5,1,2,2,30,57,3,9,88,4,3,1,2,3,37,1,3,2,0,0,4,2,1,21
"5",2,13,0,6,8,1,3,1,4,5,2,2,17,3,17,14,4,5,3,7,5,15,4,6,2,5,2,2,21,11,4,3,1,12,3,5,11,2,7,12,5,3,6,6,14,6,4,5,0,2,3,11,1,14,3,1,2,0,4,1,4,2,5,4,2,3,0,9,8,2,0,2,6,1,16,1,2,6,4,1,0,12,6,4,11,3,1,1,10,11,11,4,34,16,0,0,6,3,10,4,3,6,6,9,6,15,4,6,4,6,2,4,2,0,1,2,1,4,3,2,4,6,5,24,1,2,1,2,3,2,1,3,2,1,4,3,0,2,13,7,3,3,1,0,1,13,2,5,5,10,11,1,2,8,4,1,3,2,4,3,7,7,0,4,0,3,4,3,26,1,1,10,5,1,10,1,0,10,8,2,0,24,1,1,1,0,2,1,4,1,3,10,2,4,9,3,28,2,3,1,3,2,2,2,3,4,2,7,0,4,15,7,1,5,0,4,2,1,2,18,7,2,0,3,24,2,4,3,2,5,6,4,2,3,2,1,10,2,5,2,12,17,7,25,15,3,2,4,1,2,13,14,1,3,1,8,24,14,5,3,1,2,6,2,2,3,10,9,4,2,17,4,0,2,29,4,6,13,4,2,3,1,15,17,8,0,3,5,14,16,27,3,3,3,6,11,1,0,5,17,1,7,15,5,1,14,3,8,2,3,2,1,0,5,0,2,2,2,18,1,2,12,4,12,0,16,16,2,3,3,5,24,1,1,3,0,7,3,4,12,4,3,20,11,3,0,4,3,2,4,0,4,2,4,2,0,1,1,3,5,2,6,0,4,1,5,1,3,3,1,9,2,19,19,28,0,3,3,2,0,0,10,2,5,11,2,2,11,5,8,1,4,1,1,3,6,3,4,2,4,5,8,0,1,1,2,1,1,15,4,24,4,2,11,3,5,0,1,3,2,3,1,7,5,12,0,20,5,18,6,2,32,18,1,10,4,4,3,10,33,12,14,5,0,18,1,7,4,19,15,2,4,3,4,6,2,3,3,13,3,0,3,3,8,23,2,3,2,1,1,1,0,9,1,2,9,5,4,4,1,7,8,2,2,24,2,1,3,2,5,9,2,3,0,3,1,1,3,0,11
"6",2,17,0,1,6,0,5,1,2,2,3,2,11,4,7,18,3,2,1,7,5,7,0,4,4,2,3,6,13,12,4,2,5,19,5,2,4,0,3,8,2,3,3,5,5,1,5,2,6,2,3,8,1,12,0,1,5,1,2,2,2,1,5,12,2,2,1,6,3,3,1,5,2,2,18,1,2,6,2,1,2,12,2,0,7,1,4,4,16,9,5,8,21,15,1,1,3,7,5,2,5,5,4,3,14,16,5,14,5,10,6,3,1,3,6,1,3,4,0,1,3,5,0,8,2,3,1,1,3,0,5,0,3,4,8,3,4,5,22,10,2,4,1,0,1,12,8,10,1,7,14,0,2,3,3,2,2,0,2,1,7,4,1,4,3,5,4,2,26,5,3,7,4,1,7,0,1,10,2,2,0,18,4,4,1,5,1,0,3,7,2,2,3,8,6,7,21,4,4,4,1,1,0,1,4,6,2,3,1,5,14,9,5,3,4,3,3,0,2,11,7,2,3,3,18,0,4,2,4,5,2,5,0,3,6,3,3,2,1,1,12,6,2,13,9,3,2,2,0,1,10,6,0,0,3,4,10,7,9,2,3,1,4,0,3,2,6,4,3,0,9,1,3,2,14,1,14,7,1,3,3,6,11,11,3,0,3,4,17,1,27,2,2,8,3,8,2,2,2,15,1,4,17,4,1,8,4,4,0,3,2,1,3,5,3,0,3,3,12,2,2,9,8,8,2,12,17,3,3,2,2,20,6,3,1,1,0,4,3,6,1,7,12,14,3,1,4,1,1,4,3,1,6,3,4,4,1,3,2,4,1,7,1,2,2,3,5,4,1,3,3,1,5,19,20,1,0,4,1,2,1,7,1,3,7,3,0,8,2,6,3,10,1,4,5,3,2,0,4,1,3,5,0,3,3,2,2,4,9,5,13,2,1,11,3,3,1,4,1,0,1,4,4,5,10,5,11,5,19,5,6,13,6,3,1,3,1,0,6,12,10,4,2,1,11,3,1,3,10,9,3,3,3,1,8,3,3,3,15,2,5,2,2,8,11,2,2,1,1,2,2,3,10,4,4,11,1,4,4,6,7,6,3,7,21,3,1,2,4,2,6,1,1,2,1,2,2,3,3,7
"7",3,13,4,1,5,0,1,5,4,1,4,2,24,1,12,11,2,7,2,9,8,13,1,4,5,0,3,3,17,18,3,1,3,26,2,1,10,4,10,6,4,2,1,0,8,3,5,4,8,1,1,9,1,11,1,3,3,1,1,0,2,4,5,4,2,1,0,8,3,4,2,1,1,5,12,1,1,13,2,3,2,14,4,1,18,1,2,1,13,15,9,5,32,23,0,0,10,3,7,3,11,0,5,11,19,18,0,17,3,8,4,4,3,2,1,0,3,1,1,3,4,3,3,20,2,3,4,0,5,2,6,2,4,4,4,1,2,5,30,11,0,2,1,1,1,14,2,9,4,11,13,1,0,3,0,1,7,4,4,4,12,5,0,1,3,4,1,1,29,2,1,5,1,0,14,0,2,14,3,0,7,29,7,6,3,1,1,2,4,6,5,3,4,1,3,3,22,3,5,7,2,4,4,0,5,4,2,6,1,3,15,12,5,3,2,0,2,3,4,18,12,1,5,3,13,1,2,3,1,4,3,2,0,2,3,0,4,2,3,5,10,14,4,24,17,5,1,4,1,3,11,12,1,3,3,10,16,7,3,3,0,4,3,0,0,3,5,5,7,1,24,4,2,2,24,1,10,7,3,7,4,3,23,14,6,1,1,2,9,8,35,2,4,9,3,16,1,1,3,20,5,6,24,0,1,21,2,10,2,2,4,1,3,3,0,10,3,5,17,4,1,16,4,21,2,19,10,1,4,2,6,26,2,4,0,0,2,1,3,14,2,4,19,20,4,1,3,2,1,5,1,2,4,4,3,3,1,1,2,2,2,12,1,1,1,3,3,4,1,1,9,2,24,17,32,2,1,2,4,4,3,16,0,1,10,2,3,6,1,3,5,2,3,2,3,6,2,1,2,4,1,3,1,4,1,1,1,1,18,6,17,1,1,16,4,1,1,1,3,0,1,1,12,6,13,3,28,6,17,13,6,31,13,2,4,1,2,2,5,29,11,16,3,0,19,2,7,4,17,18,2,4,2,0,6,6,3,8,25,2,4,3,4,10,31,3,3,3,2,1,4,2,8,3,5,9,0,5,6,5,16,14,6,5,27,5,2,2,3,2,13,1,1,0,2,2,4,4,1,8
"8",1,32,1,2,23,5,1,2,3,4,3,1,50,0,35,39,0,16,3,17,14,20,2,15,2,4,2,4,33,39,4,2,2,43,5,1,32,0,21,25,4,4,2,4,30,3,0,1,1,2,6,17,1,43,1,7,2,0,4,1,1,3,4,7,0,2,2,9,7,0,0,0,2,1,41,1,0,28,6,2,1,35,5,0,34,0,4,1,45,26,17,8,63,48,0,0,5,3,14,3,15,2,10,13,38,50,4,41,0,34,2,0,3,0,3,5,1,1,3,2,2,3,0,53,4,0,3,1,2,0,13,1,2,3,3,4,2,2,57,26,0,0,0,0,0,46,9,13,3,27,23,1,5,0,2,1,21,0,1,5,18,13,0,4,1,3,2,5,86,2,2,22,3,0,42,3,0,28,3,1,2,57,4,10,3,1,3,1,3,3,3,4,2,2,4,2,59,3,1,4,2,5,3,0,1,4,5,7,0,2,47,20,3,1,5,7,1,2,0,48,26,3,2,10,50,2,1,3,1,13,3,3,3,1,5,4,8,5,3,3,28,23,8,66,53,8,1,3,0,0,37,36,5,2,4,27,42,32,2,0,3,2,3,1,3,7,12,10,1,3,39,2,6,3,66,3,31,24,4,1,3,2,44,34,20,2,4,1,35,14,73,3,5,11,6,23,2,0,5,55,2,10,47,3,3,27,3,20,1,6,4,2,4,3,3,16,5,0,33,0,4,26,2,38,2,33,35,3,2,4,5,63,1,9,0,2,1,3,3,37,8,4,40,31,13,0,4,2,2,3,1,6,1,1,1,5,3,1,5,1,4,25,2,3,2,3,0,2,3,2,17,1,49,48,92,0,1,5,3,1,3,30,0,0,20,2,2,30,4,5,4,2,4,4,5,15,3,3,2,4,2,6,2,5,0,1,1,0,32,8,52,4,2,30,4,5,1,2,1,5,2,5,31,32,35,1,53,1,54,29,3,58,38,0,19,3,1,1,20,87,25,25,4,1,40,0,5,4,38,62,1,3,6,4,23,0,2,10,41,5,5,0,4,15,74,5,2,0,0,5,4,0,14,6,3,15,2,2,4,4,23,26,3,4,78,9,3,2,3,2,24,2,2,2,5,5,0,3,0,22
"9",4,15,0,4,7,0,0,1,2,3,3,0,25,3,3,7,0,5,3,6,6,13,2,6,0,3,0,7,15,13,3,4,3,14,3,1,15,1,2,12,1,2,5,1,12,4,1,3,2,3,5,11,3,12,2,1,1,1,6,1,3,4,6,6,3,2,6,2,4,3,1,1,4,0,15,2,4,8,3,4,1,6,3,1,13,2,1,1,12,10,8,5,24,23,1,0,6,7,7,4,6,1,3,3,13,21,2,8,2,9,1,3,1,1,2,3,3,5,2,2,3,5,0,19,1,2,0,0,0,0,12,2,3,5,5,3,0,1,30,13,1,1,2,1,2,11,5,8,4,13,9,5,2,6,2,0,11,2,10,2,6,6,0,3,0,4,6,3,23,0,1,11,3,3,13,1,0,9,6,3,2,23,2,5,2,3,2,0,3,5,1,7,3,1,7,4,24,3,5,2,3,1,2,1,0,3,4,10,4,1,11,10,3,4,4,4,1,1,0,19,10,4,5,2,17,1,7,4,3,5,5,3,2,3,1,4,3,4,3,3,23,8,5,30,15,4,1,0,1,3,13,10,3,2,3,14,22,16,1,1,3,3,0,0,3,3,9,4,3,2,18,4,2,3,31,2,11,13,6,4,6,5,13,12,7,1,2,3,12,7,29,2,7,6,2,11,2,1,6,23,6,5,9,2,4,20,2,10,2,1,6,1,3,6,1,8,4,1,16,4,3,14,3,18,4,19,15,5,1,1,4,15,4,3,3,4,0,2,4,13,5,2,18,10,2,4,3,0,5,4,1,3,0,6,1,4,2,1,4,2,0,9,2,5,2,3,4,3,3,3,9,2,23,15,25,1,2,3,6,3,3,13,0,3,11,3,6,11,4,6,4,3,4,1,4,2,3,0,4,4,2,4,3,6,3,3,3,3,13,10,19,3,2,16,2,6,0,0,3,5,3,5,10,3,16,2,17,5,14,12,1,19,19,5,3,6,1,1,8,23,11,7,4,2,10,4,3,2,7,16,4,3,1,3,5,4,4,5,20,1,1,3,3,10,27,2,3,2,2,5,3,2,6,4,6,8,4,5,3,7,8,14,0,4,31,8,7,3,3,1,13,2,5,3,1,2,3,2,2,10
"10",3,17,2,4,14,2,4,2,4,1,1,4,24,4,14,29,1,11,4,14,10,18,0,8,1,2,2,2,26,18,3,2,4,28,1,3,30,0,6,16,4,2,6,2,19,2,3,1,3,4,1,22,3,19,4,0,3,1,8,0,1,1,7,4,1,1,6,5,2,3,0,2,2,2,29,3,2,16,1,5,2,13,5,0,23,1,1,4,24,13,16,5,33,28,1,2,6,6,8,5,8,5,6,11,11,32,2,16,3,9,1,2,0,1,2,3,1,5,1,6,6,6,5,27,1,1,2,2,4,2,9,2,2,0,1,2,1,5,46,18,1,0,1,1,1,39,6,10,3,14,23,7,3,0,2,0,11,1,3,4,19,12,1,4,3,6,3,2,43,0,3,24,2,1,24,1,2,19,8,3,5,38,3,9,2,2,7,3,5,5,2,6,2,3,2,6,42,2,7,6,3,2,6,0,1,2,0,8,1,2,17,15,4,2,2,8,7,1,2,28,17,4,1,7,34,4,3,1,0,14,3,4,1,3,4,1,9,4,1,2,18,20,5,46,19,0,3,2,2,1,26,18,0,0,1,22,29,16,5,1,0,4,5,1,0,2,8,12,7,3,30,4,1,1,49,1,17,14,5,4,2,4,39,20,10,0,0,0,17,12,51,3,3,10,3,22,2,2,2,23,4,8,36,4,0,22,2,9,2,1,7,1,5,6,6,6,2,0,28,4,4,15,2,28,2,32,14,3,3,1,4,32,5,6,0,2,2,2,5,20,6,3,26,23,9,1,0,5,0,5,1,0,1,0,3,5,0,2,6,1,3,13,0,4,2,8,2,4,1,4,7,0,35,31,43,0,5,3,3,1,4,24,0,3,9,2,2,9,3,1,2,3,5,1,3,12,3,3,5,0,2,6,3,5,2,1,1,1,19,7,38,1,1,24,7,4,1,3,4,3,2,0,28,13,24,3,20,1,32,10,2,44,21,0,8,3,4,6,18,38,11,12,0,3,26,4,5,3,22,28,4,2,2,1,7,3,3,4,22,0,1,0,6,11,38,2,3,1,1,1,2,1,12,3,4,10,3,4,2,1,8,16,3,6,48,1,0,0,3,2,20,2,4,0,2,1,2,2,0,13
