"","T1","T2","T3","T4","T5","T6","T7"
"S1",0,11,0,0,0,10,0
"S2",0,0,0,0,0,24,0
"S3",17,6,0,0,0,7,0
"S4",0,24,1,0,0,0,0
"S5",0,14,6,0,2,0,0
"S6",9,0,10,0,3,0,0
"S7",25,0,0,0,0,0,0
"S8",0,0,0,0,21,0,1
"S9",0,0,10,14,0,0,0
"S10",0,0,0,8,4,6,0
"S11",0,30,0,0,0,0,1
"S12",0,2,0,15,0,4,0
"S13",0,0,23,0,0,0,0
"S14",0,0,8,6,0,9,0
"S15",0,0,0,0,1,26,0
"S16",0,0,4,0,0,2,23
"S17",0,0,21,0,0,0,0
"S18",0,5,9,0,0,17,0
"S19",11,0,0,0,0,16,1
"S20",0,0,1,0,23,0,3
"S21",0,0,1,25,0,0,0
"S22",5,0,20,0,2,0,0
"S23",4,1,5,3,4,4,0
"S24",32,0,0,0,0,0,1
"S25",12,2,0,0,0,13,0
"S26",10,8,0,0,5,3,0
"S27",0,1,9,0,18,0,0
"S28",12,1,0,0,10,1,0
"S29",0,0,0,0,0,26,0
"S30",0,0,14,0,13,0,3
"S31",13,8,0,0,2,0,0
"S32",7,5,4,0,2,1,0
"S33",0,0,14,16,0,0,0
"S34",0,3,12,5,2,3,0
"S35",11,0,0,16,0,0,0
"S36",10,0,0,0,0,14,0
"S37",0,0,0,25,0,0,0
"S38",0,0,0,0,31,0,0
"S39",0,12,9,0,0,0,0
"S40",0,23,0,0,1,0,1
"S41",27,0,0,0,0,0,0
"S42",0,0,19,0,0,1,0
"S43",8,0,17,0,0,0,0
"S44",1,0,0,0,31,0,0
"S45",0,0,15,0,13,0,0
"S46",0,1,2,15,10,0,0
"S47",0,0,0,16,0,2,0
"S48",0,0,25,0,0,0,0
"S49",0,0,5,0,10,8,0
"S50",13,9,0,0,4,0,0
"S51",31,0,0,0,0,0,0
"S52",0,12,0,0,15,0,0
"S53",11,7,0,10,0,0,0
"S54",2,0,19,4,0,0,0
"S55",7,0,0,0,8,6,0
"S56",0,0,0,30,0,0,0
"S57",12,0,0,0,0,6,0
"S58",0,0,10,0,9,0,0
"S59",0,0,0,20,0,15,0
"S60",5,0,0,2,9,0,0
"S61",0,0,0,0,9,13,0
"S62",3,4,0,3,5,0,0
"S63",21,0,0,0,0,0,0
"S64",4,0,0,19,0,18,0
"S65",0,1,0,0,4,23,0
"S66",0,14,15,0,0,0,0
"S67",0,0,0,12,11,0,0
"S68",0,0,10,21,0,0,0
"S69",0,0,20,0,0,0,0
"S70",12,1,7,0,10,0,0
"S71",0,0,0,1,0,0,28
"S72",22,0,0,0,0,0,0
"S73",0,0,0,0,14,19,0
"S74",0,0,0,0,0,17,4
"S75",15,0,15,0,0,0,0
"S76",0,8,0,0,12,2,0
"S77",0,13,10,0,4,0,0
"S78",0,0,1,0,31,0,0
"S79",0,0,10,0,0,12,0
"S80",0,23,0,0,3,0,0
"S81",0,0,0,12,0,14,0
"S82",0,0,0,17,11,0,0
"S83",12,0,4,0,0,11,0
"S84",0,0,0,0,9,11,1
"S85",0,0,0,2,0,24,0
"S86",0,0,12,0,6,0,0
"S87",9,0,6,6,0,2,0
"S88",0,5,0,6,0,6,0
"S89",0,0,0,0,0,9,18
"S90",0,0,0,0,1,19,0
"S91",7,0,6,8,0,7,0
"S92",10,4,0,5,0,0,0
"S93",0,0,0,21,0,0,0
"S94",0,0,2,7,5,2,0
"S95",0,0,4,0,0,0,17
"S96",9,0,0,0,5,8,0
"S97",0,17,0,10,0,0,0
"S98",0,0,0,0,32,0,0
"S99",32,1,0,0,0,0,0
"S100",17,16,0,0,0,0,0
"S101",22,1,0,0,0,0,0
"S102",0,0,0,4,0,15,15
"S103",0,1,7,0,10,4,0
"S104",0,0,0,15,2,0,0
"S105",0,0,8,8,3,0,0
"S106",2,3,8,6,4,1,0
"S107",0,0,0,0,19,0,7
"S108",0,0,13,7,0,3,1
"S109",8,0,20,2,0,0,0
"S110",0,0,0,10,0,10,0
"S111",0,25,0,0,0,0,0
"S112",19,1,0,0,0,0,0
"S113",0,0,11,8,0,0,0
"S114",0,0,0,20,5,0,0
"S115",0,0,0,15,10,2,0
"S116",1,0,0,0,27,0,0
"S117",6,18,0,0,0,0,0
"S118",0,0,9,16,0,1,0
"S119",11,7,0,0,1,9,0
"S120",7,7,0,10,0,0,0
"S121",0,0,0,0,0,18,0
"S122",0,0,18,9,0,0,0
"S123",31,0,0,0,0,0,0
"S124",3,0,0,5,0,14,0
"S125",0,0,0,9,0,20,0
"S126",18,0,0,3,0,0,0
"S127",17,0,0,15,0,0,0
"S128",0,1,0,19,0,0,0
"S129",2,8,11,10,0,0,0
