"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"1",13,10,66,7,13,35,82,15,18,10,11,13,8,11,14,18,8,19,47,10,9,22,20,91,43,39,10,39,13,14,49,26,14,13,41,46,17,17,15,15,84,8,39,15,14,9,11,12,11,52,82,8,41,15,26,9,43,7,17,20,9,16,70,27,15,10,17,17,8,37,16,74,17,9,64,11,18,20,11,17,12,19,39,9,10,7,35,10,18,8,39,24,10,10,15,31,16,14,94,54,67,4,14,7,11,17,14,9,40,6,13,68,15,12,13,13,31,16,49,34,8,11,89,20,12,58,47,6,17,13,9,12,52,56,30,69,7,9,4,32,16,12,10,7,18,13,47,9,12,52,47,5,82,11,22,9,10,16,27,17,13,24,13,6,31,23,12,6,15,16,6,12,17,9,21,9,21,10,20,9,12,4,64,14,16,26,9,24,11,47,26,40,38,66,16,16,14,9,16,14,13,12,54,46,73,54,5,13,49,14,15,11,9,10,30,8,13,10,24,26,25,10,9,10,8,31,10,50,16,19,18,6,30,21,17,28,19,14,28,12,9,32,13,11,16,14,6,80,18,9,9,9,10,12,73,16,24,8,12,9,59,44,6,46,27,6,12,14,13,12,40,14,23,18,45,7,16,21,15,13,54,15,14,20,6,14,14,15,50,20,25,8,23,11,28,14,43,11,11,42,9,49,26,16,51,18,10,11,12,14,22,40,15,40,7,11,12,14,32,11,10,16,11,14,61,67,8,16,14,45,11,49,18,18,17,13,10,13,65,16,47,59,31,21,7,20,7,15,39,47,22,5,4,19,20,13,6,13,63,10,48,7,41,17,14,11,17,12,71,42,12,9,17,8,24,34,16,51,14,12,13,49,15,14,43,11,17,17,16,27,15,21,32,7,35,9,12,60,10,21,10,36,10,11,10,14,5,38,11,10,23,21,17,75,23,29,8,10,12,16,18,17,12,15,7,20,9,9,57,6,11,22,20,7,14,9,51,16,9,39,14,21,86,26,73,14,14,9,15,16,52,16,13,87,38,12,74,34,7,15,61,34,11,12,26,8,11,22,17,12,14,106,58,78,30,12,55,18,48,14,41,18,45,23,15,8,7,15,32,66,7,31,13,6,16,39,12,20,39,31
"2",22,22,145,9,9,72,204,11,13,9,15,11,10,19,15,20,6,22,100,11,10,53,40,246,115,78,16,95,11,19,128,69,16,13,108,87,10,17,9,10,203,9,67,25,12,15,14,5,15,113,265,15,103,38,71,11,108,9,12,55,11,37,190,54,20,15,15,18,7,130,15,180,14,6,129,7,15,15,13,13,15,16,120,14,7,6,82,7,13,6,84,92,12,7,14,87,16,18,247,160,189,19,16,7,10,32,15,6,95,11,16,154,5,18,13,18,65,12,98,63,5,7,222,39,14,137,151,9,29,15,17,12,149,103,47,160,3,15,7,72,39,24,17,11,15,19,107,11,18,118,120,7,193,15,81,20,21,8,72,11,15,20,8,13,82,72,14,11,13,4,7,11,9,18,21,14,11,14,25,5,13,10,160,7,14,78,11,45,18,133,55,85,133,157,17,8,8,12,55,10,9,16,169,91,183,176,10,9,152,15,19,7,17,15,68,17,17,8,73,44,28,12,10,6,24,58,16,98,15,6,46,11,70,46,8,64,12,16,72,15,10,49,9,10,14,9,10,181,14,30,9,10,13,10,192,38,47,12,10,13,128,98,7,120,71,16,28,8,13,11,66,24,21,12,111,9,19,13,34,22,143,17,13,35,2,15,16,18,123,33,69,10,18,14,76,13,105,18,18,103,6,111,85,23,99,16,5,22,11,13,46,133,23,65,9,13,8,6,63,12,6,31,14,13,132,215,11,14,13,119,20,99,16,14,31,11,17,42,212,16,118,134,82,48,8,44,11,19,91,112,38,9,6,27,14,7,16,20,199,11,113,8,78,9,19,9,13,10,192,110,15,3,15,11,47,108,34,144,10,14,15,151,12,19,65,12,19,16,17,67,41,51,86,12,76,11,26,152,11,41,9,54,12,10,5,6,14,92,13,17,59,7,12,200,22,51,3,10,14,12,33,15,7,11,9,15,15,6,149,9,14,8,71,11,14,9,155,11,12,100,19,18,266,72,139,22,7,10,13,20,127,15,17,251,87,15,155,92,9,12,109,98,13,11,38,20,6,11,15,12,16,289,162,190,66,11,109,19,95,8,107,18,83,56,12,12,14,9,104,105,9,89,17,20,26,82,8,11,99,128
"3",12,13,53,10,10,36,70,10,16,9,16,15,12,10,15,12,6,15,43,5,13,20,18,91,45,36,11,46,12,10,36,29,7,14,35,35,12,13,9,11,73,10,36,24,13,13,6,13,12,49,102,10,43,13,20,21,38,12,20,30,9,14,59,36,12,15,14,14,5,42,13,62,15,13,53,10,11,12,13,13,15,17,40,10,13,3,32,5,15,11,43,40,11,9,8,42,5,18,89,75,67,25,15,11,13,30,14,15,38,5,16,43,3,9,14,16,31,17,39,35,9,9,89,20,21,60,68,12,25,8,15,12,58,39,21,52,13,12,3,32,14,15,12,13,6,19,55,16,13,42,41,10,44,11,25,6,16,16,33,23,13,14,10,10,25,24,6,10,15,12,11,14,7,17,9,15,8,17,11,4,17,7,49,12,15,32,15,20,18,44,24,36,45,63,12,12,10,21,12,11,6,10,64,56,74,62,14,7,52,11,10,9,10,19,30,6,4,8,37,25,26,13,15,16,12,33,16,40,9,15,18,4,38,22,8,28,11,16,30,26,11,20,13,9,18,19,8,65,18,21,10,11,11,11,81,7,19,5,19,13,41,45,5,58,29,10,14,8,14,18,32,11,18,16,43,12,10,21,21,10,77,13,11,24,7,16,21,11,47,34,20,20,13,23,35,9,39,12,22,45,5,48,41,18,31,17,12,12,9,7,29,50,18,21,9,12,14,15,27,8,11,19,10,12,58,80,15,11,13,39,14,54,14,14,11,6,14,16,65,14,48,65,29,30,10,14,7,9,33,53,19,12,5,17,22,9,10,19,76,13,53,7,41,9,12,7,17,11,81,47,11,12,12,7,19,38,22,46,14,15,16,56,9,21,29,13,18,9,12,43,27,25,31,6,31,11,13,57,11,29,12,36,21,21,9,10,7,43,14,18,27,23,14,72,22,24,8,16,13,10,29,16,5,14,11,11,5,9,51,7,10,12,26,15,12,9,48,15,4,32,12,9,73,31,61,13,6,10,10,8,46,24,11,93,42,12,69,29,11,8,34,51,9,10,14,10,5,9,15,12,9,106,45,58,34,11,45,15,52,11,46,13,35,20,13,10,8,10,31,47,11,39,10,15,17,33,14,15,44,49
"4",12,16,28,16,10,22,35,7,14,8,20,9,13,12,21,13,11,17,25,7,12,21,13,57,24,24,20,23,10,19,28,16,15,9,21,17,11,11,14,8,48,12,20,13,12,12,7,16,11,25,42,12,27,13,18,17,27,9,18,19,9,6,35,29,12,14,11,13,5,25,16,35,14,6,36,4,11,21,15,14,12,10,28,14,5,5,35,4,14,11,14,13,9,12,14,28,14,17,53,32,39,17,6,12,8,14,13,12,27,11,14,25,15,12,10,14,21,15,31,23,9,21,60,14,13,30,38,14,19,14,16,12,27,23,14,39,7,8,7,15,16,12,13,17,9,20,27,11,11,23,33,11,34,7,20,9,7,9,20,22,17,9,9,11,26,11,15,13,10,6,9,7,17,7,16,10,6,12,19,7,16,10,34,12,15,18,10,16,13,36,25,25,26,31,13,11,8,11,6,15,8,6,35,23,38,34,14,9,22,11,16,12,11,12,12,15,9,11,20,12,22,9,19,10,7,18,12,18,13,12,8,7,27,11,15,16,19,18,9,13,12,25,13,8,8,23,4,42,19,12,9,16,9,15,39,13,15,6,10,20,27,26,11,30,21,12,10,7,18,11,22,19,10,21,21,5,10,20,18,14,18,12,14,20,10,10,24,13,28,9,16,11,20,15,29,8,29,7,16,24,10,19,19,11,16,7,14,18,7,8,11,24,16,21,6,16,15,6,17,11,13,9,12,16,31,39,17,20,8,14,16,23,15,8,15,11,14,10,36,26,25,30,13,18,11,12,9,16,22,23,22,13,5,17,29,11,5,17,38,14,39,13,23,12,11,8,5,19,36,23,14,3,12,7,10,36,16,34,6,7,11,33,7,22,20,13,18,8,19,20,15,24,18,13,16,10,18,25,10,14,7,12,15,12,8,8,8,24,13,14,17,22,10,48,9,12,7,11,9,7,15,12,7,14,8,13,11,9,42,5,11,13,18,13,12,10,33,10,4,22,15,15,43,19,33,13,7,9,13,7,26,14,19,59,31,7,29,23,7,6,33,20,16,8,16,9,5,19,16,13,14,67,17,29,23,15,21,13,14,6,27,13,27,9,11,10,6,9,19,40,21,21,10,12,18,24,10,5,22,17
"5",6,10,62,13,13,39,59,9,5,15,8,5,14,11,13,18,8,11,44,20,11,23,23,101,50,34,20,41,12,21,46,17,9,9,36,24,12,20,16,10,93,6,39,16,12,15,8,16,7,48,109,15,36,12,40,21,41,12,25,21,14,26,75,32,12,16,11,13,10,44,13,61,28,17,50,13,21,19,17,17,16,11,47,7,15,12,31,5,19,12,57,28,10,7,13,42,17,22,88,58,62,15,10,9,11,11,14,7,36,9,13,63,3,9,14,14,28,11,44,25,8,16,90,21,21,53,55,11,17,27,13,8,48,56,18,66,7,10,7,26,14,17,13,17,12,12,43,16,13,37,47,7,77,16,33,15,12,20,29,13,8,18,9,11,32,26,8,13,13,7,9,12,7,9,21,11,13,16,16,8,20,3,64,7,6,34,14,26,15,39,26,41,45,70,13,12,8,19,23,10,7,11,68,53,63,63,18,17,44,13,9,9,11,20,31,19,10,12,32,24,22,10,16,11,13,21,10,55,19,11,17,9,35,27,16,39,16,11,37,9,11,28,7,10,19,19,13,64,16,15,2,17,15,9,75,14,21,8,14,9,35,35,6,57,38,12,14,9,17,20,37,13,16,16,52,13,10,21,19,12,53,10,17,25,9,14,10,14,39,20,35,12,19,21,24,9,36,13,12,40,5,37,41,18,42,25,13,26,10,9,26,55,14,25,14,12,10,17,21,10,11,10,26,12,54,76,12,11,13,39,20,41,11,12,15,21,15,15,67,18,53,36,28,22,5,25,9,18,40,54,20,6,5,20,26,17,8,18,66,8,37,12,41,10,12,15,14,12,73,39,9,5,7,15,32,39,25,50,14,7,16,57,13,7,29,14,11,15,14,31,17,18,46,10,33,2,11,42,12,19,5,28,12,13,12,14,9,47,10,14,23,15,16,73,12,32,8,11,14,6,17,10,10,11,5,18,13,11,46,7,8,13,23,12,7,7,50,9,7,29,9,14,88,33,62,11,6,14,13,10,42,11,16,84,43,11,78,28,6,16,53,48,16,14,25,21,13,17,19,11,14,109,58,55,35,17,39,17,42,12,49,22,43,18,11,10,7,17,45,45,13,44,15,11,24,33,20,13,53,52
"6",15,8,31,12,14,16,43,13,16,12,14,16,9,4,12,6,8,15,31,14,13,18,9,56,30,24,13,22,15,17,25,15,18,19,17,24,15,7,7,8,46,10,17,19,23,19,8,12,11,26,43,17,30,13,20,20,26,10,15,14,6,12,37,33,12,19,8,10,16,27,9,27,15,11,28,14,16,13,10,11,14,12,30,7,15,5,19,12,19,8,21,10,7,6,10,27,13,17,53,39,50,17,10,10,11,16,12,15,21,10,18,20,6,8,14,19,20,13,32,22,15,17,44,11,11,26,38,9,14,11,17,15,32,39,15,31,6,13,4,14,10,15,17,9,15,9,28,18,9,33,25,16,31,18,23,9,15,14,24,16,10,10,8,20,7,14,14,8,18,8,4,9,8,17,17,10,18,13,16,12,17,8,29,13,14,13,15,12,20,26,23,17,24,32,12,15,6,19,14,13,10,3,36,35,40,42,16,9,30,19,9,14,17,18,22,16,11,9,24,14,24,10,15,11,9,14,17,19,11,10,18,6,25,11,12,19,10,14,23,16,11,25,14,13,10,10,7,36,15,10,9,22,7,23,36,16,20,6,15,16,25,23,6,31,25,13,9,14,17,12,30,18,15,17,18,6,13,15,10,11,30,7,16,12,8,12,8,10,31,14,27,6,22,13,23,15,17,12,19,27,10,29,19,12,16,12,12,15,10,14,11,28,21,18,8,12,9,8,21,15,16,15,10,14,33,42,13,14,12,22,17,30,12,13,12,9,17,19,41,12,28,31,17,10,12,14,6,16,22,20,18,11,4,17,20,8,7,8,28,12,32,16,19,11,12,15,9,12,32,20,9,2,9,9,21,24,16,27,12,15,14,24,12,15,18,9,10,23,15,13,18,20,27,7,15,8,14,21,9,15,6,14,14,16,13,18,10,16,3,5,15,23,15,50,15,13,10,6,14,9,15,14,7,12,8,14,8,14,31,12,12,13,23,9,10,9,29,18,9,22,22,11,42,22,23,15,9,10,7,15,38,26,15,44,18,9,35,20,18,8,20,20,16,10,22,12,10,15,14,16,17,54,24,42,20,12,28,11,27,9,23,15,32,8,11,10,10,21,17,25,12,19,11,11,24,22,15,10,27,27
"7",10,12,154,10,13,81,225,13,11,16,18,14,10,9,19,9,6,16,89,12,14,47,35,274,101,66,12,96,13,24,121,81,11,13,91,75,13,14,16,12,221,16,81,27,11,15,7,16,9,117,254,16,101,37,68,22,111,8,17,48,18,27,188,68,11,10,9,14,11,131,11,189,19,8,124,10,9,11,14,12,17,9,122,12,12,6,73,6,16,14,71,89,10,8,7,99,13,11,283,153,194,17,12,6,8,25,15,18,63,18,18,152,13,17,17,22,55,5,93,66,7,15,256,31,16,144,173,3,23,11,10,12,143,135,51,157,3,4,8,63,32,21,20,14,11,16,130,16,13,106,118,13,199,11,93,15,18,14,94,18,21,13,9,12,66,73,17,16,20,10,16,13,11,15,11,6,13,10,17,3,13,8,164,16,17,64,8,49,18,136,51,94,119,160,17,10,7,7,45,12,12,20,170,120,150,158,15,8,149,13,11,17,13,20,54,9,10,13,90,42,18,7,17,15,28,49,15,95,13,15,44,11,82,57,20,65,11,16,81,19,13,55,12,5,15,17,7,203,15,27,11,7,6,16,193,24,42,8,19,20,107,72,9,130,82,8,19,17,13,10,65,20,15,7,123,8,13,20,33,12,160,17,13,33,8,16,26,10,130,31,51,11,13,14,63,10,97,9,16,97,9,109,84,13,88,19,14,26,11,18,45,128,13,70,13,14,9,17,70,14,10,23,16,10,170,204,9,12,5,106,10,111,19,16,29,13,11,37,181,17,108,140,67,52,6,33,9,16,78,133,39,5,3,26,20,11,9,31,185,11,118,6,84,9,16,12,12,13,213,102,17,15,8,13,59,100,44,139,15,14,23,127,16,14,71,9,17,11,21,63,46,46,96,7,98,8,27,126,11,42,7,95,13,16,9,14,15,80,16,13,52,17,13,186,16,65,7,9,12,14,30,10,7,16,6,22,8,14,145,6,5,17,67,13,10,7,139,12,7,98,17,15,248,75,158,13,11,14,9,17,128,16,20,229,93,19,164,107,12,7,111,103,12,9,29,15,6,16,8,17,11,336,157,188,88,9,122,17,113,9,98,26,73,56,6,8,12,11,82,130,9,82,15,13,29,77,17,8,103,103
"8",13,16,43,8,9,41,76,9,14,6,18,6,10,6,14,12,13,23,36,17,23,33,22,96,34,34,11,33,19,15,54,35,7,13,28,29,11,14,6,9,74,10,28,18,11,11,9,16,8,40,93,18,45,21,29,17,38,13,28,16,9,13,47,40,11,18,16,16,13,33,20,55,16,5,59,12,14,8,4,9,20,11,42,11,10,11,21,10,15,4,22,36,12,14,7,25,10,17,106,58,71,18,15,7,10,20,17,14,24,7,11,60,17,11,18,17,35,11,54,23,7,8,74,19,14,44,58,8,19,9,9,13,60,35,23,65,12,5,7,20,20,9,15,7,13,17,49,15,21,38,58,13,64,17,21,19,11,13,27,15,9,17,11,12,30,22,9,10,10,7,10,13,6,8,23,12,13,6,13,5,11,14,46,11,10,31,11,14,13,57,25,29,53,40,6,12,10,16,22,14,4,10,62,40,77,50,12,5,47,19,8,15,14,8,24,12,12,11,39,18,25,12,17,15,9,21,12,46,12,6,24,10,39,23,10,38,13,13,23,10,17,24,10,9,17,14,12,55,11,12,9,13,14,21,83,19,21,10,9,13,33,42,6,47,27,13,13,14,9,13,29,14,20,15,42,11,11,18,19,15,48,7,6,24,7,12,19,10,46,16,33,7,12,11,45,7,43,12,15,20,10,37,29,12,31,13,11,19,12,19,15,59,16,26,7,18,11,10,22,10,15,23,14,12,56,73,8,9,15,29,16,66,14,16,19,12,18,14,65,22,53,54,34,23,6,16,9,18,47,59,22,14,6,23,9,19,6,15,65,16,52,8,41,11,17,14,12,7,58,36,9,10,12,11,26,45,18,44,11,9,9,43,10,17,32,6,16,24,17,26,33,21,40,7,34,8,11,49,15,24,6,18,9,4,15,22,11,38,9,12,20,19,19,87,23,34,15,7,10,7,22,13,9,15,9,9,14,9,61,8,4,20,23,9,9,14,39,9,7,36,21,16,86,28,63,26,15,7,8,6,56,18,10,90,37,15,65,28,12,3,48,44,10,12,16,19,12,19,12,14,13,89,59,55,28,19,31,23,35,12,40,17,39,27,7,8,3,10,31,30,10,44,10,17,15,32,14,10,37,39
"9",11,7,35,18,11,13,39,11,10,11,16,5,11,14,13,9,13,16,25,12,14,26,7,55,25,24,11,26,14,12,31,10,23,8,24,26,16,15,10,19,50,12,22,21,12,7,10,16,10,43,54,11,33,9,16,13,26,5,21,20,13,12,33,30,12,11,16,10,9,27,11,35,14,8,40,7,15,15,9,18,22,15,36,14,21,8,20,6,13,14,28,24,12,9,10,20,12,13,53,40,35,22,9,4,16,19,13,16,27,11,3,42,16,8,14,11,17,13,25,24,7,6,50,14,16,37,35,10,15,14,12,17,30,28,13,31,9,5,2,18,11,14,16,14,12,10,40,17,20,23,30,11,42,9,22,14,16,19,19,13,11,13,12,11,18,13,5,10,18,14,4,11,15,11,15,13,8,12,12,4,12,16,26,8,14,19,11,12,16,25,19,17,21,39,12,20,9,10,16,8,9,8,36,30,43,36,21,12,30,18,13,9,12,20,15,6,13,11,21,9,25,13,15,11,5,22,12,21,12,13,13,7,28,23,10,19,9,18,18,18,8,16,17,12,16,21,5,38,16,13,14,13,10,22,38,9,13,9,9,16,27,22,11,23,21,15,12,10,10,13,22,15,17,11,27,7,11,21,12,11,40,14,10,15,9,12,13,21,35,14,28,13,16,11,22,10,39,13,16,29,15,27,26,11,21,24,13,20,9,10,14,39,17,16,9,12,19,7,15,11,15,12,16,10,29,27,13,12,12,23,23,25,9,13,25,12,16,11,38,21,30,31,21,19,3,8,12,19,21,24,9,11,8,11,17,14,10,11,31,14,28,14,23,16,15,7,17,19,36,27,10,13,7,11,17,21,16,28,13,10,14,28,10,17,13,12,17,15,7,20,9,21,29,7,19,10,14,30,8,19,15,23,12,23,14,7,8,24,15,17,14,27,18,44,16,24,10,14,9,11,11,12,9,16,5,14,18,15,33,8,13,19,20,12,21,17,31,15,9,12,24,5,48,17,33,16,9,13,10,10,36,22,21,41,31,16,27,16,14,10,33,24,16,10,22,13,8,16,10,14,15,67,28,33,17,10,30,17,24,16,35,17,32,15,11,10,14,11,14,27,10,24,16,14,15,22,10,13,29,30
"10",15,7,86,11,9,45,93,16,10,13,13,9,9,9,12,14,8,22,53,25,14,29,31,111,53,40,11,41,6,12,58,40,19,8,51,39,17,19,7,16,119,9,50,25,18,9,11,9,10,58,107,13,63,22,34,15,61,12,19,22,12,17,72,38,21,10,12,19,5,49,10,77,17,8,64,4,11,15,12,12,13,17,53,13,10,7,46,6,11,12,41,48,8,5,14,45,19,14,117,62,96,12,12,3,7,15,12,15,51,6,12,97,6,10,12,19,32,15,64,36,8,18,121,18,25,78,69,10,24,10,5,18,86,66,36,77,5,8,5,26,28,10,13,14,12,13,69,13,9,49,75,8,83,5,37,12,16,16,35,13,9,18,6,13,42,32,10,10,19,11,3,7,13,12,18,16,16,9,11,12,14,22,67,11,8,38,13,32,14,70,37,45,58,63,13,15,9,13,33,9,18,9,94,69,84,89,19,11,68,18,12,11,10,18,27,9,8,8,34,17,20,13,19,16,12,27,22,50,11,8,28,16,39,25,7,30,8,12,41,8,4,35,11,6,24,17,7,95,16,13,9,19,12,16,102,20,14,7,11,15,72,43,14,65,29,21,14,6,18,15,40,17,16,18,56,7,11,17,17,10,86,15,6,13,7,20,18,14,53,16,43,12,18,15,37,13,58,12,20,49,13,58,36,11,54,13,12,20,6,18,20,74,22,37,17,15,11,15,30,11,8,15,13,10,71,97,11,11,5,41,23,46,12,6,17,19,11,21,78,19,48,53,35,32,11,26,7,13,41,79,21,13,5,19,18,12,6,24,75,9,64,13,30,10,8,4,15,15,98,45,9,9,10,8,34,65,30,68,17,11,13,68,9,10,32,14,16,14,10,28,27,31,48,9,43,5,21,69,12,17,11,38,13,5,15,9,8,42,16,10,32,17,15,83,19,35,14,11,12,10,18,13,7,11,7,15,12,15,63,10,15,13,42,9,8,6,72,10,6,28,13,19,106,45,74,20,12,11,9,11,57,25,10,99,49,15,71,39,10,9,48,53,11,8,25,13,9,15,13,7,15,136,61,83,41,14,53,23,40,7,57,18,54,26,11,8,11,11,51,76,12,51,16,10,19,29,8,9,42,53
